순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,194480,데브시스터즈,,2021-06-30,KOSDAQ,-20.0,-20.35,533.91,1014.36,-10.48,91600.0,2021,2021-07
2.0,151860,KG ETS,,2021-06-30,KOSDAQ,95.95,240.91,223.18,464.2,-8.51,21750.0,2021,2021-07
3.0,299660,셀리드,,2021-06-30,KOSDAQ,54.67,233.18,229.49,359.27,-26.84,97724.0,2021,2021-07
4.0,011000,진원생명과학,,2021-06-30,KOSPI,106.55,304.3,119.49,388.13,-12.27,30957.0,2021,2021-07
5.0,298020,효성티앤씨,,2021-06-30,KOSPI,27.66,57.07,326.54,703.57,-1.22,900000.0,2021,2021-07
6.0,011200,HMM,,2021-06-30,KOSPI,-8.35,51.38,214.7,837.03,-8.88,43900.0,2021,2021-07
7.0,007390,네이처셀,,2021-06-30,KOSDAQ,112.28,203.41,195.12,234.62,-9.26,30250.0,2021,2021-07
8.0,950130,엑세스바이오,,2021-06-30,KOSDAQ,27.01,123.38,32.2,775.63,2.74,24938.0,2021,2021-07
9.0,001440,대한전선,,2021-06-30,KOSPI,50.88,164.84,124.18,359.3,-15.47,26534.0,2021,2021-07
10.0,104480,티케이케미칼,,2021-06-30,KOSDAQ,27.27,101.83,203.15,263.21,-3.9,7700.0,2021,2021-07
11.0,206650,유바이오로직스,,2021-06-30,KOSDAQ,-13.05,101.96,93.9,435.81,-10.05,41300.0,2021,2021-07
12.0,205470,휴마시스,,2021-06-30,KOSDAQ,42.13,179.68,98.96,99.6,-3.97,4956.0,2021,2021-07
13.0,001230,동국제강,,2021-06-30,KOSPI,-3.06,62.64,173.4,318.82,-4.28,18889.0,2021,2021-07
14.0,034020,두산중공업,,2021-06-30,KOSPI,19.85,83.46,76.67,437.1,-8.81,23020.0,2021,2021-07
15.0,084110,휴온스글로벌,,2021-06-30,KOSDAQ,-4.14,117.86,129.4,123.86,-2.98,64007.0,2021,2021-07
16.0,073240,금호타이어,,2021-06-30,KOSPI,56.64,110.5,111.89,166.0,-16.46,8020.0,2021,2021-07
17.0,298050,효성첨단소재,,2021-06-30,KOSPI,16.84,15.77,195.64,286.4,39.39,440500.0,2021,2021-07
18.0,041510,에스엠,,2021-06-30,KOSDAQ,34.55,98.65,97.65,142.47,0.0,58800.0,2021,2021-07
19.0,108320,실리콘웍스,,2021-06-30,KOSDAQ,13.12,60.85,108.93,215.03,-1.4,121600.0,2021,2021-07
20.0,035720,카카오,,2021-06-30,KOSPI,32.52,63.07,108.5,203.59,-9.82,163000.0,2021,2021-07
21.0,048260,오스템임플란트,,2021-06-30,KOSDAQ,28.91,33.76,122.94,277.75,13.63,964090.0,2021,2021-07
22.0,027360,아주IB투자,,2021-06-30,KOSDAQ,-15.68,4.71,67.17,407.22,4.95,6670.0,2021,2021-07
23.0,241820,피씨엘,,2021-06-30,KOSDAQ,18.99,27.12,67.99,343.36,-15.8,365680.0,2021,2021-07
24.0,216080,제테마,,2021-06-30,KOSDAQ,-4.67,87.73,60.27,48.89,-8.58,18362.0,2021,2021-07
25.0,028050,삼성엔지니어링,,2021-06-30,KOSPI,26.46,70.71,80.38,95.1,-2.3,23900.0,2021,2021-07
26.0,036930,주성엔지니어링,,2021-06-30,KOSDAQ,7.27,38.39,88.79,176.79,-8.06,15500.0,2021,2021-07
27.0,011210,현대위아,,2021-06-30,KOSPI,20.26,31.65,89.72,193.78,-3.45,101500.0,2021,2021-07
28.0,067160,아프리카TV,,2021-06-30,KOSDAQ,20.93,51.59,96.69,88.29,11.26,119000.0,2021,2021-07
29.0,002380,KCC,,2021-06-30,KOSPI,11.71,44.63,73.92,158.27,3.35,343500.0,2021,2021-07
30.0,215000,골프존,,2021-06-30,KOSDAQ,20.3,49.94,94.95,92.72,11.32,135100.0,2021,2021-07
31.0,120110,코오롱인더,,2021-06-30,KOSPI,29.7,35.12,96.83,151.71,0.12,80800.0,2021,2021-07
32.0,010620,현대미포조선,,2021-06-30,KOSPI,3.31,30.64,82.08,179.23,-4.0,87400.0,2021,2021-07
33.0,138040,메리츠금융지주,,2021-06-30,KOSPI,13.37,23.26,116.11,125.53,18.4,21200.0,2021,2021-07
34.0,032300,한국파마,,2021-06-30,KOSDAQ,15.71,39.28,135.59,0.0,7.65,52300.0,2021,2021-07
35.0,122450,KMH,,2021-06-30,KOSDAQ,29.44,20.96,52.62,267.86,-18.41,13850.0,2021,2021-07
36.0,025900,동화기업,,2021-06-30,KOSDAQ,11.95,50.56,49.19,121.57,0.67,29639.0,2021,2021-07
37.0,028670,팬오션,,2021-06-30,KOSPI,25.4,38.41,70.12,123.56,-11.59,8540.0,2021,2021-07
38.0,042670,두산인프라코어,,2021-06-30,KOSPI,11.58,27.31,82.44,99.3,5.21,12229.0,2021,2021-07
39.0,011790,SKC,,2021-06-30,KOSPI,24.31,23.35,68.62,159.84,1.89,158500.0,2021,2021-07
40.0,096770,SK이노베이션,,2021-06-30,KOSPI,11.51,34.93,55.53,125.57,-14.38,290757.0,2021,2021-07
41.0,066970,엘앤에프,,2021-06-30,KOSDAQ,7.73,21.61,33.35,221.12,17.01,91700.0,2021,2021-07
42.0,088350,한화생명,,2021-06-30,KOSPI,-2.47,16.98,53.89,176.1,-9.59,3755.0,2021,2021-07
43.0,047040,대우건설,,2021-06-30,KOSPI,-4.45,20.27,59.48,131.78,-6.29,7950.0,2021,2021-07
44.0,166090,하나머티리얼즈,,2021-06-30,KOSDAQ,5.12,18.92,61.54,123.73,11.04,46200.0,2021,2021-07
45.0,215200,메가스터디교육,,2021-06-30,KOSDAQ,5.99,16.75,76.92,93.28,15.36,69000.0,2021,2021-07
46.0,214450,파마리서치,,2021-06-30,KOSDAQ,6.89,35.75,57.34,65.75,-1.33,90000.0,2021,2021-07
47.0,000720,현대건설,,2021-06-30,KOSPI,1.57,32.35,55.67,76.4,-6.17,56724.0,2021,2021-07
48.0,237690,에스티팜,,2021-06-30,KOSDAQ,-1.14,32.0,8.48,179.4,-4.62,112600.0,2021,2021-07
49.0,307950,현대오토에버,,2021-06-30,KOSPI,19.91,14.83,9.72,260.85,-5.54,135500.0,2021,2021-07
50.0,003490,대한항공,,2021-06-30,KOSPI,-1.41,15.81,49.35,134.15,-5.08,31500.0,2021,2021-07
51.0,085660,차바이오텍,,2021-06-30,KOSDAQ,46.69,52.92,43.39,44.11,-9.74,26540.0,2021,2021-07
52.0,000270,기아,,2021-06-30,KOSPI,4.67,8.08,43.59,179.56,-6.7,89600.0,2021,2021-07
53.0,074600,원익QnC,,2021-06-30,KOSDAQ,13.99,25.89,41.88,118.48,2.32,30150.0,2021,2021-07
54.0,012450,한화에어로스페이스,,2021-06-30,KOSPI,0.43,14.92,64.91,91.06,10.21,47876.0,2021,2021-07
55.0,015750,성우하이텍,,2021-06-30,KOSDAQ,5.93,19.8,28.42,165.7,-10.25,7320.0,2021,2021-07
56.0,241560,두산밥캣,,2021-06-30,KOSPI,-6.43,14.01,61.89,82.51,-3.96,48000.0,2021,2021-07
57.0,064760,티씨케이,,2021-06-30,KOSDAQ,17.21,7.52,60.89,132.79,-3.42,201600.0,2021,2021-07
58.0,004020,현대제철,,2021-06-30,KOSPI,0.56,11.76,35.61,161.95,0.56,53700.0,2021,2021-07
59.0,213420,덕산네오룩스,,2021-06-30,KOSDAQ,34.59,25.97,63.56,68.89,7.37,57000.0,2021,2021-07
60.0,071050,한국금융지주,,2021-06-30,KOSPI,-0.96,20.33,30.38,131.46,-6.89,103000.0,2021,2021-07
61.0,081660,휠라홀딩스,,2021-06-30,KOSPI,6.79,34.88,33.18,65.81,-10.31,58200.0,2021,2021-07
62.0,010060,OCI,,2021-06-30,KOSPI,-7.48,-3.29,26.34,217.57,-2.98,93372.0,2021,2021-07
63.0,010950,S-Oil,,2021-06-30,KOSPI,9.51,26.23,48.12,61.42,-4.1,102500.0,2021,2021-07
64.0,041190,우리기술투자,,2021-06-30,KOSDAQ,-13.83,-18.65,61.19,183.39,-7.52,7850.0,2021,2021-07
65.0,178920,PI첨단소재,,2021-06-30,KOSDAQ,22.09,20.35,48.65,91.3,-2.73,55000.0,2021,2021-07
66.0,086520,에코프로,,2021-06-30,KOSDAQ,-7.56,14.24,31.49,126.16,59.12,8456.0,2021,2021-07
67.0,047050,포스코인터내셔널,,2021-06-30,KOSPI,12.56,15.63,60.14,67.03,10.94,23300.0,2021,2021-07
68.0,151910,나노스,,2021-06-30,KOSDAQ,-4.58,-9.9,88.61,79.69,-1.55,6460.0,2021,2021-07
69.0,112610,씨에스윈드,,2021-06-30,KOSPI,2.11,2.24,-12.48,288.88,6.06,77500.0,2021,2021-07
70.0,140860,파크시스템스,,2021-06-30,KOSDAQ,-8.09,-2.54,38.2,165.18,-2.14,130600.0,2021,2021-07
71.0,011780,금호석유,,2021-06-30,KOSPI,-5.4,-17.36,51.03,193.96,-7.08,219000.0,2021,2021-07
72.0,217270,넵튠,,2021-06-30,KOSDAQ,-3.52,-7.84,-7.49,300.97,9.51,24700.0,2021,2021-07
73.0,008930,한미사이언스,,2021-06-30,KOSPI,9.13,31.9,0.53,134.21,-6.27,73677.0,2021,2021-07
74.0,263750,펄어비스,,2021-06-30,KOSDAQ,24.92,22.85,45.41,73.62,-2.25,75700.0,2021,2021-07
75.0,052400,코나아이,,2021-06-30,KOSDAQ,0.46,4.5,64.86,68.97,-3.06,44100.0,2021,2021-07
76.0,035760,CJ ENM,,2021-06-30,KOSDAQ,10.53,28.39,30.97,65.64,-10.73,182700.0,2021,2021-07
77.0,005380,현대차,,2021-06-30,KOSPI,1.91,9.86,24.74,145.14,-8.98,239500.0,2021,2021-07
