순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,900100,뉴프라이드,,2015-11-30,KOSDAQ,-24.18,792.28,539.13,1684.56,-27.5,61478.0,2015,2015-12
2.0,064090,한양하이타오,,2015-11-30,KOSDAQ,-15.7,96.66,707.19,2178.75,-16.6,155570.0,2015,2015-12
3.0,036630,세종텔레콤,,2015-11-30,KOSDAQ,44.27,391.28,461.56,495.26,-26.26,16566.0,2015,2015-12
4.0,128940,한미약품,,2015-11-30,KOSPI,53.58,82.53,92.72,745.61,-6.6,639306.0,2015,2015-12
5.0,008930,한미사이언스,,2015-11-30,KOSPI,13.31,-6.87,143.07,904.31,-12.03,122917.0,2015,2015-12
6.0,041960,코미팜,,2015-11-30,KOSDAQ,83.69,161.77,69.39,402.18,-20.94,38703.0,2015,2015-12
7.0,035620,바른손이앤에이,,2015-11-30,KOSDAQ,31.45,119.08,185.22,225.09,-40.9,4535.0,2015,2015-12
8.0,065620,제낙스,,2015-11-30,KOSDAQ,-1.4,107.06,146.84,162.69,-3.41,88000.0,2015,2015-12
9.0,067080,대화제약,,2015-11-30,KOSDAQ,52.15,46.6,118.27,460.91,-15.84,44200.0,2015,2015-12
10.0,007390,네이처셀,,2015-11-30,KOSDAQ,-16.45,83.5,22.83,353.48,-24.1,6063.0,2015,2015-12
11.0,065160,에프티이앤이,,2015-11-30,KOSDAQ,23.81,94.03,59.14,215.08,-3.23,5788.0,2015,2015-12
12.0,102940,코오롱생명과학,,2015-11-30,KOSDAQ,51.85,25.25,112.07,381.41,-19.31,159529.0,2015,2015-12
13.0,114570,지스마트글로벌,,2015-11-30,KOSDAQ,0.62,19.0,1.89,478.49,1.42,57861.0,2015,2015-12
14.0,039840,디오,,2015-11-30,KOSDAQ,-0.18,27.13,56.2,299.3,5.82,28350.0,2015,2015-12
15.0,025980,에머슨퍼시픽,,2015-11-30,KOSDAQ,-2.22,21.55,58.27,301.83,-1.25,8800.0,2015,2015-12
16.0,053300,한국정보인증,,2015-11-30,KOSDAQ,4.09,20.17,40.0,276.32,-22.5,13367.0,2015,2015-12
17.0,108230,톱텍,,2015-11-30,KOSDAQ,-1.94,16.02,80.55,171.19,-17.6,16190.0,2015,2015-12
18.0,033290,코웰패션,,2015-11-30,KOSDAQ,4.46,-2.46,74.63,241.93,-8.4,2691.0,2015,2015-12
19.0,213420,덕산네오룩스,,2015-11-30,KOSDAQ,28.6,75.81,41.58,0.0,-3.9,14754.0,2015,2015-12
20.0,084990,바이로메드,,2015-11-30,KOSDAQ,13.91,14.56,34.07,247.39,1.71,94877.0,2015,2015-12
21.0,009830,한화케미칼,,2015-11-30,KOSPI,11.91,37.19,30.71,97.62,9.24,30112.0,2015,2015-12
22.0,036930,주성엔지니어링,,2015-11-30,KOSDAQ,50.05,50.36,13.69,123.6,6.63,7390.0,2015,2015-12
23.0,063170,서울옥션,,2015-11-30,KOSDAQ,6.81,-10.92,7.65,331.75,6.37,20400.0,2015,2015-12
24.0,048530,인트론바이오,,2015-11-30,KOSDAQ,28.55,10.5,-10.33,303.71,-0.73,27416.0,2015,2015-12
25.0,068270,셀트리온,,2015-11-30,KOSDAQ,12.08,21.55,25.07,127.22,0.81,62775.0,2015,2015-12
26.0,051910,LG화학,,2015-11-30,KOSPI,4.43,35.9,27.45,54.0,3.3,318000.0,2015,2015-12
27.0,041830,인바디,,2015-11-30,KOSDAQ,6.92,21.53,38.89,71.57,10.48,52500.0,2015,2015-12
28.0,090435,아모레퍼시픽우,,2015-11-30,KOSPI,22.22,29.59,9.74,107.01,-2.75,236500.0,2015,2015-12
29.0,119610,인터로조,,2015-11-30,KOSDAQ,4.56,-2.26,51.27,110.57,-2.44,24938.0,2015,2015-12
30.0,067290,JW중외신약,,2015-11-30,KOSDAQ,36.34,29.78,23.66,82.88,-6.24,6847.0,2015,2015-12
31.0,051900,LG생활건강,,2015-11-30,KOSPI,6.44,25.69,24.75,61.8,4.17,1008000.0,2015,2015-12
