순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,045390,대아티아이,,2018-07-31,KOSDAQ,-6.83,37.28,270.21,276.22,20.4,6960.0,2018,2018-08
2.0,151910,나노스,,2018-07-31,KOSDAQ,27.71,34.36,270.79,224.8,12.12,8250.0,2018,2018-08
3.0,215200,메가스터디교육,,2018-07-31,KOSDAQ,-6.07,25.67,129.86,369.54,-18.46,33112.0,2018,2018-08
4.0,078600,대주전자재료,,2018-07-31,KOSDAQ,31.46,53.16,87.8,309.21,-6.18,31550.0,2018,2018-08
5.0,090360,로보스타,,2018-07-31,KOSDAQ,-13.42,75.49,62.36,64.98,-7.54,35800.0,2018,2018-08
6.0,073070,에스모,,2018-07-31,KOSDAQ,-30.13,9.17,82.16,180.71,23.79,39300.0,2018,2018-08
7.0,041190,우리기술투자,,2018-07-31,KOSDAQ,51.4,-14.93,-30.94,640.17,-6.93,4330.0,2018,2018-08
8.0,081660,휠라코리아,,2018-07-31,KOSPI,-5.79,21.46,83.45,114.19,31.7,31700.0,2018,2018-08
9.0,067160,아프리카TV,,2018-07-31,KOSDAQ,-8.99,22.83,92.31,76.72,-11.29,42500.0,2018,2018-08
10.0,065660,안트로젠,,2018-07-31,KOSDAQ,-17.94,-16.59,39.14,357.29,14.18,91000.0,2018,2018-08
11.0,067630,에이치엘비생명과학,,2018-07-31,KOSDAQ,-17.47,-26.62,130.55,157.06,39.03,7267.0,2018,2018-08
12.0,035900,JYP Ent.,,2018-07-31,KOSDAQ,-14.02,5.83,45.05,219.72,42.07,22700.0,2018,2018-08
13.0,218410,RFHIC,,2018-07-31,KOSDAQ,10.06,28.67,29.63,178.68,3.81,25611.0,2018,2018-08
14.0,028300,에이치엘비,,2018-07-31,KOSDAQ,-30.16,-43.95,46.46,377.98,52.72,27106.0,2018,2018-08
15.0,020150,일진머티리얼즈,,2018-07-31,KOSPI,25.38,58.74,36.68,41.79,4.33,53100.0,2018,2018-08
16.0,009150,삼성전기,,2018-07-31,KOSPI,3.37,29.54,44.13,63.82,4.89,153500.0,2018,2018-08
17.0,066970,엘앤에프,,2018-07-31,KOSDAQ,0.59,33.16,24.85,89.23,-5.2,47284.0,2018,2018-08
18.0,092040,아미코젠,,2018-07-31,KOSDAQ,19.62,14.85,43.68,120.6,15.87,17381.0,2018,2018-08
19.0,086390,유니테스트,,2018-07-31,KOSDAQ,-0.53,18.61,54.1,57.98,2.39,18800.0,2018,2018-08
20.0,003670,포스코켐텍,,2018-07-31,KOSDAQ,12.03,34.1,-0.1,135.57,22.6,44898.0,2018,2018-08
21.0,011070,LG이노텍,,2018-07-31,KOSPI,12.8,39.91,29.88,8.67,-11.96,163000.0,2018,2018-08
22.0,166090,하나머티리얼즈,,2018-07-31,KOSDAQ,-14.71,12.26,33.44,79.75,-6.44,21750.0,2018,2018-08
23.0,049950,미래컴퍼니,,2018-07-31,KOSDAQ,-6.08,-8.41,62.07,78.94,-14.15,119120.0,2018,2018-08
24.0,064350,현대로템,,2018-07-31,KOSPI,-3.03,1.87,58.6,45.07,0.18,27200.0,2018,2018-08
