순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,194480,데브시스터즈,,2021-04-30,KOSDAQ,-0.78,254.35,1198.07,1498.04,0.35,114100.0,2021,2021-05
2.0,011200,HMM,,2021-04-30,KOSPI,35.17,187.18,337.01,985.87,22.19,39200.0,2021,2021-05
3.0,139670,키네마스터,,2021-04-30,KOSDAQ,3.85,125.0,506.74,508.11,-62.96,54000.0,2021,2021-05
4.0,298020,효성티앤씨,,2021-04-30,KOSPI,26.18,141.4,405.59,454.02,-2.49,723000.0,2021,2021-05
5.0,001230,동국제강,,2021-04-30,KOSPI,75.47,209.05,295.25,464.2,-4.39,20379.0,2021,2021-05
6.0,205470,휴마시스,,2021-04-30,KOSDAQ,263.26,248.7,156.25,602.73,-45.83,6437.0,2021,2021-05
7.0,033310,엠투엔,,2021-04-30,KOSDAQ,82.1,123.67,121.81,975.96,3.71,21347.0,2021,2021-05
8.0,151910,나노스,,2021-04-30,KOSDAQ,65.97,201.65,242.45,197.13,-43.11,11900.0,2021,2021-05
9.0,156100,엘앤케이바이오,,2021-04-30,KOSDAQ,20.08,16.45,329.59,664.24,-58.42,39840.0,2021,2021-05
10.0,104480,티케이케미칼,,2021-04-30,KOSDAQ,74.05,162.45,298.8,205.29,-8.89,6640.0,2021,2021-05
11.0,041190,우리기술투자,,2021-04-30,KOSDAQ,3.42,161.26,200.6,288.33,-8.72,9980.0,2021,2021-05
12.0,086890,이수앱지스,,2021-04-30,KOSDAQ,35.64,178.81,182.01,242.06,-24.23,19600.0,2021,2021-05
13.0,048410,현대바이오,,2021-04-30,KOSDAQ,-3.49,82.64,279.47,286.52,-11.67,19577.0,2021,2021-05
14.0,950130,엑세스바이오,,2021-04-30,KOSDAQ,190.81,118.73,32.69,799.34,-39.52,32466.0,2021,2021-05
15.0,084110,휴온스글로벌,,2021-04-30,KOSDAQ,140.59,179.1,176.69,145.65,-5.53,70684.0,2021,2021-05
16.0,010620,현대미포조선,,2021-04-30,KOSPI,28.25,99.07,206.43,179.02,-1.4,85800.0,2021,2021-05
17.0,027360,아주IB투자,,2021-04-30,KOSDAQ,8.32,76.02,114.62,454.22,14.64,6900.0,2021,2021-05
18.0,241820,피씨엘,,2021-04-30,KOSDAQ,36.23,85.88,121.18,261.58,-21.58,391880.0,2021,2021-05
19.0,140860,파크시스템스,,2021-04-30,KOSDAQ,8.21,50.26,140.86,296.72,-2.0,145000.0,2021,2021-05
20.0,066970,엘앤에프,,2021-04-30,KOSDAQ,15.82,23.2,131.92,393.16,-2.53,87329.0,2021,2021-05
21.0,016380,KG동부제철,,2021-04-30,KOSPI,30.72,88.68,157.73,73.91,-0.25,20000.0,2021,2021-05
22.0,206650,유바이오로직스,,2021-04-30,KOSDAQ,48.41,59.74,78.97,387.63,56.51,30350.0,2021,2021-05
23.0,299660,셀리드,,2021-04-30,KOSDAQ,83.6,109.95,60.65,257.9,17.32,53853.0,2021,2021-05
24.0,089970,에이피티씨,,2021-04-30,KOSDAQ,11.16,45.05,125.64,237.16,1.52,26400.0,2021,2021-05
25.0,166090,하나머티리얼즈,,2021-04-30,KOSDAQ,18.15,70.0,113.49,163.04,-4.25,45900.0,2021,2021-05
26.0,025900,동화기업,,2021-04-30,KOSDAQ,47.1,21.31,105.41,378.8,-8.57,28958.0,2021,2021-05
27.0,100090,삼강엠앤티,,2021-04-30,KOSDAQ,-9.58,3.48,27.72,562.67,-0.52,19350.0,2021,2021-05
28.0,138040,메리츠금융지주,,2021-04-30,KOSPI,4.07,87.63,90.02,80.26,4.47,17900.0,2021,2021-05
29.0,108320,실리콘웍스,,2021-04-30,KOSDAQ,26.46,40.18,110.11,217.08,12.45,95600.0,2021,2021-05
30.0,217270,넵튠,,2021-04-30,KOSDAQ,-9.89,-9.55,112.78,362.64,6.0,24150.0,2021,2021-05
31.0,048260,오스템임플란트,,2021-04-30,KOSDAQ,4.47,29.26,129.46,169.92,-0.68,752960.0,2021,2021-05
32.0,028670,팬오션,,2021-04-30,KOSPI,18.96,61.32,104.74,113.06,-7.22,7340.0,2021,2021-05
33.0,064760,티씨케이,,2021-04-30,KOSDAQ,4.48,36.99,112.01,172.08,-12.2,195900.0,2021,2021-05
34.0,007700,F&F,,2021-04-30,KOSPI,41.18,75.61,98.02,68.22,-56.78,90000.0,2021,2021-05
35.0,010060,OCI,,2021-04-30,KOSPI,2.88,27.03,102.26,212.89,1.6,99332.0,2021,2021-05
36.0,131290,티에스이,,2021-04-30,KOSDAQ,15.05,-2.64,74.9,403.61,1.75,62700.0,2021,2021-05
37.0,009540,한국조선해양,,2021-04-30,KOSPI,14.98,63.3,95.79,85.61,-7.17,153500.0,2021,2021-05
38.0,047040,대우건설,,2021-04-30,KOSPI,11.8,25.25,146.33,107.58,12.58,7390.0,2021,2021-05
39.0,086520,에코프로,,2021-04-30,KOSDAQ,30.78,28.09,79.39,277.39,-5.5,9680.0,2021,2021-05
40.0,237690,에스티팜,,2021-04-30,KOSDAQ,33.76,28.78,90.8,246.81,-0.18,114100.0,2021,2021-05
41.0,002380,KCC,,2021-04-30,KOSPI,31.79,57.68,104.58,89.7,-1.76,313000.0,2021,2021-05
