순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,019170,신풍제약,,2020-07-31,KOSPI,128.48,313.17,940.72,1016.5,97.83,69000.0,2020,2020-08
2.0,205470,휴마시스,,2020-07-31,KOSDAQ,35.16,266.38,773.96,783.16,0.77,3356.0,2020,2020-08
3.0,196170,알테오젠,,2020-07-31,KOSDAQ,42.69,303.69,496.07,1209.0,9.88,105767.0,2020,2020-08
4.0,096530,씨젠,,2020-07-31,KOSDAQ,130.85,180.3,765.13,1070.35,1.0,130868.0,2020,2020-08
5.0,084650,랩지노믹스,,2020-07-31,KOSDAQ,142.16,108.79,622.48,922.46,-23.04,8742.0,2020,2020-08
6.0,253840,수젠텍,,2020-07-31,KOSDAQ,108.42,127.07,527.26,753.86,-27.5,52000.0,2020,2020-08
7.0,285130,SK케미칼,,2020-07-31,KOSPI,109.34,246.21,364.59,504.5,46.28,179477.0,2020,2020-08
8.0,036810,에프에스티,,2020-07-31,KOSDAQ,9.6,242.09,223.91,282.72,-15.15,26936.0,2020,2020-08
9.0,131290,티에스이,,2020-07-31,KOSDAQ,53.96,227.71,175.68,467.45,-11.4,40800.0,2020,2020-08
10.0,089980,상아프론테크,,2020-07-31,KOSDAQ,72.35,258.21,209.68,205.73,1.56,48000.0,2020,2020-08
11.0,025900,동화기업,,2020-07-31,KOSDAQ,48.36,228.14,190.61,168.59,-9.29,19846.0,2020,2020-08
12.0,007570,일양약품,,2020-07-31,KOSPI,31.25,156.1,249.28,257.45,-3.1,93977.0,2020,2020-08
13.0,206650,유바이오로직스,,2020-07-31,KOSDAQ,161.26,223.55,203.33,216.69,5.98,20138.0,2020,2020-08
14.0,290650,엘앤씨바이오,,2020-07-31,KOSDAQ,20.43,74.78,209.25,552.45,8.11,40667.0,2020,2020-08
