순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,008930,한미사이언스,,2015-07-31,KOSPI,-1.89,202.34,766.68,880.19,23.08,107243.0,2015,2015-08
2.0,014820,동원시스템즈,,2015-07-31,KOSPI,40.24,114.55,390.41,866.39,-16.87,115000.0,2015,2015-08
3.0,067080,대화제약,,2015-07-31,KOSDAQ,-17.15,97.43,306.47,425.88,-12.74,34550.0,2015,2015-08
4.0,114570,지스마트글로벌,,2015-07-31,KOSDAQ,-8.75,18.08,408.45,479.46,-14.9,57135.0,2015,2015-08
5.0,008290,원풍물산,,2015-07-31,KOSDAQ,-4.92,90.16,277.38,425.7,-9.78,9510.0,2015,2015-08
6.0,102940,코오롱생명과학,,2015-07-31,KOSDAQ,-17.52,103.16,308.63,201.17,9.23,116599.0,2015,2015-08
7.0,063170,서울옥션,,2015-07-31,KOSDAQ,8.53,17.65,281.82,604.7,9.05,21000.0,2015,2015-08
8.0,027050,코리아나,,2015-07-31,KOSDAQ,-9.36,14.83,311.23,506.26,-6.64,13550.0,2015,2015-08
9.0,025980,에머슨퍼시픽,,2015-07-31,KOSDAQ,40.23,53.01,215.79,472.21,-13.81,8400.0,2015,2015-08
10.0,128940,한미약품,,2015-07-31,KOSPI,-14.35,5.96,309.02,357.69,8.75,322065.0,2015,2015-08
11.0,033290,코웰패션,,2015-07-31,KOSDAQ,24.45,87.95,250.18,203.42,-2.85,2840.0,2015,2015-08
12.0,097520,엠씨넥스,,2015-07-31,KOSDAQ,-13.53,107.41,152.66,325.93,-32.61,23000.0,2015,2015-08
13.0,028300,에이치엘비,,2015-07-31,KOSDAQ,-32.87,33.58,160.67,563.26,-14.17,10526.0,2015,2015-08
14.0,014100,보령메디앙스,,2015-07-31,KOSDAQ,24.1,32.28,268.17,341.22,-23.11,57774.0,2015,2015-08
15.0,092730,네오팜,,2015-07-31,KOSDAQ,-6.36,67.81,188.34,288.44,-29.2,21481.0,2015,2015-08
16.0,084990,바이로메드,,2015-07-31,KOSDAQ,-1.4,51.55,234.86,232.95,-10.13,92151.0,2015,2015-08
17.0,089600,나스미디어,,2015-07-31,KOSDAQ,15.6,90.7,145.02,228.86,14.14,46639.0,2015,2015-08
18.0,025900,동화기업,,2015-07-31,KOSDAQ,31.2,69.15,188.95,181.69,-26.06,17490.0,2015,2015-08
19.0,068240,다원시스,,2015-07-31,KOSDAQ,35.28,47.1,178.05,294.16,-18.75,25770.0,2015,2015-08
20.0,016100,산성앨엔에스,,2015-07-31,KOSDAQ,-28.5,-10.74,125.27,532.48,-29.32,74000.0,2015,2015-08
21.0,027410,BGF리테일,,2015-07-31,KOSPI,24.38,69.36,146.6,207.57,1.26,51290.0,2015,2015-08
22.0,060300,레드로버,,2015-07-31,KOSDAQ,20.71,76.09,142.48,157.48,-31.17,38601.0,2015,2015-08
23.0,048530,인트론바이오,,2015-07-31,KOSDAQ,-1.66,37.45,140.54,273.45,-7.3,26765.0,2015,2015-08
