순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,015710,코콤,,2015-02-27,KOSDAQ,53.02,276.06,229.31,436.25,-14.4,17750.0,2015,2015-03
2.0,016100,산성앨엔에스,,2015-02-27,KOSDAQ,26.64,73.33,91.26,1044.43,63.0,41600.0,2015,2015-03
3.0,028300,에이치엘비,,2015-02-27,KOSDAQ,41.41,88.89,257.32,349.96,-0.7,5710.0,2015,2015-03
4.0,032190,다우데이타,,2015-02-27,KOSDAQ,23.32,110.24,144.66,153.69,-9.1,13750.0,2015,2015-03
5.0,069080,웹젠,,2015-02-27,KOSDAQ,-22.33,18.52,224.76,270.94,17.1,24000.0,2015,2015-03
6.0,016250,이테크건설,,2015-02-27,KOSDAQ,22.46,101.69,94.65,241.62,13.9,44042.0,2015,2015-03
7.0,078340,컴투스,,2015-02-27,KOSDAQ,0.0,30.51,41.21,540.8,8.5,157874.0,2015,2015-03
8.0,060250,한국사이버결제,,2015-02-27,KOSDAQ,-12.39,32.49,181.04,160.66,-5.9,14274.0,2015,2015-03
9.0,069110,코스온,,2015-02-27,KOSDAQ,11.9,69.37,90.09,178.52,38.3,18800.0,2015,2015-03
10.0,005610,삼립식품,,2015-02-27,KOSPI,10.1,48.6,93.18,217.16,34.1,212500.0,2015,2015-03
11.0,035600,KG이니시스,,2015-02-27,KOSDAQ,0.4,75.89,118.5,31.22,-8.5,24800.0,2015,2015-03
12.0,020560,아시아나항공,,2015-02-27,KOSPI,1.27,76.2,81.14,70.7,2.7,41713.0,2015,2015-03
13.0,039030,이오테크닉스,,2015-02-27,KOSDAQ,12.11,33.61,75.64,196.49,-10.9,143500.0,2015,2015-03
14.0,053030,바이넥스,,2015-02-27,KOSDAQ,24.22,38.5,97.01,130.45,6.1,13850.0,2015,2015-03
15.0,036490,OCI머티리얼즈,,2015-02-27,KOSDAQ,24.77,46.55,77.53,140.6,17.2,80600.0,2015,2015-03
16.0,041830,인바디,,2015-02-27,KOSDAQ,-8.12,16.5,60.95,268.67,-7.3,35650.0,2015,2015-03
17.0,010780,아이에스동서,,2015-02-27,KOSPI,9.56,27.63,71.43,215.48,14.2,64200.0,2015,2015-03
18.0,086900,메디톡스,,2015-02-27,KOSDAQ,-4.4,43.4,75.2,123.42,-7.1,279867.0,2015,2015-03
19.0,009240,한샘,,2015-02-27,KOSPI,13.87,51.5,48.95,172.38,4.5,176500.0,2015,2015-03
20.0,051370,인터플렉스,,2015-02-27,KOSDAQ,10.55,91.32,49.65,1.95,2.6,19287.0,2015,2015-03
21.0,048530,인트론바이오,,2015-02-27,KOSDAQ,1.35,66.06,57.9,48.52,1.1,11277.0,2015,2015-03
22.0,068760,셀트리온제약,,2015-02-27,KOSDAQ,40.54,77.83,56.76,38.17,12.9,11406.0,2015,2015-03
23.0,049960,쎌바이오텍,,2015-02-27,KOSDAQ,20.78,28.68,75.06,161.62,-7.2,70900.0,2015,2015-03
24.0,036030,KTH,,2015-02-27,KOSDAQ,29.33,51.98,86.55,46.2,7.4,13450.0,2015,2015-03
25.0,068270,셀트리온,,2015-02-27,KOSDAQ,60.94,72.46,65.01,43.33,6.7,47646.0,2015,2015-03
26.0,090435,아모레퍼시픽우,,2015-02-27,KOSPI,18.42,34.21,44.89,200.0,9.2,153327.0,2015,2015-03
27.0,006840,AK홀딩스,,2015-02-27,KOSPI,-0.49,32.89,66.94,125.07,-2.8,101000.0,2015,2015-03
28.0,038500,동양시멘트,,2015-02-27,KOSDAQ,32.45,67.39,37.57,91.54,16.5,4980.0,2015,2015-03
29.0,017800,현대엘리베이,,2015-02-27,KOSPI,8.61,19.46,89.03,83.14,10.1,43926.0,2015,2015-03
30.0,030190,NICE평가정보,,2015-02-27,KOSDAQ,0.47,28.64,57.25,117.32,0.3,6400.0,2015,2015-03
31.0,025900,동화기업,,2015-02-27,KOSDAQ,23.06,23.66,-4.9,308.84,45.5,7449.0,2015,2015-03
32.0,108320,실리콘웍스,,2015-02-27,KOSDAQ,18.97,51.98,50.98,49.03,13.2,34500.0,2015,2015-03
33.0,098460,고영,,2015-02-27,KOSDAQ,-4.42,18.38,63.9,124.59,-2.1,9080.0,2015,2015-03
34.0,095340,ISC,,2015-02-27,KOSDAQ,-1.91,17.77,38.77,191.55,28.9,29913.0,2015,2015-03
35.0,044340,위닉스,,2015-02-27,KOSDAQ,5.8,60.09,39.31,12.65,17.0,18250.0,2015,2015-03
36.0,067000,조이시티,,2015-02-27,KOSDAQ,12.76,50.13,65.05,-5.02,3.2,6541.0,2015,2015-03
37.0,049770,동원F&B,,2015-02-27,KOSPI,16.46,29.27,42.54,132.92,4.7,76473.0,2015,2015-03
38.0,016170,로엔,,2015-02-27,KOSDAQ,8.03,33.33,10.45,179.25,-10.9,51800.0,2015,2015-03
39.0,051360,토비스,,2015-02-27,KOSDAQ,-9.64,11.95,31.37,190.38,-1.7,17800.0,2015,2015-03
40.0,018310,삼목에스폼,,2015-02-27,KOSDAQ,44.04,33.89,34.57,131.98,1.8,36163.0,2015,2015-03
41.0,010950,S-Oil,,2015-02-27,KOSPI,7.11,53.92,38.31,-0.92,-0.8,64800.0,2015,2015-03
42.0,085370,루트로닉,,2015-02-27,KOSDAQ,10.7,18.0,48.99,117.73,18.5,14747.0,2015,2015-03
43.0,108230,톱텍,,2015-02-27,KOSDAQ,3.86,43.62,39.05,31.2,0.0,8574.0,2015,2015-03
44.0,900180,완리,,2015-02-27,KOSDAQ,12.19,18.21,44.83,124.94,-17.8,2733.0,2015,2015-03
45.0,140410,메지온,,2015-02-27,KOSDAQ,-9.42,11.24,56.64,99.7,-16.4,11399.0,2015,2015-03
46.0,086980,미디어플렉스,,2015-02-27,KOSDAQ,-5.06,15.87,47.03,109.23,-4.8,5440.0,2015,2015-03
47.0,002790,아모레G,,2015-02-27,KOSPI,6.62,14.97,26.28,167.2,12.3,133293.0,2015,2015-03
48.0,138040,메리츠금융지주,,2015-02-27,KOSPI,21.27,26.75,51.28,69.37,16.5,11800.0,2015,2015-03
49.0,090430,아모레퍼시픽,,2015-02-27,KOSPI,7.7,14.2,35.31,143.19,17.5,285574.0,2015,2015-03
50.0,093920,서원인텍,,2015-02-27,KOSDAQ,10.95,53.92,22.18,15.44,-1.0,15700.0,2015,2015-03
51.0,036710,심텍,,2015-02-27,KOSDAQ,8.53,11.15,57.25,95.04,-5.2,5422.0,2015,2015-03
52.0,012630,현대산업,,2015-02-27,KOSPI,15.87,40.85,21.36,70.94,14.0,37177.0,2015,2015-03
53.0,115160,휴맥스,,2015-02-27,KOSDAQ,-2.74,32.91,45.0,24.61,-2.2,14715.0,2015,2015-03
54.0,067310,하나마이크론,,2015-02-27,KOSDAQ,7.83,16.42,39.79,113.17,-12.0,8013.0,2015,2015-03
55.0,026960,동서,,2015-02-27,KOSDAQ,24.35,24.62,43.18,84.35,6.1,28850.0,2015,2015-03
56.0,036540,STS반도체,,2015-02-27,KOSDAQ,10.84,40.24,31.05,37.89,-3.4,4600.0,2015,2015-03
57.0,008560,메리츠종금증권,,2015-02-27,KOSPI,19.1,12.24,34.12,150.3,23.8,4190.0,2015,2015-03
58.0,161890,한국콜마,,2015-02-27,KOSPI,6.41,31.34,13.91,111.72,11.1,61400.0,2015,2015-03
59.0,060590,씨티씨바이오,,2015-02-27,KOSDAQ,12.11,36.3,55.47,-7.66,8.5,19900.0,2015,2015-03
60.0,078160,메디포스트,,2015-02-27,KOSDAQ,65.43,53.55,37.32,21.12,-3.7,34603.0,2015,2015-03
61.0,060720,KH바텍,,2015-02-27,KOSDAQ,-4.19,8.06,63.1,66.24,2.5,31162.0,2015,2015-03
62.0,048260,오스템임플란트,,2015-02-27,KOSDAQ,3.39,24.46,22.46,109.61,2.1,388350.0,2015,2015-03
63.0,051500,CJ프레시웨이,,2015-02-27,KOSDAQ,5.96,20.0,44.65,74.53,-1.4,50700.0,2015,2015-03
64.0,003490,대한항공,,2015-02-27,KOSPI,11.25,25.82,44.98,52.96,-3.3,30602.0,2015,2015-03
65.0,047810,한국항공우주,,2015-02-27,KOSPI,7.58,25.37,40.19,60.51,11.9,50400.0,2015,2015-03
66.0,105630,한세실업,,2015-02-27,KOSPI,7.34,12.97,32.31,116.67,2.1,40950.0,2015,2015-03
67.0,012700,리드코프,,2015-02-27,KOSDAQ,-1.18,6.69,44.4,98.46,-9.3,16750.0,2015,2015-03
68.0,031390,녹십자셀,,2015-02-27,KOSDAQ,20.34,31.73,28.39,55.7,20.6,35500.0,2015,2015-03
69.0,001120,LG상사,,2015-02-27,KOSPI,0.95,30.18,32.97,30.86,1.5,37100.0,2015,2015-03
70.0,046440,KG모빌리언스,,2015-02-27,KOSDAQ,6.13,31.65,43.78,1.63,10.6,14302.0,2015,2015-03
71.0,038290,마크로젠,,2015-02-27,KOSDAQ,-2.14,39.61,10.48,33.82,2.0,36533.0,2015,2015-03
72.0,095700,제넥신,,2015-02-27,KOSDAQ,-5.13,17.31,22.0,69.91,11.8,22153.0,2015,2015-03
73.0,034830,한국토지신탁,,2015-02-27,KOSDAQ,-1.24,5.92,25.61,103.99,3.6,3580.0,2015,2015-03
74.0,117930,한진해운,,2015-02-27,KOSPI,30.42,35.19,24.96,15.65,-9.4,7760.0,2015,2015-03
75.0,121440,골프존,,2015-02-27,KOSDAQ,19.84,19.6,24.85,65.2,0.0,15400.0,2015,2015-03
76.0,079160,CJ CGV,,2015-02-27,KOSPI,5.41,23.89,24.61,24.86,5.3,40752.0,2015,2015-03
77.0,036830,솔브레인,,2015-02-27,KOSDAQ,9.32,25.08,36.41,-7.96,16.5,19139.0,2015,2015-03
78.0,053800,안랩,,2015-02-27,KOSDAQ,7.08,29.07,28.72,-15.09,-5.7,48400.0,2015,2015-03
79.0,091700,파트론,,2015-02-27,KOSDAQ,2.81,21.33,35.02,-5.19,11.7,12800.0,2015,2015-03
80.0,080160,모두투어,,2015-02-27,KOSDAQ,9.39,27.85,16.76,19.76,9.2,20210.0,2015,2015-03
81.0,039490,키움증권,,2015-02-27,KOSPI,7.35,25.6,20.08,17.6,12.6,62800.0,2015,2015-03
82.0,085660,차바이오텍,,2015-02-27,KOSDAQ,17.61,23.7,30.47,9.27,-8.1,15416.0,2015,2015-03
83.0,051900,LG생활건강,,2015-02-27,KOSPI,-2.62,7.54,30.6,46.61,25.5,670000.0,2015,2015-03
84.0,013120,동원개발,,2015-02-27,KOSDAQ,14.67,19.83,3.16,80.65,15.2,3595.0,2015,2015-03
85.0,036800,나이스정보통신,,2015-02-27,KOSDAQ,-1.23,8.06,16.8,72.17,-5.0,28150.0,2015,2015-03
86.0,003620,쌍용차,,2015-02-27,KOSPI,8.58,13.0,32.45,20.48,-9.3,50782.0,2015,2015-03
