순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,045390,대아티아이,,2018-05-31,KOSDAQ,122.88,520.88,522.59,452.57,-33.89,11300.0,2018,2018-06
2.0,028300,에이치엘비,,2018-05-31,KOSDAQ,13.58,245.92,282.3,938.16,-29.35,54929.0,2018,2018-06
3.0,151910,나노스,,2018-05-31,KOSDAQ,39.25,287.76,217.84,739.88,-24.44,8550.0,2018,2018-06
4.0,065660,안트로젠,,2018-05-31,KOSDAQ,32.54,133.23,352.58,569.44,-23.31,144600.0,2018,2018-06
5.0,073070,에스모,,2018-05-31,KOSDAQ,40.28,70.9,188.57,665.15,11.39,50500.0,2018,2018-06
6.0,067630,에이치엘비생명과학,,2018-05-31,KOSDAQ,-4.22,172.79,145.47,245.66,-7.17,9485.0,2018,2018-06
7.0,017800,현대엘리베이,,2018-05-31,KOSPI,28.37,127.43,153.32,113.94,-32.88,89032.0,2018,2018-06
8.0,000250,삼천당제약,,2018-05-31,KOSDAQ,-3.23,27.66,255.73,214.69,-22.89,45000.0,2018,2018-06
9.0,064350,현대로템,,2018-05-31,KOSPI,44.76,150.16,105.04,76.48,-27.43,38650.0,2018,2018-06
10.0,038500,삼표시멘트,,2018-05-31,KOSDAQ,25.36,121.8,114.35,84.74,-33.19,7020.0,2018,2018-06
11.0,039200,오스코텍,,2018-05-31,KOSDAQ,8.51,53.07,137.19,280.66,-29.62,27708.0,2018,2018-06
12.0,067160,아프리카TV,,2018-05-31,KOSDAQ,34.97,78.59,141.34,114.22,0.0,46700.0,2018,2018-06
13.0,000720,현대건설,,2018-05-31,KOSPI,16.04,91.69,110.55,51.54,-22.09,71805.0,2018,2018-06
14.0,035900,JYP Ent.,,2018-05-31,KOSDAQ,15.62,46.75,107.53,224.18,6.45,24800.0,2018,2018-06
15.0,007390,네이처셀,,2018-05-31,KOSDAQ,-11.54,-11.14,71.02,518.4,-48.14,28168.0,2018,2018-06
16.0,025980,아난티,,2018-05-31,KOSDAQ,43.24,99.63,98.17,48.15,-23.43,10800.0,2018,2018-06
17.0,095660,네오위즈,,2018-05-31,KOSDAQ,37.54,72.66,96.72,86.77,-25.21,24000.0,2018,2018-06
18.0,052020,에스티큐브,,2018-05-31,KOSDAQ,-3.64,7.77,146.62,174.55,0.69,12146.0,2018,2018-06
19.0,023410,유진기업,,2018-05-31,KOSDAQ,26.85,70.81,98.46,62.97,-26.7,10300.0,2018,2018-06
20.0,218410,RFHIC,,2018-05-31,KOSDAQ,29.41,36.79,111.2,155.79,-9.66,25758.0,2018,2018-06
21.0,066700,테라젠이텍스,,2018-05-31,KOSDAQ,-20.42,28.81,99.21,154.18,-28.29,15200.0,2018,2018-06
22.0,068760,셀트리온제약,,2018-05-31,KOSDAQ,7.25,4.6,56.07,378.89,-2.68,71843.0,2018,2018-06
23.0,003410,쌍용양회,,2018-05-31,KOSPI,13.07,61.5,65.44,115.66,-15.86,7395.0,2018,2018-06
24.0,006360,GS건설,,2018-05-31,KOSPI,20.22,67.98,80.0,59.77,-6.22,49050.0,2018,2018-06
25.0,010170,대한광통신,,2018-05-31,KOSDAQ,-1.25,42.89,63.91,177.86,-14.48,6063.0,2018,2018-06
26.0,095700,제넥신,,2018-05-31,KOSDAQ,3.45,26.95,96.89,153.9,-18.33,82801.0,2018,2018-06
27.0,081660,휠라코리아,,2018-05-31,KOSPI,11.69,46.19,82.87,90.03,15.44,29150.0,2018,2018-06
28.0,196170,알테오젠,,2018-05-31,KOSDAQ,-23.31,58.44,41.16,99.76,2.65,8372.0,2018,2018-06
29.0,049950,미래컴퍼니,,2018-05-31,KOSDAQ,-5.03,31.11,73.9,122.3,2.69,123511.0,2018,2018-06
30.0,140410,메지온,,2018-05-31,KOSDAQ,-6.26,35.12,48.72,155.87,-2.16,18492.0,2018,2018-06
31.0,008770,호텔신라,,2018-05-31,KOSPI,6.9,51.59,46.4,103.95,-0.4,124000.0,2018,2018-06
32.0,009420,한올바이오파마,,2018-05-31,KOSPI,5.07,-1.53,124.48,119.11,-22.27,32100.0,2018,2018-06
33.0,166090,하나머티리얼즈,,2018-05-31,KOSDAQ,23.87,45.68,34.83,171.19,6.25,24000.0,2018,2018-06
34.0,215600,신라젠,,2018-05-31,KOSDAQ,-4.28,-21.39,-27.15,544.05,-8.95,51608.0,2018,2018-06
35.0,084990,바이로메드,,2018-05-31,KOSDAQ,22.4,13.25,68.15,162.9,-11.09,142346.0,2018,2018-06
36.0,066970,엘앤에프,,2018-05-31,KOSDAQ,27.54,48.48,14.27,153.11,3.79,45291.0,2018,2018-06
37.0,123420,선데이토즈,,2018-05-31,KOSDAQ,-9.9,12.97,77.63,94.71,-36.54,40500.0,2018,2018-06
38.0,243070,휴온스,,2018-05-31,KOSDAQ,-5.06,22.93,45.54,116.09,-5.27,66296.0,2018,2018-06
39.0,060570,아이리버,,2018-05-31,KOSDAQ,27.84,25.87,59.8,95.6,-15.64,9780.0,2018,2018-06
40.0,004170,신세계,,2018-05-31,KOSPI,5.15,27.99,52.96,80.29,-8.54,439000.0,2018,2018-06
41.0,086390,유니테스트,,2018-05-31,KOSDAQ,19.87,34.28,59.0,53.23,-0.53,19000.0,2018,2018-06
42.0,009150,삼성전기,,2018-05-31,KOSPI,13.08,44.71,34.0,62.42,10.82,134000.0,2018,2018-06
43.0,086900,메디톡스,,2018-05-31,KOSDAQ,8.03,24.77,61.72,44.37,1.82,595954.0,2018,2018-06
44.0,069620,대웅제약,,2018-05-31,KOSPI,17.42,14.21,53.68,115.69,-6.22,209000.0,2018,2018-06
45.0,001440,대한전선,,2018-05-31,KOSPI,4.49,32.82,53.1,26.22,-26.45,15215.0,2018,2018-06
46.0,039490,키움증권,,2018-05-31,KOSPI,5.91,26.64,52.68,49.4,-13.55,125500.0,2018,2018-06
47.0,003670,포스코켐텍,,2018-05-31,KOSDAQ,21.47,0.34,29.19,205.13,-1.46,40668.0,2018,2018-06
48.0,038540,상상인,,2018-05-31,KOSDAQ,0.69,-30.76,79.91,175.08,-3.42,18243.0,2018,2018-06
49.0,203690,프로스테믹스,,2018-05-31,KOSDAQ,-10.05,16.27,9.5,151.23,-24.62,46100.0,2018,2018-06
50.0,010120,LS산전,,2018-05-31,KOSPI,12.54,38.35,26.14,40.88,-8.68,77200.0,2018,2018-06
