순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,156100,엘앤케이바이오,,2020-12-30,KOSDAQ,152.91,273.32,422.64,577.04,-3.1,35294.0,2021,2021-01
2.0,019170,신풍제약,,2020-12-30,KOSPI,-6.06,-1.98,310.6,1612.71,-34.7,124000.0,2021,2021-01
3.0,950130,엑세스바이오,,2020-12-30,KOSDAQ,9.71,-4.95,562.36,970.6,-21.3,18864.0,2021,2021-01
4.0,109820,진매트릭스,,2020-12-30,KOSDAQ,-3.53,63.21,73.0,1124.06,-39.9,25950.0,2021,2021-01
5.0,112610,씨에스윈드,,2020-12-30,KOSPI,45.8,88.32,344.34,391.11,-9.6,88552.0,2021,2021-01
6.0,100090,삼강엠앤티,,2020-12-30,KOSDAQ,11.14,22.57,421.9,376.14,-12.8,21450.0,2021,2021-01
7.0,217270,넵튠,,2020-12-30,KOSDAQ,40.16,86.71,333.44,297.32,0.0,26700.0,2021,2021-01
8.0,068760,셀트리온제약,,2020-12-30,KOSDAQ,28.54,114.58,91.75,511.42,-26.7,196888.0,2021,2021-01
9.0,285130,SK케미칼,,2020-12-30,KOSPI,-7.86,32.38,205.45,513.28,7.3,261876.0,2021,2021-01
10.0,011200,HMM,,2020-12-30,KOSPI,4.49,93.48,197.76,292.96,-2.2,13950.0,2021,2021-01
11.0,307950,현대오토에버,,2020-12-30,KOSPI,53.61,99.52,228.89,145.04,-0.8,123500.0,2021,2021-01
12.0,131290,티에스이,,2020-12-30,KOSDAQ,12.97,83.87,136.6,354.35,2.7,62700.0,2021,2021-01
13.0,006280,녹십자,,2020-12-30,KOSPI,13.57,83.3,174.32,206.42,4.3,406000.0,2021,2021-01
14.0,314130,지놈앤컴퍼니,,2020-12-30,KOSDAQ,33.19,100.09,171.63,128.09,-34.1,39750.0,2021,2021-01
15.0,048410,현대바이오,,2020-12-30,KOSDAQ,158.41,164.27,120.37,107.82,-22.1,13758.0,2021,2021-01
16.0,018000,유니슨,,2020-12-30,KOSDAQ,-12.84,-5.07,197.98,388.09,-17.8,4139.0,2021,2021-01
17.0,049070,인탑스,,2020-12-30,KOSDAQ,34.0,77.35,172.85,133.72,-4.5,30150.0,2021,2021-01
18.0,066970,엘앤에프,,2020-12-30,KOSDAQ,42.15,72.92,140.81,237.9,3.1,68767.0,2021,2021-01
19.0,237690,에스티팜,,2020-12-30,KOSDAQ,31.56,45.58,157.57,248.32,-14.6,103800.0,2021,2021-01
20.0,336260,두산퓨얼셀,,2020-12-30,KOSPI,7.21,26.51,68.29,522.45,4.1,53500.0,2021,2021-01
21.0,039200,오스코텍,,2020-12-30,KOSDAQ,7.19,42.61,163.98,172.2,-40.5,63332.0,2021,2021-01
22.0,235980,메드팩토,,2020-12-30,KOSDAQ,9.69,3.25,120.0,431.98,-34.3,103258.0,2021,2021-01
23.0,034020,두산중공업,,2020-12-30,KOSPI,-19.4,10.5,204.01,156.95,-13.0,13030.0,2021,2021-01
24.0,204320,만도,,2020-12-30,KOSPI,21.24,64.94,163.09,67.05,17.7,58800.0,2021,2021-01
25.0,091990,셀트리온헬스케어,,2020-12-30,KOSDAQ,36.13,89.52,53.33,213.61,-11.8,153886.0,2021,2021-01
26.0,144510,녹십자랩셀,,2020-12-30,KOSDAQ,32.9,86.82,80.59,143.01,39.2,92100.0,2021,2021-01
27.0,003090,대웅,,2020-12-30,KOSPI,96.1,63.31,84.93,288.42,-7.1,50300.0,2021,2021-01
28.0,010060,OCI,,2020-12-30,KOSPI,34.2,63.16,151.35,48.56,5.8,73903.0,2021,2021-01
29.0,206650,유바이오로직스,,2020-12-30,KOSDAQ,4.16,6.54,176.34,179.82,-10.8,21300.0,2021,2021-01
30.0,009830,한화솔루션,,2020-12-30,KOSPI,0.31,24.58,148.83,154.11,7.3,57926.0,2021,2021-01
31.0,226950,올릭스,,2020-12-30,KOSDAQ,-7.79,47.37,114.3,137.04,-3.6,50300.0,2021,2021-01
32.0,096530,씨젠,,2020-12-30,KOSDAQ,2.71,-25.88,71.1,529.67,-14.5,96995.0,2021,2021-01
33.0,000250,삼천당제약,,2020-12-30,KOSDAQ,41.31,49.27,123.71,130.62,-26.6,82100.0,2021,2021-01
34.0,185750,종근당,,2020-12-30,KOSPI,36.46,43.04,118.84,144.79,-19.0,188192.0,2021,2021-01
35.0,048530,인트론바이오,,2020-12-30,KOSDAQ,83.83,91.41,86.29,79.68,-17.4,27850.0,2021,2021-01
36.0,222080,씨아이에스,,2020-12-30,KOSDAQ,39.29,30.79,89.17,259.24,75.0,9430.0,2021,2021-01
37.0,005250,녹십자홀딩스,,2020-12-30,KOSPI,16.57,78.11,72.92,86.52,6.0,41500.0,2021,2021-01
38.0,008930,한미사이언스,,2020-12-30,KOSPI,10.36,31.95,132.98,102.3,5.9,73292.0,2021,2021-01
39.0,131370,알서포트,,2020-12-30,KOSDAQ,-13.11,-13.96,77.61,398.12,-26.0,13250.0,2021,2021-01
40.0,006650,대한유화,,2020-12-30,KOSPI,-5.93,38.14,103.54,95.74,23.5,230000.0,2021,2021-01
41.0,196170,알테오젠,,2020-12-30,KOSDAQ,11.82,-0.33,34.82,437.05,-25.9,99928.0,2021,2021-01
42.0,006400,삼성SDI,,2020-12-30,KOSPI,17.82,44.87,72.76,166.1,16.9,614832.0,2021,2021-01
43.0,293780,압타바이오,,2020-12-30,KOSDAQ,22.26,79.19,66.01,46.82,31.7,25425.0,2021,2021-01
44.0,137400,피엔티,,2020-12-30,KOSDAQ,4.04,1.66,104.6,239.11,0.2,24450.0,2021,2021-01
45.0,066570,LG전자,,2020-12-30,KOSPI,57.89,47.22,113.61,87.24,13.3,135000.0,2021,2021-01
46.0,036490,SK머티리얼즈,,2020-12-30,KOSDAQ,37.77,57.27,78.9,92.88,-14.3,357800.0,2021,2021-01
47.0,004020,현대제철,,2020-12-30,KOSPI,24.53,60.98,93.17,25.91,-2.0,39600.0,2021,2021-01
48.0,272210,한화시스템,,2020-12-30,KOSPI,40.08,51.75,95.25,67.15,-5.8,15468.0,2021,2021-01
49.0,278280,천보,,2020-12-30,KOSDAQ,1.84,7.11,99.78,196.1,0.3,182400.0,2021,2021-01
50.0,222800,심텍,,2020-12-30,KOSDAQ,14.82,25.21,116.59,93.69,-5.3,22850.0,2021,2021-01
51.0,140860,파크시스템스,,2020-12-30,KOSDAQ,28.05,33.29,91.88,133.05,2.1,94500.0,2021,2021-01
52.0,088800,에이스테크,,2020-12-30,KOSDAQ,11.73,3.23,89.87,233.97,-18.1,74071.0,2021,2021-01
53.0,053030,바이넥스,,2020-12-30,KOSDAQ,-10.15,-14.77,108.24,236.08,-0.8,26550.0,2021,2021-01
54.0,011780,금호석유,,2020-12-30,KOSPI,4.32,31.82,94.63,87.1,70.7,145000.0,2021,2021-01
55.0,006260,LS,,2020-12-30,KOSPI,12.97,36.0,105.17,49.37,-9.8,71400.0,2021,2021-01
56.0,026960,동서,,2020-12-30,KOSPI,-0.15,14.5,114.2,95.11,-9.1,33950.0,2021,2021-01
57.0,268600,셀리버리,,2020-12-30,KOSDAQ,5.85,-7.29,95.84,226.74,53.1,47067.0,2021,2021-01
58.0,051910,LG화학,,2020-12-30,KOSPI,3.0,25.99,67.99,159.53,11.3,824000.0,2021,2021-01
59.0,088350,한화생명,,2020-12-30,KOSPI,18.16,60.0,79.41,5.63,9.4,2440.0,2021,2021-01
60.0,086390,유니테스트,,2020-12-30,KOSDAQ,9.68,7.3,122.95,89.55,-11.9,27200.0,2021,2021-01
61.0,182400,엔케이맥스,,2020-12-30,KOSDAQ,45.32,47.37,69.36,94.46,-5.5,19075.0,2021,2021-01
62.0,247540,에코프로비엠,,2020-12-30,KOSDAQ,12.35,24.53,41.16,220.93,7.9,42029.0,2021,2021-01
63.0,000270,기아차,,2020-12-30,KOSPI,7.96,33.05,94.7,40.86,32.2,62400.0,2021,2021-01
64.0,131970,테스나,,2020-12-30,KOSDAQ,22.31,23.52,84.31,119.0,-8.5,56200.0,2021,2021-01
65.0,047040,대우건설,,2020-12-30,KOSPI,42.43,78.99,45.34,5.17,18.4,4985.0,2021,2021-01
66.0,089980,상아프론테크,,2020-12-30,KOSDAQ,3.04,8.55,64.09,199.67,24.9,45700.0,2021,2021-01
67.0,010780,아이에스동서,,2020-12-30,KOSPI,18.93,30.72,89.7,62.06,0.6,53400.0,2021,2021-01
68.0,010620,현대미포조선,,2020-12-30,KOSPI,1.05,61.62,53.35,4.23,-10.2,48000.0,2021,2021-01
69.0,025900,동화기업,,2020-12-30,KOSDAQ,13.37,20.39,48.51,192.62,20.2,19866.0,2021,2021-01
70.0,000990,DB하이텍,,2020-12-30,KOSPI,43.86,36.0,76.78,84.78,20.6,51000.0,2021,2021-01
71.0,005935,삼성전자우,,2020-12-30,KOSPI,20.46,45.74,58.28,62.11,-0.7,73600.0,2021,2021-01
72.0,336370,솔루스첨단소재,,2020-12-30,KOSPI,-3.22,25.44,47.91,143.49,-5.1,23877.0,2021,2021-01
73.0,060250,NHN한국사이버결제,,2020-12-30,KOSDAQ,9.5,6.62,47.99,228.97,-14.3,41881.0,2021,2021-01
74.0,061970,엘비세미콘,,2020-12-30,KOSDAQ,27.16,24.47,82.1,89.1,-7.1,14750.0,2021,2021-01
75.0,006360,GS건설,,2020-12-30,KOSPI,19.24,56.52,53.97,21.74,0.9,37800.0,2021,2021-01
76.0,018880,한온시스템,,2020-12-30,KOSPI,7.98,31.59,79.37,45.74,2.8,15105.0,2021,2021-01
77.0,003670,포스코케미칼,,2020-12-30,KOSPI,21.1,32.22,47.54,124.98,29.3,100808.0,2021,2021-01
78.0,011170,롯데케미칼,,2020-12-30,KOSPI,-2.13,40.46,65.27,23.21,-5.4,262892.0,2021,2021-01
79.0,101490,에스앤에스텍,,2020-12-30,KOSDAQ,-3.55,12.11,15.85,256.56,-12.6,43500.0,2021,2021-01
80.0,086520,에코프로,,2020-12-30,KOSDAQ,11.3,12.92,72.0,125.65,17.5,6431.0,2021,2021-01
81.0,086280,현대글로비스,,2020-12-30,KOSPI,3.37,27.78,81.28,28.67,3.3,92036.0,2021,2021-01
82.0,036810,에프에스티,,2020-12-30,KOSDAQ,10.58,20.59,6.6,243.9,4.7,26198.0,2021,2021-01
83.0,050890,쏠리드,,2020-12-30,KOSDAQ,4.18,-0.89,92.44,107.03,-12.0,10896.0,2021,2021-01
84.0,003490,대한항공,,2020-12-30,KOSPI,6.67,44.3,56.78,14.13,36.1,21091.0,2021,2021-01
85.0,005380,현대차,,2020-12-30,KOSPI,5.79,7.56,96.52,59.34,19.3,192000.0,2021,2021-01
86.0,048260,오스템임플란트,,2020-12-30,KOSDAQ,-3.04,31.27,69.44,20.57,34.7,432440.0,2021,2021-01
87.0,014680,한솔케미칼,,2020-12-30,KOSPI,25.96,31.44,54.72,85.38,-1.8,196500.0,2021,2021-01
88.0,051915,LG화학우,,2020-12-30,KOSPI,7.01,19.03,52.6,120.52,22.5,381500.0,2021,2021-01
89.0,232140,와이아이케이,,2020-12-30,KOSDAQ,4.17,21.6,58.23,86.57,-7.4,6250.0,2021,2021-01
90.0,005930,삼성전자,,2020-12-30,KOSPI,21.44,39.18,53.41,45.16,1.2,81000.0,2021,2021-01
91.0,068270,셀트리온,,2020-12-30,KOSPI,7.52,41.97,19.47,101.98,-9.7,312243.0,2021,2021-01
92.0,064760,티씨케이,,2020-12-30,KOSDAQ,22.01,31.76,44.69,90.14,14.1,125300.0,2021,2021-01
93.0,032830,삼성생명,,2020-12-30,KOSPI,10.94,29.67,76.96,6.17,-10.7,79100.0,2021,2021-01
94.0,033640,네패스,,2020-12-30,KOSDAQ,32.4,35.35,48.08,76.72,2.8,42500.0,2021,2021-01
95.0,290510,코리아센터,,2020-12-30,KOSDAQ,-10.88,16.07,75.86,36.95,-5.1,7780.0,2021,2021-01
96.0,128940,한미약품,,2020-12-30,KOSPI,4.12,36.49,53.3,25.9,4.5,346409.0,2021,2021-01
97.0,319660,피에스케이,,2020-12-30,KOSDAQ,9.89,26.92,51.59,71.82,-7.9,20275.0,2021,2021-01
98.0,005490,POSCO,,2020-12-30,KOSPI,16.24,38.78,56.32,15.01,-9.7,272000.0,2021,2021-01
99.0,035720,카카오,,2020-12-30,KOSPI,5.84,6.86,45.61,153.75,13.2,78179.0,2021,2021-01
100.0,022100,포스코 ICT,,2020-12-30,KOSDAQ,9.93,11.67,82.35,46.5,-0.1,7750.0,2021,2021-01
101.0,141080,레고켐바이오,,2020-12-30,KOSDAQ,21.28,20.24,22.98,165.29,-13.3,70100.0,2021,2021-01
102.0,039490,키움증권,,2020-12-30,KOSPI,2.02,27.14,45.07,59.12,11.5,126500.0,2021,2021-01
103.0,096770,SK이노베이션,,2020-12-30,KOSPI,9.83,36.69,45.04,26.67,47.4,186950.0,2021,2021-01
104.0,078340,컴투스,,2020-12-30,KOSDAQ,18.88,39.01,35.46,48.19,0.5,159300.0,2021,2021-01
105.0,230360,에코마케팅,,2020-12-30,KOSDAQ,19.28,8.89,67.6,86.34,-7.7,30000.0,2021,2021-01
106.0,000100,유한양행,,2020-12-30,KOSPI,21.87,22.24,55.11,65.93,-12.5,65802.0,2021,2021-01
107.0,011790,SKC,,2020-12-30,KOSPI,4.79,13.25,54.1,84.31,28.7,94000.0,2021,2021-01
108.0,108320,실리콘웍스,,2020-12-30,KOSDAQ,23.83,29.48,50.78,46.23,17.2,58200.0,2021,2021-01
109.0,078600,대주전자재료,,2020-12-30,KOSDAQ,-2.42,4.15,34.83,160.96,-4.6,46450.0,2021,2021-01
110.0,000660,SK하이닉스,,2020-12-30,KOSPI,21.54,41.07,39.25,25.93,3.4,118500.0,2021,2021-01
111.0,074600,원익QnC,,2020-12-30,KOSDAQ,15.49,27.63,53.99,36.22,-6.1,21250.0,2021,2021-01
112.0,005290,동진쎄미켐,,2020-12-30,KOSDAQ,18.31,23.1,29.66,117.91,-16.7,36500.0,2021,2021-01
113.0,016360,삼성증권,,2020-12-30,KOSPI,2.53,32.19,53.51,4.79,-6.7,40450.0,2021,2021-01
114.0,035900,JYP Ent.,,2020-12-30,KOSDAQ,1.19,0.39,81.13,59.01,-15.4,38400.0,2021,2021-01
115.0,028670,팬오션,,2020-12-30,KOSPI,18.12,46.78,31.41,10.45,-9.4,5020.0,2021,2021-01
116.0,178320,서진시스템,,2020-12-30,KOSDAQ,5.53,10.84,57.39,75.7,-18.2,25332.0,2021,2021-01
117.0,030190,NICE평가정보,,2020-12-30,KOSDAQ,15.89,25.57,35.89,77.78,-14.1,24800.0,2021,2021-01
118.0,069620,대웅제약,,2020-12-30,KOSPI,59.42,57.14,24.53,20.0,-8.2,165000.0,2021,2021-01
119.0,058820,CMG제약,,2020-12-30,KOSDAQ,21.43,30.33,45.41,36.0,-13.7,5780.0,2021,2021-01
120.0,161390,한국타이어앤테크놀로지,,2020-12-30,KOSPI,20.49,25.08,59.84,17.44,4.4,39400.0,2021,2021-01
