순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,025980,아난티,,2019-01-31,KOSDAQ,36.0,200.0,225.26,400.0,-17.25,25500.0,2019,2019-02
2.0,095190,이엠코리아,,2019-01-31,KOSDAQ,51.98,165.04,130.83,138.6,-13.36,9210.0,2019,2019-02
3.0,009520,포스코엠텍,,2019-01-31,KOSDAQ,58.3,77.78,112.24,209.06,-26.44,10400.0,2019,2019-02
4.0,052020,에스티큐브,,2019-01-31,KOSDAQ,3.91,55.2,91.98,266.63,8.79,19952.0,2019,2019-02
5.0,950110,SBI핀테크솔루션즈,,2019-01-31,KOSDAQ,-12.88,98.6,81.59,44.16,-11.27,14200.0,2019,2019-02
6.0,045390,대아티아이,,2019-01-31,KOSDAQ,2.92,44.94,21.41,349.47,-13.49,8450.0,2019,2019-02
7.0,041140,넥슨지티,,2019-01-31,KOSDAQ,107.95,97.1,73.25,-2.51,-4.78,13600.0,2019,2019-02
8.0,031430,신세계인터내셔날,,2019-01-31,KOSPI,11.05,46.44,25.22,158.37,5.09,43200.0,2019,2019-02
9.0,215200,메가스터디교육,,2019-01-31,KOSDAQ,23.31,75.82,-3.36,122.15,4.22,32000.0,2019,2019-02
10.0,081660,휠라코리아,,2019-01-31,KOSPI,-11.03,13.2,50.16,175.46,16.81,47600.0,2019,2019-02
11.0,217730,강스템바이오텍,,2019-01-31,KOSDAQ,-11.24,19.45,91.62,45.19,3.36,13350.0,2019,2019-02
12.0,140410,메지온,,2019-01-31,KOSDAQ,-1.09,14.9,61.35,125.25,28.13,30375.0,2019,2019-02
13.0,038500,삼표시멘트,,2019-01-31,KOSDAQ,19.53,62.15,23.41,49.42,-16.44,5140.0,2019,2019-02
14.0,225570,넷게임즈,,2019-01-31,KOSDAQ,92.47,90.38,27.73,-11.36,-21.35,14050.0,2019,2019-02
15.0,180640,한진칼,,2019-01-31,KOSPI,-7.05,43.52,50.54,19.4,-7.94,27700.0,2019,2019-02
16.0,017800,현대엘리베이,,2019-01-31,KOSPI,3.74,39.27,21.98,84.39,-14.14,74027.0,2019,2019-02
17.0,009420,한올바이오파마,,2019-01-31,KOSPI,-3.73,47.05,43.42,-12.77,6.74,34850.0,2019,2019-02
18.0,067280,멀티캠퍼스,,2019-01-31,KOSDAQ,18.37,34.71,44.2,55.82,0.57,52200.0,2019,2019-02
19.0,084990,바이로메드,,2019-01-31,KOSDAQ,8.66,48.15,38.27,3.37,0.65,148254.0,2019,2019-02
20.0,192440,슈피겐코리아,,2019-01-31,KOSDAQ,22.75,50.0,26.63,37.03,-3.12,64200.0,2019,2019-02
21.0,000210,대림산업,,2019-01-31,KOSPI,3.9,40.13,35.84,31.0,-12.11,96235.0,2019,2019-02
22.0,151910,나노스,,2019-01-31,KOSDAQ,65.33,14.58,0.0,270.79,-16.48,8250.0,2019,2019-02
23.0,003410,쌍용양회,,2019-01-31,KOSPI,4.92,37.64,25.48,49.66,-3.94,7230.0,2019,2019-02
24.0,042660,대우조선해양,,2019-01-31,KOSPI,8.35,26.5,40.42,52.58,-14.59,32871.0,2019,2019-02
25.0,004800,효성,,2019-01-31,KOSPI,40.0,36.45,57.3,-12.38,7.14,53923.0,2019,2019-02
26.0,010620,현대미포조선,,2019-01-31,KOSPI,4.67,33.26,33.97,12.35,-0.96,62800.0,2019,2019-02
27.0,010140,삼성중공업,,2019-01-31,KOSPI,22.8,30.77,40.66,12.21,0.65,8590.0,2019,2019-02
28.0,000100,유한양행,,2019-01-31,KOSPI,16.38,48.49,11.53,6.74,9.46,38204.0,2019,2019-02
29.0,122870,와이지엔터테인먼트,,2019-01-31,KOSDAQ,-8.42,18.05,30.63,46.96,-3.33,43500.0,2019,2019-02
30.0,000250,삼천당제약,,2019-01-31,KOSDAQ,19.34,42.39,15.54,14.09,12.02,45350.0,2019,2019-02
