순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,069080,웹젠,,2015-01-30,KOSDAQ,6.37,105.32,382.06,371.76,-22.3,30900.0,2015,2015-02
2.0,016100,산성앨엔에스,,2015-01-30,KOSDAQ,37.74,46.0,180.77,833.24,26.6,32850.0,2015,2015-02
3.0,060250,한국사이버결제,,2015-01-30,KOSDAQ,29.97,50.92,341.19,203.69,-12.4,16293.0,2015,2015-02
4.0,078340,컴투스,,2015-01-30,KOSDAQ,31.0,-8.5,83.94,665.08,0.0,157874.0,2015,2015-02
5.0,032190,다우데이타,,2015-01-30,KOSDAQ,57.49,101.63,125.25,118.2,23.3,11150.0,2015,2015-02
6.0,020560,아시아나항공,,2015-01-30,KOSPI,21.04,114.95,84.2,59.22,1.3,41188.0,2015,2015-02
7.0,028300,에이치엘비,,2015-01-30,KOSDAQ,31.83,20.11,154.44,235.38,41.4,4038.0,2015,2015-02
8.0,041830,인바디,,2015-01-30,KOSDAQ,23.17,29.98,103.14,295.51,-8.1,38800.0,2015,2015-02
9.0,086900,메디톡스,,2015-01-30,KOSDAQ,15.69,48.32,140.7,115.23,-4.4,292757.0,2015,2015-02
10.0,016250,이테크건설,,2015-01-30,KOSDAQ,29.33,57.13,97.83,184.78,22.5,35965.0,2015,2015-02
11.0,063080,게임빌,,2015-01-30,KOSDAQ,52.03,35.93,74.6,306.42,-31.4,183500.0,2015,2015-02
12.0,010780,아이에스동서,,2015-01-30,KOSPI,17.32,28.09,88.42,255.15,9.6,58600.0,2015,2015-02
13.0,069110,코스온,,2015-01-30,KOSDAQ,36.59,40.0,97.65,180.94,11.9,16800.0,2015,2015-02
14.0,035600,KG이니시스,,2015-01-30,KOSDAQ,37.99,61.44,122.52,32.44,0.4,24700.0,2015,2015-02
15.0,005610,삼립식품,,2015-01-30,KOSPI,28.67,14.54,107.53,217.43,10.1,193000.0,2015,2015-02
16.0,098460,고영,,2015-01-30,KOSDAQ,10.98,43.94,80.95,144.22,-4.4,9500.0,2015,2015-02
17.0,900180,완리,,2015-01-30,KOSDAQ,-11.29,18.02,109.82,147.81,12.2,2436.0,2015,2015-02
18.0,006840,AK홀딩스,,2015-01-30,KOSPI,26.56,42.56,66.94,165.79,-0.5,101500.0,2015,2015-02
19.0,039030,이오테크닉스,,2015-01-30,KOSDAQ,2.15,15.94,84.44,179.48,12.1,128000.0,2015,2015-02
20.0,086980,미디어플렉스,,2015-01-30,KOSDAQ,22.17,45.06,69.03,118.7,-5.1,5730.0,2015,2015-02
21.0,030190,NICE평가정보,,2015-01-30,KOSDAQ,34.67,36.99,87.35,113.76,0.5,6370.0,2015,2015-02
22.0,051370,인터플렉스,,2015-01-30,KOSDAQ,16.26,69.2,77.12,-8.45,10.6,17446.0,2015,2015-02
23.0,060720,KH바텍,,2015-01-30,KOSDAQ,-3.22,24.92,107.15,59.21,-4.2,32524.0,2015,2015-02
24.0,009240,한샘,,2015-01-30,KOSPI,35.37,21.57,64.89,195.24,13.9,155000.0,2015,2015-02
25.0,017800,현대엘리베이,,2015-01-30,KOSPI,11.88,44.93,71.05,42.08,8.6,40442.0,2015,2015-02
26.0,048530,인트론바이오,,2015-01-30,KOSDAQ,60.86,63.25,55.25,55.25,1.3,11127.0,2015,2015-02
27.0,051360,토비스,,2015-01-30,KOSDAQ,20.12,10.36,41.73,256.24,-9.6,19700.0,2015,2015-02
28.0,131030,디에이치피코리아,,2015-01-30,KOSDAQ,18.42,19.77,80.62,119.05,-4.8,15750.0,2015,2015-02
29.0,115160,휴맥스,,2015-01-30,KOSDAQ,18.42,57.69,49.77,40.17,-2.7,15130.0,2015,2015-02
30.0,090435,아모레퍼시픽우,,2015-01-30,KOSPI,19.74,15.98,52.9,200.46,18.4,129476.0,2015,2015-02
31.0,095340,ISC,,2015-01-30,KOSDAQ,27.26,16.54,50.08,193.41,-1.9,30497.0,2015,2015-02
32.0,012700,리드코프,,2015-01-30,KOSDAQ,9.35,10.42,67.0,151.11,-1.2,16950.0,2015,2015-02
33.0,001120,LG상사,,2015-01-30,KOSPI,28.05,69.75,22.91,23.53,1.0,36750.0,2015,2015-02
34.0,049960,쎌바이오텍,,2015-01-30,KOSDAQ,12.67,2.98,55.29,191.32,20.8,58700.0,2015,2015-02
35.0,016170,로엔,,2015-01-30,KOSDAQ,9.23,9.47,56.96,157.1,8.0,47950.0,2015,2015-02
36.0,090430,아모레퍼시픽,,2015-01-30,KOSPI,19.41,15.26,49.77,161.96,7.7,265168.0,2015,2015-02
37.0,140410,메지온,,2015-01-30,KOSDAQ,7.1,-4.07,75.34,147.23,-9.4,12584.0,2015,2015-02
38.0,034830,한국토지신탁,,2015-01-30,KOSDAQ,-2.68,12.93,50.1,115.13,-1.2,3625.0,2015,2015-02
39.0,036710,심텍,,2015-01-30,KOSDAQ,1.44,17.61,59.82,69.59,8.5,4996.0,2015,2015-02
