순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,036630,세종텔레콤,,2016-01-29,KOSDAQ,17.19,24.67,294.05,451.89,-39.0,14316.0,2016,2016-02
2.0,051170,썬코어,,2016-01-29,KOSDAQ,78.78,68.47,68.77,803.38,-22.5,9350.0,2016,2016-02
3.0,065160,에프티이앤이,,2016-01-29,KOSDAQ,49.56,79.19,186.2,419.34,-28.0,8377.0,2016,2016-02
4.0,008930,한미사이언스,,2016-01-29,KOSPI,21.32,20.93,22.33,960.17,-5.8,131186.0,2016,2016-02
5.0,115450,지트리비앤티,,2016-01-29,KOSDAQ,58.62,83.25,45.07,608.91,8.0,9067.0,2016,2016-02
6.0,041960,코미팜,,2016-01-29,KOSDAQ,4.65,51.97,171.83,350.11,-17.0,32021.0,2016,2016-02
7.0,128940,한미약품,,2016-01-29,KOSPI,-3.71,38.12,78.52,630.19,-6.8,574958.0,2016,2016-02
8.0,054620,AP시스템,,2016-01-29,KOSDAQ,35.38,120.53,112.8,187.13,17.9,13113.0,2016,2016-02
9.0,185750,종근당,,2016-01-29,KOSPI,49.33,124.93,75.0,156.27,-10.8,98705.0,2016,2016-02
10.0,102940,코오롱생명과학,,2016-01-29,KOSDAQ,10.08,34.88,21.52,396.59,-12.5,141696.0,2016,2016-02
11.0,039840,디오,,2016-01-29,KOSDAQ,19.67,26.41,57.8,338.34,-4.0,35900.0,2016,2016-02
12.0,067080,대화제약,,2016-01-29,KOSDAQ,6.85,36.83,15.05,367.65,-9.2,39750.0,2016,2016-02
13.0,036930,주성엔지니어링,,2016-01-29,KOSDAQ,0.25,60.41,79.55,97.5,12.4,7900.0,2016,2016-02
14.0,041910,에스텍파마,,2016-01-29,KOSDAQ,22.13,32.26,17.86,323.93,-15.0,28700.0,2016,2016-02
15.0,068270,셀트리온,,2016-01-29,KOSDAQ,32.66,49.89,48.16,183.57,-10.8,83951.0,2016,2016-02
16.0,048530,인트론바이오,,2016-01-29,KOSDAQ,21.73,55.34,23.78,197.74,23.9,33130.0,2016,2016-02
17.0,007310,오뚜기,,2016-01-29,KOSPI,15.43,34.8,72.02,148.51,-19.0,1414000.0,2016,2016-02
18.0,063170,서울옥션,,2016-01-29,KOSDAQ,8.29,23.04,11.9,327.27,-9.4,23500.0,2016,2016-02
19.0,114570,지스마트글로벌,,2016-01-29,KOSDAQ,0.21,2.26,2.92,423.3,19.2,58803.0,2016,2016-02
20.0,053800,안랩,,2016-01-29,KOSDAQ,-17.0,62.21,41.0,49.12,-13.1,67400.0,2016,2016-02
21.0,065620,제낙스,,2016-01-29,KOSDAQ,0.0,-4.76,118.79,105.56,-3.5,85000.0,2016,2016-02
22.0,084990,바이로메드,,2016-01-29,KOSDAQ,4.67,21.27,9.61,267.06,-25.9,101010.0,2016,2016-02
23.0,004370,농심,,2016-01-29,KOSPI,6.6,26.96,50.89,102.38,-13.3,468500.0,2016,2016-02
24.0,064760,티씨케이,,2016-01-29,KOSDAQ,1.5,16.34,32.6,185.34,16.6,27050.0,2016,2016-02
25.0,043150,바텍,,2016-01-29,KOSDAQ,21.37,23.23,61.34,79.44,-7.2,48000.0,2016,2016-02
26.0,213420,덕산네오룩스,,2016-01-29,KOSDAQ,-1.59,21.62,77.95,0.0,20.5,13953.0,2016,2016-02
27.0,051905,LG생활건강우,,2016-01-29,KOSPI,5.5,21.05,44.11,89.46,-18.5,575000.0,2016,2016-02
28.0,048260,오스템임플란트,,2016-01-29,KOSDAQ,1.73,23.35,37.56,86.0,-6.7,698690.0,2016,2016-02
29.0,027410,BGF리테일,,2016-01-29,KOSPI,25.37,26.47,8.04,166.43,-24.4,55414.0,2016,2016-02
30.0,079160,CJ CGV,,2016-01-29,KOSPI,6.35,28.85,14.53,119.68,-13.1,84927.0,2016,2016-02
31.0,083790,크리스탈,,2016-01-29,KOSDAQ,27.47,46.56,23.97,39.77,-19.1,9138.0,2016,2016-02
32.0,009830,한화케미칼,,2016-01-29,KOSPI,-4.23,17.08,26.15,111.78,-8.1,31503.0,2016,2016-02
33.0,007070,GS리테일,,2016-01-29,KOSPI,21.75,13.72,25.48,150.96,-22.1,56021.0,2016,2016-02
34.0,064960,S&T모티브,,2016-01-29,KOSPI,-1.63,16.41,32.7,89.87,-8.9,46502.0,2016,2016-02
35.0,089600,나스미디어,,2016-01-29,KOSDAQ,29.4,23.95,5.2,157.76,-14.8,49065.0,2016,2016-02
36.0,130960,CJ E&M,,2016-01-29,KOSDAQ,14.27,10.17,24.46,141.73,-19.1,92100.0,2016,2016-02
37.0,170900,동아에스티,,2016-01-29,KOSPI,8.16,27.71,14.39,79.46,-0.6,143155.0,2016,2016-02
38.0,100120,뷰웍스,,2016-01-29,KOSDAQ,11.56,29.26,23.48,51.29,-4.2,49700.0,2016,2016-02
39.0,005250,녹십자홀딩스,,2016-01-29,KOSPI,14.42,16.93,16.93,119.18,-13.8,48000.0,2016,2016-02
40.0,119610,인터로조,,2016-01-29,KOSDAQ,15.66,17.99,9.88,128.35,-5.0,28140.0,2016,2016-02
41.0,000080,하이트진로,,2016-01-29,KOSPI,27.14,29.91,33.11,27.96,-1.0,29750.0,2016,2016-02
42.0,006650,대한유화,,2016-01-29,KOSPI,15.7,12.43,10.56,142.09,20.6,199000.0,2016,2016-02
43.0,000100,유한양행,,2016-01-29,KOSPI,22.2,17.67,23.56,94.75,-22.4,46949.0,2016,2016-02
44.0,200130,콜마비앤에이치,,2016-01-29,KOSDAQ,5.86,50.55,0.29,4.15,-16.6,40700.0,2016,2016-02
45.0,027050,코리아나,,2016-01-29,KOSDAQ,0.92,3.79,-19.19,232.32,-17.3,10950.0,2016,2016-02
46.0,085370,루트로닉,,2016-01-29,KOSDAQ,22.79,26.28,3.16,108.26,-7.4,27744.0,2016,2016-02
47.0,090435,아모레퍼시픽우,,2016-01-29,KOSPI,0.22,19.12,15.25,78.03,-2.6,230500.0,2016,2016-02
48.0,018880,한온시스템,,2016-01-29,KOSPI,1.16,16.93,44.44,13.03,-5.3,9760.0,2016,2016-02
49.0,204320,만도,,2016-01-29,KOSPI,2.72,14.48,51.79,2.72,-11.8,34000.0,2016,2016-02
