투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-09,2026-08-31,005930,삼성전자,KOSPI,-0.95,-17.98,20.09,273.03,1520032438080000,260000,18270969,-3.65
2026,2026-09,2026-08-31,000660,SK하이닉스,KOSPI,-2.56,-28.25,57.78,522.3,1222844219010000,1674000,3980661,-3.64
2026,2026-09,2026-08-31,005935,삼성전자우,KOSPI,-2.36,-7.9,29.69,229.51,149642229359500,186500,3633519,-0.54
2026,2026-09,2026-08-31,402340,SK스퀘어,KOSPI,-0.1,-15.9,60.78,595.97,136805185926000,1037000,646713,-5.3
2026,2026-09,2026-08-31,009150,삼성전기,KOSPI,27.67,-31.45,225.08,808.41,108903408768000,1458000,890759,-3.98
2026,2026-09,2026-08-31,373220,LG에너지솔루션,KOSPI,15.24,-17.47,-11.48,7.39,88452000000000,378000,425288,-8.07
2026,2026-09,2026-08-31,005380,현대차,KOSPI,3.99,-44.19,-40.13,83.41,82619758581000,403500,626542,-6.32
2026,2026-09,2026-08-31,207940,삼성바이오로직스,KOSPI,2.22,11.37,-14.62,3.04,70269663618000,1518000,86767,-1.12
2026,2026-09,2026-08-31,105560,KB금융,KOSPI,2.85,15.07,8.99,60.17,61467384302200,173300,3030441,-2.42
2026,2026-09,2026-08-31,032830,삼성생명,KOSPI,-1.77,-21.24,33.04,113.84,61200000000000,306000,440735,-3.92
2026,2026-09,2026-08-31,028260,삼성물산,KOSPI,7.11,-12.95,7.42,124.37,61056094246500,376500,310104,-0.93
2026,2026-09,2026-08-31,012450,한화에어로스페이스,KOSPI,20.17,-6.05,-7.78,24.66,56822867902000,1102000,178097,-6.99
2026,2026-09,2026-08-31,034020,두산에너빌리티,KOSPI,22.95,-21.88,-22.39,33.71,52846294545000,82500,3507575,-7.15
2026,2026-09,2026-08-31,000270,기아,KOSPI,-0.68,-22.58,-36.25,23.82,51144102738000,131000,1014981,-5.04
2026,2026-09,2026-08-31,055550,신한지주,KOSPI,8.14,16.35,12.38,66.77,51123131027100,108900,1838687,1.47
2026,2026-09,2026-08-31,329180,HD현대중공업,KOSPI,-6.55,-35.42,-25.46,-13.56,47180070637500,449500,166660,-6.12
2026,2026-09,2026-08-31,006400,삼성SDI,KOSPI,45.34,-16.13,23.82,178.74,46497850810000,577000,826685,-6.76
2026,2026-09,2026-08-31,068270,셀트리온,KOSPI,1.18,2.74,-16.9,18.25,43941384546400,188900,643636,-1.38
2026,2026-09,2026-08-31,012330,현대모비스,KOSPI,-4.73,-40.95,-12.28,42.39,40733635297500,453500,490499,-8.38
2026,2026-09,2026-08-31,034730,SK,KOSPI,-2.15,-19.38,35.91,163.29,39513973135000,545000,259614,0.0
2026,2026-09,2026-08-31,086790,하나금융지주,KOSPI,8.69,18.42,11.9,65.82,37396324052400,136300,1336302,-1.03
2026,2026-09,2026-08-31,066570,LG전자,KOSPI,33.56,-26.11,48.59,192.96,35264524127000,216500,1397090,-7.39
