순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,049950,미래컴퍼니,,2017-04-28,KOSDAQ,-13.99,79.01,151.06,119.99,52.2,36516.0,2017,2017-05
2.0,090460,비에이치,,2017-04-28,KOSDAQ,14.29,20.88,102.76,285.96,13.6,11000.0,2017,2017-05
3.0,043610,지니뮤직,,2017-04-28,KOSDAQ,33.26,92.38,76.26,47.43,-8.1,6310.0,2017,2017-05
4.0,051370,인터플렉스,,2017-04-28,KOSDAQ,-4.27,10.67,71.78,158.62,21.3,27378.0,2017,2017-05
5.0,011070,LG이노텍,,2017-04-28,KOSPI,-3.66,32.69,68.59,78.43,1.9,131500.0,2017,2017-05
6.0,007820,에스엠코어,,2017-04-28,KOSDAQ,5.0,3.16,98.38,127.91,23.5,14700.0,2017,2017-05
7.0,088390,이녹스,,2017-04-28,KOSDAQ,17.23,12.63,79.83,146.25,48.9,19001.0,2017,2017-05
8.0,090470,제이스텍,,2017-04-28,KOSDAQ,16.39,2.05,41.19,272.56,-6.2,24850.0,2017,2017-05
9.0,010620,현대미포조선,,2017-04-28,KOSPI,4.51,61.32,31.72,26.5,9.6,46423.0,2017,2017-05
10.0,145020,휴젤,,2017-04-28,KOSDAQ,26.25,53.74,35.86,53.14,0.3,158912.0,2017,2017-05
11.0,192080,더블유게임즈,,2017-04-28,KOSDAQ,38.73,41.78,54.37,50.76,0.2,46406.0,2017,2017-05
12.0,063080,게임빌,,2017-04-28,KOSDAQ,36.18,68.5,34.71,-12.3,-21.6,74900.0,2017,2017-05
13.0,005250,녹십자홀딩스,,2017-04-28,KOSPI,13.79,52.69,46.85,-7.39,8.9,32600.0,2017,2017-05
14.0,028670,팬오션,,2017-04-28,KOSPI,-5.27,35.32,44.52,31.23,5.6,5210.0,2017,2017-05
15.0,009150,삼성전기,,2017-04-28,KOSPI,5.18,28.92,55.2,40.31,12.9,73100.0,2017,2017-05
16.0,112040,위메이드,,2017-04-28,KOSDAQ,5.84,31.62,58.36,17.11,9.7,15559.0,2017,2017-05
17.0,005990,매일유업,,2017-04-28,KOSDAQ,14.41,29.34,59.29,16.13,0.0,26750.0,2017,2017-05
18.0,200230,텔콘,,2017-04-28,KOSDAQ,9.17,42.37,19.11,46.7,6.7,14451.0,2017,2017-05
19.0,080160,모두투어,,2017-04-28,KOSDAQ,2.2,20.98,49.06,35.97,13.4,26347.0,2017,2017-05
20.0,213420,덕산네오룩스,,2017-04-28,KOSDAQ,40.26,41.32,26.95,37.68,23.6,18762.0,2017,2017-05
21.0,000250,삼천당제약,,2017-04-28,KOSDAQ,0.0,16.53,42.28,57.54,1.4,14100.0,2017,2017-05
22.0,066570,LG전자,,2017-04-28,KOSPI,1.77,24.73,44.56,18.73,19.4,69100.0,2017,2017-05
23.0,108230,톱텍,,2017-04-28,KOSDAQ,8.73,12.29,42.71,76.48,0.4,26882.0,2017,2017-05
24.0,078340,컴투스,,2017-04-28,KOSDAQ,-0.91,40.35,26.32,-7.26,-1.7,120000.0,2017,2017-05
25.0,047040,대우건설,,2017-04-28,KOSPI,0.55,40.73,15.17,14.8,3.6,7290.0,2017,2017-05
26.0,005930,삼성전자,,2017-04-28,KOSPI,8.3,13.08,36.12,79.2,0.2,44620.0,2017,2017-05
27.0,006400,삼성SDI,,2017-04-28,KOSPI,-0.36,19.05,45.81,20.61,20.4,134617.0,2017,2017-05
28.0,036570,엔씨소프트,,2017-04-28,KOSPI,18.03,18.42,36.11,57.21,5.1,360000.0,2017,2017-05
29.0,046890,서울반도체,,2017-04-28,KOSDAQ,8.05,23.68,37.23,22.08,1.3,18800.0,2017,2017-05
30.0,016250,이테크건설,,2017-04-28,KOSDAQ,7.26,12.25,47.3,38.17,6.6,38096.0,2017,2017-05
31.0,032640,LG유플러스,,2017-04-28,KOSPI,1.05,26.75,22.46,29.02,12.1,14450.0,2017,2017-05
32.0,178920,SKC코오롱PI,,2017-04-28,KOSDAQ,10.75,10.39,37.1,65.05,16.5,17000.0,2017,2017-05
33.0,005935,삼성전자우,,2017-04-28,KOSPI,9.36,11.58,33.11,68.07,-0.2,35060.0,2017,2017-05
34.0,069080,웹젠,,2017-04-28,KOSDAQ,-6.03,37.29,17.73,-12.9,-0.7,20250.0,2017,2017-05
35.0,071840,롯데하이마트,,2017-04-28,KOSPI,2.61,31.11,24.58,-2.48,18.2,55000.0,2017,2017-05
36.0,010950,S-Oil,,2017-04-28,KOSPI,-0.8,22.93,27.01,14.47,3.8,99700.0,2017,2017-05
37.0,009540,현대중공업,,2017-04-28,KOSPI,0.0,24.53,13.4,42.24,10.2,149889.0,2017,2017-05
38.0,139480,이마트,,2017-04-28,KOSPI,11.92,13.3,41.54,25.34,5.7,230000.0,2017,2017-05
39.0,000660,SK하이닉스,,2017-04-28,KOSPI,6.93,0.56,31.71,91.83,5.6,54000.0,2017,2017-05
40.0,023410,유진기업,,2017-04-28,KOSDAQ,7.09,24.79,27.77,4.8,7.3,5890.0,2017,2017-05
41.0,005940,NH투자증권,,2017-04-28,KOSPI,5.18,15.28,30.69,32.66,7.2,13200.0,2017,2017-05
42.0,086520,에코프로,,2017-04-28,KOSDAQ,11.56,35.15,14.27,0.55,14.6,1834.0,2017,2017-05
43.0,098460,고영,,2017-04-28,KOSDAQ,4.68,22.74,19.87,27.86,7.8,10740.0,2017,2017-05
44.0,089600,나스미디어,,2017-04-28,KOSDAQ,19.21,38.54,11.77,-1.38,-1.1,35301.0,2017,2017-05
45.0,056190,에스에프에이,,2017-04-28,KOSDAQ,8.01,11.08,35.06,37.19,15.0,39100.0,2017,2017-05
46.0,086450,동국제약,,2017-04-28,KOSDAQ,5.27,21.28,29.14,5.44,0.7,13573.0,2017,2017-05
47.0,053800,안랩,,2017-04-28,KOSDAQ,-50.78,16.19,12.58,9.35,-22.1,72500.0,2017,2017-05
48.0,027410,BGF리테일,,2017-04-28,KOSPI,4.29,19.41,25.79,17.67,27.4,56411.0,2017,2017-05
49.0,095610,테스,,2017-04-28,KOSDAQ,13.02,5.89,21.45,90.84,9.0,26050.0,2017,2017-05
50.0,005610,SPC삼립,,2017-04-28,KOSPI,-4.32,23.1,23.46,-1.17,5.9,210500.0,2017,2017-05
51.0,003670,포스코켐텍,,2017-04-28,KOSDAQ,-6.18,19.01,21.01,18.04,1.7,13101.0,2017,2017-05
52.0,001740,SK네트웍스,,2017-04-28,KOSPI,7.23,21.18,22.85,17.97,-7.6,8010.0,2017,2017-05
53.0,022100,포스코 ICT,,2017-04-28,KOSDAQ,-3.24,19.93,19.72,19.51,5.8,6860.0,2017,2017-05
54.0,086900,메디톡스,,2017-04-28,KOSDAQ,8.03,20.82,22.96,18.25,4.4,395563.0,2017,2017-05
55.0,086790,하나금융지주,,2017-04-28,KOSPI,6.09,13.79,19.51,52.83,4.7,39200.0,2017,2017-05
56.0,042670,두산인프라코어,,2017-04-28,KOSPI,0.23,9.78,36.23,20.57,-15.6,7990.0,2017,2017-05
57.0,002550,KB손해보험,,2017-04-28,KOSPI,21.11,32.93,12.95,5.48,-7.3,32700.0,2017,2017-05
58.0,078150,HB테크놀러지,,2017-04-28,KOSDAQ,14.38,7.98,22.54,73.12,-8.8,5410.0,2017,2017-05
59.0,010120,LS산전,,2017-04-28,KOSPI,7.51,20.52,29.76,-2.87,7.9,50800.0,2017,2017-05
60.0,139130,DGB금융지주,,2017-04-28,KOSPI,7.37,18.03,21.35,27.04,-1.3,11650.0,2017,2017-05
61.0,016170,로엔,,2017-04-28,KOSDAQ,-2.33,13.27,30.42,13.57,-7.1,87900.0,2017,2017-05
62.0,066970,엘앤에프,,2017-04-28,KOSDAQ,12.58,12.58,6.08,90.1,10.6,16179.0,2017,2017-05
63.0,136480,하림,,2017-04-28,KOSDAQ,7.51,14.33,25.06,20.73,7.0,4956.0,2017,2017-05
64.0,000720,현대건설,,2017-04-28,KOSPI,-1.92,16.85,17.13,20.77,0.3,47238.0,2017,2017-05
65.0,000030,우리은행,,2017-04-28,KOSPI,15.0,14.12,19.6,42.38,2.3,14950.0,2017,2017-05
66.0,038540,텍셀네트컴,,2017-04-28,KOSDAQ,-3.69,3.28,20.17,64.58,5.4,6292.0,2017,2017-05
67.0,005290,동진쎄미켐,,2017-04-28,KOSDAQ,10.81,3.6,23.07,69.67,31.4,10350.0,2017,2017-05
68.0,123100,테라세미콘,,2017-04-28,KOSDAQ,26.6,16.79,28.66,17.88,-4.4,31650.0,2017,2017-05
69.0,035760,CJ오쇼핑,,2017-04-28,KOSDAQ,-8.74,18.84,17.89,-4.35,0.3,191100.0,2017,2017-05
70.0,008560,메리츠종금증권,,2017-04-28,KOSPI,10.87,14.4,21.29,14.4,7.4,4130.0,2017,2017-05
71.0,105560,KB금융,,2017-04-28,KOSPI,2.24,6.6,18.44,43.97,7.0,50100.0,2017,2017-05
