순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,016790,현대사료,,2022-06-30,KOSDAQ,7.29,25.94,814.43,733.7,19.53,9821.0,2022,2022-07
2.0,090710,휴림로봇,,2022-06-30,KOSDAQ,-13.84,87.06,239.48,231.26,-16.64,8487.0,2022,2022-07
3.0,278650,노터스,,2022-06-30,KOSDAQ,-21.4,108.16,146.63,155.61,-9.92,7860.0,2022,2022-07
4.0,054210,이랜텍,,2022-06-30,KOSDAQ,-20.26,7.25,49.19,168.9,15.95,18500.0,2022,2022-07
5.0,003100,선광,,2022-06-30,KOSDAQ,14.19,30.7,50.95,101.38,7.53,87700.0,2022,2022-07
6.0,047810,한국항공우주,,2022-06-30,KOSPI,2.48,27.19,65.79,63.53,5.95,53800.0,2022,2022-07
7.0,010060,OCI,,2022-06-30,KOSPI,11.24,36.67,37.98,22.13,-14.63,114033.0,2022,2022-07
8.0,121600,나노신소재,,2022-06-30,KOSDAQ,-24.08,10.76,1.89,123.64,19.0,70000.0,2022,2022-07
9.0,051500,CJ프레시웨이,,2022-06-30,KOSDAQ,6.58,15.36,43.65,21.11,-10.65,41300.0,2022,2022-07
10.0,247540,에코프로비엠,,2022-06-30,KOSDAQ,-10.35,15.5,-8.27,116.58,5.2,113500.0,2022,2022-07
11.0,214370,케어젠,,2022-06-30,KOSDAQ,-7.66,-3.88,45.11,40.26,46.63,19300.0,2022,2022-07
12.0,151860,KG ETS,,2022-06-30,KOSDAQ,8.12,34.82,13.65,-23.45,-8.11,16650.0,2022,2022-07
13.0,010620,현대미포조선,,2022-06-30,KOSPI,8.71,16.35,30.14,4.23,-1.32,91100.0,2022,2022-07
14.0,100090,삼강엠앤티,,2022-06-30,KOSDAQ,3.36,21.58,7.94,31.62,0.0,23100.0,2022,2022-07
15.0,006260,LS,,2022-06-30,KOSPI,-3.64,20.45,17.56,-10.17,-7.39,63600.0,2022,2022-07
16.0,067630,HLB생명과학,,2022-06-30,KOSDAQ,-22.37,18.54,-2.4,21.51,4.93,11287.0,2022,2022-07
