순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,016790,카나리아바이오,,2022-07-29,KOSDAQ,19.53,30.91,1049.76,833.15,-33.4,11739.0,2022,2022-08
2.0,090710,휴림로봇,,2022-07-29,KOSDAQ,-16.64,1.62,249.38,174.76,4.2,7075.0,2022,2022-08
3.0,278650,노터스,,2022-07-29,KOSDAQ,-9.92,74.64,149.65,105.69,-15.4,7080.0,2022,2022-08
4.0,052020,에스티큐브,,2022-07-29,KOSDAQ,122.99,136.18,80.97,52.43,61.3,11783.0,2022,2022-08
5.0,214370,케어젠,,2022-07-29,KOSDAQ,46.63,8.85,122.48,109.94,-10.0,28300.0,2022,2022-08
6.0,047810,한국항공우주,,2022-07-29,KOSPI,5.95,29.99,60.11,75.93,7.0,57000.0,2022,2022-08
7.0,003100,선광,,2022-07-29,KOSDAQ,7.53,29.53,52.1,94.63,5.5,94300.0,2022,2022-08
8.0,121600,나노신소재,,2022-07-29,KOSDAQ,19.0,16.83,64.3,125.75,16.8,83300.0,2022,2022-08
9.0,323990,박셀바이오,,2022-07-29,KOSDAQ,62.96,39.78,83.66,-22.73,13.2,49193.0,2022,2022-08
10.0,054210,이랜텍,,2022-07-29,KOSDAQ,15.95,-6.13,50.0,193.84,-17.2,21450.0,2022,2022-08
11.0,007390,네이처셀,,2022-07-29,KOSDAQ,36.96,38.95,61.49,-12.93,10.7,23900.0,2022,2022-08
12.0,064350,현대로템,,2022-07-29,KOSPI,27.64,39.37,42.74,6.84,14.1,26550.0,2022,2022-08
13.0,079550,LIG넥스원,,2022-07-29,KOSPI,22.56,7.19,51.72,105.61,20.5,88000.0,2022,2022-08
14.0,009830,한화솔루션,,2022-07-29,KOSPI,15.57,36.88,35.81,12.02,20.1,54645.0,2022,2022-08
15.0,028300,HLB,,2022-07-29,KOSDAQ,18.5,34.89,32.34,16.37,17.5,37627.0,2022,2022-08
16.0,066970,엘앤에프,,2022-07-29,KOSDAQ,8.9,4.29,35.49,113.14,0.8,228700.0,2022,2022-08
17.0,247540,에코프로비엠,,2022-07-29,KOSDAQ,5.2,1.44,47.19,66.92,-6.0,119400.0,2022,2022-08
18.0,010060,OCI,,2022-07-29,KOSPI,-14.63,16.11,38.26,7.46,-4.1,97346.0,2022,2022-08
19.0,100090,삼강엠앤티,,2022-07-29,KOSDAQ,0.0,11.59,39.16,37.5,17.1,23100.0,2022,2022-08
20.0,101730,위메이드맥스,,2022-07-29,KOSDAQ,-8.85,10.76,-32.3,202.77,14.6,17500.0,2022,2022-08
21.0,012450,한화에어로스페이스,,2022-07-29,KOSPI,32.24,20.83,34.73,24.32,26.4,65601.0,2022,2022-08
22.0,090460,비에이치,,2022-07-29,KOSDAQ,20.9,8.46,37.85,54.05,7.1,29500.0,2022,2022-08
23.0,067630,HLB생명과학,,2022-07-29,KOSDAQ,4.93,22.6,14.87,21.43,15.7,11844.0,2022,2022-08
24.0,004990,롯데지주,,2022-07-29,KOSPI,0.13,9.05,40.68,-1.06,11.0,37350.0,2022,2022-08
25.0,095660,네오위즈,,2022-07-29,KOSDAQ,19.26,30.57,7.41,6.17,43.2,27550.0,2022,2022-08
26.0,099190,아이센스,,2022-07-29,KOSDAQ,19.34,18.93,24.27,6.47,8.5,17289.0,2022,2022-08
27.0,010120,LS ELECTRIC,,2022-07-29,KOSPI,0.69,21.21,18.85,-10.63,-3.8,58000.0,2022,2022-08
28.0,010620,현대미포조선,,2022-07-29,KOSPI,-1.32,7.15,31.24,7.15,19.0,89900.0,2022,2022-08
29.0,196170,알테오젠,,2022-07-29,KOSDAQ,6.71,12.61,35.83,-18.5,-2.3,54385.0,2022,2022-08
30.0,205470,휴마시스,,2022-07-29,KOSDAQ,19.87,52.63,-33.09,4.69,-16.1,4982.0,2022,2022-08
31.0,086520,에코프로,,2022-07-29,KOSDAQ,24.71,3.84,36.96,26.47,28.7,17017.0,2022,2022-08
32.0,069620,대웅제약,,2022-07-29,KOSPI,3.97,0.27,40.61,7.31,-4.4,183500.0,2022,2022-08
33.0,001450,현대해상,,2022-07-29,KOSPI,5.98,0.77,28.88,26.4,-4.0,32800.0,2022,2022-08
34.0,225570,넥슨게임즈,,2022-07-29,KOSDAQ,46.43,-5.45,33.83,78.26,-25.7,22550.0,2022,2022-08
35.0,151860,KG ETS,,2022-07-29,KOSDAQ,-8.11,4.79,33.04,-23.12,-5.6,15300.0,2022,2022-08
36.0,035900,JYP Ent.,,2022-07-29,KOSDAQ,15.03,-6.57,35.37,38.75,10.1,55500.0,2022,2022-08
37.0,056190,에스에프에이,,2022-07-29,KOSDAQ,6.83,6.02,25.19,4.06,-2.7,42250.0,2022,2022-08
38.0,030200,KT,,2022-07-29,KOSPI,3.57,5.45,20.8,11.69,-1.5,37750.0,2022,2022-08
39.0,011070,LG이노텍,,2022-07-29,KOSPI,5.99,4.01,2.69,59.91,-5.2,363000.0,2022,2022-08
40.0,137400,피엔티,,2022-07-29,KOSDAQ,4.56,-9.21,15.78,72.69,9.9,45850.0,2022,2022-08
41.0,068270,셀트리온,,2022-07-29,KOSPI,6.44,7.95,25.83,-23.64,-0.3,168371.0,2022,2022-08
42.0,222080,씨아이에스,,2022-07-29,KOSDAQ,-7.89,8.96,-1.35,24.79,-1.0,14600.0,2022,2022-08
43.0,005300,롯데칠성,,2022-07-29,KOSPI,1.43,-2.47,20.75,22.41,-13.0,177500.0,2022,2022-08
44.0,128940,한미약품,,2022-07-29,KOSPI,0.49,-0.8,25.3,-1.4,-0.5,298220.0,2022,2022-08
45.0,041510,에스엠,,2022-07-29,KOSDAQ,9.51,1.32,17.32,17.52,0.1,69100.0,2022,2022-08
46.0,091990,셀트리온헬스케어,,2022-07-29,KOSDAQ,5.54,12.77,15.84,-31.27,-0.4,69690.0,2022,2022-08
47.0,023530,롯데쇼핑,,2022-07-29,KOSPI,-8.27,0.95,19.7,-11.26,3.6,95400.0,2022,2022-08
48.0,003550,LG,,2022-07-29,KOSPI,4.11,10.64,9.59,-13.91,1.1,81100.0,2022,2022-08
49.0,207940,삼성바이오로직스,,2022-07-29,KOSPI,9.49,3.22,18.44,-1.66,-3.5,1273058.0,2022,2022-08
50.0,180640,한진칼,,2022-07-29,KOSPI,-2.91,4.35,14.07,-7.69,-12.0,60000.0,2022,2022-08
51.0,282330,BGF리테일,,2022-07-29,KOSPI,-4.23,0.0,11.73,12.07,-11.3,181000.0,2022,2022-08
52.0,006260,LS,,2022-07-29,KOSPI,-7.39,2.08,17.92,-18.98,13.9,58900.0,2022,2022-08
53.0,195940,HK이노엔,,2022-07-29,KOSDAQ,14.98,7.89,9.51,0.0,-7.4,43750.0,2022,2022-08
54.0,051600,한전KPS,,2022-07-29,KOSPI,-0.39,0.39,17.87,-10.32,8.1,38250.0,2022,2022-08
55.0,028260,삼성물산,,2022-07-29,KOSPI,-2.03,4.33,12.62,-14.84,0.0,120500.0,2022,2022-08
56.0,329180,현대중공업,,2022-07-29,KOSPI,-12.59,-10.71,25.88,0.0,14.8,125000.0,2022,2022-08
57.0,095340,ISC,,2022-07-29,KOSDAQ,10.74,-3.76,8.65,32.88,12.3,34550.0,2022,2022-08
58.0,267250,HD현대,,2022-07-29,KOSPI,-4.21,-2.4,18.91,-16.93,11.1,56900.0,2022,2022-08
59.0,204320,만도,,2022-07-29,KOSPI,20.29,5.15,11.28,-6.99,-5.6,57200.0,2022,2022-08
60.0,271560,오리온,,2022-07-29,KOSPI,-3.37,5.79,3.4,-14.47,-2.1,100500.0,2022,2022-08
61.0,383220,F&F,,2022-07-29,KOSPI,11.15,6.03,-8.62,24.58,-4.7,149500.0,2022,2022-08
62.0,093370,후성,,2022-07-29,KOSPI,4.22,-3.14,-3.14,40.15,-12.4,18067.0,2022,2022-08
63.0,005380,현대차,,2022-07-29,KOSPI,8.59,5.38,3.43,-10.09,0.0,196000.0,2022,2022-08
64.0,051915,LG화학우,,2022-07-29,KOSPI,21.0,16.4,-3.8,-23.92,3.4,291000.0,2022,2022-08
65.0,033780,KT&G,,2022-07-29,KOSPI,-0.36,-0.85,5.54,-0.49,1.6,81900.0,2022,2022-08
66.0,053800,안랩,,2022-07-29,KOSDAQ,2.66,-14.71,15.95,31.02,-5.5,88700.0,2022,2022-08
67.0,012330,현대모비스,,2022-07-29,KOSPI,14.82,10.12,-1.51,-14.26,-5.9,228500.0,2022,2022-08
68.0,097950,CJ제일제당,,2022-07-29,KOSPI,3.3,-1.63,13.15,-16.35,4.1,391500.0,2022,2022-08
69.0,051910,LG화학,,2022-07-29,KOSPI,16.86,16.18,-5.63,-28.38,4.8,603000.0,2022,2022-08
70.0,106240,파인테크닉스,,2022-07-29,KOSDAQ,9.99,-8.33,1.68,41.51,-14.1,5195.0,2022,2022-08
71.0,382840,원준,,2022-07-29,KOSDAQ,-11.93,-5.44,4.33,0.0,-5.9,34700.0,2022,2022-08
72.0,078930,GS,,2022-07-29,KOSPI,-0.48,-4.69,8.6,-2.69,10.6,41650.0,2022,2022-08
73.0,950160,코오롱티슈진,,2022-07-29,KOSDAQ,0.0,0.0,0.0,0.0,0.0,16050.0,2022,2022-08
74.0,215600,신라젠,,2022-07-29,KOSDAQ,0.0,0.0,0.0,0.0,0.0,7757.0,2022,2022-08
75.0,015760,한국전력,,2022-07-29,KOSPI,-0.89,-3.25,8.5,-10.24,-6.3,22350.0,2022,2022-08
76.0,003800,에이스침대,,2022-07-29,KOSDAQ,4.25,3.62,-0.23,-11.46,-5.6,42900.0,2022,2022-08
77.0,122870,와이지엔터테인먼트,,2022-07-29,KOSDAQ,24.8,-3.33,12.45,4.55,10.0,55100.0,2022,2022-08
78.0,003670,포스코케미칼,,2022-07-29,KOSPI,22.9,-3.31,19.0,-14.61,27.8,127464.0,2022,2022-08
79.0,035250,강원랜드,,2022-07-29,KOSPI,1.97,-3.36,4.44,0.0,2.5,25900.0,2022,2022-08
80.0,010140,삼성중공업,,2022-07-29,KOSPI,-7.41,-7.26,8.49,-8.96,6.2,5620.0,2022,2022-08
81.0,060720,KH바텍,,2022-07-29,KOSDAQ,14.52,4.93,-4.7,-3.18,-10.6,21300.0,2022,2022-08
82.0,036460,한국가스공사,,2022-07-29,KOSPI,-5.94,-9.27,6.13,3.33,16.9,37200.0,2022,2022-08
83.0,215200,메가스터디교육,,2022-07-29,KOSDAQ,13.33,-7.24,6.76,11.06,-11.4,88400.0,2022,2022-08
84.0,112610,씨에스윈드,,2022-07-29,KOSPI,-3.98,-7.19,17.09,-32.48,23.8,55500.0,2022,2022-08
85.0,005385,현대차우,,2022-07-29,KOSPI,8.16,-0.32,0.97,-11.23,-3.1,94100.0,2022,2022-08
86.0,287410,제이시스메디칼,,2022-07-29,KOSDAQ,14.45,-9.68,8.59,10.58,-12.0,7840.0,2022,2022-08
87.0,029780,삼성카드,,2022-07-29,KOSPI,5.08,-4.19,3.55,-8.43,-2.2,32050.0,2022,2022-08
88.0,141080,레고켐바이오,,2022-07-29,KOSDAQ,4.41,1.86,-2.34,-18.59,3.0,43800.0,2022,2022-08
89.0,000100,유한양행,,2022-07-29,KOSPI,3.21,-5.4,2.12,-1.96,-1.7,52917.0,2022,2022-08
90.0,001440,대한전선,,2022-07-29,KOSPI,-4.61,-2.76,5.08,-28.71,6.5,15988.0,2022,2022-08
91.0,000270,기아,,2022-07-29,KOSPI,5.05,-3.1,-0.98,-2.87,-0.5,81200.0,2022,2022-08
92.0,348210,넥스틴,,2022-07-29,KOSDAQ,14.62,-6.62,4.44,6.01,-10.7,63500.0,2022,2022-08
