순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,143160,아이디스,,2018-11-30,KOSDAQ,62.37,113.56,303.33,338.72,-32.86,31500.0,2018,2018-12
2.0,052020,에스티큐브,,2018-11-30,KOSDAQ,57.14,48.92,66.33,310.19,-4.95,20202.0,2018,2018-12
3.0,950110,SBI핀테크솔루션즈,,2018-11-30,KOSDAQ,113.99,78.95,98.7,97.42,6.54,15300.0,2018,2018-12
4.0,081660,휠라코리아,,2018-11-30,KOSPI,20.81,21.68,74.27,218.7,5.31,50800.0,2018,2018-12
5.0,180640,한진칼,,2018-11-30,KOSPI,65.28,76.24,37.5,64.43,-6.58,31900.0,2018,2018-12
6.0,140410,메지온,,2018-11-30,KOSDAQ,15.15,20.8,64.62,144.83,0.88,30442.0,2018,2018-12
7.0,007390,네이처셀,,2018-11-30,KOSDAQ,-10.76,121.56,-56.44,-25.51,-7.39,12270.0,2018,2018-12
8.0,217730,강스템바이오텍,,2018-11-30,KOSDAQ,10.18,25.7,66.38,61.41,22.14,12314.0,2018,2018-12
9.0,029960,코엔텍,,2018-11-30,KOSDAQ,24.73,40.38,41.35,53.57,-6.49,8170.0,2018,2018-12
10.0,003670,포스코켐텍,,2018-11-30,KOSDAQ,3.99,11.9,51.46,95.67,-5.91,61594.0,2018,2018-12
11.0,045390,대아티아이,,2018-11-30,KOSDAQ,45.45,1.19,-24.96,367.22,-3.18,8480.0,2018,2018-12
12.0,036570,엔씨소프트,,2018-11-30,KOSPI,19.21,32.13,45.04,17.3,-8.89,512000.0,2018,2018-12
13.0,035900,JYP Ent.,,2018-11-30,KOSDAQ,13.29,0.47,30.65,171.13,-6.64,32400.0,2018,2018-12
14.0,032640,LG유플러스,,2018-11-30,KOSPI,9.6,12.74,51.28,27.8,-0.28,17700.0,2018,2018-12
15.0,141080,레고켐바이오,,2018-11-30,KOSDAQ,10.61,29.36,15.81,50.14,4.61,27125.0,2018,2018-12
16.0,215200,메가스터디교육,,2018-11-30,KOSDAQ,65.11,11.3,-5.3,222.32,-13.64,30050.0,2018,2018-12
17.0,042660,대우조선해양,,2018-11-30,KOSPI,12.31,15.47,21.0,83.01,3.96,29184.0,2018,2018-12
18.0,025980,아난티,,2018-11-30,KOSDAQ,14.35,30.82,-10.0,78.35,92.9,9720.0,2018,2018-12
19.0,122870,와이지엔터테인먼트,,2018-11-30,KOSDAQ,17.77,1.17,49.66,41.6,9.45,43400.0,2018,2018-12
20.0,041510,에스엠,,2018-11-30,KOSDAQ,21.87,10.2,28.76,54.85,-2.24,53500.0,2018,2018-12
21.0,030000,제일기획,,2018-11-30,KOSPI,3.3,21.5,18.43,16.67,-4.05,23450.0,2018,2018-12
22.0,000250,삼천당제약,,2018-11-30,KOSDAQ,29.2,-10.35,-8.56,225.3,-7.65,41150.0,2018,2018-12
23.0,065620,제낙스,,2018-11-30,KOSDAQ,-6.15,18.83,32.13,-39.0,-32.24,91500.0,2018,2018-12
24.0,017670,SK텔레콤,,2018-11-30,KOSPI,8.02,10.28,30.4,9.66,-6.91,49949.0,2018,2018-12
25.0,111770,영원무역,,2018-11-30,KOSPI,10.07,13.56,23.55,15.4,-2.54,39350.0,2018,2018-12
26.0,028050,삼성엔지니어링,,2018-11-30,KOSPI,6.58,15.43,5.42,48.47,-9.51,19450.0,2018,2018-12
27.0,085660,차바이오텍,,2018-11-30,KOSDAQ,14.72,9.35,10.79,48.25,-4.04,19432.0,2018,2018-12
28.0,067160,아프리카TV,,2018-11-30,KOSDAQ,19.19,8.75,-12.21,111.89,-3.9,41000.0,2018,2018-12
29.0,012450,한화에어로스페이스,,2018-11-30,KOSPI,14.06,29.8,-2.11,-7.95,0.15,33054.0,2018,2018-12
30.0,010620,현대미포조선,,2018-11-30,KOSPI,15.96,11.45,16.33,17.97,9.8,54645.0,2018,2018-12
31.0,000210,대림산업,,2018-11-30,KOSPI,24.74,15.75,12.86,14.63,8.12,85663.0,2018,2018-12
32.0,009420,한올바이오파마,,2018-11-30,KOSPI,32.49,-0.95,-2.18,119.58,15.29,31400.0,2018,2018-12
33.0,031430,신세계인터내셔날,,2018-11-30,KOSPI,17.97,-13.86,2.35,141.0,11.78,34800.0,2018,2018-12
34.0,009540,현대중공업,,2018-11-30,KOSPI,6.02,11.86,15.28,-6.58,-2.65,132000.0,2018,2018-12
35.0,046890,서울반도체,,2018-11-30,KOSDAQ,6.11,22.95,6.11,-28.5,-10.83,21700.0,2018,2018-12
36.0,001450,현대해상,,2018-11-30,KOSPI,-4.19,7.66,17.62,-7.72,2.5,40050.0,2018,2018-12
37.0,035250,강원랜드,,2018-11-30,KOSPI,12.37,11.4,20.11,-13.19,-0.78,32250.0,2018,2018-12
38.0,012750,에스원,,2018-11-30,KOSPI,-0.21,12.37,8.94,-3.7,4.36,96300.0,2018,2018-12
39.0,005830,DB손해보험,,2018-11-30,KOSPI,-5.71,5.78,15.73,-1.17,3.99,67700.0,2018,2018-12
40.0,023530,롯데쇼핑,,2018-11-30,KOSPI,11.37,19.72,-3.79,2.62,-2.09,215500.0,2018,2018-12
41.0,030190,NICE평가정보,,2018-11-30,KOSDAQ,6.45,12.68,-5.33,26.09,-5.19,11550.0,2018,2018-12
42.0,023890,아트라스BX,,2018-11-30,KOSDAQ,0.58,5.66,11.28,4.91,-0.57,52300.0,2018,2018-12
43.0,282330,BGF리테일,,2018-11-30,KOSPI,15.43,13.41,6.58,0.0,4.88,194500.0,2018,2018-12
44.0,092040,아미코젠,,2018-11-30,KOSDAQ,13.86,-17.72,32.9,54.6,-4.62,16570.0,2018,2018-12
45.0,000150,두산,,2018-11-30,KOSPI,1.67,3.85,16.27,-3.57,-8.23,95710.0,2018,2018-12
46.0,030200,KT,,2018-11-30,KOSPI,6.64,5.54,12.96,0.16,-2.3,30500.0,2018,2018-12
47.0,008560,메리츠종금증권,,2018-11-30,KOSPI,10.96,11.24,7.83,-6.67,-2.84,4405.0,2018,2018-12
48.0,253450,스튜디오드래곤,,2018-11-30,KOSDAQ,17.72,-1.99,0.56,67.91,-14.68,108300.0,2018,2018-12
49.0,039200,오스코텍,,2018-11-30,KOSDAQ,2.77,-3.6,-16.03,99.17,-6.22,23267.0,2018,2018-12
50.0,000810,삼성화재,,2018-11-30,KOSPI,-2.15,2.83,8.78,4.81,-1.28,272500.0,2018,2018-12
51.0,003490,대한항공,,2018-11-30,KOSPI,16.21,13.72,-0.16,1.75,3.61,20684.0,2018,2018-12
52.0,000060,메리츠화재,,2018-11-30,KOSPI,16.48,16.16,3.41,-17.51,3.07,21200.0,2018,2018-12
53.0,214320,이노션,,2018-11-30,KOSPI,16.21,15.41,2.59,-13.37,-6.08,33700.0,2018,2018-12
54.0,088980,맥쿼리인프라,,2018-11-30,KOSPI,3.42,4.12,5.17,11.83,-0.86,9332.0,2018,2018-12
55.0,048530,인트론바이오,,2018-11-30,KOSDAQ,24.22,9.63,5.41,8.67,-1.71,21978.0,2018,2018-12
56.0,218410,RFHIC,,2018-11-30,KOSDAQ,-4.71,-10.82,-7.95,94.4,1.24,23709.0,2018,2018-12
57.0,000120,CJ대한통운,,2018-11-30,KOSPI,0.32,3.25,6.35,4.61,5.03,159000.0,2018,2018-12
58.0,950160,코오롱티슈진,,2018-11-30,KOSDAQ,23.24,1.33,28.53,-23.12,2.98,83957.0,2018,2018-12
59.0,091700,파트론,,2018-11-30,KOSDAQ,-5.29,2.75,7.44,-7.42,-0.61,8230.0,2018,2018-12
60.0,034730,SK,,2018-11-30,KOSPI,7.65,7.03,1.62,-3.6,-7.64,281500.0,2018,2018-12
61.0,196170,알테오젠,,2018-11-30,KOSDAQ,8.0,-2.14,-1.16,39.52,-3.87,8275.0,2018,2018-12
62.0,004990,롯데지주,,2018-11-30,KOSPI,16.3,14.73,-5.63,-10.08,-4.7,55300.0,2018,2018-12
63.0,033780,KT&G,,2018-11-30,KOSPI,2.46,2.97,8.33,-14.75,-2.4,104000.0,2018,2018-12
64.0,012510,더존비즈온,,2018-11-30,KOSPI,15.11,-12.46,13.93,45.48,4.01,49900.0,2018,2018-12
65.0,267250,현대중공업지주,,2018-11-30,KOSPI,10.8,4.64,1.8,-1.0,-12.41,79000.0,2018,2018-12
66.0,056190,에스에프에이,,2018-11-30,KOSDAQ,-1.8,0.0,4.95,-6.49,-9.42,38200.0,2018,2018-12
67.0,010130,고려아연,,2018-11-30,KOSPI,12.27,4.93,4.93,-12.54,1.65,425500.0,2018,2018-12
68.0,028150,GS홈쇼핑,,2018-11-30,KOSDAQ,0.93,-5.73,15.6,-8.21,-8.18,195600.0,2018,2018-12
69.0,031390,녹십자셀,,2018-11-30,KOSDAQ,0.19,-2.23,2.94,7.79,-3.99,52600.0,2018,2018-12
70.0,068240,다원시스,,2018-11-30,KOSDAQ,-1.25,0.64,-8.13,21.55,0.63,14592.0,2018,2018-12
71.0,048260,오스템임플란트,,2018-11-30,KOSDAQ,24.12,6.42,5.37,-12.4,0.94,449400.0,2018,2018-12
72.0,034230,파라다이스,,2018-11-30,KOSDAQ,17.6,3.95,8.51,-17.13,-10.45,21050.0,2018,2018-12
