투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-07,2026-06-30,005930,삼성전자,KOSPI,5.36,99.76,178.57,458.53,1952657055072000,334000,29237216,-14.67
2026,2026-07,2026-06-30,000660,SK하이닉스,KOSPI,13.59,228.38,307.07,807.53,1888661267250000,2650000,5109213,-17.74
2026,2026-07,2026-06-30,402340,SK스퀘어,KOSPI,37.63,263.77,361.14,827.32,223933381042000,1697000,1515394,-16.97
2026,2026-07,2026-06-30,005935,삼성전자우,KOSPI,4.69,85.96,137.67,328.28,170102695036000,212000,4357953,-8.35
2026,2026-07,2026-06-30,009150,삼성전기,KOSPI,2.68,435.95,756.47,1521.38,163131032064000,2184000,1322616,-27.47
2026,2026-07,2026-06-30,005380,현대차,KOSPI,-31.54,11.11,66.95,143.24,101355094170000,495000,786003,-7.58
2026,2026-07,2026-06-30,373220,LG에너지솔루션,KOSPI,-20.96,-8.24,-1.76,21.89,84708000000000,362000,672385,-9.94
2026,2026-07,2026-06-30,032830,삼성생명,KOSPI,3.22,90.5,154.44,214.76,80200000000000,401000,514927,-15.09
2026,2026-07,2026-06-30,028260,삼성물산,KOSPI,8.32,84.81,95.62,190.27,75975511698500,468500,734101,-16.44
2026,2026-07,2026-06-30,207940,삼성바이오로직스,KOSPI,2.05,-7.51,-17.94,-4.72,64390712841000,1391000,74245,0.29
2026,2026-07,2026-06-30,329180,HD현대중공업,KOSPI,-14.94,27.31,16.31,38.16,62137045200000,592000,355469,-14.86
2026,2026-07,2026-06-30,034730,SK,KOSPI,23.37,177.08,225.15,307.82,60467254302000,834000,377589,-21.22
2026,2026-07,2026-06-30,105560,KB금융,KOSPI,5.58,12.05,27.51,43.37,56395349706000,159000,1512863,15.97
2026,2026-07,2026-06-30,034020,두산에너빌리티,KOSPI,-17.8,-5.45,15.27,26.9,55600707472800,86800,2498630,-10.02
2026,2026-07,2026-06-30,000270,기아,KOSPI,-18.44,-4.96,13.3,42.41,53876993724000,138000,979109,6.88
2026,2026-07,2026-06-30,012450,한화에어로스페이스,KOSPI,-15.17,-20.34,5.74,17.33,51305583995000,995000,177757,-2.81
2026,2026-07,2026-06-30,055550,신한지주,KOSPI,2.35,9.24,24.58,56.03,45471887783800,95800,1406235,13.99
2026,2026-07,2026-06-30,012330,현대모비스,KOSPI,-34.9,32.28,34.05,74.22,45366291500000,500000,317486,-2.4
2026,2026-07,2026-06-30,068270,셀트리온,KOSPI,-5.75,-7.8,0.45,13.92,40301557249800,173300,565686,1.1
2026,2026-07,2026-06-30,006400,삼성SDI,KOSPI,-29.22,19.36,80.71,181.83,39245153110000,487000,564868,-10.88
