순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,078070,유비쿼스홀딩스,,2019-04-30,KOSDAQ,52.63,171.18,349.82,311.52,41.18,24650.0,2019,2019-05
2.0,048410,현대바이오,,2019-04-30,KOSDAQ,88.0,186.69,169.5,196.47,5.13,7821.0,2019,2019-05
3.0,230360,에코마케팅,,2019-04-30,KOSDAQ,42.79,140.44,148.67,207.04,27.22,16350.0,2019,2019-05
4.0,061970,엘비세미콘,,2019-04-30,KOSDAQ,-2.62,94.08,109.2,237.73,22.71,8190.0,2019,2019-05
5.0,239610,에이치엘사이언스,,2019-04-30,KOSDAQ,26.26,100.46,121.52,170.48,32.91,83464.0,2019,2019-05
6.0,081660,휠라코리아,,2019-04-30,KOSPI,5.64,73.11,95.96,215.71,-5.34,82400.0,2019,2019-05
7.0,033640,네패스,,2019-04-30,KOSDAQ,30.79,70.95,131.2,136.78,24.76,20600.0,2019,2019-05
8.0,214150,클래시스,,2019-04-30,KOSDAQ,63.49,99.35,132.33,43.72,30.53,9270.0,2019,2019-05
9.0,032500,케이엠더블유,,2019-04-30,KOSDAQ,41.98,81.99,111.58,76.71,78.81,21475.0,2019,2019-05
10.0,031430,신세계인터내셔날,,2019-04-30,KOSPI,4.67,45.14,112.54,133.96,-14.83,62700.0,2019,2019-05
11.0,047310,파워로직스,,2019-04-30,KOSDAQ,6.97,45.27,88.6,132.43,1.86,10750.0,2019,2019-05
12.0,067160,아프리카TV,,2019-04-30,KOSDAQ,16.82,54.35,85.76,84.68,2.19,63900.0,2019,2019-05
13.0,215200,메가스터디교육,,2019-04-30,KOSDAQ,4.96,28.91,126.65,56.55,-11.39,41250.0,2019,2019-05
14.0,029960,코엔텍,,2019-04-30,KOSDAQ,20.74,54.0,73.28,104.5,-3.08,11350.0,2019,2019-05
15.0,009240,한샘,,2019-04-30,KOSPI,12.2,43.45,110.85,-11.59,-21.07,103000.0,2019,2019-05
16.0,091700,파트론,,2019-04-30,KOSDAQ,4.14,52.87,59.38,64.68,19.49,13850.0,2019,2019-05
17.0,181710,NHN,,2019-04-30,KOSPI,-5.08,42.37,83.21,36.36,-13.81,43818.0,2019,2019-05
18.0,237880,클리오,,2019-04-30,KOSDAQ,8.57,54.81,91.74,-42.42,-9.09,20900.0,2019,2019-05
19.0,044340,위닉스,,2019-04-30,KOSDAQ,-19.45,39.64,78.79,20.72,-5.51,23600.0,2019,2019-05
20.0,033290,코웰패션,,2019-04-30,KOSDAQ,37.66,61.76,55.07,37.43,-5.21,6378.0,2019,2019-05
21.0,196170,알테오젠,,2019-04-30,KOSDAQ,-8.6,52.6,60.09,12.37,-3.07,12266.0,2019,2019-05
22.0,140410,메지온,,2019-04-30,KOSDAQ,-13.3,31.87,51.52,103.05,-6.5,40055.0,2019,2019-05
23.0,180640,한진칼,,2019-04-30,KOSPI,43.97,33.57,91.71,51.02,15.27,37000.0,2019,2019-05
24.0,060150,인선이엔티,,2019-04-30,KOSDAQ,21.67,44.31,72.31,22.43,-13.0,9770.0,2019,2019-05
25.0,112040,위메이드,,2019-04-30,KOSDAQ,-5.51,26.15,103.39,-20.0,-28.23,24248.0,2019,2019-05
26.0,020560,아시아나항공,,2019-04-30,KOSPI,88.32,51.43,81.1,24.72,-9.23,31547.0,2019,2019-05
27.0,008770,호텔신라,,2019-04-30,KOSPI,20.55,50.13,61.29,-0.86,-17.74,115000.0,2019,2019-05
28.0,039840,디오,,2019-04-30,KOSDAQ,4.1,49.81,51.54,-5.52,-7.74,39400.0,2019,2019-05
29.0,178320,서진시스템,,2019-04-30,KOSDAQ,34.26,35.75,60.38,46.97,2.47,12165.0,2019,2019-05
30.0,082270,젬백스,,2019-04-30,KOSDAQ,20.13,48.0,49.19,-3.65,-12.43,18500.0,2019,2019-05
31.0,192440,슈피겐코리아,,2019-04-30,KOSDAQ,19.24,17.76,76.64,46.23,-1.59,75600.0,2019,2019-05
32.0,174900,앱클론,,2019-04-30,KOSDAQ,21.83,49.07,45.63,-1.48,-7.17,30000.0,2019,2019-05
33.0,039030,이오테크닉스,,2019-04-30,KOSDAQ,3.35,39.49,45.34,-5.59,-18.17,71000.0,2019,2019-05
34.0,115960,연우,,2019-04-30,KOSDAQ,-1.22,34.52,52.7,-13.08,-1.24,28250.0,2019,2019-05
35.0,000270,기아차,,2019-04-30,KOSPI,28.01,24.48,59.33,36.71,-13.04,45250.0,2019,2019-05
36.0,030190,NICE평가정보,,2019-04-30,KOSDAQ,10.24,36.59,29.03,40.99,3.57,14000.0,2019,2019-05
37.0,012510,더존비즈온,,2019-04-30,KOSPI,22.75,39.0,31.95,15.79,14.69,57200.0,2019,2019-05
38.0,035810,이지바이오,,2019-04-30,KOSDAQ,17.58,33.94,39.49,5.2,-20.27,8071.0,2019,2019-05
39.0,218410,RFHIC,,2019-04-30,KOSDAQ,11.29,24.46,25.68,57.1,-18.41,31270.0,2019,2019-05
40.0,053800,안랩,,2019-04-30,KOSDAQ,18.16,23.11,52.22,-3.59,1.78,61800.0,2019,2019-05
41.0,011210,현대위아,,2019-04-30,KOSPI,23.21,14.32,68.58,-7.08,-21.44,49900.0,2019,2019-05
42.0,145020,휴젤,,2019-04-30,KOSDAQ,9.63,23.89,51.02,-17.89,-3.55,141316.0,2019,2019-05
43.0,092730,네오팜,,2019-04-30,KOSDAQ,-8.46,21.44,43.32,-8.3,-5.36,27703.0,2019,2019-05
44.0,023890,아트라스BX,,2019-04-30,KOSDAQ,5.25,20.84,27.12,41.69,1.36,66100.0,2019,2019-05
45.0,108320,실리콘웍스,,2019-04-30,KOSDAQ,15.5,26.75,23.7,29.96,-11.99,48800.0,2019,2019-05
46.0,192080,더블유게임즈,,2019-04-30,KOSPI,22.97,35.06,15.8,20.8,-10.46,63936.0,2019,2019-05
47.0,004170,신세계,,2019-04-30,KOSPI,0.74,28.54,31.53,-18.56,-12.35,340000.0,2019,2019-05
48.0,240810,원익IPS,,2019-04-30,KOSDAQ,19.44,22.05,47.11,-18.27,-20.93,27950.0,2019,2019-05
49.0,200130,콜마비앤에이치,,2019-04-30,KOSDAQ,-1.03,24.84,28.73,-6.92,-17.13,28900.0,2019,2019-05
50.0,005290,동진쎄미켐,,2019-04-30,KOSDAQ,9.22,29.31,30.51,-20.49,4.0,11250.0,2019,2019-05
51.0,282330,BGF리테일,,2019-04-30,KOSPI,0.0,18.75,29.67,14.4,-14.65,218500.0,2019,2019-05
52.0,005300,롯데칠성,,2019-04-30,KOSPI,-2.26,20.63,26.54,6.85,-1.44,173500.0,2019,2019-05
53.0,000100,유한양행,,2019-04-30,KOSPI,2.29,3.15,53.17,12.03,0.81,39409.0,2019,2019-05
54.0,035720,카카오,,2019-04-30,KOSPI,15.94,20.85,31.01,8.11,3.75,24086.0,2019,2019-05
55.0,006730,서부T&D,,2019-04-30,KOSDAQ,6.22,21.24,27.28,5.82,-19.06,8613.0,2019,2019-05
56.0,217730,강스템바이오텍,,2019-04-30,KOSDAQ,1.21,7.75,28.7,51.08,-8.63,14384.0,2019,2019-05
57.0,041140,넥슨지티,,2019-04-30,KOSDAQ,3.86,-11.03,75.36,7.56,31.82,12100.0,2019,2019-05
58.0,060570,드림어스컴퍼니,,2019-04-30,KOSDAQ,-7.43,22.93,14.77,10.72,-14.17,8470.0,2019,2019-05
59.0,015750,성우하이텍,,2019-04-30,KOSDAQ,13.65,18.35,39.94,-13.36,-19.4,4870.0,2019,2019-05
60.0,036570,엔씨소프트,,2019-04-30,KOSPI,6.05,12.27,22.47,46.11,-9.32,526000.0,2019,2019-05
61.0,051900,LG생활건강,,2019-04-30,KOSPI,0.35,12.41,36.21,3.8,-10.13,1422000.0,2019,2019-05
62.0,004800,효성,,2019-04-30,KOSPI,-0.53,7.29,46.39,-3.49,-0.53,57852.0,2019,2019-05
63.0,095610,테스,,2019-04-30,KOSDAQ,4.29,32.73,21.67,-39.37,-11.78,18250.0,2019,2019-05
64.0,000080,하이트진로,,2019-04-30,KOSPI,9.73,20.12,28.89,-6.88,-1.48,20300.0,2019,2019-05
