순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,109610,에스와이패널,,2016-10-31,KOSDAQ,-25.05,114.94,307.76,0.0,-14.44,18345.0,2016,2016-11
2.0,065060,지엔코,,2016-10-31,KOSDAQ,-30.24,84.76,154.3,226.21,26.64,39778.0,2016,2016-11
3.0,225530,보광산업,,2016-10-31,KOSDAQ,1.09,111.87,181.52,0.0,-3.97,9248.0,2016,2016-11
4.0,064240,홈캐스트,,2016-10-31,KOSDAQ,-22.71,87.0,106.8,182.34,20.22,18550.0,2016,2016-11
5.0,137940,넥스트아이,,2016-10-31,KOSDAQ,-11.52,47.28,68.86,394.11,-8.68,4610.0,2016,2016-11
6.0,054620,AP시스템,,2016-10-31,KOSDAQ,6.53,38.09,32.15,227.04,-7.85,19446.0,2016,2016-11
7.0,086390,유니테스트,,2016-10-31,KOSDAQ,4.65,37.47,66.67,60.71,-20.0,13500.0,2016,2016-11
8.0,095610,테스,,2016-10-31,KOSDAQ,-5.3,10.28,57.14,177.31,-2.1,21450.0,2016,2016-11
9.0,066970,엘앤에프,,2016-10-31,KOSDAQ,-12.96,18.35,79.2,60.5,-25.23,15252.0,2016,2016-11
10.0,078150,HB테크놀러지,,2016-10-31,KOSDAQ,7.03,1.73,41.28,215.36,-3.96,4415.0,2016,2016-11
11.0,044490,태웅,,2016-10-31,KOSDAQ,13.58,29.88,51.23,84.0,-20.29,24288.0,2016,2016-11
12.0,049180,셀루메드,,2016-10-31,KOSDAQ,-27.84,-11.6,84.95,97.61,2.36,27290.0,2016,2016-11
13.0,012450,한화테크윈,,2016-10-31,KOSPI,0.31,17.93,53.0,71.05,-25.0,64990.0,2016,2016-11
14.0,003520,영진약품,,2016-10-31,KOSPI,-29.44,-18.98,9.38,283.77,-4.0,8750.0,2016,2016-11
15.0,100130,동국S&C,,2016-10-31,KOSDAQ,11.16,5.89,49.55,122.91,-36.52,8270.0,2016,2016-11
16.0,038540,텍셀네트컴,,2016-10-31,KOSDAQ,-11.01,16.88,36.96,76.95,-6.82,5236.0,2016,2016-11
17.0,000660,SK하이닉스,,2016-10-31,KOSPI,1.99,19.19,45.65,33.55,4.63,41000.0,2016,2016-11
18.0,100120,뷰웍스,,2016-10-31,KOSDAQ,-5.38,23.49,22.02,59.95,-5.37,61500.0,2016,2016-11
19.0,035420,NAVER,,2016-10-31,KOSPI,-2.94,20.7,26.59,42.83,-6.88,171643.0,2016,2016-11
20.0,204320,만도,,2016-10-31,KOSPI,8.7,3.27,42.44,80.81,-6.7,53700.0,2016,2016-11
21.0,009540,현대중공업,,2016-10-31,KOSPI,5.43,15.94,25.43,52.84,-2.41,132174.0,2016,2016-11
22.0,036490,SK머티리얼즈,,2016-10-31,KOSDAQ,-1.02,5.83,31.31,67.92,-1.92,156000.0,2016,2016-11
23.0,084370,유진테크,,2016-10-31,KOSDAQ,1.04,1.83,35.54,71.67,-22.11,19450.0,2016,2016-11
24.0,102710,이엔에프테크놀로지,,2016-10-31,KOSDAQ,0.43,14.29,30.03,32.58,-1.91,23600.0,2016,2016-11
25.0,041960,코미팜,,2016-10-31,KOSDAQ,-9.88,28.1,-2.39,45.41,-9.67,30637.0,2016,2016-11
26.0,000030,우리은행,,2016-10-31,KOSPI,9.65,23.76,19.05,26.01,-4.0,12500.0,2016,2016-11
27.0,065620,제낙스,,2016-10-31,KOSDAQ,-20.66,13.93,13.17,42.02,8.68,126750.0,2016,2016-11
28.0,036830,솔브레인,,2016-10-31,KOSDAQ,2.46,-4.0,43.45,56.58,-16.34,29931.0,2016,2016-11
29.0,086790,하나금융지주,,2016-10-31,KOSPI,17.77,19.06,27.88,17.99,-1.98,32800.0,2016,2016-11
30.0,105560,KB금융,,2016-10-31,KOSPI,11.76,20.17,21.55,17.01,-0.47,42300.0,2016,2016-11
31.0,029780,삼성카드,,2016-10-31,KOSPI,-3.79,11.7,24.23,24.87,-13.28,48200.0,2016,2016-11
32.0,073240,금호타이어,,2016-10-31,KOSPI,-9.29,3.02,24.85,48.55,-18.44,10250.0,2016,2016-11
33.0,028260,삼성물산,,2016-10-31,KOSPI,8.39,19.19,23.28,4.19,-20.74,161500.0,2016,2016-11
34.0,005930,삼성전자,,2016-10-31,KOSPI,2.57,6.5,31.65,19.46,6.53,32780.0,2016,2016-11
35.0,031980,피에스케이,,2016-10-31,KOSDAQ,-5.46,-4.48,38.5,35.79,-13.0,11739.0,2016,2016-11
36.0,036570,엔씨소프트,,2016-10-31,KOSPI,-10.49,5.38,15.5,39.58,2.84,264500.0,2016,2016-11
37.0,053800,안랩,,2016-10-31,KOSDAQ,3.37,14.8,-2.87,54.99,-1.86,64400.0,2016,2016-11
38.0,001450,현대해상,,2016-10-31,KOSPI,-2.48,16.67,11.16,4.12,2.97,35350.0,2016,2016-11
39.0,054670,대한뉴팜,,2016-10-31,KOSDAQ,15.71,13.99,20.82,6.39,3.13,19150.0,2016,2016-11
40.0,036930,주성엔지니어링,,2016-10-31,KOSDAQ,-10.33,-14.39,19.14,92.08,-2.33,9460.0,2016,2016-11
41.0,047050,포스코대우,,2016-10-31,KOSPI,1.84,16.86,0.4,25.06,6.81,24950.0,2016,2016-11
42.0,005935,삼성전자우,,2016-10-31,KOSPI,2.09,4.11,26.27,10.21,2.96,26340.0,2016,2016-11
43.0,011780,금호석유,,2016-10-31,KOSPI,0.29,15.49,2.64,20.86,4.14,70100.0,2016,2016-11
44.0,178920,SKC코오롱PI,,2016-10-31,KOSDAQ,-6.06,3.33,20.39,16.43,-1.21,12400.0,2016,2016-11
45.0,023890,아트라스BX,,2016-10-31,KOSDAQ,-5.58,2.85,7.98,49.45,-2.59,54100.0,2016,2016-11
46.0,003490,대한항공,,2016-10-31,KOSPI,-8.44,12.28,9.58,3.73,-2.34,19507.0,2016,2016-11
47.0,006260,LS,,2016-10-31,KOSPI,-5.67,3.0,8.07,41.86,10.93,54900.0,2016,2016-11
48.0,104830,원익머트리얼즈,,2016-10-31,KOSDAQ,1.57,1.57,19.9,21.96,-8.3,35550.0,2016,2016-11
49.0,000720,현대건설,,2016-10-31,KOSPI,5.61,12.64,3.11,19.8,-5.07,40330.0,2016,2016-11
50.0,036460,한국가스공사,,2016-10-31,KOSPI,4.86,9.57,11.82,8.8,-7.55,46350.0,2016,2016-11
51.0,068270,셀트리온,,2016-10-31,KOSDAQ,-0.19,2.02,5.57,42.0,-3.58,79533.0,2016,2016-11
52.0,005290,동진쎄미켐,,2016-10-31,KOSDAQ,-7.79,-25.9,37.87,62.36,4.64,8410.0,2016,2016-11
53.0,082640,동양생명,,2016-10-31,KOSPI,5.73,11.63,13.21,-13.98,7.5,12000.0,2016,2016-11
54.0,012330,현대모비스,,2016-10-31,KOSPI,-0.36,7.45,5.18,14.17,-9.12,274000.0,2016,2016-11
55.0,068760,셀트리온제약,,2016-10-31,KOSDAQ,-8.24,-8.8,6.96,64.68,0.24,16073.0,2016,2016-11
56.0,108230,톱텍,,2016-10-31,KOSDAQ,-1.79,-5.42,23.67,14.09,-2.87,18837.0,2016,2016-11
57.0,032830,삼성생명,,2016-10-31,KOSPI,4.74,13.57,0.91,1.38,3.17,110500.0,2016,2016-11
58.0,009830,한화케미칼,,2016-10-31,KOSPI,11.78,5.87,7.56,21.57,-14.05,32712.0,2016,2016-11
