순위,종목코드,종목명,시가총액,종목선정일,시장,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률,종가,투자연도,투자월
1.0,001570,금양,,2023-03-31,KOSPI,103.9,228.45,396.84,1571.99,-14.9,78500.0,2023,2023-04
2.0,101670,하이드로리튬,,2023-03-31,KOSDAQ,69.2,75.11,169.13,2197.99,-10.6,40100.0,2023,2023-04
3.0,086520,에코프로,,2023-03-31,KOSDAQ,74.61,383.98,343.59,457.27,46.44,97807.0,2023,2023-04
4.0,108860,셀바스AI,,2023-03-31,KOSDAQ,-3.75,319.67,415.49,182.84,-28.72,27249.0,2023,2023-04
5.0,114190,강원에너지,,2023-03-31,KOSDAQ,247.35,280.11,344.22,569.0,-28.25,33450.0,2023,2023-04
6.0,277810,레인보우로보틱스,,2023-03-31,KOSDAQ,36.93,268.07,308.37,423.97,-24.21,126800.0,2023,2023-04
7.0,058970,엠로,,2023-03-31,KOSDAQ,149.66,320.53,303.65,201.36,9.4,55300.0,2023,2023-04
8.0,005070,코스모신소재,,2023-03-31,KOSPI,98.58,197.11,204.75,319.93,13.39,152026.0,2023,2023-04
9.0,009520,포스코엠텍,,2023-03-31,KOSDAQ,139.31,159.07,272.97,168.83,11.35,20700.0,2023,2023-04
10.0,294140,레몬,,2023-03-31,KOSDAQ,164.78,221.43,168.87,109.1,-32.66,19517.0,2023,2023-04
11.0,005420,코스모화학,,2023-03-31,KOSPI,19.4,142.58,118.64,291.8,16.75,49050.0,2023,2023-04
12.0,095500,미래나노텍,,2023-03-31,KOSDAQ,32.98,107.0,153.47,350.65,-25.44,31050.0,2023,2023-04
13.0,032190,다우데이타,,2023-03-31,KOSDAQ,2.88,61.39,255.52,243.3,-65.23,49950.0,2023,2023-04
14.0,049950,미래컴퍼니,,2023-03-31,KOSDAQ,49.75,155.81,123.5,72.96,-27.91,45150.0,2023,2023-04
15.0,090360,로보스타,,2023-03-31,KOSDAQ,21.61,123.32,143.57,62.7,-22.81,41650.0,2023,2023-04
16.0,042600,새로닉스,,2023-03-31,KOSDAQ,22.97,143.48,118.62,35.82,19.78,36400.0,2023,2023-04
17.0,016790,카나리아바이오,,2023-03-31,KOSDAQ,104.05,193.57,62.13,55.67,4.12,12139.0,2023,2023-04
18.0,035290,골드앤에스,,2023-03-31,KOSDAQ,10.25,63.94,175.62,125.28,14.29,16576.0,2023,2023-04
19.0,000250,삼천당제약,,2023-03-31,KOSDAQ,56.48,84.7,157.23,125.35,-7.05,80900.0,2023,2023-04
20.0,073570,어반리튬,,2023-03-31,KOSDAQ,99.62,77.97,124.36,259.59,-14.67,26250.0,2023,2023-04
21.0,004690,삼천리,,2023-03-31,KOSPI,0.39,31.71,92.52,385.85,-70.29,515000.0,2023,2023-04
22.0,121600,나노신소재,,2023-03-31,KOSDAQ,4.53,87.61,81.98,130.06,2.48,145400.0,2023,2023-04
23.0,058610,에스피지,,2023-03-31,KOSDAQ,67.6,91.86,90.75,133.22,-18.79,33000.0,2023,2023-04
24.0,086900,메디톡스,,2023-03-31,KOSDAQ,1.37,73.05,112.73,76.82,6.55,221500.0,2023,2023-04
25.0,336570,원텍,,2023-03-31,KOSDAQ,7.0,38.21,166.39,82.13,-1.56,6420.0,2023,2023-04
26.0,151860,KG ETS,,2023-03-31,KOSDAQ,28.71,92.06,95.12,48.83,-12.79,18380.0,2023,2023-04
27.0,101360,에코앤드림,,2023-03-31,KOSDAQ,68.01,98.97,76.98,100.64,-24.15,38107.0,2023,2023-04
28.0,036810,에프에스티,,2023-03-31,KOSDAQ,21.85,64.43,135.32,12.01,-14.81,25215.0,2023,2023-04
29.0,108490,로보티즈,,2023-03-31,KOSDAQ,2.92,80.22,84.32,48.26,-20.84,39488.0,2023,2023-04
30.0,281740,레이크머티리얼즈,,2023-03-31,KOSDAQ,35.84,98.63,54.17,81.21,58.99,8680.0,2023,2023-04
31.0,294090,이오플로우,,2023-03-31,KOSDAQ,13.36,86.67,87.3,18.65,-11.43,26265.0,2023,2023-04
32.0,000990,DB하이텍,,2023-03-31,KOSPI,59.6,94.62,93.57,-3.47,-16.32,72300.0,2023,2023-04
33.0,042700,한미반도체,,2023-03-31,KOSPI,29.7,80.0,91.67,18.29,-0.72,20700.0,2023,2023-04
