투자연도,투자월,종목선정일,종목코드,종목명,시장,1개월(%),3개월(%),6개월(%),12개월(%),시가총액,종가,거래량,이번달수익률
2026,2026-06,2026-05-29,005930,삼성전자,KOSPI,43.76,46.42,215.42,464.06,1853270318736000,317000,37241537,10.09
2026,2026-06,2026-05-29,000660,SK하이닉스,KOSPI,81.42,119.89,340.19,1040.83,1662734617545000,2333000,8518013,1.29
2026,2026-06,2026-05-29,402340,SK스퀘어,KOSPI,46.61,91.16,313.76,974.04,162704689938000,1233000,1355931,1.87
2026,2026-06,2026-05-29,005935,삼성전자우,KOSPI,27.92,40.82,170.0,339.26,162480168607500,202500,9498746,13.09
2026,2026-06,2026-05-29,009150,삼성전기,KOSPI,155.65,374.25,747.41,1640.59,158873491392000,2127000,2960769,-5.74
2026,2026-06,2026-05-29,005380,현대차,KOSPI,36.16,7.27,176.48,290.18,148039864818000,723000,3095790,3.73
2026,2026-06,2026-05-29,373220,LG에너지솔루션,KOSPI,-0.54,7.26,12.25,60.14,107172000000000,458000,1287237,-0.66
2026,2026-06,2026-05-29,032830,삼성생명,KOSPI,55.71,68.91,154.09,292.82,77700000000000,388500,789483,5.53
2026,2026-06,2026-05-29,329180,HD현대중공업,KOSPI,1.61,15.42,30.09,71.64,73053012600000,696000,817753,-1.72
2026,2026-06,2026-05-29,028260,삼성물산,KOSPI,44.89,23.4,92.22,188.72,70137478782500,432500,1049549,5.2
2026,2026-06,2026-05-29,012330,현대모비스,KOSPI,80.71,48.55,148.14,203.56,69682623744000,768000,1963281,-0.91
2026,2026-06,2026-05-29,034020,두산에너빌리티,KOSPI,-16.92,-0.66,38.22,161.71,67643257017600,105600,4626529,1.23
2026,2026-06,2026-05-29,000270,기아,KOSPI,11.46,-17.66,48.29,89.26,66057879261600,169200,2545048,0.41
2026,2026-06,2026-05-29,207940,삼성바이오로직스,KOSPI,-7.28,-23.34,-15.18,-10.26,63094566213000,1363000,128284,1.03
2026,2026-06,2026-05-29,012450,한화에어로스페이스,KOSPI,-17.22,-1.84,37.68,44.64,60483869373000,1173000,348297,-2.98
2026,2026-06,2026-05-29,105560,KB금융,KOSPI,-6.17,-5.28,20.67,44.39,56151278523000,150600,2006731,1.0
2026,2026-06,2026-05-29,006400,삼성SDI,KOSPI,-1.01,47.64,129.72,307.34,55442844640000,688000,2040080,-5.23
2026,2026-06,2026-05-29,034730,SK,KOSPI,59.06,68.58,154.61,312.95,49011827228000,676000,414448,-2.81
2026,2026-06,2026-05-29,066570,LG전자,KOSPI,107.95,101.1,242.29,312.1,47725198934000,293000,9128469,29.86
2026,2026-06,2026-05-29,055550,신한지주,KOSPI,-6.31,-3.41,20.0,61.1,44427648189600,93600,2778385,-1.07
2026,2026-06,2026-05-29,068270,셀트리온,KOSPI,-3.79,-19.12,3.93,24.39,42847399578900,192900,1133295,-0.62
2026,2026-06,2026-05-29,267260,HD현대일렉트릭,KOSPI,-15.89,0.29,35.87,177.84,37957633155000,1053000,275081,1.23
2026,2026-06,2026-05-29,042660,한화오션,KOSPI,-6.45,-12.68,14.38,58.08,37780771480200,123300,1816929,1.3
2026,2026-06,2026-05-29,035420,NAVER,KOSPI,10.9,-8.06,-4.1,24.8,36708463584000,234000,7569228,16.03
2026,2026-06,2026-05-29,010120,LS ELECTRIC,KOSPI,-13.13,53.43,162.5,378.22,36225000000000,241500,1593521,10.56
2026,2026-06,2026-05-29,011070,LG이노텍,KOSPI,154.45,357.05,515.19,906.21,34506642006000,1458000,1402802,4.94
2026,2026-06,2026-05-29,298040,효성중공업,KOSPI,-5.8,30.53,93.85,495.32,34360959380000,3685000,85185,3.42
2026,2026-06,2026-05-29,006800,미래에셋증권,KOSPI,-5.25,-14.35,182.23,296.59,34357406432000,61400,3576596,-0.81
2026,2026-06,2026-05-29,005490,POSCO홀딩스,KOSPI,-8.33,2.54,36.83,69.4,33558786684500,423500,775543,-2.48
2026,2026-06,2026-05-29,000150,두산,KOSPI,23.56,54.3,125.11,304.1,31934242620000,1972000,232697,11.71
2026,2026-06,2026-05-29,086790,하나금융지주,KOSPI,-10.01,-5.5,23.37,58.32,31579727794800,115100,1532538,-1.04
2026,2026-06,2026-05-29,009540,HD한국조선해양,KOSPI,-8.34,-6.0,3.17,33.65,29937028068000,423000,436889,-4.37
2026,2026-06,2026-05-29,010130,고려아연,KOSPI,-13.05,-32.36,2.31,87.82,28658586437000,1373000,23296,0.15
2026,2026-06,2026-05-29,042700,한미반도체,KOSPI,-23.37,-12.83,128.16,250.75,26878040400000,282000,1603208,3.9
2026,2026-06,2026-05-29,051910,LG화학,KOSPI,-7.56,-12.1,-1.87,86.01,25907389881000,367000,935945,-0.95
2026,2026-06,2026-05-29,307950,현대오토에버,KOSPI,106.66,85.83,360.89,549.23,25531727242000,931000,1007516,0.75
2026,2026-06,2026-05-29,000810,삼성화재,KOSPI,23.43,7.36,18.17,40.67,25404412137000,569000,231070,6.15
2026,2026-06,2026-05-29,015760,한국전력,KOSPI,-10.68,-33.5,-25.9,28.17,24972402595300,38900,3204199,-0.64
2026,2026-06,2026-05-29,010140,삼성중공업,KOSPI,-13.6,-3.45,13.62,65.38,24596000000000,27950,7575227,-1.43
2026,2026-06,2026-05-29,018260,삼성에스디에스,KOSPI,79.9,53.33,77.45,129.65,23135962200000,299000,3883357,21.07
2026,2026-06,2026-05-29,003550,LG,KOSPI,47.93,36.12,86.04,106.48,22608884361000,146600,6182816,13.1
2026,2026-06,2026-05-29,267250,HD현대,KOSPI,-10.63,-5.13,41.22,148.43,21920581087500,277500,358725,1.26
2026,2026-06,2026-05-29,064350,현대로템,KOSPI,-25.33,-13.02,14.11,36.95,21883029746500,200500,1158750,6.23
2026,2026-06,2026-05-29,003670,포스코퓨처엠,KOSPI,-2.58,-0.61,18.89,117.21,21836297010000,245500,630103,-5.91
2026,2026-06,2026-05-29,316140,우리금융지주,KOSPI,-10.94,-17.5,11.86,54.13,21802066704000,29700,5319842,-1.01
2026,2026-06,2026-05-29,017670,SK텔레콤,KOSPI,5.78,26.07,88.04,95.34,21607879331800,100600,1964174,11.53
2026,2026-06,2026-05-29,096770,SK이노베이션,KOSPI,-18.47,-6.66,3.65,33.18,20151092329600,119200,959568,-2.52
2026,2026-06,2026-05-29,272210,한화시스템,KOSPI,-10.49,-7.57,127.27,131.28,19836535845000,105000,1170037,-2.86
2026,2026-06,2026-05-29,033780,KT&G,KOSPI,3.59,13.24,26.94,53.66,19173791223200,184700,634103,0.22
2026,2026-06,2026-05-29,035720,카카오,KOSPI,-11.31,-32.66,-28.53,-1.76,18528921257300,41950,7448112,1.79
2026,2026-06,2026-05-29,011200,HMM,KOSPI,-4.59,-8.38,2.19,-8.17,18449734693200,19560,4878532,1.07
2026,2026-06,2026-05-29,086280,현대글로비스,KOSPI,6.83,-16.23,47.51,113.84,18187500000000,242500,918380,-4.12
2026,2026-06,2026-05-29,079550,LIG디펜스앤에어로스페이스,KOSPI,-14.88,57.37,109.14,86.71,17622000000000,801000,262004,-3.12
2026,2026-06,2026-05-29,138040,메리츠금융지주,KOSPI,-7.88,-19.04,-5.25,-7.88,17220034391700,102900,1165075,3.11
2026,2026-06,2026-05-29,047810,한국항공우주,KOSPI,-0.41,-12.11,54.55,101.32,16405060508100,168300,1042402,-3.15
2026,2026-06,2026-05-29,000720,현대건설,KOSPI,-9.15,-10.75,119.4,130.41,16369297455000,147000,1376563,-5.51
2026,2026-06,2026-05-29,024110,기업은행,KOSPI,-10.62,-21.55,-1.7,28.34,16108002553800,20200,4867498,-0.74
2026,2026-06,2026-05-29,278470,에이피알,KOSPI,-6.83,26.56,54.79,243.02,14806790302500,395500,552743,7.84
2026,2026-06,2026-05-29,006260,LS,KOSPI,-1.55,56.77,149.3,179.97,13915200000000,446000,459222,4.48
2026,2026-06,2026-05-29,030200,KT,KOSPI,-13.3,-17.24,4.76,3.94,13306744968000,52800,550164,0.76
2026,2026-06,2026-05-29,071050,한국금융지주,KOSPI,-1.04,-8.12,48.07,119.91,13234923100000,237500,589463,3.58
2026,2026-06,2026-05-29,010950,S-Oil,KOSPI,-20.15,-2.36,40.03,97.43,12091391860800,107400,908028,-2.51
2026,2026-06,2026-05-29,0126Z0,삼성에피스홀딩스,KOSPI,-10.87,-28.3,12.82,0.0,12043395716000,484000,223250,-0.31
2026,2026-06,2026-05-29,259960,크래프톤,KOSPI,-2.83,3.62,0.0,-30.22,11880275697500,257500,394129,-3.11
2026,2026-06,2026-05-29,047050,포스코인터내셔널,KOSPI,-26.92,-11.63,19.03,30.07,11223873874400,63800,1105387,-3.45
2026,2026-06,2026-05-29,064400,LG씨엔에스,KOSPI,75.08,52.75,96.21,126.69,11025620882400,113800,8555366,26.27
2026,2026-06,2026-05-29,047040,대우건설,KOSPI,-25.14,158.38,644.32,521.59,10765780115600,26200,15513424,-7.44
2026,2026-06,2026-05-29,005940,NH투자증권,KOSPI,-10.25,-14.93,46.25,75.17,10761599943800,30200,2206720,3.31
2026,2026-06,2026-05-29,016360,삼성증권,KOSPI,11.44,12.17,52.03,98.02,10698140000000,119800,590178,3.92
2026,2026-06,2026-05-29,323410,카카오뱅크,KOSPI,-8.01,-17.5,3.46,-4.68,10687497788800,22400,3833200,-1.12
2026,2026-06,2026-05-29,028050,삼성E&A,KOSPI,-0.38,45.33,107.05,143.22,10368400000000,52900,2373485,-4.91
2026,2026-06,2026-05-29,443060,HD현대마린솔루션,KOSPI,-15.63,21.54,20.37,24.58,10042695040000,224000,1723142,4.02
2026,2026-06,2026-05-29,003490,대한항공,KOSPI,9.16,-4.63,22.65,19.11,9868313714800,26800,3985005,-3.73
2026,2026-06,2026-05-29,039490,키움증권,KOSPI,-6.91,-20.49,35.71,127.86,9717591078000,370500,145229,2.83
2026,2026-06,2026-05-29,005387,현대차2우B,KOSPI,9.68,-15.92,39.7,84.16,9510188960000,272000,671952,8.64
2026,2026-06,2026-05-29,007660,이수페타시스,KOSPI,-14.04,1.25,-10.28,236.46,9484471094800,129200,1209513,7.89
2026,2026-06,2026-05-29,352820,하이브,KOSPI,-16.35,-43.23,-26.54,-17.29,9482494780000,220000,816159,-1.82
2026,2026-06,2026-05-29,353200,대덕전자,KOSPI,69.24,204.95,288.01,1174.37,9433690982500,190900,2361180,-6.86
2026,2026-06,2026-05-29,000880,한화,KOSPI,0.22,-2.12,68.39,77.09,9426908770300,133700,293586,-3.59
2026,2026-06,2026-05-29,005830,DB손해보험,KOSPI,-14.62,-21.85,14.94,42.39,9373099941900,143100,862160,-1.47
2026,2026-06,2026-05-29,003230,삼양식품,KOSPI,-10.14,-1.31,-16.61,8.46,9077283075000,1205000,89563,-3.24
2026,2026-06,2026-05-29,001440,대한전선,KOSPI,-19.27,26.25,104.73,255.63,8907863488200,45450,6640585,4.73
2026,2026-06,2026-05-29,161390,한국타이어앤테크놀로지,KOSPI,12.84,-8.37,8.62,73.51,8274854609200,66800,1499116,2.84
2026,2026-06,2026-05-29,000990,DB하이텍,KOSPI,17.03,93.83,191.67,375.64,8070101074000,185500,1008623,-2.21
2026,2026-06,2026-05-29,034220,LG디스플레이,KOSPI,31.24,12.2,28.31,86.88,8045000000000,16090,60260628,-1.8
2026,2026-06,2026-05-29,062040,산일전기,KOSPI,-7.14,48.17,72.25,268.66,7562114950000,247000,469309,0.2
2026,2026-06,2026-05-29,180640,한진칼,KOSPI,-2.31,-29.56,7.52,-22.08,7350526917900,110100,2619622,1.0
2026,2026-06,2026-05-29,267270,HD건설기계,KOSPI,-17.62,7.68,61.51,114.89,7260167395500,151500,461275,-4.29
2026,2026-06,2026-05-29,009830,한화솔루션,KOSPI,-17.46,-21.04,49.73,40.44,7193702631600,41850,2014605,-2.99
2026,2026-06,2026-05-29,326030,SK바이오팜,KOSPI,-10.21,-25.13,-35.84,-3.55,7024698525000,89700,4645971,-0.67
2026,2026-06,2026-05-29,454910,두산로보틱스,KOSPI,-3.36,0.0,37.42,125.64,6903327870000,106500,1294831,29.95
2026,2026-06,2026-05-29,032640,LG유플러스,KOSPI,1.83,-2.48,7.1,26.02,6846019317160,16130,4207686,1.8
2026,2026-06,2026-05-29,066970,엘앤에프,KOSPI,-13.74,33.89,34.42,194.23,6808658462100,168300,1025931,-7.9
2026,2026-06,2026-05-29,000100,유한양행,KOSPI,-7.21,-22.87,-30.33,-18.5,6770046085000,85000,876213,-1.88
2026,2026-06,2026-05-29,078930,GS,KOSPI,-11.48,5.53,28.55,66.48,6734923387500,72500,309759,0.97
2026,2026-06,2026-05-29,090430,아모레퍼시픽,KOSPI,-14.93,-23.98,-7.4,-13.91,6732516560900,115100,877733,-3.3
2026,2026-06,2026-05-29,010060,OCI홀딩스,KOSPI,-5.03,129.93,235.73,392.95,6525246084000,349500,394880,0.43
2026,2026-06,2026-05-29,005385,현대차우,KOSPI,10.04,-14.77,42.34,85.26,6395423040000,274000,509564,7.66
2026,2026-06,2026-05-29,021240,코웨이,KOSPI,4.53,9.89,4.65,1.24,6369068340000,90000,338505,0.0
2026,2026-06,2026-05-29,377300,카카오페이,KOSPI,-16.43,-30.42,-6.15,22.99,6296179601250,46550,390438,1.83
2026,2026-06,2026-05-29,128940,한미약품,KOSPI,6.74,-17.2,7.56,57.62,6290196581000,491000,147040,9.78
2026,2026-06,2026-05-29,036570,NC,KOSPI,7.02,25.32,37.86,89.84,6236994369000,289500,136133,2.07
2026,2026-06,2026-05-29,241560,두산밥캣,KOSPI,-10.14,-0.46,17.21,37.66,6201887405500,64700,508879,2.01
2026,2026-06,2026-05-29,336260,두산퓨얼셀,KOSPI,50.33,129.65,187.42,443.4,5986126556400,91400,978271,-1.97
2026,2026-06,2026-05-29,018880,한온시스템,KOSPI,33.1,21.34,49.54,100.57,5777858167760,5630,84560998,-7.28
2026,2026-06,2026-05-29,004020,현대제철,KOSPI,-5.64,-13.66,32.95,42.38,5357848267750,40150,926405,-2.62
2026,2026-06,2026-05-29,082740,한화엔진,KOSPI,-27.05,18.89,52.13,130.94,5357306516400,64200,1019258,-3.74
2026,2026-06,2026-05-29,029780,삼성카드,KOSPI,-13.41,-26.75,-15.94,6.83,5346887819650,46150,156883,-0.65
2026,2026-06,2026-05-29,000500,가온전선,KOSPI,33.33,171.73,331.06,357.39,5326883030000,322000,81175,14.29
2026,2026-06,2026-05-29,011790,SKC,KOSPI,18.05,30.92,33.28,66.33,5275053911400,139300,688861,12.35
2026,2026-06,2026-05-29,088980,맥쿼리인프라,KOSPI,-3.44,-4.2,-4.86,-6.56,5248985043280,10960,1890469,-1.28
2026,2026-06,2026-05-29,138930,BNK금융지주,KOSPI,-10.2,-15.6,11.76,52.08,5219700695060,16820,5179129,1.01
2026,2026-06,2026-05-29,052690,한전기술,KOSPI,-28.79,-23.3,45.98,113.85,5132946000000,134300,211168,0.07
2026,2026-06,2026-05-29,271560,오리온,KOSPI,-9.75,-2.85,22.84,17.39,5123882707200,129600,159491,-1.47
2026,2026-06,2026-05-29,022100,포스코DX,KOSPI,-7.02,-17.43,27.76,46.83,4933526956050,32450,1146303,19.26
2026,2026-06,2026-05-29,004170,신세계,KOSPI,26.54,39.76,136.78,189.49,4864268215000,515000,107091,0.19
2026,2026-06,2026-05-29,002380,KCC,KOSPI,-0.9,-15.51,31.89,78.86,4726092800000,550000,50327,0.73
2026,2026-06,2026-05-29,001040,CJ,KOSPI,-27.97,-26.0,-8.18,18.64,4717920576600,161700,143023,13.17
2026,2026-06,2026-05-29,175330,JB금융지주,KOSPI,-12.45,-24.72,-0.83,26.66,4499260657600,23900,9360056,0.84
2026,2026-06,2026-05-29,103590,일진전기,KOSPI,-24.16,3.8,69.22,208.64,4429972731000,92900,476191,0.32
2026,2026-06,2026-05-29,450080,에코프로머티,KOSPI,-22.54,-13.49,7.24,37.92,4397888755400,62200,507743,-3.38
2026,2026-06,2026-05-29,088350,한화생명,KOSPI,-0.1,-1.51,62.13,65.14,4238426400000,4880,5368100,-1.95
2026,2026-06,2026-05-29,023530,롯데쇼핑,KOSPI,9.16,37.14,106.57,83.25,4178249113500,147700,170177,-0.14
2026,2026-06,2026-05-29,051900,LG생활건강,KOSPI,-2.56,-7.3,-10.49,-24.08,3784587345000,247500,77706,0.4
2026,2026-06,2026-05-29,111770,영원무역,KOSPI,-4.1,-17.96,-9.14,30.97,3522761706000,79500,106204,-3.4
2026,2026-06,2026-05-29,012510,더존비즈온,KOSPI,0.0,1.35,28.76,115.44,3494865960000,120000,30683,0.08
2026,2026-06,2026-05-29,005850,에스엘,KOSPI,19.4,2.32,81.4,136.91,3488283852000,75100,364224,-1.2
2026,2026-06,2026-05-29,251270,넷마블,KOSPI,-14.4,-19.2,-19.81,-16.83,3482219267500,42500,275344,0.94
2026,2026-06,2026-05-29,011170,롯데케미칼,KOSPI,-29.15,-15.85,11.77,35.18,3451976313300,80700,144225,-2.85
2026,2026-06,2026-05-29,489790,한화비전,KOSPI,-22.16,-21.43,54.79,28.79,3387770969000,67100,356465,5.51
2026,2026-06,2026-05-29,011780,금호석유화학,KOSPI,-9.75,-13.75,13.17,14.55,3328314097500,132300,117916,-2.34
2026,2026-06,2026-05-29,004800,효성,KOSPI,-13.03,17.34,51.72,217.79,3319622708100,198300,71256,-0.4
2026,2026-06,2026-05-29,036460,한국가스공사,KOSPI,-9.21,-13.83,-14.46,-14.15,3277111500000,35500,216317,-2.82
2026,2026-06,2026-05-29,009420,한올바이오파마,KOSPI,31.86,1.3,33.55,141.31,3265039875000,62500,1379694,-7.04
2026,2026-06,2026-05-29,035250,강원랜드,KOSPI,-12.62,-21.1,-16.45,-11.8,3215525715000,15030,734579,-0.27
2026,2026-06,2026-05-29,302440,SK바이오사이언스,KOSPI,-4.99,-16.45,-25.36,-9.31,3208873017700,40900,235893,-1.47
2026,2026-06,2026-05-29,017800,현대엘리베이터,KOSPI,-20.16,-20.16,-9.22,3.82,3080479938000,78800,273262,0.63
2026,2026-06,2026-05-29,014680,한솔케미칼,KOSPI,-5.26,-20.12,13.45,103.01,3069952650000,270000,81798,-3.52
2026,2026-06,2026-05-29,031210,서울보증보험,KOSPI,-8.68,-25.13,-11.46,27.82,3047712752700,43650,116264,-2.29
2026,2026-06,2026-05-29,097950,CJ제일제당,KOSPI,-18.05,-5.61,-3.58,-12.74,3040945572000,202000,92849,0.74
2026,2026-06,2026-05-29,375500,DL이앤씨,KOSPI,-22.73,49.71,90.06,58.39,2960062159500,76500,865062,-5.88
2026,2026-06,2026-05-29,001450,현대해상,KOSPI,13.65,0.58,14.98,41.89,2945327037500,34550,524811,-0.43
2026,2026-06,2026-05-29,020150,롯데에너지머티리얼즈,KOSPI,-15.89,25.5,43.48,154.42,2937702474300,56100,267015,14.62
2026,2026-06,2026-05-29,028670,팬오션,KOSPI,-0.9,3.98,45.62,48.18,2934786620880,5490,2819316,-6.92
2026,2026-06,2026-05-29,204320,HL만도,KOSPI,8.76,-1.11,33.26,84.27,2916037152000,62100,884253,0.48
2026,2026-06,2026-05-29,457190,이수스페셜티케미컬,KOSPI,-20.74,-16.41,85.19,137.78,2910077373600,96300,229935,-2.8
2026,2026-06,2026-05-29,007810,코리아써키트,KOSPI,28.69,102.55,281.76,1094.19,2861126566000,119300,380138,0.25
2026,2026-06,2026-05-29,001720,신영증권,KOSPI,-12.73,-23.73,22.94,53.85,2827680000000,172000,13105,-1.05
2026,2026-06,2026-05-29,383220,F&F,KOSPI,8.97,3.11,0.41,-3.44,2792585767500,72900,116679,-2.19
2026,2026-06,2026-05-29,139130,iM금융지주,KOSPI,-9.21,-5.71,21.26,55.24,2785230269220,17340,2110501,0.29
2026,2026-06,2026-05-29,247540,에코프로비엠,KOSDAQ,5.34,-2.03,44.76,141.92,21229204178000,217000,1318811,-4.61
2026,2026-06,2026-05-29,196170,알테오젠,KOSDAQ,0.14,-9.45,-30.77,11.82,19773360567000,369000,524776,-0.81
