순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,422144.2,2013-05-31,16.062,13.752,2.25,2.57,-22.21,-20.48,-11.83
2,NYSE,XOM,EXXON MOBIL CORP,402263.6,2013-05-31,90.47,53.378,2.37,1.73,4.02,18.12,-0.13
3,NASDAQ,MSFT,MICROSOFT CORP,291453.6,2013-05-31,34.9,28.411,6.16,26.4,33.12,23.22,-1.02
4,NASDAQ,GOOGL,ALPHABET INC,289326.5,2013-05-31,21.802,21.61,5.66,8.74,24.75,49.99,1.05
5,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,281217.2,2013-05-31,114.07,114.07,7.29,11.66,29.51,43.74,-1.88
6,NASDAQ,WMT,WALMART INC,246409.8,2013-05-31,24.947,19.429,-3.13,7.06,5.8,16.38,-0.47
7,NYSE,GE,GE AEROSPACE,241131.6,2013-05-31,186.56,90.623,4.62,0.43,12.27,26.56,0.25
8,NYSE,CVX,CHEVRON CORP,238009.5,2013-05-31,122.75,71.375,1.42,5.63,18.0,28.99,-3.59
9,NYSE,JNJ,JOHNSON & JOHNSON,236452.1,2013-05-31,84.18,58.806,-0.49,11.44,22.61,39.39,2.0
10,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,230651.4,2013-05-31,208.02,119.924,3.18,4.06,10.42,9.75,-8.13
11,NYSE,WFC,WELLS FARGO & COMPANY,214768.5,2013-05-31,40.55,28.267,7.6,16.5,24.69,30.12,1.77
12,NYSE,PG,PROCTER & GAMBLE CO,210381.8,2013-05-31,76.76,53.084,-0.01,1.55,11.68,27.3,0.3
13,NYSE,JPM,JPMORGAN CHASE & CO,206332.5,2013-05-31,54.59,38.542,11.39,12.31,34.64,69.47,-3.3
14,NYSE,PFE,PFIZER INC,193148.5,2013-05-31,27.23,14.902,-5.55,0.32,10.7,28.97,2.87
15,NYSE,T,AT&T INC,188246.2,2013-05-31,34.99,12.742,-6.59,-1.39,5.11,7.52,1.17
16,NYSE,KO,COCA COLA CO,178105.7,2013-05-31,39.99,26.687,-5.53,4.03,6.23,10.02,0.99
17,NYSE,ORCL,ORACLE CORP,159126.0,2013-05-31,33.78,27.918,3.05,-1.34,5.58,28.85,-9.09
18,NYSE,C,CITIGROUP INC,158199.6,2013-05-31,51.99,38.254,11.45,23.9,50.46,96.33,-7.73
19,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,148684.0,2013-05-31,90.91,48.092,-4.9,0.0,3.17,11.77,-3.78
20,NYSE,BAC,BANK OF AMERICA CORP,147260.0,2013-05-31,13.66,10.626,10.96,21.63,38.79,86.42,-5.78
21,NYSE,MRK,MERCK & CO INC,141015.9,2013-05-31,46.7,29.741,-0.64,10.34,7.47,29.28,0.36
22,NYSE,VZ,VERIZON COMMUNICATIONS INC,138707.0,2013-05-31,48.48,24.84,-10.07,5.28,12.35,21.71,3.84
23,NASDAQ,CSCO,CISCO SYSTEMS INC,128878.7,2013-05-31,24.115,16.249,15.27,16.56,28.55,51.79,0.92
24,NASDAQ,PEP,PEPSICO INC,124904.0,2013-05-31,80.77,54.24,-2.06,6.6,16.75,21.72,1.97
25,NASDAQ,AMZN,AMAZON COM INC,122551.3,2013-05-31,13.46,13.46,6.06,1.87,6.8,26.43,3.15
26,NASDAQ,INTC,INTEL CORP,120695.9,2013-05-31,24.28,17.712,2.33,17.38,26.6,-2.33,-0.21
27,NYSE,V,VISA INC,115409.0,2013-05-31,44.535,40.604,5.94,12.5,19.46,55.88,2.59
28,NYSE,HD,HOME DEPOT INC,114906.2,2013-05-31,78.66,57.719,7.24,15.47,21.55,61.85,-1.01
29,NYSE,DIS,WALT DISNEY CO,113603.4,2013-05-31,63.08,56.041,0.38,15.55,28.96,40.11,0.11
30,NASDAQ,QCOM,QUALCOMM INC,109683.0,2013-05-31,63.48,44.356,3.05,-2.93,0.55,12.08,-3.23
31,NASDAQ,CMCSA,COMCAST CORP,105768.5,2013-05-31,20.082,13.926,-2.75,1.42,8.98,41.57,3.95
32,NYSE,SLB,SLB LIMITED,97089.7,2013-05-31,73.03,51.542,-1.88,-6.19,2.37,16.8,-1.46
33,NYSE,MCD,MCDONALDS CORP,96816.1,2013-05-31,96.57,68.735,-4.7,1.5,12.73,11.68,2.52
34,NYSE,RTX,RTX CORP,87241.6,2013-05-31,94.9,41.239,4.53,5.39,19.84,31.36,-2.07
35,NYSE,AXP,AMERICAN EXPRESS CO,83177.9,2013-05-31,75.71,63.264,10.67,22.19,36.31,37.42,-1.26
36,NASDAQ,GILD,GILEAD SCIENCES INC,83101.4,2013-05-31,54.48,37.627,7.58,27.53,45.28,118.14,-5.89
37,NYSE,UPS,UNITED PARCEL SERVICE INC,81118.9,2013-05-31,85.9,53.979,0.77,4.66,19.21,18.11,0.68
38,NYSE,MMM,3M CO,76107.8,2013-05-31,110.27,62.067,5.91,6.64,22.69,33.92,-0.83
39,NYSE,BMY,BRISTOL MYERS SQUIBB CO,75573.8,2013-05-31,46.01,30.046,15.83,25.51,43.73,43.48,-2.87
40,NASDAQ,AMGN,AMGEN INC,75395.1,2013-05-31,100.53,70.213,-3.11,10.29,14.33,47.28,-1.86
41,NYSE,BA,BOEING CO,75124.6,2013-05-31,99.02,83.886,8.88,29.43,34.86,45.69,3.45
42,NYSE,COP,CONOCOPHILLIPS,74998.0,2013-05-31,61.34,39.958,2.54,6.96,11.33,24.39,-1.37
43,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,74620.9,2013-05-31,32.24,26.978,3.6,10.45,28.19,67.22,1.8
44,NYSE,GS,GOLDMAN SACHS GROUP INC,74314.5,2013-05-31,162.08,126.654,11.31,8.56,38.5,71.93,-6.68
45,NYSE,OXY,OCCIDENTAL PETROLEUM CORP,74175.6,2013-05-31,92.07,55.961,3.15,12.7,24.27,19.42,-2.41
46,NYSE,MO,ALTRIA GROUP INC,72512.7,2013-05-31,36.1,16.001,-1.12,9.0,9.66,18.13,-1.87
47,NYSE,UNP,UNION PACIFIC CORP,72173.3,2013-05-31,77.31,58.176,4.96,13.27,27.14,41.61,-0.22
48,NYSE,CVS,CVS HEALTH CORP,70500.5,2013-05-31,57.58,40.558,-1.03,13.08,24.82,30.09,-0.7
49,NASDAQ,EBAY,EBAY INC,70210.4,2013-05-31,54.1,20.422,3.27,-1.11,2.42,38.04,-4.4
50,NYSE,MA,MASTERCARD INC,69324.3,2013-05-31,57.025,52.477,3.13,10.25,16.89,40.7,0.75
51,NYSE,ABBV,ABBVIE INC,67609.4,2013-05-31,42.69,25.48,-7.3,16.7,,,-3.16
52,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,65638.3,2013-05-31,44.46,33.582,7.34,16.97,34.2,52.36,0.54
53,NYSE,ACN,ACCENTURE PLC,65537.3,2013-05-31,82.11,64.633,0.82,11.58,22.16,47.0,-12.36
54,NYSE,USB,US BANCORP,64848.5,2013-05-31,35.06,22.707,5.35,3.78,9.98,15.41,3.77
55,NYSE,UNH,UNITEDHEALTH GROUP INC,63883.0,2013-05-31,62.63,50.662,4.51,17.63,16.06,14.05,5.01
56,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,61731.1,2013-05-31,78.46,53.855,7.25,12.51,29.35,44.43,1.12
57,NYSE,F,FORD MOTOR CO,61641.3,2013-05-31,15.68,8.159,15.22,25.27,38.97,52.19,-1.34
58,NYSE,LLY,ELI LILLY & CO,59888.0,2013-05-31,53.16,41.311,-3.17,-1.89,10.36,35.06,-7.6
59,NYSE,ABT,ABBOTT LABORATORIES,57163.6,2013-05-31,36.67,28.53,-0.68,8.93,18.34,26.38,-4.88
60,NYSE,CAT,CATERPILLAR INC,56412.2,2013-05-31,85.8,61.946,1.33,-6.51,1.9,0.35,-3.86
61,NASDAQ,BIIB,BIOGEN INC,56374.1,2013-05-31,237.49,218.904,8.48,42.77,59.29,81.64,-9.39
62,NYSE,NKE,NIKE INC,55100.3,2013-05-31,30.83,25.958,-2.72,13.6,27.97,15.73,3.28
63,NYSE,TWX,TIME WARNER INC,54411.0,2013-05-31,58.37,50.941,-1.89,10.31,24.68,73.11,-0.94
64,NYSE,CL,COLGATE PALMOLIVE CO,53949.6,2013-05-31,57.84,42.782,-3.12,1.67,7.84,20.42,-0.95
65,NYSE,MON2,MONSANTO CO,53725.7,2013-05-31,100.64,91.702,-5.79,-0.03,10.7,32.37,-1.83
66,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,52596.7,2013-05-31,29.475,22.255,-6.28,7.09,14.92,20.34,-2.77
