순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,859648.1,2018-01-31,41.858,39.14,-1.06,-0.59,13.44,40.2,6.81
2,NASDAQ,GOOGL,ALPHABET INC,821409.0,2018-01-31,59.111,58.588,12.23,14.44,25.04,44.14,-6.62
3,NASDAQ,MSFT,MICROSOFT CORP,731557.3,2018-01-31,95.01,86.979,11.07,14.8,32.05,50.23,-0.85
4,NASDAQ,AMZN,AMAZON COM INC,699138.7,2018-01-31,72.544,72.544,24.06,31.27,46.88,76.19,4.24
5,NASDAQ,META,META PLATFORMS INC,543066.6,2018-01-31,186.89,185.449,5.91,3.79,10.42,43.41,-4.59
6,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,528507.0,2018-01-31,214.38,214.38,8.15,14.68,22.52,30.61,-3.35
7,NYSE,JPM,JPMORGAN CHASE & CO,401343.2,2018-01-31,115.67,92.479,8.72,15.56,27.38,39.71,-0.15
8,NYSE,JNJ,JOHNSON & JOHNSON,371250.2,2018-01-31,138.19,109.318,-1.09,-0.27,5.42,25.17,-5.42
9,NYSE,XOM,EXXON MOBIL CORP,369899.4,2018-01-31,87.3,59.718,4.38,5.71,11.16,8.02,-12.36
10,NYSE,BAC,BANK OF AMERICA CORP,333779.6,2018-01-31,32.0,26.227,8.4,17.33,33.91,43.56,0.31
11,NYSE,WFC,WELLS FARGO & COMPANY,323917.9,2018-01-31,65.78,52.099,8.42,17.98,23.69,20.07,-10.68
12,NASDAQ,WMT,WALMART INC,315786.9,2018-01-31,35.533,31.138,7.95,22.74,34.8,63.83,-15.56
13,NYSE,V,VISA INC,281037.3,2018-01-31,124.23,117.046,8.96,13.16,25.2,51.26,-0.87
14,NYSE,CVX,CHEVRON CORP,238086.5,2018-01-31,125.35,87.11,0.13,9.18,17.05,17.08,-9.83
15,NYSE,HD,HOME DEPOT INC,234600.7,2018-01-31,200.9,163.037,6.0,21.79,35.77,49.39,-9.27
16,NYSE,T,AT&T INC,229905.6,2018-01-31,37.45,17.449,-2.39,12.78,-1.46,-6.52,-3.07
17,NYSE,UNH,UNITEDHEALTH GROUP INC,229455.8,2018-01-31,236.78,206.746,7.4,13.0,24.32,48.27,-4.49
