순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2937203.2,2023-08-31,187.87,185.54,-4.24,6.13,27.8,20.2,-8.87
2,NASDAQ,MSFT,MICROSOFT CORP,2435179.4,2023-08-31,327.76,320.874,-2.22,0.02,31.97,26.56,-3.66
3,NASDAQ,GOOGL,ALPHABET INC,1716967.5,2023-08-31,136.17,134.966,2.6,10.82,51.2,25.83,-3.9
4,NASDAQ,AMZN,AMAZON COM INC,1423952.8,2023-08-31,138.01,138.01,3.24,14.46,46.46,8.87,-7.89
5,NASDAQ,NVDA,NVIDIA CORP,1219068.5,2023-08-31,49.355,49.26,5.62,30.46,112.65,227.24,-11.86
6,NASDAQ,TSLA,TESLA INC,819144.5,2023-08-31,258.08,258.08,-3.5,26.55,25.46,-6.36,-3.05
7,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,786723.4,2023-08-31,360.2,360.2,2.34,12.18,18.03,28.28,-2.75
8,NASDAQ,META,META PLATFORMS INC,761372.7,2023-08-31,295.89,293.608,-7.13,11.77,69.14,81.6,1.46
9,NYSE,LLY,ELI LILLY & CO,526099.4,2023-08-31,554.2,543.724,22.18,29.32,78.91,85.96,-3.08
10,NYSE,V,VISA INC,501786.4,2023-08-31,245.68,240.593,3.54,11.36,12.13,24.64,-6.38
11,NYSE,XOM,EXXON MOBIL CORP,445115.0,2023-08-31,111.19,101.413,4.56,9.73,2.9,20.19,5.75
12,NYSE,UNH,UNITEDHEALTH GROUP INC,441458.5,2023-08-31,476.58,450.972,-5.88,-1.79,0.9,-6.95,6.21
13,NASDAQ,WMT,WALMART INC,437879.2,2023-08-31,54.203,52.65,2.08,11.11,15.73,24.56,-1.65
14,NYSE,JPM,JPMORGAN CHASE & CO,425247.5,2023-08-31,146.33,137.575,-7.36,8.57,3.59,32.73,-0.9
15,NYSE,JNJ,JOHNSON & JOHNSON,420201.4,2023-08-31,161.68,149.203,-2.8,5.02,7.06,3.07,-3.67
16,NYSE,MA,MASTERCARD INC,388794.5,2023-08-31,412.64,406.053,4.66,13.21,16.49,28.0,-4.05
17,NASDAQ,AVGO,BROADCOM INC,380863.2,2023-08-31,92.289,89.176,2.7,14.85,57.26,90.43,-9.5
18,NYSE,PG,PROCTER & GAMBLE CO,363826.6,2023-08-31,154.34,143.708,-1.25,8.99,13.6,14.84,-5.49
19,NYSE,HD,HOME DEPOT INC,330321.8,2023-08-31,330.3,307.949,-0.43,17.27,13.72,17.61,-8.52
20,NYSE,ORCL,ORACLE CORP,326769.6,2023-08-31,120.39,116.59,2.7,14.04,38.82,65.07,-12.02
21,NYSE,CVX,CHEVRON CORP,300813.2,2023-08-31,161.1,143.375,-0.63,7.97,2.14,5.63,4.67
22,NYSE,MRK,MERCK & CO INC,276539.1,2023-08-31,108.98,100.088,2.18,-0.63,3.97,31.29,-4.9
23,NYSE,ABBV,ABBVIE INC,259391.3,2023-08-31,146.96,133.346,-1.75,7.7,-2.57,13.71,1.43
24,NYSE,KO,COCA COLA CO,258725.6,2023-08-31,59.83,55.133,-3.39,1.04,2.07,-0.16,-5.7
25,NASDAQ,ADBE,ADOBE INC,254947.2,2023-08-31,559.34,559.34,2.41,33.88,72.66,49.78,-8.84
26,NASDAQ,PEP,PEPSICO INC,244921.2,2023-08-31,177.92,161.397,-4.41,-1.05,4.67,6.79,-4.77
27,NASDAQ,COST,COSTCO WHOLESALE CORP,243412.6,2023-08-31,549.28,528.856,-1.84,7.58,13.9,6.0,2.85
28,NASDAQ,CSCO,CISCO SYSTEMS INC,233704.6,2023-08-31,57.35,53.168,10.2,16.34,20.24,32.42,-6.26
29,NYSE,BAC,BANK OF AMERICA CORP,227822.5,2023-08-31,28.67,26.819,-9.65,4.86,-14.49,-11.63,-4.5
30,NYSE,CRM,SALESFORCE INC,215480.6,2023-08-31,221.46,218.208,-1.58,-0.86,35.36,41.85,-8.44
31,NYSE,ACN,ACCENTURE PLC,215192.7,2023-08-31,323.77,306.142,2.35,6.21,22.84,14.05,-5.15
32,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,215012.6,2023-08-31,557.1,552.313,1.54,9.64,2.97,2.4,-9.08
33,NYSE,MCD,MCDONALDS CORP,204891.8,2023-08-31,281.15,263.374,-3.59,-0.34,7.67,13.91,-6.3
34,NYSE,PFE,PFIZER INC,199754.0,2023-08-31,35.38,29.665,-1.89,-5.89,-10.84,-18.59,-6.25
35,NYSE,DHR,DANAHER CORP,195663.3,2023-08-31,265.0,230.627,3.9,15.54,7.3,-1.42,-6.38
36,NASDAQ,CMCSA,COMCAST CORP,192891.2,2023-08-31,46.76,39.815,3.31,19.65,27.64,33.25,-5.17
37,NASDAQ,NFLX,NETFLIX INC,192183.9,2023-08-31,43.368,43.368,-1.21,9.73,34.63,93.99,-12.93
38,NASDAQ,LIN,LINDE PLC,188854.6,2023-08-31,387.04,372.516,-0.93,9.83,11.92,38.9,-3.48
39,NYSE,ABT,ABBOTT LABORATORIES,178568.3,2023-08-31,102.9,97.314,-7.57,1.36,2.14,2.14,-5.88
40,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,170808.8,2023-08-31,105.72,105.72,-7.59,-10.57,34.54,24.57,-2.74
41,NASDAQ,TMUS,T-MOBILE US INC,160292.3,2023-08-31,136.25,130.355,-1.1,-0.73,-4.17,-5.36,2.79
42,NYSE,NKE,NIKE INC,155613.4,2023-08-31,101.71,95.551,-7.86,-3.07,-13.87,-3.31,-5.68
43,NYSE,DIS,WALT DISNEY CO,153115.9,2023-08-31,83.68,81.756,-5.86,-4.87,-15.99,-25.34,-3.14
44,NASDAQ,TXN,TEXAS INSTRUMENTS INC,152592.8,2023-08-31,168.06,154.989,-6.63,-2.68,-0.56,4.74,-5.39
45,NASDAQ,INTU,INTUIT INC,151739.2,2023-08-31,541.81,531.292,5.88,29.5,33.53,26.41,-5.7
46,NYSE,WFC,WELLS FARGO & COMPANY,150545.7,2023-08-31,41.29,38.62,-9.86,4.52,-10.31,-2.78,-1.04
47,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,149118.3,2023-08-31,96.06,85.121,-3.67,8.14,1.41,6.17,-2.25
48,NASDAQ,INTC,INTEL CORP,147166.3,2023-08-31,35.14,34.555,-1.41,12.17,42.03,13.79,1.17
49,NYSE,VZ,VERIZON COMMUNICATIONS INC,147057.3,2023-08-31,34.98,29.069,2.64,-0.04,-6.71,-10.52,-7.35
50,NYSE,UPS,UNITED PARCEL SERVICE INC,144743.8,2023-08-31,169.4,144.958,-8.64,2.37,-5.42,-9.69,-7.99
51,NYSE,CAT,CATERPILLAR INC,143416.5,2023-08-31,281.13,270.017,6.02,37.31,18.58,55.51,-2.89
52,NYSE,COP,CONOCOPHILLIPS,142537.3,2023-08-31,119.03,109.172,1.56,21.11,17.67,14.24,1.14
53,NYSE,MS,MORGAN STANLEY,141090.7,2023-08-31,85.15,78.125,-7.0,5.11,-10.18,3.5,-4.09
54,NASDAQ,AMGN,AMGEN INC,137116.6,2023-08-31,256.34,235.637,10.36,17.11,12.6,10.26,4.85
55,NYSE,NEE,NEXTERA ENERGY INC,135184.1,2023-08-31,66.8,61.554,-8.24,-8.44,-4.7,-19.5,-14.24
56,NYSE,BA,BOEING CO,135135.7,2023-08-31,224.03,224.03,-6.2,8.91,11.15,39.8,-14.44
57,NYSE,UNP,UNION PACIFIC CORP,134427.8,2023-08-31,220.57,207.498,-4.38,15.24,7.75,0.71,-7.68
58,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,133763.0,2023-08-31,146.83,134.786,3.02,15.51,16.45,20.1,-4.45
