순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,XOM,EXXON MOBIL CORP,368711.7,2010-12-31,73.12,40.532,5.12,19.08,29.86,10.14,10.34
2,NASDAQ,AAPL,APPLE INC,295886.6,2010-12-31,11.52,9.656,3.67,13.68,28.25,53.08,5.19
3,NASDAQ,MSFT,MICROSOFT CORP,238784.7,2010-12-31,27.91,21.196,10.5,14.67,22.68,-6.53,-0.66
4,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,198050.9,2010-12-31,80.11,80.11,0.54,-3.11,0.53,21.9,2.05
5,NYSE,GE,GE AEROSPACE,194874.8,2010-12-31,146.32,65.762,16.44,13.43,28.77,24.27,10.12
6,NASDAQ,WMT,WALMART INC,192101.9,2010-12-31,17.977,13.135,0.26,1.33,13.49,3.23,3.97
7,NASDAQ,GOOGL,ALPHABET INC,190125.5,2010-12-31,14.864,14.733,6.88,12.97,33.5,-4.19,1.07
8,NYSE,CVX,CHEVRON CORP,183634.1,2010-12-31,91.25,48.966,12.7,13.57,36.9,22.95,4.03
9,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,182328.9,2010-12-31,146.76,81.09,3.75,9.89,19.98,14.28,10.38
10,NYSE,PG,PROCTER & GAMBLE CO,180072.1,2010-12-31,64.33,41.045,5.34,8.08,8.92,9.36,-1.14
11,NYSE,T,AT&T INC,173635.8,2010-12-31,29.38,9.351,5.72,4.24,25.37,11.63,-4.98
12,NYSE,JNJ,JOHNSON & JOHNSON,169855.8,2010-12-31,61.85,39.591,0.49,0.69,6.62,-0.58,-3.36
13,NYSE,JPM,JPMORGAN CHASE & CO,165827.5,2010-12-31,42.42,28.116,13.42,11.6,16.18,2.43,6.06
14,NYSE,WFC,WELLS FARGO & COMPANY,162658.9,2010-12-31,30.99,20.373,13.89,23.62,21.5,15.62,4.61
15,NYSE,ORCL,ORACLE CORP,158140.7,2010-12-31,31.3,25.328,15.73,16.79,46.44,28.61,2.5
16,NYSE,KO,COCA COLA CO,152720.2,2010-12-31,32.885,20.604,4.12,13.17,33.14,19.04,-4.44
17,NYSE,PFE,PFIZER INC,140254.2,2010-12-31,17.51,8.703,7.43,3.04,25.42,0.31,4.06
18,NYSE,C,CITIGROUP INC,137407.3,2010-12-31,47.3,34.715,12.62,20.97,25.8,42.9,1.9
19,NYSE,BAC,BANK OF AMERICA CORP,134535.9,2010-12-31,13.34,10.27,21.94,1.91,-7.02,-11.17,2.92
20,NASDAQ,INTC,INTEL CORP,117305.3,2010-12-31,21.03,14.047,-0.6,10.37,9.79,6.26,2.04
21,NYSE,SLB,SLB LIMITED,113925.7,2010-12-31,83.5,57.089,7.97,35.9,51.88,30.04,6.57
22,NASDAQ,CSCO,CISCO SYSTEMS INC,112130.1,2010-12-31,20.23,13.024,5.59,-7.62,-5.07,-15.49,4.55
23,NYSE,MRK,MERCK & CO INC,111034.9,2010-12-31,36.04,20.84,5.66,-1.06,5.24,2.86,-7.97
24,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,106196.5,2010-12-31,58.53,28.342,4.01,5.62,30.58,27.2,-2.21
25,NASDAQ,PEP,PEPSICO INC,103537.7,2010-12-31,65.33,40.941,1.82,-0.95,8.77,10.64,-1.56
26,NYSE,VZ,VERIZON COMMUNICATIONS INC,101142.3,2010-12-31,35.78,16.204,11.77,11.39,40.95,22.89,0.89
27,NYSE,COP,CONOCOPHILLIPS,100054.2,2010-12-31,68.1,30.412,13.18,19.67,41.41,38.8,4.93
28,NYSE,HPQ,HP INC,92216.9,2010-12-31,42.1,12.09,0.6,0.27,-2.33,-17.68,8.53
29,NYSE,GS,GOLDMAN SACHS GROUP INC,85970.7,2010-12-31,168.16,126.97,7.7,16.57,28.72,0.54,-2.7
30,NYSE,MCD,MCDONALDS CORP,81097.5,2010-12-31,76.76,50.576,-1.97,3.82,18.33,26.93,-4.03
