순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2079445.7,2021-05-28,124.61,121.475,-5.05,2.94,5.0,57.84,9.91
2,NASDAQ,MSFT,MICROSOFT CORP,1880483.5,2021-05-28,249.68,239.595,-0.76,7.69,17.17,37.57,8.5
3,NASDAQ,AMZN,AMAZON COM INC,1625475.7,2021-05-28,161.154,161.154,-7.05,4.21,1.74,31.97,6.74
4,NASDAQ,GOOGL,ALPHABET INC,1579482.2,2021-05-28,117.843,116.801,0.14,16.57,34.34,64.41,3.6
5,NASDAQ,META,META PLATFORMS INC,932102.4,2021-05-28,328.73,326.195,1.12,27.6,18.69,46.04,5.77
6,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,661886.5,2021-05-28,289.44,289.44,5.27,20.34,26.44,55.97,-3.98
7,NASDAQ,TSLA,TESLA INC,602294.4,2021-05-28,208.407,208.407,-11.87,-7.44,10.15,274.38,8.71
8,NYSE,JPM,JPMORGAN CHASE & CO,497175.5,2021-05-28,164.24,144.676,6.78,12.25,41.15,74.21,-5.3
9,NYSE,V,VISA INC,484835.0,2021-05-28,227.3,218.933,-2.54,7.17,8.38,17.12,2.87
10,NYSE,JNJ,JOHNSON & JOHNSON,445702.3,2021-05-28,169.25,147.072,4.65,7.47,18.44,16.78,-2.66
11,NASDAQ,NVDA,NVIDIA CORP,404800.5,2021-05-28,16.244,16.185,8.22,18.48,21.28,83.27,23.16
12,NASDAQ,WMT,WALMART INC,400105.9,2021-05-28,47.343,44.419,1.91,10.21,-5.94,16.31,-0.71
13,NYSE,UNH,UNITEDHEALTH GROUP INC,388729.8,2021-05-28,411.92,377.907,3.29,24.43,23.34,37.23,-2.42
14,NYSE,BAC,BANK OF AMERICA CORP,363253.4,2021-05-28,42.39,37.348,4.59,22.73,52.22,80.16,-2.33
15,NYSE,MA,MASTERCARD INC,357351.9,2021-05-28,360.58,348.933,-5.62,2.02,7.55,20.59,1.37
16,NYSE,HD,HOME DEPOT INC,339083.7,2021-05-28,318.91,280.014,-1.47,24.21,16.31,31.31,0.52
17,NYSE,PG,PROCTER & GAMBLE CO,330144.2,2021-05-28,134.85,118.73,1.07,9.87,-1.68,19.19,0.06
18,NYSE,DIS,WALT DISNEY CO,324594.9,2021-05-28,178.65,174.543,-3.96,-5.5,20.7,52.3,-1.61
19,NASDAQ,PYPL,PAYPAL HOLDINGS INC,305452.8,2021-05-28,260.02,257.797,-0.87,0.07,21.44,67.74,12.1
20,NASDAQ,CMCSA,COMCAST CORP,263420.9,2021-05-28,57.34,46.125,2.12,9.26,15.18,47.75,-0.56
21,NYSE,XOM,EXXON MOBIL CORP,247111.7,2021-05-28,58.37,48.559,3.45,8.91,57.97,38.27,8.07
22,NASDAQ,ADBE,ADOBE INC,241189.2,2021-05-28,504.58,504.58,-0.74,9.77,5.46,30.52,16.06
23,NYSE,KO,COCA COLA CO,238392.8,2021-05-28,55.29,47.635,2.43,13.8,8.04,22.45,-1.39
24,NYSE,VZ,VERIZON COMMUNICATIONS INC,233872.4,2021-05-28,56.49,41.366,-2.25,3.27,-4.46,2.81,-0.81
25,NASDAQ,INTC,INTEL CORP,230650.6,2021-05-28,57.12,52.253,-0.11,-5.45,19.56,-6.85,-1.72
26,NYSE,ORCL,ORACLE CORP,227049.5,2021-05-28,78.74,73.586,3.89,22.59,37.53,48.84,-1.14
27,NASDAQ,NFLX,NETFLIX INC,222937.8,2021-05-28,50.281,50.281,-2.08,-6.69,2.47,19.79,5.05
28,NASDAQ,CSCO,CISCO SYSTEMS INC,222931.4,2021-05-28,52.9,45.834,3.91,18.73,24.85,14.25,0.19
29,NYSE,CRM,SALESFORCE INC,219290.1,2021-05-28,238.1,234.603,3.38,9.98,-3.13,36.22,2.59
30,NYSE,PFE,PFIZER INC,216798.7,2021-05-28,38.73,29.946,1.21,16.8,3.21,11.42,1.11
31,NYSE,NKE,NIKE INC,215127.8,2021-05-28,136.46,125.642,3.1,1.45,1.92,39.57,13.21
32,NYSE,T,AT&T INC,210130.2,2021-05-28,29.43,16.863,-6.3,7.35,6.0,2.32,-2.21
33,NYSE,ABT,ABBOTT LABORATORIES,207266.1,2021-05-28,116.65,106.161,-2.86,-2.25,8.63,24.74,-0.62
34,NASDAQ,PEP,PEPSICO INC,204398.5,2021-05-28,147.94,125.428,2.62,15.42,4.12,15.89,0.88
35,NYSE,CVX,CHEVRON CORP,200112.5,2021-05-28,103.79,84.516,1.97,5.1,22.22,19.66,0.91
36,NYSE,ABBV,ABBVIE INC,199936.4,2021-05-28,113.2,93.769,1.53,6.36,10.85,28.32,-0.49
37,NYSE,WFC,WELLS FARGO & COMPANY,193120.5,2021-05-28,46.72,41.401,3.93,29.45,71.72,78.95,-3.06
38,NASDAQ,AVGO,BROADCOM INC,192853.4,2021-05-28,47.233,42.739,3.54,1.29,19.49,68.05,1.74
39,NYSE,MRK,MERCK & CO INC,192157.9,2021-05-28,75.89,62.019,1.87,5.41,-4.0,-2.93,8.11
40,NYSE,LLY,ELI LILLY & CO,191555.7,2021-05-28,199.74,190.577,9.76,-2.09,38.31,33.05,14.91
41,NYSE,ACN,ACCENTURE PLC,187815.8,2021-05-28,282.16,258.712,-2.69,12.81,14.02,41.92,4.48
42,NYSE,UPS,UNITED PARCEL SERVICE INC,186816.3,2021-05-28,214.6,171.297,5.77,36.62,26.85,120.37,-3.09
43,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,184526.6,2021-05-28,469.5,463.177,-0.16,4.37,1.08,34.75,7.51
44,NYSE,DHR,DANAHER CORP,182699.2,2021-05-28,256.14,221.124,0.87,16.71,14.23,54.3,4.85
45,NASDAQ,TMUS,T-MOBILE US INC,176368.0,2021-05-28,141.45,135.33,7.05,17.9,6.4,41.39,2.39
46,NASDAQ,TXN,TEXAS INSTRUMENTS INC,175303.2,2021-05-28,189.82,164.788,5.16,10.81,19.11,64.02,1.31
47,NYSE,MCD,MCDONALDS CORP,174522.7,2021-05-28,233.89,208.503,-0.38,14.09,8.84,28.52,-1.24
48,NYSE,MDT,MEDTRONIC PLC,170652.5,2021-05-28,126.59,108.668,-3.31,8.76,12.46,31.3,-1.45
49,NYSE,MS,MORGAN STANLEY,169220.6,2021-05-28,90.95,77.51,10.18,18.81,48.46,110.68,0.81
