순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,BNBX,BNB PLUS CORP,5998185.8,2007-01-31,5761149.119,5761149.119,60.0,77.78,45.45,-20.0,25.0
2,NYSE,XOM,EXXON MOBIL CORP,432187.4,2007-01-31,74.1,37.698,-3.3,4.2,10.37,20.38,-2.85
3,NYSE,GE,GE AEROSPACE,371607.1,2007-01-31,288.4,110.374,-3.12,3.44,11.9,13.38,-2.4
4,NASDAQ,MSFT,MICROSOFT CORP,302190.8,2007-01-31,30.86,21.733,3.35,7.86,29.18,11.21,-8.4
5,NYSE,C,CITIGROUP INC,270890.5,2007-01-31,551.3,366.012,-1.02,10.99,16.41,23.28,-7.73
6,NYSE,BAC,BANK OF AMERICA CORP,236120.4,2007-01-31,52.58,35.42,-1.52,-1.38,4.21,24.01,-2.26
7,NYSE,SHEL,SHELL PLC,222669.0,2007-01-31,68.25,25.266,-3.59,-1.07,-1.85,3.87,-3.83
8,NYSE,PTRCY,PETROCHINA CO LTD,220786.6,2007-01-31,123.33,66.953,-12.39,11.72,10.26,28.55,-5.64
9,NYSE,BP,BP PLC,218659.2,2007-01-31,63.51,22.195,-5.35,-4.54,-10.93,-9.27,-2.13
10,NYSE,TM,TOYOTA MOTOR CORP,213599.4,2007-01-31,131.78,83.153,-1.88,11.68,26.23,29.2,1.38
11,NYSE,HSBC,HSBC HOLDINGS PLC,205186.3,2007-01-31,91.83,31.967,0.2,-3.05,2.6,15.21,-4.6
12,NYSE,PG,PROCTER & GAMBLE CO,204689.7,2007-01-31,64.87,37.394,1.41,2.82,16.55,11.81,-2.13
13,NASDAQ,WMT,WALMART INC,198777.3,2007-01-31,15.897,10.714,3.27,-2.87,7.96,4.96,1.31
14,NYSE,JNJ,JOHNSON & JOHNSON,193676.9,2007-01-31,66.8,37.892,1.18,-0.33,8.03,18.84,-5.24
