순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,NVDA,NVIDIA CORP,4533894.0,2025-09-30,7.13,18.1,70.15,53.68,8.53
2,NASDAQ,MSFT,MICROSOFT CORP,3850008.5,2025-09-30,2.22,4.3,37.21,21.27,-0.03
3,NASDAQ,AAPL,APPLE INC,3778808.5,2025-09-30,9.69,24.25,17.13,9.78,6.18
4,NASDAQ,GOOGL,ALPHABET INC,2940051.4,2025-09-30,14.28,38.07,57.85,47.23,15.67
5,NASDAQ,AMZN,AMAZON COM INC,2341694.7,2025-09-30,-4.12,0.08,13.93,17.84,11.23
6,NASDAQ,META,META PLATFORMS INC,1844866.5,2025-09-30,-0.52,-0.43,27.52,28.69,-11.71
7,NASDAQ,AVGO,BROADCOM INC,1557955.4,2025-09-30,11.13,19.89,95.88,93.12,12.04
8,NASDAQ,TSLA,TESLA INC,1434421.6,2025-09-30,33.2,40.0,68.74,69.98,2.66
9,NASDAQ,WMT,WALMART INC,821682.0,2025-09-30,6.27,5.65,21.61,28.87,-1.82
10,NASDAQ,NFLX,NETFLIX INC,509452.7,2025-09-30,-0.77,-10.47,28.38,69.04,-6.68
11,NASDAQ,PLTR,PALANTIR TECHNOLOGIES INC,432762.7,2025-09-30,16.41,33.82,112.49,390.38,9.89
12,NASDAQ,COST,COSTCO WHOLESALE CORP,410495.7,2025-09-30,-1.88,-6.37,-0.17,4.94,-1.39
13,NASDAQ,ASML,ASML HOLDING NV,375812.5,2025-09-30,30.36,21.11,44.29,17.33,9.6
14,NASDAQ,CSCO,CISCO SYSTEMS INC,270477.7,2025-09-30,-0.97,-0.8,13.9,32.13,7.5
15,NASDAQ,TMUS,T-MOBILE US INC,269402.8,2025-09-30,-5.0,0.82,-9.0,17.63,-12.25
16,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,262559.9,2025-09-30,-0.52,14.02,56.74,-1.4,58.3
17,NASDAQ,APP,APPLOVIN CORP,243046.1,2025-09-30,50.14,105.25,163.8,450.39,-11.3
18,NASDAQ,LIN,LINDE PLC,222732.0,2025-09-30,-0.37,1.56,4.12,0.88,-11.94
19,NASDAQ,SHOP,SHOPIFY INC,193142.6,2025-09-30,5.19,29.28,53.71,85.44,16.99
20,NASDAQ,PEP,PEPSICO INC,192273.2,2025-09-30,-4.61,7.4,-3.96,-14.23,4.02
21,NASDAQ,INTU,INTUIT INC,190398.7,2025-09-30,2.39,-13.18,14.39,10.69,-2.07
22,NASDAQ,MU,MICRON TECHNOLOGY INC,187252.0,2025-09-30,40.59,35.89,89.62,62.1,33.82
23,NASDAQ,PDD,PDD HOLDINGS INC,184634.8,2025-09-30,9.94,26.29,9.73,-1.96,2.04
24,NASDAQ,QCOM,QUALCOMM INC,179502.4,2025-09-30,4.08,5.04,10.2,0.03,8.74
25,NASDAQ,BKNG,BOOKING HOLDINGS INC,174989.9,2025-09-30,-3.4,-6.57,16.91,29.1,-5.96
26,NASDAQ,LRCX,LAM RESEARCH CORP,169466.7,2025-09-30,33.97,37.84,85.25,65.79,17.59
27,NASDAQ,TXN,TEXAS INSTRUMENTS INC,167035.8,2025-09-30,-9.26,-10.84,5.87,-8.35,-11.35
28,NASDAQ,AMAT,APPLIED MATERIALS INC,163104.6,2025-09-30,27.36,12.16,41.95,2.38,13.85
29,NASDAQ,ISRG,INTUITIVE SURGICAL INC,160321.4,2025-09-30,-5.51,-17.7,-9.07,-8.96,19.46
30,NASDAQ,AMGN,AMGEN INC,151925.7,2025-09-30,-1.92,1.89,-6.51,-9.48,5.75
31,NASDAQ,ARM,ARM HOLDINGS PLC,149837.9,2025-09-30,2.3,-12.52,31.25,-1.06,20.02
32,NASDAQ,ADBE,ADOBE INC,147661.1,2025-09-30,-1.11,-8.82,-8.55,-31.87,-3.53
33,NASDAQ,INTC,INTEL CORP,146848.4,2025-09-30,37.78,49.78,47.73,43.01,19.2
34,NASDAQ,KLAC,KLA CORP,142333.5,2025-09-30,23.69,20.67,60.86,40.62,12.07
35,NASDAQ,GILD,GILEAD SCIENCES INC,137729.6,2025-09-30,-1.05,0.82,0.71,36.37,7.92
36,NASDAQ,PANW,PALO ALTO NETWORKS INC,136201.4,2025-09-30,6.88,-0.5,17.86,19.15,8.16
37,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,133645.7,2025-09-30,-4.1,-9.14,1.11,3.94,1.53
38,NASDAQ,HOOD,ROBINHOOD MARKETS INC,127240.5,2025-09-30,37.63,52.92,241.56,511.36,2.51
39,NASDAQ,CRWD,CROWDSTRIKE HOLDINGS INC,123063.4,2025-09-30,15.74,-3.72,37.32,74.84,10.73
40,NASDAQ,ADI,ANALOG DEVICES INC,120873.5,2025-09-30,-1.84,3.64,22.94,8.58,-4.71
41,NASDAQ,SNY,SANOFI,119238.8,2025-09-30,-4.61,-2.3,-11.69,-14.47,7.16
42,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,118880.2,2025-09-30,-2.96,-4.33,-1.43,8.28,-11.31
43,NASDAQ,MELI,MERCADOLIBRE INC,118476.7,2025-09-30,-5.5,-10.59,14.1,13.89,-0.41
44,NASDAQ,DASH,DOORDASH INC,116192.7,2025-09-30,10.9,10.34,48.95,90.56,-6.48
45,NASDAQ,CMCSA,COMCAST CORP,116009.1,2025-09-30,-7.5,-11.15,-12.63,-22.18,-10.45
46,NASDAQ,CEG,CONSTELLATION ENERGY CORP,102803.3,2025-09-30,6.85,2.08,60.62,27.31,14.57
47,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,100412.8,2025-09-30,0.16,-12.03,-20.51,-15.79,8.66
48,NASDAQ,CME,CME GROUP INC,97370.6,2025-09-30,1.87,-1.5,4.01,27.92,-1.74
49,NASDAQ,NTES,NETEASE INC,96928.1,2025-09-30,11.6,13.4,52.37,66.91,-7.82
