순위,투자연도,투자월,종목선정일,시장,종목명,종목코드,시가총액,종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
178,2026,2026-09,2026-08-31,NYSE,Trane Technologies plc,TT,97778.3,448.9599914550781,-1.32,-0.52,-2.89,8.03,0.0
179,2026,2026-09,2026-08-31,NYSE,Howmet Aerospace Inc. Common Stock,HWM,97686.4,264.8500061035156,-6.17,2.56,0.88,52.13,0.0
180,2026,2026-09,2026-08-31,NASDAQ,Constellation Energy Corporation Common Stock,CEG,97353.0,276.75,5.33,-3.82,-16.11,-10.14,0.0
181,2026,2026-09,2026-08-31,NYSE,U.S. Bancorp Common Stock,USB,95944.8,62.470001220703125,-0.86,13.89,14.29,27.93,0.0
182,2026,2026-09,2026-08-31,NYSE,PNC Financial Services Group Inc. (The) Common Stock,PNC,95598.9,242.22000122070312,-3.06,9.54,14.07,16.77,0.0
183,2026,2026-09,2026-08-31,NASDAQ,Comcast Corporation Class A Common Stock,CMCSA,94464.7,27.059999465942383,12.94,8.81,-12.6,-15.0,0.0
184,2026,2026-09,2026-08-31,NASDAQ,Robinhood Markets Inc. Class A Common Stock,HOOD,94232.8,104.26000213623047,20.45,10.56,37.46,0.22,0.0
185,2026,2026-09,2026-08-31,NASDAQ,CSX Corporation Common Stock,CSX,93568.5,51.279998779296875,1.75,13.3,20.12,57.74,0.0
186,2026,2026-09,2026-08-31,NYSE,Duke Energy Corporation (Holding Company) Common Stock,DUK,93494.1,120.25,-4.13,-2.02,-8.1,-1.83,0.0
187,2026,2026-09,2026-08-31,NASDAQ,Cadence Design Systems Inc. Common Stock,CDNS,93297.6,340.3900146484375,0.11,-9.21,12.94,-2.87,0.0
188,2026,2026-09,2026-08-31,NYSE,Barclays PLC Common Stock,BCS,92614.6,26.860000610351562,-2.33,9.5,10.63,36.83,0.0
189,2026,2026-09,2026-08-31,NYSE,Williams Companies Inc. (The) Common Stock,WMB,91798.7,73.7300033569336,3.06,3.28,-1.32,27.38,0.0
190,2026,2026-09,2026-08-31,NYSE,Marsh Common Stock,MRSH,90574.7,192.63999938964844,1.56,20.42,3.16,-6.4,0.0
191,2026,2026-09,2026-08-31,NYSE,Intercontinental Exchange Inc. Common Stock,ICE,90216.1,162.3300018310547,6.46,9.79,-1.1,-8.08,0.0
192,2026,2026-09,2026-08-31,NYSE,HCA Healthcare Inc. Common Stock,HCA,89729.0,417.82000732421875,3.78,10.38,-21.12,3.43,0.0
193,2026,2026-09,2026-08-31,NYSE,Quanta Services Inc. Common Stock,PWR,89442.4,602.7000122070312,-9.69,-15.32,7.04,59.46,0.0
194,2026,2026-09,2026-08-31,NYSE,SLB Limited Common Shares,SLB,89197.0,57.33000183105469,15.61,5.1,11.67,55.62,0.0
195,2026,2026-09,2026-08-31,NASDAQ,Marriott International Class A Common Stock,MAR,89119.5,351.0799865722656,-5.83,-6.53,2.74,31.07,0.0
196,2026,2026-09,2026-08-31,NYSE,United Parcel Service Inc. Common Stock,UPS,88677.0,105.33000183105469,1.07,-1.27,-9.17,20.46,0.0
197,2026,2026-09,2026-08-31,NYSE,3M Company Common Stock,MMM,88616.6,174.33999633789062,-1.1,13.85,5.46,12.09,0.0
198,2026,2026-09,2026-08-31,NYSE,Waste Management Inc. Common Stock,WM,87505.6,219.66000366210938,-3.04,3.88,-8.79,-2.97,0.0
199,2026,2026-09,2026-08-31,NYSE,Moody's Corporation Common Stock,MCO,87403.6,514.9500122070312,7.64,13.61,7.82,1.02,0.0
200,2026,2026-09,2026-08-31,NYSE,Lloyds Banking Group Plc American Depositary Shares,LYG,86999.4,5.920000076293945,-4.05,8.23,6.67,37.04,0.0
201,2026,2026-09,2026-08-31,NYSE,ENI S.p.A. Common Stock,E,86221.4,52.810001373291016,-4.95,1.25,12.51,47.64,0.0
202,2026,2026-09,2026-08-31,NYSE,Elevance Health Inc. Common Stock,ELV,85129.9,394.42999267578125,4.95,0.32,23.26,23.78,0.0
203,2026,2026-09,2026-08-31,NASDAQ,Datadog Inc. Class A Common Stock,DDOG,85115.1,236.97999572753906,-11.56,-4.19,111.66,73.38,0.0
204,2026,2026-09,2026-08-31,NYSE,Emerson Electric Company Common Stock,EMR,85031.0,155.17999267578125,3.58,7.9,2.94,17.56,0.0
205,2026,2026-09,2026-08-31,NASDAQ,Synopsys Inc. Common Stock,SNPS,84241.6,442.6099853515625,13.85,-6.94,6.91,-26.66,0.0
206,2026,2026-09,2026-08-31,NYSE,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB,83911.9,7.5,-11.35,-4.82,-17.13,8.19,0.0
207,2026,2026-09,2026-08-31,NYSE,Enterprise Products Partners L.P. Common Stock,EPD,83830.9,39.02000045776367,2.55,6.06,7.97,21.41,0.0
208,2026,2026-09,2026-08-31,NYSE,Johnson Controls International plc Ordinary Share,JCI,83737.7,139.58999633789062,-4.82,4.13,-3.26,30.59,0.0
209,2026,2026-09,2026-08-31,NYSE,Canadian Pacific Kansas City Limited Common Shares,CP,82703.9,94.12000274658203,5.88,5.37,7.46,23.53,0.0
210,2026,2026-09,2026-08-31,NYSE,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares),ASX,82283.9,37.779998779296875,7.42,-1.49,55.54,281.23,0.0
211,2026,2026-09,2026-08-31,NASDAQ,Regeneron Pharmaceuticals Inc. Common Stock,REGN,82269.3,794.1900024414062,4.14,29.18,1.6,36.76,0.0
212,2026,2026-09,2026-08-31,NYSE,Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,82257.7,52.119998931884766,7.69,7.24,11.49,-13.36,0.0
213,2026,2026-09,2026-08-31,NYSE,Sherwin-Williams Company (The) Common Stock,SHW,82248.9,344.8599853515625,1.18,13.5,-4.89,-5.73,0.0
214,2026,2026-09,2026-08-31,NASDAQ,Lumentum Holdings Inc. Common Stock,LITE,82054.0,895.0,25.36,4.68,27.69,573.9,0.0
215,2026,2026-09,2026-08-31,NYSE,American Tower Corporation (REIT) Common Stock,AMT,81869.2,176.22999572753906,1.66,-5.74,-8.15,-13.55,0.0
216,2026,2026-09,2026-08-31,NYSE,Carvana Co. Class A Common Stock,CVNA,80840.1,74.04000091552734,18.73,1.42,10.79,-0.46,0.0
217,2026,2026-09,2026-08-31,NASDAQ,Cintas Corporation Common Stock,CTAS,80750.2,204.17999267578125,-0.22,19.22,1.52,-2.79,0.0
218,2026,2026-09,2026-08-31,NYSE,Apollo Global Management Inc. (New) Common Stock,APO,80656.4,135.0399932861328,7.52,4.92,29.1,-0.87,0.0
219,2026,2026-09,2026-08-31,NYSE,Motorola Solutions Inc. Common Stock,MSI,80314.1,486.0,11.53,20.51,0.78,2.87,0.0
220,2026,2026-09,2026-08-31,NYSE,Ecolab Inc. Common Stock,ECL,79389.1,286.75,3.28,12.01,-7.01,3.5,0.0
221,2026,2026-09,2026-08-31,NASDAQ,Mondelez International Inc. Class A Common Stock,MDLZ,79220.4,62.36000061035156,0.08,1.95,1.27,1.5,0.0
222,2026,2026-09,2026-08-31,NYSE,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG,78551.2,79.3499984741211,-0.78,-2.67,-15.38,12.44,0.0
223,2026,2026-09,2026-08-31,NYSE,Illinois Tool Works Inc. Common Stock,ITW,78425.4,280.1000061035156,-2.39,13.27,-3.62,5.84,0.0
224,2026,2026-09,2026-08-31,NYSE,Suncor Energy  Inc. Common Stock,SU,78154.7,65.43000030517578,-2.75,4.92,15.76,58.43,0.0
225,2026,2026-09,2026-08-31,NASDAQ,NetEase Inc. American Depositary Shares,NTES,77711.2,122.76000213623047,-7.89,-0.05,6.78,-9.86,0.0
226,2026,2026-09,2026-08-31,NYSE,Cummins Inc. Common Stock,CMI,77697.8,564.8499755859375,-10.94,-12.65,-3.26,41.77,0.0
227,2026,2026-09,2026-08-31,NYSE,FedEx Corporation Common Stock,FDX,77485.9,330.8800048828125,7.64,-0.27,6.1,77.7,0.0
228,2026,2026-09,2026-08-31,NYSE,Norfolk Southern Corporation Common Stock,NSC,76993.5,348.67999267578125,3.93,14.34,10.78,24.54,0.0
229,2026,2026-09,2026-08-31,NYSE,Northrop Grumman Corporation Common Stock,NOC,76671.4,545.5700073242188,0.57,-3.21,-24.68,-7.54,0.0
230,2026,2026-09,2026-08-31,NYSE,The Travelers Companies Inc. Common Stock,TRV,76323.9,369.8999938964844,-1.19,26.73,19.85,36.24,0.0
231,2026,2026-09,2026-08-31,NYSE,EOG Resources Inc. Common Stock,EOG,76035.7,143.35000610351562,-3.59,7.47,15.53,14.85,0.0
232,2026,2026-09,2026-08-31,NYSE,General Motors Company Common Stock,GM,75741.6,86.2699966430664,-2.91,3.64,9.6,47.24,0.0
233,2026,2026-09,2026-08-31,NYSE,Deutsche Bank AG Common Stock,DB,75368.9,40.36000061035156,9.97,24.95,13.95,14.89,0.0
234,2026,2026-09,2026-08-31,NYSE,Canadian National Railway Company Common Stock,CNI,75361.5,126.01000213623047,-0.94,6.29,12.32,30.2,0.0
235,2026,2026-09,2026-08-31,NYSE,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),NWG,74866.1,18.3799991607666,-2.96,14.59,10.72,31.66,0.0
236,2026,2026-09,2026-08-31,NYSE,Energy Transfer LP Common Units,ET,74065.4,21.309999465942383,4.67,11.16,13.11,20.26,0.0
237,2026,2026-09,2026-08-31,NYSE,Barrick Mining Corporation Common Shares,B,73785.0,45.650001525878906,24.29,7.29,-10.03,71.42,0.0
238,2026,2026-09,2026-08-31,NASDAQ,Ross Stores Inc. Common Stock,ROST,73311.3,228.5500030517578,-8.97,-1.37,11.14,55.31,0.0
239,2026,2026-09,2026-08-31,NYSE,Target Corporation Common Stock,TGT,73070.3,163.17999267578125,12.94,28.42,43.4,70.01,0.0
240,2026,2026-09,2026-08-31,NYSE,The Cigna Group Common Stock,CI,72951.5,278.8800048828125,-0.06,0.53,-3.77,-7.31,0.0
241,2026,2026-09,2026-08-31,NYSE,Royal Caribbean Cruises Ltd. Common Stock,RCL,71875.1,279.4100036621094,-12.22,-1.83,-10.15,-23.07,0.0
242,2026,2026-09,2026-08-31,NASDAQ,O'Reilly Automotive Inc. Common Stock,ORLY,71835.7,88.5,-0.95,1.86,-5.73,-14.64,0.0
243,2026,2026-09,2026-08-31,NYSE,Kinder Morgan Inc. Common Stock,KMI,71792.1,31.559999465942383,-1.93,1.54,-5.14,16.98,0.0
244,2026,2026-09,2026-08-31,NASDAQ,Warner Bros. Discovery Inc. Series A Common Stock,WBD,71630.4,28.770000457763672,9.39,6.52,2.13,147.16,0.0
245,2026,2026-09,2026-08-31,NYSE,Colgate-Palmolive Company Common Stock,CL,71602.1,90.75,-0.6,0.69,-8.46,7.95,0.0
246,2026,2026-09,2026-08-31,NYSE,Hilton Worldwide Holdings Inc. Common Stock,HLT,71183.5,321.8500061035156,0.42,-1.77,3.23,16.59,0.0
247,2026,2026-09,2026-08-31,NYSE,Manulife Financial Corporation Common Stock,MFC,70777.6,42.7599983215332,-3.78,11.97,20.32,39.06,0.0
248,2026,2026-09,2026-08-31,NYSE,Nu Holdings Ltd. Class A Ordinary Shares,NU,70650.1,14.300000190734863,-0.21,8.91,-4.54,-3.38,0.0
249,2026,2026-09,2026-08-31,NYSE,Boston Scientific Corporation Common Stock,BSX,69997.8,46.84000015258789,0.24,-3.04,-39.05,-55.6,0.0
250,2026,2026-09,2026-08-31,NYSE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,SE,69504.7,119.36000061035156,11.82,31.85,10.06,-36.01,0.0
251,2026,2026-09,2026-08-31,NYSE,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,AMX,69344.6,23.18000030517578,-8.56,-8.67,-10.91,15.96,0.0
252,2026,2026-09,2026-08-31,NYSE,Hewlett Packard Enterprise Company Common Stock,HPE,69176.4,52.310001373291016,9.21,21.54,143.64,131.77,0.0
253,2026,2026-09,2026-08-31,NYSE,Air Products and Chemicals Inc. Common Stock,APD,68912.3,308.0899963378906,4.48,10.58,11.76,4.75,0.0
254,2026,2026-09,2026-08-31,NYSE,Simon Property Group Inc. Common Stock,SPG,68696.5,214.55999755859375,-6.46,4.71,5.25,18.76,0.0
255,2026,2026-09,2026-08-31,NYSE,Digital Realty Trust Inc. Common Stock,DLR,68675.0,185.47000122070312,-1.62,-2.38,4.67,10.64,0.0
256,2026,2026-09,2026-08-31,NYSE,Wheaton Precious Metals Corp Common Shares (Canada),WPM,68500.9,153.3300018310547,40.63,15.63,-6.31,52.69,0.0
257,2026,2026-09,2026-08-31,NYSE,Aon plc Class A Ordinary Shares (Ireland),AON,68202.6,355.3999938964844,-1.43,12.45,5.94,-3.16,0.0
258,2026,2026-09,2026-08-31,NASDAQ,Honeywell International Inc. Common Stock,HON,67676.2,217.42999267578125,-10.54,-12.84,-14.89,0.21,0.0
259,2026,2026-09,2026-08-31,NYSE,Republic Services Inc. Common Stock,RSG,67648.6,222.11000061035156,5.49,10.81,-3.01,-5.07,0.0
260,2026,2026-09,2026-08-31,NYSE,Arthur J. Gallagher & Co. Common Stock,AJG,67189.0,267.55999755859375,7.27,33.04,17.25,-11.62,0.0
261,2026,2026-09,2026-08-31,NASDAQ,American Electric Power Company Inc. Common Stock,AEP,66650.6,122.30999755859375,-4.33,-3.44,-8.6,10.17,0.0
262,2026,2026-09,2026-08-31,NYSE,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),RELX,66447.5,36.540000915527344,3.16,11.44,5.03,-21.71,0.0
263,2026,2026-09,2026-08-31,NASDAQ,PACCAR Inc. Common Stock,PCAR,65337.7,125.33999633789062,-5.53,13.56,-0.59,25.37,0.0
264,2026,2026-09,2026-08-31,NYSE,Allstate Corporation (The) Common Stock,ALL,65186.8,260.5799865722656,-1.33,26.44,21.47,28.08,0.0
265,2026,2026-09,2026-08-31,NYSE,Transdigm Group Incorporated Common Stock,TDG,64769.7,1185.969970703125,-5.45,-5.75,-8.97,-15.22,0.0
266,2026,2026-09,2026-08-31,NYSE,United Rentals Inc. Common Stock,URI,64607.7,1030.25,-4.54,3.47,22.65,7.73,0.0
267,2026,2026-09,2026-08-31,NYSE,VALE S.A.  American Depositary Shares Each Representing one common share,VALE,64427.0,15.029999732971191,-0.2,-7.51,-12.51,46.21,0.0
268,2026,2026-09,2026-08-31,NASDAQ,argenx SE American Depositary Shares,ARGX,64027.8,1023.2100219726562,19.84,22.4,33.42,43.67,0.0
269,2026,2026-09,2026-08-31,NYSE,CRH PLC Ordinary Shares,CRH,63112.0,95.86000061035156,0.89,-11.89,-20.1,-15.13,0.0
270,2026,2026-09,2026-08-31,NASDAQ,Baker Hughes Company Class A Common Stock,BKR,63084.4,62.40999984741211,3.17,-2.3,-4.37,37.47,0.0
271,2026,2026-09,2026-08-31,NYSE,Targa Resources Inc. Common Stock,TRGP,62967.7,287.82000732421875,6.45,12.84,22.06,71.57,0.0
272,2026,2026-09,2026-08-31,NYSE,TC Energy Corporation Common Stock,TRP,62530.0,61.86000061035156,-8.26,-7.15,-3.9,18.82,0.0
273,2026,2026-09,2026-08-31,NASDAQ,Monolithic Power Systems Inc. Common Stock,MPWR,62302.0,1256.260009765625,-11.91,-19.79,9.93,50.31,0.0
274,2026,2026-09,2026-08-31,NYSE,Cencora Inc. Common Stock,COR,61751.7,322.0299987792969,3.43,19.55,-13.47,10.43,0.0
275,2026,2026-09,2026-08-31,NYSE,W.W. Grainger Inc. Common Stock,GWW,61678.2,1306.300048828125,-5.49,5.84,14.11,28.89,0.0
276,2026,2026-09,2026-08-31,NYSE,Bloom Energy Corporation Class A Common Stock,BE,60761.0,210.77000427246094,2.41,-26.05,35.4,298.13,0.0
277,2026,2026-09,2026-08-31,NYSE,Truist Financial Corporation Common Stock,TFC,60568.2,50.43000030517578,-2.72,4.6,2.27,7.71,0.0
278,2026,2026-09,2026-08-31,NYSE,ONEOK Inc. Common Stock,OKE,60521.8,94.76000213623047,4.35,12.89,14.49,24.06,0.0
279,2026,2026-09,2026-08-31,NYSE,MetLife Inc. Common Stock,MET,60478.3,96.51000213623047,0.4,16.71,33.91,18.62,0.0
280,2026,2026-09,2026-08-31,NYSE,Cenovus Energy Inc Common Stock,CVE,60281.2,31.579999923706055,4.6,14.54,41.55,90.13,0.0
281,2026,2026-09,2026-08-31,NYSE,Cheniere Energy Inc. Common Stock,LNG,60243.9,282.3299865722656,7.12,25.56,19.77,16.75,0.0
282,2026,2026-09,2026-08-31,NYSE,Occidental Petroleum Corporation Common Stock,OXY,60158.2,59.099998474121094,3.56,4.36,11.34,24.13,0.0
283,2026,2026-09,2026-08-31,NYSE,MPLX LP Common Units Representing Limited Partner Interests,MPLX,59990.0,59.25,1.37,8.42,0.53,16.47,0.0
284,2026,2026-09,2026-08-31,NYSE,TE Connectivity plc Ordinary Shares,TEL,59422.6,202.66000366210938,-1.47,-5.04,-11.94,-1.86,0.0
285,2026,2026-09,2026-08-31,NYSE,Nokia Corporation Sponsored American Depositary Shares,NOK,58226.3,10.210000038146973,11.71,-31.2,32.25,137.44,0.0
286,2026,2026-09,2026-08-31,NYSE,AFLAC Incorporated Common Stock,AFL,58080.6,116.5199966430664,-8.6,3.65,3.18,9.04,0.0
287,2026,2026-09,2026-08-31,NYSE,Dominion Energy Inc. Common Stock,D,58057.5,65.55000305175781,-5.23,-2.08,3.82,9.43,0.0
288,2026,2026-09,2026-08-31,NYSE,Realty Income Corporation Common Stock,O,57984.2,61.97999954223633,-2.96,1.14,-7.49,5.48,0.0
289,2026,2026-09,2026-08-31,NYSE,Nike Inc. Common Stock,NKE,57945.5,39.599998474121094,-5.06,-14.34,-36.31,-48.82,0.0
290,2026,2026-09,2026-08-31,NYSE,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),TAK,56814.0,18.030000686645508,5.5,12.97,-3.84,20.28,0.0
291,2026,2026-09,2026-08-31,NYSE,AngloGold Ashanti PLC Ordinary Shares,AU,56808.0,113.19000244140625,42.7,16.88,-11.41,99.77,0.0
292,2026,2026-09,2026-08-31,NYSE,Arcelor Mittal NY Registry Shares NEW,MT,56780.0,74.38999938964844,6.06,7.17,14.17,122.99,0.0
293,2026,2026-09,2026-08-31,NASDAQ,NXP Semiconductors N.V. Common Stock,NXPI,56646.2,223.5800018310547,-2.43,-30.42,-1.51,-4.8,0.0
294,2026,2026-09,2026-08-31,NYSE,Nucor Corporation Common Stock,NUE,56637.2,250.5,-2.64,0.2,41.62,68.43,0.0
295,2026,2026-09,2026-08-31,NASDAQ,Fastenal Company Common Stock,FAST,56583.1,49.779998779296875,4.34,12.62,8.12,0.24,0.0
296,2026,2026-09,2026-08-31,NYSE,Corteva Inc. Common Stock,CTVA,56464.8,83.9000015258789,6.59,7.18,4.72,13.09,0.0
297,2026,2026-09,2026-08-31,NASDAQ,Diamondback Energy Inc. Common Stock,FANG,56139.3,197.6699981689453,-2.6,3.23,13.55,32.88,0.0
298,2026,2026-09,2026-08-31,NASDAQ,Nebius Group N.V. Class A Ordinary Shares,NBIS,56089.2,209.17999267578125,9.86,-9.48,129.39,206.18,0.0
299,2026,2026-09,2026-08-31,NASDAQ,Moderna Inc. Common Stock,MRNA,56028.8,137.99000549316406,151.71,192.41,157.59,472.81,0.0
300,2026,2026-09,2026-08-31,NYSE,Keysight Technologies Inc. Common Stock,KEYS,55147.9,319.9700012207031,0.28,-5.43,4.11,95.78,0.0
301,2026,2026-09,2026-08-31,NASDAQ,Nasdaq Inc. Common Stock,NDAQ,55120.8,99.30999755859375,5.44,7.34,13.39,4.82,0.0
302,2026,2026-09,2026-08-31,NYSE,Southern Company (The) 2025 Series A Corporate Units,SOMN,55044.9,47.7599983215332,-3.81,-5.05,-10.39,0.0,0.0
303,2026,2026-09,2026-08-31,NYSE,Garmin Ltd. Common Stock (Switzerland),GRMN,54791.3,285.19000244140625,-2.92,21.92,12.8,17.93,0.0
304,2026,2026-09,2026-08-31,NASDAQ,Teradyne Inc. Common Stock,TER,54692.7,354.9700012207031,-3.46,-5.17,10.92,200.21,0.0
305,2026,2026-09,2026-08-31,NYSE,Ford Motor Company Common Stock,F,54599.4,13.880000114440918,-5.45,-20.41,-1.49,17.93,0.0
306,2026,2026-09,2026-08-31,NYSE,Cardinal Health Inc. Common Stock,CAH,54566.9,234.5500030517578,1.96,19.18,2.32,57.65,0.0
307,2026,2026-09,2026-08-31,NASDAQ,Autodesk Inc. Common Stock,ADSK,54549.8,260.6600036621094,11.3,12.69,6.02,-17.17,0.0
308,2026,2026-09,2026-08-31,NYSE,Coherent Corp. Common Stock,COHR,54408.1,279.20001220703125,6.2,-22.76,7.83,208.61,0.0
309,2026,2026-09,2026-08-31,NYSE,Comfort Systems USA Inc. Common Stock,FIX,54397.1,1518.72998046875,-12.2,-16.93,6.25,115.92,0.0
310,2026,2026-09,2026-08-31,NYSE,Ciena Corporation Common Stock,CIEN,54186.5,378.44000244140625,0.37,-34.78,8.53,302.72,0.0
311,2026,2026-09,2026-08-31,NYSE,AMETEK Inc.,AME,53915.4,236.25,-2.26,4.6,-1.24,27.84,0.0
312,2026,2026-09,2026-08-31,NYSE,Public Storage Common Stock,PSA,53913.9,313.510009765625,-3.29,3.23,2.1,6.42,0.0
313,2026,2026-09,2026-08-31,NYSE,DBA Sempra Common Stock,SRE,53423.7,84.30999755859375,-4.79,-5.41,-12.42,2.12,0.0
314,2026,2026-09,2026-08-31,NYSE,Devon Energy Corporation Common Stock,DVN,53361.0,47.349998474121094,4.92,6.43,8.78,31.16,0.0
315,2026,2026-09,2026-08-31,NYSE,State Street Corporation Common Stock,STT,52572.4,193.3300018310547,4.98,24.22,50.31,68.16,0.0
316,2026,2026-09,2026-08-31,NYSE,Edwards Lifesciences Corporation Common Stock,EW,52308.3,90.20999908447266,4.81,4.33,4.33,10.9,0.0
317,2026,2026-09,2026-08-31,NASDAQ,Astera Labs Inc. Common Stock,ALAB,51521.6,289.4700012207031,-6.99,-15.57,143.6,58.87,0.0
318,2026,2026-09,2026-08-31,NYSE,Vivmark Residential Common Shares of Beneficial Interest,VMRK,51297.8,65.54000091552734,-1.37,0.14,3.69,-0.88,0.0
319,2026,2026-09,2026-08-31,NYSE,Delta Air Lines Inc. Common Stock,DAL,51294.6,80.06999969482422,-8.43,-2.92,21.87,29.61,0.0
320,2026,2026-09,2026-08-31,NYSE,Becton Dickinson and Company Common Stock,BDX,51238.7,189.52000427246094,14.43,28.82,7.39,24.92,0.0
321,2026,2026-09,2026-08-31,NYSE,Diageo plc Common Stock,DEO,51124.0,92.98999786376953,5.6,12.77,3.9,-16.85,0.0
322,2026,2026-09,2026-08-31,NASDAQ,Strategy Inc Common Stock Class A,MSTR,51079.0,127.30999755859375,36.48,-19.98,-1.69,-61.93,0.0
323,2026,2026-09,2026-08-31,NYSE,Franco-Nevada Corporation,FNV,50754.7,266.1600036621094,25.0,15.37,-5.15,41.31,0.0
324,2026,2026-09,2026-08-31,NASDAQ,Honeywell Aerospace Inc. Common Stock,HONA,50113.4,162.3699951171875,-21.46,0.0,0.0,0.0,0.0
325,2026,2026-09,2026-08-31,NYSE,United Microelectronics Corporation (NEW) Common Stock,UMC,50050.5,19.790000915527344,3.99,-10.78,89.56,200.76,0.0
326,2026,2026-09,2026-08-31,NYSE,Ameriprise Financial Inc. Common Stock,AMP,49723.0,559.3200073242188,2.47,25.49,18.97,8.65,0.0
327,2026,2026-09,2026-08-31,NASDAQ,Coinbase Global Inc. Class A Common Stock,COIN,49633.0,178.63999938964844,22.14,-5.5,1.59,-41.34,0.0
328,2026,2026-09,2026-08-31,NYSE,Entergy Corporation Common Stock,ETR,49607.6,105.75,-1.74,-3.03,-1.27,20.05,0.0
329,2026,2026-09,2026-08-31,NYSE,L3Harris Technologies Inc. Common Stock,LHX,49579.6,262.82000732421875,-5.14,-16.61,-27.9,-5.33,0.0
330,2026,2026-09,2026-08-31,NYSE,Block Inc. Class A Common Stock,XYZ,49277.2,83.56999969482422,2.87,10.37,31.19,4.93,0.0
331,2026,2026-09,2026-08-31,NASDAQ,Atlassian Corporation Class A Common Stock,TEAM,49152.0,190.4149932861328,88.5,76.95,153.45,7.11,0.0
332,2026,2026-09,2026-08-31,NASDAQ,Coca-Cola Europacific Partners plc Ordinary Shares,CCEP,49039.2,109.0999984741211,-0.33,20.3,-1.2,22.78,0.0
333,2026,2026-09,2026-08-31,NYSE,Infosys Limited American Depositary Shares,INFY,48919.7,12.050000190734863,0.17,-4.74,-16.55,-28.36,0.0
334,2026,2026-09,2026-08-31,NYSE,AutoZone Inc. Common Stock,AZO,48833.1,2961.9599609375,-1.8,0.91,-21.13,-29.45,0.0
335,2026,2026-09,2026-08-31,NYSE,Fifth Third Bancorp Common Stock,FITB,48763.6,54.540000915527344,-3.47,9.23,10.25,19.16,0.0
336,2026,2026-09,2026-08-31,NYSE,Westinghouse Air Brake Technologies Corporation Common Stock,WAB,48296.7,292.2300109863281,0.47,11.9,10.71,51.02,0.0
337,2026,2026-09,2026-08-31,NYSE,Chipotle Mexican Grill Inc. Common Stock,CMG,48123.8,38.029998779296875,2.18,19.37,2.18,-9.75,0.0
338,2026,2026-09,2026-08-31,NYSE,Carrier Global Corporation Common Stock,CARR,47992.2,58.790000915527344,-4.89,-7.95,-8.71,-9.83,0.0
339,2026,2026-09,2026-08-31,NASDAQ,Workday Inc. Class A Common Stock,WDAY,47585.4,204.72000122070312,27.68,40.04,53.05,-11.31,0.0
340,2026,2026-09,2026-08-31,NYSE,Ares Management Corporation Class A Common Stock,ARES,47285.8,142.52999877929688,11.27,10.92,27.25,-20.46,0.0
341,2026,2026-09,2026-08-31,NASDAQ,Xcel Energy Inc. Common Stock,XEL,47278.6,76.44999694824219,-2.24,-3.84,-8.29,5.61,0.0
342,2026,2026-09,2026-08-31,NYSE,Rockwell Automation Inc. Common Stock,ROK,47228.0,430.8599853515625,-10.25,-4.48,5.75,25.46,0.0
343,2026,2026-09,2026-08-31,NASDAQ,CoreWeave Inc. Class A Common Stock,CRWV,46819.9,84.2300033569336,17.36,-23.1,5.87,-18.26,0.0
344,2026,2026-09,2026-08-31,NYSE,Ventas Inc. Common Stock,VTR,46765.3,91.80999755859375,-1.82,8.75,6.56,34.86,0.0
345,2026,2026-09,2026-08-31,NASDAQ,Thomson Reuters Corporation Common Shares,TRI,46491.0,106.2300033569336,8.25,22.8,10.19,-40.19,0.0
346,2026,2026-09,2026-08-31,NASDAQ,Natera Inc. Common Stock,NTRA,46408.7,326.260009765625,21.85,46.06,56.83,93.91,0.0
347,2026,2026-09,2026-08-31,NYSE,Heico Corporation Common Stock,HEI,46280.7,336.5299987792969,-5.56,-3.35,5.34,7.86,0.0
348,2026,2026-09,2026-08-31,NYSE,Veeva Systems Inc. Class A Common Stock,VEEV,46255.7,276.69000244140625,35.78,58.71,52.02,2.78,0.0
349,2026,2026-09,2026-08-31,NYSE,Vistra Corp. Common Stock,VST,46106.2,137.08999633789062,-7.49,-14.44,-21.16,-27.51,0.0
350,2026,2026-09,2026-08-31,NASDAQ,eBay Inc. Common Stock,EBAY,46084.2,105.62000274658203,-7.36,-3.34,16.24,16.57,0.0
351,2026,2026-09,2026-08-31,NASDAQ,Medline Inc. Class A Common Stock,MDLN,46054.2,35.279998779296875,-10.18,-3.5,-25.74,0.0,0.0
352,2026,2026-09,2026-08-31,NASDAQ,Axon Enterprise Inc. Common Stock,AXON,46025.9,600.72998046875,13.83,33.88,10.75,-19.61,0.0
353,2026,2026-09,2026-08-31,NYSE,Humana Inc. Common Stock,HUM,46018.4,385.5400085449219,5.96,26.23,102.34,26.96,0.0
