순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,1090307.5,2018-09-28,2.75,22.12,36.6,49.5,-3.05
2,NASDAQ,AMZN,AMAZON COM INC,976945.6,2018-09-28,3.63,17.72,39.93,109.43,-20.22
3,NASDAQ,MSFT,MICROSOFT CORP,877014.0,2018-09-28,3.73,16.41,29.0,57.62,-6.61
4,NASDAQ,GOOGL,ALPHABET INC,839738.7,2018-09-28,-3.11,7.13,20.08,25.11,-9.65
5,NASDAQ,META,META PLATFORMS INC,474832.0,2018-09-28,-6.69,-16.19,7.47,-2.53,-7.7
6,NASDAQ,WMT,WALMART INC,275034.5,2018-09-28,-2.25,10.02,8.3,21.75,6.78
7,NASDAQ,CSCO,CISCO SYSTEMS INC,222395.4,2018-09-28,3.62,14.17,18.63,50.58,-5.32
8,NASDAQ,INTC,INTEL CORP,218054.2,2018-09-28,-2.64,-3.4,-3.53,28.07,-0.87
9,NASDAQ,NVDA,NVIDIA CORP,170848.0,2018-09-28,2.48,16.74,27.12,60.37,-24.99
10,NASDAQ,NFLX,NETFLIX INC,162917.7,2018-09-28,1.53,-5.38,30.92,107.04,-19.34
11,NASDAQ,CMCSA,COMCAST CORP,162246.3,2018-09-28,-2.59,9.14,7.62,-4.55,8.29
12,NASDAQ,PEP,PEPSICO INC,158121.2,2018-09-28,1.39,3.71,4.19,3.36,0.52
13,NASDAQ,AMGN,AMGEN INC,134173.0,2018-09-28,4.37,13.82,23.35,14.98,-7.0
14,NASDAQ,ADBE,ADOBE INC,131771.6,2018-09-28,2.63,12.57,27.01,83.85,-8.96
15,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,123570.4,2018-09-28,3.94,16.82,17.3,20.73,-9.17
16,NASDAQ,SNY,SANOFI,112034.1,2018-09-28,2.46,12.49,17.11,-5.27,0.11
17,NASDAQ,QCOM,QUALCOMM INC,105820.1,2018-09-28,4.14,30.0,34.26,44.33,-12.69
18,NASDAQ,TXN,TEXAS INSTRUMENTS INC,104306.8,2018-09-28,-6.72,-1.11,6.49,22.53,-12.76
