순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2913283.9,2021-12-31,177.57,173.615,7.42,25.67,30.04,34.65,-1.57
2,NASDAQ,MSFT,MICROSOFT CORP,2525084.0,2021-12-31,336.32,323.948,1.73,19.51,24.62,52.48,-7.53
3,NASDAQ,GOOGL,ALPHABET INC,1922950.8,2021-12-31,144.852,143.571,2.08,8.36,18.64,65.3,-6.59
4,NASDAQ,AMZN,AMAZON COM INC,1691002.6,2021-12-31,166.717,166.717,-4.92,1.5,-3.08,2.38,-10.28
5,NASDAQ,TSLA,TESLA INC,1061287.0,2021-12-31,352.26,352.26,-7.69,36.27,55.48,49.76,-11.36
6,NASDAQ,META,META PLATFORMS INC,935644.8,2021-12-31,336.35,333.756,3.66,-0.9,-3.27,23.13,-6.86
7,NASDAQ,NVDA,NVIDIA CORP,735863.2,2021-12-31,29.411,29.32,-9.98,41.99,47.09,125.49,-16.75
8,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,669111.1,2021-12-31,299.0,299.0,8.06,9.55,7.58,28.95,4.69
9,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,623936.8,2021-12-31,120.31,112.072,3.13,8.22,0.96,12.1,1.93
10,NYSE,UNH,UNITEDHEALTH GROUP INC,472941.2,2021-12-31,502.14,465.55,13.4,28.92,26.25,45.21,-5.89
11,NYSE,JPM,JPMORGAN CHASE & CO,467966.4,2021-12-31,158.35,141.124,-0.3,-2.69,3.0,27.73,-5.58
12,NYSE,V,VISA INC,456879.2,2021-12-31,216.71,209.385,11.84,-2.54,-7.03,-0.32,4.37
13,NYSE,JNJ,JOHNSON & JOHNSON,450358.4,2021-12-31,171.07,150.533,9.71,6.63,5.16,11.45,0.71
14,NYSE,HD,HOME DEPOT INC,433369.7,2021-12-31,415.01,369.697,4.02,26.95,31.34,59.5,-11.57
15,NASDAQ,WMT,WALMART INC,401352.5,2021-12-31,48.23,45.599,3.3,4.22,3.39,1.97,-3.37
16,NYSE,PG,PROCTER & GAMBLE CO,395855.1,2021-12-31,163.58,145.839,13.14,17.74,22.76,20.54,-1.39
17,NYSE,BAC,BANK OF AMERICA CORP,364109.9,2021-12-31,44.49,39.748,0.51,5.3,8.97,49.57,3.71
18,NYSE,MA,MASTERCARD INC,353052.5,2021-12-31,359.32,349.914,14.26,3.62,-1.08,1.55,7.67
19,NYSE,PFE,PFIZER INC,331439.8,2021-12-31,59.05,46.483,9.9,38.52,53.52,66.74,-10.1
20,NASDAQ,ASML,ASML HOLDING NV,324745.5,2021-12-31,796.14,762.242,0.58,7.12,15.54,64.13,-14.94
21,NYSE,BABA,ALIBABA GROUP HOLDING LTD,320168.7,2021-12-31,118.79,112.762,-6.85,-19.76,-47.62,-48.96,5.89
22,NYSE,DIS,WALT DISNEY CO,281536.7,2021-12-31,154.89,151.329,6.89,-8.44,-11.88,-14.51,-7.7
23,NASDAQ,AVGO,BROADCOM INC,274730.5,2021-12-31,66.541,61.509,20.94,38.09,41.46,56.43,-11.95
24,NYSE,ACN,ACCENTURE PLC,273122.5,2021-12-31,414.55,382.283,15.99,29.96,41.43,60.66,-14.49
25,NASDAQ,ADBE,ADOBE INC,269807.1,2021-12-31,567.06,567.06,-15.35,-1.5,-3.17,13.38,-5.78
26,NASDAQ,CSCO,CISCO SYSTEMS INC,267269.7,2021-12-31,63.37,55.662,15.55,17.22,21.21,45.76,-11.62
27,NASDAQ,NFLX,NETFLIX INC,266852.1,2021-12-31,60.244,60.244,-6.15,-1.29,14.05,11.41,-29.1
28,NYSE,LLY,ELI LILLY & CO,264230.0,2021-12-31,276.22,265.264,11.36,19.94,21.13,66.08,-11.16
29,NYSE,NKE,NIKE INC,263808.2,2021-12-31,166.67,153.984,-1.34,14.97,8.25,18.7,-11.16
30,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,262924.6,2021-12-31,667.24,659.193,5.48,16.84,32.38,43.54,-12.88
31,NYSE,XOM,EXXON MOBIL CORP,259052.0,2021-12-31,61.19,52.385,2.25,5.46,-0.18,57.64,24.14
32,NYSE,NVO,NOVO NORDISK A S,256692.8,2021-12-31,56.0,50.638,4.84,16.66,34.42,63.47,-10.83
33,NYSE,TM,TOYOTA MOTOR CORP,256654.9,2021-12-31,185.3,167.877,4.19,4.25,7.18,23.17,7.1
34,NYSE,KO,COCA COLA CO,255752.9,2021-12-31,59.21,52.201,12.89,13.75,11.13,11.4,3.04
