순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,356806.2,2001-12-31,3.18,29.47,-9.25,52.72,-3.83
2,NASDAQ,WMT,WALMART INC,256501.0,2001-12-31,4.48,16.4,18.26,8.93,4.22
3,NASDAQ,INTC,INTEL CORP,211092.4,2001-12-31,-3.71,53.98,7.67,4.9,11.42
4,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,160379.1,2001-12-31,-4.4,49.57,-3.69,-53.06,-16.86
5,NASDAQ,CSCO,CISCO SYSTEMS INC,132835.3,2001-12-31,-11.4,48.69,-0.5,-52.65,9.33
6,NASDAQ,PEP,PEPSICO INC,85187.8,2001-12-31,0.43,0.69,10.82,-0.54,2.87
7,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,79808.5,2001-12-31,1.34,17.48,15.43,-27.66,-15.5
8,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,78292.9,2001-12-31,1.15,27.97,-14.69,-5.56,-9.42
9,NASDAQ,AMRN,AMARIN CORP PLC,71944.2,2001-12-31,-33.4,-15.31,73.35,215.82,16.87
10,NASDAQ,DELL1,DELL INC,70193.5,2001-12-31,-2.69,46.68,3.94,55.87,1.14
11,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,59042.1,2001-12-31,3.14,-0.61,10.19,,8.9
12,NASDAQ,AMGN,AMGEN INC,59008.7,2001-12-31,-15.04,-3.96,-6.99,-11.73,-1.66
13,NASDAQ,TXN,TEXAS INSTRUMENTS INC,48501.6,2001-12-31,-12.64,12.17,-12.11,-40.76,11.55
14,NASDAQ,WCOEQ,WORLDCOM INC,41668.4,2001-12-31,0.87,-2.49,7.55,13.2,-28.63
15,NASDAQ,JAVA1,SUN MICROSYSTEMS INC,39871.7,2001-12-31,-13.62,48.73,-21.76,-55.87,-12.52
16,NASDAQ,QCOM,QUALCOMM INC,38603.2,2001-12-31,-14.0,6.23,-13.64,-38.55,-12.77
17,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,36317.8,2001-12-31,6.41,25.45,18.74,-6.45,-8.32
18,NASDAQ,FITB,FIFTH THIRD BANCORP,35437.0,2001-12-31,2.44,0.13,2.86,4.11,3.13
19,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,34335.8,2001-12-31,2.0,-2.13,-2.13,-19.19,7.78
20,NASDAQ,CMCSA,COMCAST CORP,34017.4,2001-12-31,-4.88,1.27,-16.18,-12.85,-0.56
21,NASDAQ,AMAT,APPLIED MATERIALS INC,32732.4,2001-12-31,0.91,40.99,-18.33,5.0,8.86
22,NASDAQ,EDS,ELECTRONIC DATA SYSTEMS CORP,32289.1,2001-12-31,-0.97,19.32,10.19,19.83,-8.67
