종목선정일,시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,이번달수익률
2025-12-31,NASDAQ,DoorDash Inc. Class A Common Stock,DASH,0,226.48,14.17,-16.73,-8.13,35.01,1740,-9.65
2025-12-31,NASDAQ,Robinhood Markets Inc. Class A Common Stock,HOOD,0,113.1,-11.98,-21.01,20.79,203.54,1720,-12.04
2025-12-31,NASDAQ,PACCAR Inc. Common Stock,PCAR,0,109.51,3.88,11.38,15.2,5.28,1700,12.24
2025-12-31,NASDAQ,Fortinet Inc. Common Stock,FTNT,0,79.41,-2.12,-5.55,-24.89,-15.95,1690,2.33
2025-12-31,NASDAQ,Baker Hughes Company Class A Common Stock,BKR,0,45.54,-9.28,-6.53,18.78,11.02,1670,23.06
2025-12-31,NASDAQ,Medline Inc. Class A Common Stock,MDLN,0,42,#N/A,#N/A,#N/A,#N/A,1660,5.24
2025-12-31,NASDAQ,Diamondback Energy Inc. Common Stock,FANG,0,150.33,-1.48,5.05,9.41,-8.24,1660,9.06
2025-12-31,NASDAQ,Monolithic Power Systems Inc. Common Stock,MPWR,0,906.36,-2.35,-1.55,23.92,53.18,1640,24.03
2025-12-31,NASDAQ,Fastenal Company Common Stock,FAST,0,40.13,-0.67,-18.17,-4.45,11.6,1610,8.05
2025-12-31,NASDAQ,Electronic Arts Inc. Common Stock,EA,0,204.33,1.14,1.3,27.95,39.67,1610,-0.2
2025-12-31,NASDAQ,Autodesk Inc. Common Stock,ADSK,0,296.01,-2.42,-6.82,-4.38,0.15,1590,-14.57
2025-12-31,NASDAQ,Lumentum Holdings Inc. Common Stock,LITE,0,368.59,13.36,126.53,287.74,339.06,1570,6.31
2025-12-31,NASDAQ,Exelon Corporation Common Stock,EXC,0,43.59,-7.49,-3.15,0.39,15.81,1550,2.73
2025-12-31,NASDAQ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,HBANL,0,25.39,-1.59,-0.67,2.75,-0.12,1520,-0.16
2025-12-31,NASDAQ,NXP Semiconductors N.V. Common Stock,NXPI,0,217.06,11.35,-4.69,-0.65,4.43,1510,4.18
2025-12-31,NASDAQ,Xcel Energy Inc. Common Stock,XEL,0,73.86,-10.05,-8.42,8.46,9.39,1450,2.98
2025-12-31,NASDAQ,Nasdaq Inc. Common Stock,NDAQ,0,97.13,6.83,9.81,8.62,25.64,1440,-0.25
2025-12-31,NASDAQ,Ferrovial SE Ordinary Shares,FER,0,64.61,-1.82,10.26,20.61,53.72,1410,5.23
2025-12-31,NASDAQ,Teradyne Inc. Common Stock,TER,0,193.56,6.42,40.63,115.26,53.72,1410,24.54
2025-12-31,NASDAQ,Coinbase Global Inc. Class A Common Stock,COIN,0,226.14,-17.11,-32.99,-35.48,-8.92,1380,-13.89
2025-12-31,NASDAQ,argenx SE American Depositary Shares,ARGX,0,840.95,-7.79,14.02,52.56,36.74,1340,-0.05
2025-12-31,NASDAQ,IDEXX Laboratories Inc. Common Stock,IDXX,0,676.53,-10.14,5.89,26.14,63.63,1320,-0.9
2025-12-31,NASDAQ,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,HBANM,0,22.08,-0.76,-6.04,-0.27,-12.49,1290,2.67
2025-12-31,NASDAQ,Alnylam Pharmaceuticals Inc. Common Stock,ALNY,0,397.65,-11.87,-12.8,21.94,68.99,1270,-14.99
2025-12-31,NASDAQ,Strategy Inc Common Stock Class A,MSTR,0,151.95,-14.24,-52.84,-62.41,-47.53,1240,-1.47
2025-12-31,NASDAQ,JD.com Inc. American Depositary Shares,JD,0,28.7,-3.79,-17.95,-12.07,-17.22,1240,-0.77
2025-12-31,NASDAQ,Bruker Corporation 6.375% Mandatory Convertible Preferred Stock Series A,BRKRP,0,366,-1.99,34.66,#N/A,#N/A,1240,-5.23
2025-12-31,NASDAQ,Fifth Third Bancorp Common Stock,FITB,0,46.81,7.71,5.07,13.81,10.71,1200,7.28
2025-12-31,NASDAQ,Datadog Inc. Class A Common Stock,DDOG,0,135.99,-15.01,-4.5,1.24,-4.83,1170,-4.9
2025-12-31,NASDAQ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock,HBANZ,0,#N/A,#N/A,#N/A,#N/A,#N/A,1140,#N/A
2025-12-31,NASDAQ,PayPal Holdings Inc. Common Stock,PYPL,0,58.38,-6.88,-12.94,-21.45,-31.6,1130,-9.75
2025-12-31,NASDAQ,Coca-Cola Europacific Partners plc Ordinary Shares,CCEP,0,90.7,-1.08,0.32,-2.18,18.08,1100,1.1
2025-12-31,NASDAQ,eBay Inc. Common Stock,EBAY,0,87.1,5.21,-4.23,16.98,40.6,1080,4.73
2025-12-31,NASDAQ,Old Dominion Freight Line Inc. Common Stock,ODFL,0,156.8,15.9,11.38,-3.39,-11.11,1060,10.46
2025-12-31,NASDAQ,CoreWeave Inc. Class A Common Stock,CRWV,0,71.61,-2.07,-47.67,-56.08,#N/A,1050,30.14
2025-12-31,NASDAQ,Thomson Reuters Corporation Common Shares,TRI,0,133.96,-2.61,-15.09,-34.42,-17.77,1050,-16.12
2025-12-31,NASDAQ,Elbit Systems Ltd. Ordinary Shares,ESLT,0,577.71,22.97,13.32,28.52,123.86,1020,21.61
2025-12-31,NASDAQ,Ericsson American Depositary Shares,ERIC,0,9.65,0.52,16.69,13.8,19.73,1020,11.92
2025-12-31,NASDAQ,Baidu Inc. ADS,BIDU,0,130.66,11.78,-0.84,52.36,54.98,990,17.24
2025-12-31,NASDAQ,Rocket Lab Corporation Common Stock,RKLB,0,69.76,65.54,45.61,95.02,173.89,990,14.78
2025-12-31,NASDAQ,Take-Two Interactive Software Inc. Common Stock,TTWO,0,256.03,4.05,-0.9,5.43,39.09,970,-13.96
2025-12-31,NASDAQ,Roper Technologies Inc. Common Stock,ROP,0,445.13,-0.24,-10.74,-21.47,-14.37,970,-16.6
2025-12-31,NASDAQ,Keurig Dr Pepper Inc. Common Stock,KDP,0,28.01,0.39,9.8,-15.28,-12.8,940,-2.03
2025-12-31,NASDAQ,Vodafone Group Plc American Depositary Shares,VOD,0,13.21,5.93,13.88,23.92,55.59,940,10.9
2025-12-31,NASDAQ,Insmed Incorporated Common Stock,INSM,0,174.04,-16.23,20.85,72.93,152.09,940,-9.87
2025-12-31,NASDAQ,Microchip Technology Incorporated Common Stock,MCHP,0,63.72,18.92,-0.78,-9.45,11.11,880,19.15
2025-12-31,NASDAQ,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,HBANP,0,17.09,-0.7,-8.02,-2.68,-3.56,870,3.69
2025-12-31,NASDAQ,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,STRC,0,98.8,2.21,1.79,#N/A,#N/A,840,0.19
2025-12-31,NASDAQ,Arch Capital Group Ltd. Common Stock,ACGL,0,95.92,2.13,5.72,5.35,3.87,830,0.13
2025-12-31,NASDAQ,Axon Enterprise Inc. Common Stock,AXON,0,567.93,5.14,-20.86,-31.4,-4.44,810,-14.85
2025-12-31,NASDAQ,EchoStar Corporation Common Stock,SATS,0,108.7,48.31,42.35,292.42,374.67,770,4.16
2025-12-31,NASDAQ,Workday Inc. Class A Common Stock,WDAY,0,214.78,-0.39,-10.78,-10.51,-16.76,730,-18.23
2025-12-31,NASDAQ,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,STRF,0,101.05,-7.05,-9.78,-10.69,#N/A,710,-1.04
2025-12-31,NASDAQ,Paychex Inc. Common Stock,PAYX,0,112.18,0.44,-11.5,-22.88,-20,700,-8.07
2025-12-31,NASDAQ,BeOne Medicines Ltd. American Depositary Shares,ONC,0,303.81,-10.8,-10.83,25.51,64.48,660,12.04
2025-12-31,NASDAQ,Trip.com Group Limited American Depositary Shares,TCOM,0,71.91,2.85,-4.38,22.63,4.73,640,-14.66
2025-12-31,NASDAQ,GE HealthCare Technologies Inc. Common Stock,GEHC,0,82.02,2.54,9.21,10.73,4.91,640,-3.72
2025-12-31,NASDAQ,Symbotic Inc. Class A Common Stock,SYM,0,59.5,-28.97,10.39,53.15,150.95,610,-8.62
2025-12-31,NASDAQ,Kimberly-Clark Corporation Common Stock,KMB,0,100.89,-7.54,-18.86,-21.74,-23.01,610,-0.89
2025-12-31,NASDAQ,Copart Inc. (DE) Common Stock,CPRT,0,39.15,0.44,-12.94,-20.22,-31.78,560,3.65
2025-12-31,NASDAQ,Huntington Bancshares Incorporated Common Stock,HBAN,0,17.35,6.44,0.46,3.52,6.64,540,0.75
2025-12-31,NASDAQ,AST SpaceMobile Inc. Class A Common Stock,ASTS,0,72.63,29.23,47.98,55.42,244.22,530,53.12
2025-12-31,NASDAQ,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,MCHPP,0,58.28,13.5,-1.27,-12.55,#N/A,530,14.69
2025-12-31,NASDAQ,Charter Communications Inc. Class A Common Stock New,CHTR,0,208.75,4.31,-24.12,-48.94,-39.1,520,-1.26
2025-12-31,NASDAQ,Ryanair Holdings plc American Depositary Shares,RYAAY,0,72.19,5.91,19.88,25.18,65.61,520,-2.2
2025-12-31,NASDAQ,Interactive Brokers Group Inc. Class A Common Stock,IBKR,0,64.31,-1.09,-6.54,16.06,43.74,510,16.44
2025-12-31,NASDAQ,Fiserv Inc. Common Stock,FISV,0,67.17,9.27,-47.9,-61.04,-67.3,490,-5.12
2025-12-31,NASDAQ,United Airlines Holdings Inc. Common Stock,UAL,0,111.82,9.67,15.88,40.42,15.16,480,-8.5
2025-12-31,NASDAQ,Cognizant Technology Solutions Corporation Class A Common Stock,CTSH,0,83,6.81,23.75,6.37,7.93,410,-1.13
2025-12-31,NASDAQ,Natera Inc. Common Stock,NTRA,0,229.09,-4.07,42.32,35.6,44.72,330,0.89
2025-12-31,NASDAQ,Expedia Group Inc. Common Stock,EXPE,0,283.31,10.8,32.54,67.96,52.05,320,-6.52
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,AGNCZ,0,25.24,-1.87,-0.83,#N/A,#N/A,300,2.81
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,AGNCN,0,25.26,-0.2,-3.11,-0.82,-1.98,280,1.27
2025-12-31,NASDAQ,Tradeweb Markets Inc. Class A Common Stock,TW,0,107.54,-1.21,-3.1,-26.54,-17.86,260,-4.16
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCO,0,25.01,-0.64,-2.68,-1.54,-1.69,260,1.88
2025-12-31,NASDAQ,Royalty Pharma plc Class A Ordinary Shares,RPRX,0,38.64,-3.45,9.52,7.24,51.47,250,7.87
2025-12-31,NASDAQ,BrightSpring Health Services Inc. Tangible Equity Unit,BTSGU,0,126.21,4.75,24.85,52.89,101.61,240,5.72
2025-12-31,NASDAQ,Willis Towers Watson Public Limited Company Ordinary Shares,WTW,0,328.6,2.37,-4.88,7.21,4.9,240,-3.39
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCM,0,24.51,0.29,-2.08,-1.37,-3.84,200,1.84
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,AGNCL,0,24.75,0.12,-1.71,-0.4,-4.03,200,1.45
2025-12-31,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,AGNCP,0,24.54,-1.13,-3.23,-2.27,-0.41,190,2.36
2025-12-31,NASDAQ,Biogen Inc. Common Stock,BIIB,0,175.99,-3.35,25.64,40.13,15.09,190,2.22
2025-12-31,NYSE,Taiwan Semiconductor Manufacturing Company Ltd.,TSM,0,303.89,4.25,8.81,34.17,53.88,180,8.78
2025-12-31,NYSE,Berkshire Hathaway Inc.,BRK/B,0,502.65,-2.17,-0.02,3.47,10.89,180,-4.4
2025-12-31,NYSE,Berkshire Hathaway Inc.,BRK/A,0,754800,-1.99,0.08,3.57,10.85,170,-4.28
2025-12-31,NYSE,Eli Lilly and Company Common Stock,LLY,0,1074.68,-0.07,40.85,37.86,39.21,150,-3.49
2025-12-31,NYSE,JP Morgan Chase & Co. Common Stock,JPM,0,322.22,2.92,2.15,11.14,34.42,140,-5.07
2025-12-31,NYSE,Exxon Mobil Corporation Common Stock,XOM,0,120.34,3.81,6.73,11.63,11.87,120,17.5
2025-12-31,NYSE,Johnson & Johnson Common Stock,JNJ,0,206.95,0.01,11.61,35.48,43.1,120,9.81
2025-12-31,NYSE,Visa Inc.,V,0,350.71,4.86,2.73,-1.22,10.97,120,-8.23
2025-12-31,NYSE,Mastercard Incorporated Common Stock,MA,0,570.88,3.7,0.36,1.59,8.41,70,-5.62
2025-12-31,NYSE,Oracle Corporation Common Stock,ORCL,0,194.91,-3.49,-30.7,-10.85,16.96,70,-15.56
2025-12-31,NYSE,Chevron Corporation Common Stock,CVX,0,152.41,0.85,-1.85,6.44,5.23,70,16.07
2025-12-31,NYSE,AbbVie Inc. Common Stock,ABBV,0,228.49,0.35,-1.32,23.1,28.58,60,-2.4
2025-12-31,NYSE,Bank of America Corporation Common Stock,BAC,0,55,2.52,6.61,16.23,25.14,50,-3.27
2025-12-31,NYSE,Procter & Gamble Company (The) Common Stock,PG,0,143.31,-3.27,-6.73,-10.05,-14.52,40,5.9
2025-12-31,NYSE,Caterpillar Inc. Common Stock,CAT,0,572.87,-0.5,20.06,47.57,57.92,20,14.75
2025-12-31,NYSE,Home Depot Inc. (The) Common Stock,HD,0,344.1,-3.59,-15.08,-6.15,-11.54,10,8.86
2025-12-31,NYSE,Coca-Cola Company (The) Common Stock,KO,0,69.91,-4.39,5.41,-1.19,12.29,0,7.01
2025-12-31,NYSE,AstraZeneca PLC Ordinary Shares,AZN,0,175.5,-4.48,17.39,#N/A,35,-40,6.61
2025-12-31,NYSE,Merck & Company Inc. Common Stock (new),MRK,0,105.26,0.41,25.41,32.97,5.81,-50,4.76
2025-12-31,NYSE,GE Aerospace Common Stock,GE,0,308.03,3.21,2.4,19.67,84.68,-60,-0.4
2025-12-31,NYSE,Novartis AG Common Stock,NVS,0,137.87,5.73,7.51,13.93,41.68,-160,7.84
2025-12-31,NYSE,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA,0,#N/A,#N/A,#N/A,#N/A,#N/A,-220,#N/A
2025-12-31,NYSE,HSBC Holdings plc. Common Stock,HSBC,0,78.67,10.55,10.83,29.41,59.06,-230,11.87
2025-12-31,NYSE,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),SHEL,0,73.48,-0.39,2.73,4.36,17.29,-240,4.83
2025-12-31,NYSE,Toyota Motor Corporation Common Stock,TM,0,214.06,6.04,12.02,24.27,9.99,-260,5.98
2025-12-31,NYSE,UBS Group AG Registered Ordinary Shares,UBS,0,46.31,19.97,12.95,36.93,52.74,-260,1.81
2025-12-31,NYSE,Morgan Stanley Common Stock,MS,0,177.53,4.64,11.68,26.03,41.21,-270,2.97
2025-12-31,NYSE,RTX Corporation Common Stock,RTX,0,183.4,4.85,9.6,25.6,58.49,-360,9.56
2025-12-31,NYSE,Philip Morris International Inc Common Stock,PM,0,160.4,1.85,-1.11,-11.93,33.28,-380,11.87
2025-12-31,NYSE,Goldman Sachs Group Inc. (The) Common Stock,GS,0,879,6.41,10.38,24.2,53.5,-400,6.42
2025-12-31,NYSE,Wells Fargo & Company Common Stock,WFC,0,93.2,8.56,11.19,16.33,32.69,-430,-2.91
2025-12-31,NYSE,UnitedHealth Group Incorporated Common Stock (DE),UNH,0,330.11,0.1,-4.4,5.81,-34.74,-430,-13.08
2025-12-31,NYSE,GE Vernova Inc. Common Stock,GEV,0,653.57,8.97,6.29,23.51,98.7,-440,11.14
2025-12-31,NYSE,Comcast Holdings ZONES,CCZ,0,#N/A,#N/A,#N/A,#N/A,#N/A,-460,#N/A
2025-12-31,NYSE,International Business Machines Corporation Common Stock,IBM,0,296.21,-4.01,4.98,0.49,34.75,-470,3.54
2025-12-31,NYSE,Royal Bank Of Canada Common Stock,RY,0,170.49,10.64,15.73,29.6,41.47,-470,-2.5
2025-12-31,NYSE,McDonald's Corporation Common Stock,MCD,0,305.63,-1.99,0.57,4.61,5.43,-480,3.07
2025-12-31,NYSE,Verizon Communications Inc. Common Stock,VZ,0,40.73,-0.92,-7.33,-5.87,1.85,-500,9.31
2025-12-31,NYSE,SAP SE ADS,SAP,0,242.91,0.48,-9.09,-20.12,-1.34,-520,-17.24
2025-12-31,NYSE,American Express Company Common Stock,AXP,0,369.95,1.28,11.38,15.98,24.65,-520,-4.81
2025-12-31,NYSE,AT&T Inc.,T,0,24.84,-4.53,-12.04,-14.17,9.09,-540,5.52
2025-12-31,NYSE,Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG,0,15.86,0.51,-0.5,15.6,35.32,-580,13.81
2025-12-31,NYSE,TotalEnergies SE Ordinary Shares,TTE,0,65.42,-0.62,7.99,6.95,18.95,-610,10.67
2025-12-31,NYSE,Citigroup Inc. Common Stock,C,0,116.69,12.64,14.97,37.09,65.78,-610,-0.84
2025-12-31,NYSE,NextEra Energy Inc. Common Stock,NEE,0,80.28,-6.96,6.35,15.64,11.98,-610,9.49
2025-12-31,NYSE,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP,0,60.37,10.31,8.29,25.54,23.63,-670,13.85
2025-12-31,NYSE,Thermo Fisher Scientific Inc Common Stock,TMO,0,579.45,-1.93,19.47,42.91,11.38,-700,-0.14
2025-12-31,NYSE,Abbott Laboratories Common Stock,ABT,0,125.29,-2.8,-6.46,-7.88,10.77,-750,-12.76
2025-12-31,NYSE,TJX Companies Inc. (The) Common Stock,TJX,0,153.61,1.11,6.28,24.39,27.15,-750,-2.47
