순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AEHL,ANTELOPE ENTERPRISE HOLDINGS LTD,846392.9,2011-04-29,316800.31,305810.381,-10.86,-28.1,-24.66,-38.89,-10.0
2,NYSE,XOM,EXXON MOBIL CORP,436257.5,2011-04-29,87.98,49.027,4.58,9.63,33.85,33.18,-4.58
3,NASDAQ,AAPL,APPLE INC,323793.6,2011-04-29,12.505,10.481,0.47,3.19,16.33,34.1,-0.66
4,NYSE,BHP,BHP GROUP LTD,282939.5,2011-04-29,101.24,40.496,5.59,14.85,23.83,42.29,-5.75
5,NYSE,PTRCY,PETROCHINA CO LTD,266441.9,2011-04-29,145.58,90.923,-4.38,4.53,18.41,31.19,1.07
6,NYSE,PBR,PETROBRA,243470.0,2011-04-29,37.33,13.416,-7.67,2.1,11.19,-9.38,-6.14
7,NYSE,SHEL,SHELL PLC,238413.8,2011-04-29,77.48,35.581,6.34,10.46,22.28,30.24,-6.73
8,NYSE,CVX,CHEVRON CORP,219695.3,2011-04-29,109.44,59.163,1.81,16.14,34.64,39.1,-3.39
9,NASDAQ,MSFT,MICROSOFT CORP,218577.3,2011-04-29,25.92,19.802,2.09,-5.96,-1.61,-13.24,-2.88
10,NYSE,GE,GE AEROSPACE,217148.1,2011-04-29,163.6,74.029,2.0,2.23,29.52,11.52,-3.96
11,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,206606.5,2011-04-29,170.58,94.62,4.61,5.71,19.78,34.71,-0.53
12,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,206305.3,2011-04-29,83.3,83.3,-0.39,1.9,4.7,8.18,-5.08
13,NYSE,HSBC,HSBC HOLDINGS PLC,192673.0,2011-04-29,54.47,23.153,5.15,0.88,6.59,10.95,-3.04
14,NASDAQ,WMT,WALMART INC,191949.6,2011-04-29,18.327,13.483,5.62,-1.27,2.77,5.0,1.11
15,NYSE,CHL,CHINA MOBILE LTD,184963.1,2011-04-29,46.09,29.982,-0.35,-6.21,-10.28,-2.14,1.56
16,NYSE,T,AT&T INC,183963.8,2011-04-29,31.12,10.189,3.11,14.68,12.25,26.79,1.41
17,NYSE,ORCL,ORACLE CORP,181976.2,2011-04-29,35.96,29.198,7.75,12.47,22.81,40.05,-4.84
18,NYSE,JPM,JPMORGAN CHASE & CO,181767.6,2011-04-29,45.63,30.441,-0.49,2.08,22.05,8.15,-5.24
19,NYSE,PG,PROCTER & GAMBLE CO,181155.0,2011-04-29,64.9,42.056,6.22,3.64,3.69,7.69,3.24
20,NYSE,JNJ,JOHNSON & JOHNSON,179758.2,2011-04-29,65.72,42.449,10.92,10.95,4.94,5.96,3.28
21,NYSE,VALE,VALE SA,179201.2,2011-04-29,33.4,13.302,1.1,-3.19,5.34,10.88,-3.41
22,NASDAQ,GOOGL,ALPHABET INC,175113.8,2011-04-29,13.616,13.496,-7.27,-9.37,-11.34,3.5,-2.77
23,NYSE,PFE,PFIZER INC,167659.8,2011-04-29,20.97,10.532,3.24,16.3,22.94,30.8,3.29
24,NYSE,KO,COCA COLA CO,154774.6,2011-04-29,33.73,21.286,1.69,8.11,11.58,30.08,-0.96
25,NYSE,WFC,WELLS FARGO & COMPANY,153353.8,2011-04-29,29.11,19.209,-8.2,-9.87,12.33,-11.29,-2.13
26,NYSE,TTE,TOTALENERGIES SE,150917.4,2011-04-29,64.23,26.906,5.34,9.29,20.79,24.17,-8.18
27,NYSE,AMX,AMERICA MOVIL SAB DE CV,148262.4,2011-04-29,28.6,20.035,-1.55,0.37,0.36,12.2,-7.87
28,NYSE,BP,BP PLC,144547.7,2011-04-29,46.14,19.777,4.53,-1.91,14.13,-9.24,1.17
29,NYSE,RIO,RIO TINTO LTD,143840.3,2011-04-29,73.21,29.026,2.94,6.32,13.44,46.97,-4.22
30,NYSE,NVS,NOVARTIS AG,135466.5,2011-04-29,59.17,29.773,8.87,10.47,6.48,21.35,9.04
31,NYSE,C,CITIGROUP INC,133367.2,2011-04-29,45.9,33.687,3.84,-4.77,10.07,5.03,-10.32
