순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2937203.2,2023-08-31,-4.24,6.13,27.8,20.2,-8.87
2,NASDAQ,MSFT,MICROSOFT CORP,2435179.4,2023-08-31,-2.22,0.02,31.97,26.56,-3.66
3,NASDAQ,GOOGL,ALPHABET INC,1716967.5,2023-08-31,2.6,10.82,51.2,25.83,-3.9
4,NASDAQ,AMZN,AMAZON COM INC,1423952.8,2023-08-31,3.24,14.46,46.46,8.87,-7.89
5,NASDAQ,NVDA,NVIDIA CORP,1219068.5,2023-08-31,5.62,30.46,112.65,227.24,-11.86
6,NASDAQ,TSLA,TESLA INC,819144.5,2023-08-31,-3.5,26.55,25.46,-6.36,-3.05
7,NASDAQ,META,META PLATFORMS INC,761372.7,2023-08-31,-7.13,11.77,69.14,81.6,1.46
8,NASDAQ,WMT,WALMART INC,437879.2,2023-08-31,2.08,11.11,15.73,24.56,-1.65
9,NASDAQ,AVGO,BROADCOM INC,380863.2,2023-08-31,2.7,14.85,57.26,90.43,-9.5
10,NASDAQ,ASML,ASML HOLDING NV,263089.1,2023-08-31,-7.59,-8.42,7.48,36.24,-10.88
11,NASDAQ,ADBE,ADOBE INC,254947.2,2023-08-31,2.41,33.88,72.66,49.78,-8.84
12,NASDAQ,PEP,PEPSICO INC,244921.2,2023-08-31,-4.41,-1.05,4.67,6.79,-4.77
13,NASDAQ,COST,COSTCO WHOLESALE CORP,243412.6,2023-08-31,-1.84,7.58,13.9,6.0,2.85
14,NASDAQ,CSCO,CISCO SYSTEMS INC,233704.6,2023-08-31,10.2,16.34,20.24,32.42,-6.26
15,NASDAQ,CMCSA,COMCAST CORP,192891.2,2023-08-31,3.31,19.65,27.64,33.25,-5.17
16,NASDAQ,NFLX,NETFLIX INC,192183.9,2023-08-31,-1.21,9.73,34.63,93.99,-12.93
17,NASDAQ,LIN,LINDE PLC,188854.6,2023-08-31,-0.93,9.83,11.92,38.9,-3.48
18,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,170808.8,2023-08-31,-7.59,-10.57,34.54,24.57,-2.74
19,NASDAQ,TMUS,T-MOBILE US INC,160292.3,2023-08-31,-1.1,-0.73,-4.17,-5.36,2.79
20,NASDAQ,TXN,TEXAS INSTRUMENTS INC,152592.8,2023-08-31,-6.63,-2.68,-0.56,4.74,-5.39
21,NASDAQ,INTU,INTUIT INC,151739.2,2023-08-31,5.88,29.5,33.53,26.41,-5.7
22,NASDAQ,INTC,INTEL CORP,147166.3,2023-08-31,-1.41,12.17,42.03,13.79,1.17
23,NASDAQ,AMGN,AMGEN INC,137116.6,2023-08-31,10.36,17.11,12.6,10.26,4.85
24,NASDAQ,PDD,PDD HOLDINGS INC,134559.5,2023-08-31,10.19,51.52,12.81,38.81,-0.91
25,NASDAQ,SNY,SANOFI,132939.4,2023-08-31,-0.36,4.23,17.79,34.5,0.86
26,NASDAQ,QCOM,QUALCOMM INC,127815.5,2023-08-31,-12.73,1.7,-5.4,-11.13,-3.03
27,NASDAQ,AMAT,APPLIED MATERIALS INC,127788.9,2023-08-31,0.99,14.85,32.15,63.95,-9.37
28,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,124784.9,2023-08-31,-2.66,-1.38,-0.79,1.34,-1.7
29,NASDAQ,SBUX,STARBUCKS CORP,111607.8,2023-08-31,-3.57,0.32,-3.58,18.36,-6.33
30,NASDAQ,BKNG,BOOKING HOLDINGS INC,110825.0,2023-08-31,4.52,23.77,23.02,65.53,-0.68
31,NASDAQ,ISRG,INTUITIVE SURGICAL INC,109861.6,2023-08-31,-3.61,1.57,36.31,51.98,-6.52
32,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,104896.0,2023-08-31,2.97,22.54,17.16,6.34,-5.04
33,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,96943.4,2023-08-31,-3.87,-2.41,10.52,17.91,-2.01
34,NASDAQ,GILD,GILEAD SCIENCES INC,95295.2,2023-08-31,0.45,0.36,-3.21,25.2,-1.06
35,NASDAQ,LRCX,LAM RESEARCH CORP,93076.2,2023-08-31,-2.24,14.21,45.43,62.65,-10.49
36,NASDAQ,ADI,ANALOG DEVICES INC,90583.5,2023-08-31,-8.9,2.79,-0.45,21.65,-3.23
37,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,89904.7,2023-08-31,-1.14,7.66,20.0,23.63,-0.17
38,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,89722.7,2023-08-31,11.4,12.36,8.69,42.24,-0.43
39,NASDAQ,SHOP,SHOPIFY INC,85271.5,2023-08-31,-1.61,16.26,61.62,110.08,-17.93
40,NASDAQ,ABNB,AIRBNB INC,85150.2,2023-08-31,-13.56,19.84,6.71,16.29,4.3
41,NASDAQ,VFS,VINFAST AUTO LTD,80604.0,2023-08-31,184.74,235.36,241.63,256.0,-63.99
42,NASDAQ,MU,MICRON TECHNOLOGY INC,76605.4,2023-08-31,-2.03,2.75,21.43,24.76,-2.73
43,NASDAQ,PANW,PALO ALTO NETWORKS INC,74414.5,2023-08-31,-2.66,14.02,29.16,31.09,-3.64
44,NASDAQ,FISV,FISERV INC,74001.2,2023-08-31,-3.82,8.2,5.47,19.96,-6.94
45,NASDAQ,EQIX,EQUINIX INC,73109.8,2023-08-31,-3.09,5.28,15.16,21.14,-7.05
46,NASDAQ,CME,CME GROUP INC,72913.6,2023-08-31,1.87,14.06,10.67,8.83,-0.68
47,NASDAQ,ATVI,ACTIVISION BLIZZARD INC,72377.6,2023-08-31,0.24,15.94,21.94,18.46,1.78
48,NASDAQ,SNPS,SYNOPSYS INC,69789.7,2023-08-31,1.57,0.86,26.15,32.62,0.02
49,NASDAQ,MELI,MERCADOLIBRE INC,68745.2,2023-08-31,10.85,10.76,12.49,60.44,-7.61
50,NASDAQ,PYPL,PAYPAL HOLDINGS INC,68638.3,2023-08-31,-17.55,0.84,-15.07,-33.1,-6.48
51,NASDAQ,KLAC,KLA CORP,68615.7,2023-08-31,-2.09,13.59,33.08,47.7,-8.61
52,NASDAQ,NTES,NETEASE INC,66615.9,2023-08-31,-4.84,22.24,34.39,18.64,-2.69
53,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,65573.8,2023-08-31,8.13,34.33,19.18,6.18,0.39
54,NASDAQ,CDNS,CADENCE DESIGN SYSTEMS INC,65349.2,2023-08-31,2.75,4.13,24.62,38.37,-2.55
55,NASDAQ,WDAY,WORKDAY INC,64059.0,2023-08-31,3.11,15.34,31.83,48.58,-12.13
56,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,60694.7,2023-08-31,1.1,21.59,20.92,33.75,-3.42
57,NASDAQ,CSX,CSX CORP,60591.2,2023-08-31,-9.04,-1.18,-0.24,-3.25,1.82
58,NASDAQ,MNST,MONSTER BEVERAGE CORP,60138.0,2023-08-31,-0.14,-2.06,12.83,29.26,-7.77
