순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,1057077.6,2018-10-31,-3.05,15.42,33.41,31.43,-18.12
2,NASDAQ,MSFT,MICROSOFT CORP,819896.9,2018-10-31,-6.61,1.08,15.15,30.72,4.27
3,NASDAQ,AMZN,AMAZON COM INC,781371.9,2018-10-31,-20.22,-10.1,2.04,44.58,5.77
4,NASDAQ,GOOGL,ALPHABET INC,758461.3,2018-10-31,-9.65,-11.13,7.07,5.57,1.75
5,NASDAQ,META,META PLATFORMS INC,436212.2,2018-10-31,-7.7,-12.05,-11.75,-15.7,-7.37
6,NASDAQ,WMT,WALMART INC,293696.4,2018-10-31,6.78,13.04,14.74,17.56,-2.62
7,NASDAQ,INTC,INTEL CORP,213960.3,2018-10-31,-0.87,-1.94,-8.11,5.58,5.85
8,NASDAQ,CSCO,CISCO SYSTEMS INC,209138.5,2018-10-31,-5.32,8.92,4.81,38.04,4.63
9,NASDAQ,CMCSA,COMCAST CORP,173518.1,2018-10-31,8.29,7.17,22.85,8.05,2.28
10,NASDAQ,PEP,PEPSICO INC,158632.0,2018-10-31,0.52,-1.48,13.28,5.23,8.51
11,NASDAQ,NFLX,NETFLIX INC,131601.7,2018-10-31,-19.34,-10.57,-3.42,53.63,-5.19
12,NASDAQ,NVDA,NVIDIA CORP,128190.7,2018-10-31,-24.99,-13.86,-6.15,2.19,-22.4
13,NASDAQ,AMGN,AMGEN INC,122849.5,2018-10-31,-7.0,-1.25,12.08,13.19,8.76
14,NASDAQ,ADBE,ADOBE INC,119963.7,2018-10-31,-8.96,0.44,10.9,40.31,2.09
15,NASDAQ,SNY,SANOFI,112159.5,2018-10-31,0.11,3.14,19.14,-0.91,1.41
16,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,107208.6,2018-10-31,-9.17,-4.87,5.5,6.94,1.89
17,NASDAQ,COST,COSTCO WHOLESALE CORP,100187.6,2018-10-31,-2.66,4.79,16.59,43.49,1.4
18,NASDAQ,PYPL,PAYPAL HOLDINGS INC,99206.1,2018-10-31,-4.16,2.5,12.84,16.03,1.92
19,NASDAQ,AVGO,BROADCOM INC,92401.2,2018-10-31,-9.42,1.51,-1.22,-12.94,6.23
20,NASDAQ,QCOM,QUALCOMM INC,92392.4,2018-10-31,-12.69,-1.0,25.71,27.84,-7.36
21,NASDAQ,TXN,TEXAS INSTRUMENTS INC,90248.9,2018-10-31,-12.76,-15.92,-6.65,-1.53,7.56
22,NASDAQ,BKNG,BOOKING HOLDINGS INC,88989.9,2018-10-31,-5.51,-7.6,-13.93,-1.95,0.92
23,NASDAQ,GILD,GILEAD SCIENCES INC,88384.5,2018-10-31,-11.69,-11.72,-4.12,-6.3,5.51
24,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,83699.3,2018-10-31,-1.4,2.12,25.77,79.12,8.52
25,NASDAQ,SBUX,STARBUCKS CORP,78612.1,2018-10-31,2.52,12.0,2.46,8.73,15.12
26,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,75714.9,2018-10-31,9.42,18.71,21.53,23.26,6.71
27,NASDAQ,ASML,ASML HOLDING NV,73665.6,2018-10-31,-8.33,-19.46,-8.54,-3.79,-0.59
28,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,73338.4,2018-10-31,-1.69,5.18,18.09,-4.13,2.76
29,NASDAQ,KHC,KRAFT HEINZ CO,67022.1,2018-10-31,-0.25,-7.81,-0.43,-26.15,-5.89
30,NASDAQ,BIDU,BAIDU INC,66171.7,2018-10-31,-16.89,-23.11,-24.25,-22.09,-0.94
31,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,63119.0,2018-10-31,-4.37,7.24,23.22,26.51,2.32
32,NASDAQ,CME,CME GROUP INC,62407.6,2018-10-31,7.66,15.62,17.15,39.07,3.73
33,NASDAQ,BIIB,BIOGEN INC,61305.1,2018-10-31,-13.88,-9.0,11.21,-2.37,9.68
34,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,61032.0,2018-10-31,-2.28,-2.64,7.5,3.57,7.15
35,NASDAQ,ISRG,INTUITIVE SURGICAL INC,59519.0,2018-10-31,-9.2,2.56,18.24,38.85,1.86
36,NASDAQ,TMUS,T-MOBILE US INC,58157.3,2018-10-31,-2.32,14.25,13.29,14.69,-0.15
37,NASDAQ,CSX,CSX CORP,58145.9,2018-10-31,-7.01,-2.28,16.68,38.48,5.8
38,NASDAQ,TSLA,TESLA INC,57544.5,2018-10-31,27.4,13.14,14.78,1.75,3.9
39,NASDAQ,SHPG,SHIRE PLC,55412.0,2018-10-31,0.29,6.67,14.15,24.09,-3.42
40,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,54677.5,2018-10-31,2.06,22.04,28.1,58.22,4.64
41,NASDAQ,INTU,INTUIT INC,54579.7,2018-10-31,-7.01,3.53,14.64,40.93,1.67
42,NASDAQ,ATVI,ACTIVISION BLIZZARD INC,52644.3,2018-10-31,-17.0,-5.95,4.07,5.98,-27.76
43,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,50498.9,2018-10-31,-12.77,-22.9,-32.51,-30.23,16.7
44,NASDAQ,CELG,CELGENE CORP,50066.4,2018-10-31,-19.99,-20.52,-17.8,-29.09,0.87
45,NASDAQ,ILMN,ILLUMINA INC,45739.1,2018-10-31,-15.23,-4.07,29.15,51.64,8.47
46,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,43306.9,2018-10-31,-12.08,-3.19,10.64,15.89,6.69
47,NASDAQ,MU,MICRON TECHNOLOGY INC,42784.1,2018-10-31,-16.6,-28.55,-17.96,-14.87,2.23
48,NASDAQ,EXC,EXELON CORP,42316.4,2018-10-31,0.35,3.9,12.24,12.67,6.69
49,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,40559.4,2018-10-31,-11.47,-8.26,-13.94,-1.07,-1.24
50,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,39970.3,2018-10-31,-10.53,-15.08,-15.18,-7.88,3.49
51,NASDAQ,ROST,ROSS STORES INC,36963.2,2018-10-31,-0.1,13.49,23.05,57.49,-11.52
52,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,36657.0,2018-10-31,-16.04,-7.82,11.71,-15.74,7.79
53,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,36174.5,2018-10-31,3.5,4.02,6.74,2.2,6.93
54,NASDAQ,KMB,KIMBERLY CLARK CORP,36119.2,2018-10-31,-8.22,-7.61,2.6,-3.97,10.61
55,NASDAQ,KDP,KEURIG DR PEPPER INC,36107.1,2018-10-31,12.96,9.01,23.83,75.34,3.85
56,NASDAQ,JD,JDCOM INC,33736.4,2018-10-31,-9.85,-34.41,-35.58,-37.31,-9.74
57,NASDAQ,AMAT,APPLIED MATERIALS INC,32320.7,2018-10-31,-14.93,-32.07,-33.23,-41.02,14.03
58,NASDAQ,FISV,FISERV INC,32110.7,2018-10-31,-3.74,5.06,11.91,22.54,-0.21
59,NASDAQ,ADI,ANALOG DEVICES INC,31112.5,2018-10-31,-9.46,-12.51,-3.25,-6.47,10.39
60,NASDAQ,EQIX,EQUINIX INC,30112.9,2018-10-31,-12.51,-13.33,-8.98,-16.54,2.33
61,NASDAQ,TRI,THOMSON REUTERS CORP,30010.7,2018-10-31,2.01,13.48,17.84,2.87,8.77
62,NASDAQ,AMTD1,TD AMERITRADE HOLDING CORP,29358.9,2018-10-31,-2.1,-9.17,-10.32,5.06,4.64
63,NASDAQ,BKR,BAKER HUGHES CO,29357.1,2018-10-31,-21.11,-22.41,-25.33,-13.21,-13.84
64,NASDAQ,ROP,ROPER TECHNOLOGIES INC,29236.4,2018-10-31,-4.36,-6.16,7.39,10.23,5.19
65,NASDAQ,MNST,MONSTER BEVERAGE CORP,29200.8,2018-10-31,-9.32,-11.95,-3.91,-8.77,12.92
66,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,28873.8,2018-10-31,-1.59,10.17,14.7,41.37,-3.12
67,NASDAQ,WDAY,WORKDAY INC,28865.3,2018-10-31,-8.88,7.26,6.55,19.85,23.29
68,NASDAQ,ADSK,AUTODESK INC,28256.2,2018-10-31,-17.21,0.63,2.66,3.43,11.8
69,NASDAQ,EBAY,EBAY INC,27950.9,2018-10-31,-12.08,-13.22,-23.36,-22.88,2.83
70,NASDAQ,EA,ELECTRONIC ARTS INC,27732.4,2018-10-31,-24.49,-29.34,-22.89,-23.93,-7.59
71,NASDAQ,NTES,NETEASE INC,27296.7,2018-10-31,-8.94,-19.2,-18.83,-25.73,9.47
72,NASDAQ,SIRI,SIRIUS XM HOLDINGS INC,26738.7,2018-10-31,-4.75,-14.11,-4.59,11.45,3.69
73,NASDAQ,ORLY,O REILLY AUTOMOTIVE INC,25840.2,2018-10-31,-7.65,4.82,25.26,52.05,8.12
74,NASDAQ,NXPI,NXP SEMICONDUCTORS NV,25821.9,2018-10-31,-12.29,-21.16,-28.35,-35.78,11.18
75,NASDAQ,XEL,XCEL ENERGY INC,25183.7,2018-10-31,3.81,5.41,6.39,2.27,7.02
76,NASDAQ,ALXN,ALEXION PHARMACEUTICALS INC,25002.4,2018-10-31,-19.38,-15.71,-4.73,-6.34,9.89
77,NASDAQ,AKZOY,AKZO NOBEL NV,24096.1,2018-10-31,-9.74,-8.63,-6.39,0.86,0.13
78,NASDAQ,PAYX,PAYCHEX INC,23516.3,2018-10-31,-10.32,-4.3,10.93,6.1,8.05
79,NASDAQ,TROW,PRICE T ROWE GROUP INC,23341.1,2018-10-31,-11.17,-18.03,-13.75,6.9,2.44
80,NASDAQ,UAL,UNITED AIRLINES HOLDINGS INC,23298.4,2018-10-31,-3.99,6.36,26.61,46.22,13.09
81,NASDAQ,CCEP,COCA-COLA EUROPACIFIC PARTNERS PLC,22043.8,2018-10-31,0.04,11.09,17.8,14.69,7.42
82,NASDAQ,LRCX,LAM RESEARCH CORP,21994.1,2018-10-31,-6.58,-25.13,-22.46,-30.84,10.75
83,NASDAQ,XLNX,XILINX INC,21602.3,2018-10-31,6.49,19.04,34.22,18.17,8.78
84,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,21565.5,2018-10-31,-0.17,9.23,17.35,3.56,-5.53
85,NASDAQ,NTRS,NORTHERN TRUST CORP,20826.7,2018-10-31,-7.89,-13.41,-11.06,2.36,5.48
86,NASDAQ,NTAP,NETAPP INC,20350.0,2018-10-31,-8.18,1.73,19.06,79.64,-14.81
87,NASDAQ,PCAR,PACCAR INC,20054.6,2018-10-31,-16.1,-12.57,-9.35,-17.56,9.28
