순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,1581165.4,2020-06-30,14.74,43.54,25.77,86.51,16.51
2,NASDAQ,MSFT,MICROSOFT CORP,1543305.9,2020-06-30,11.06,27.36,29.85,53.8,0.74
3,NASDAQ,AMZN,AMAZON COM INC,1376033.3,2020-06-30,12.96,40.47,49.38,45.69,14.71
4,NASDAQ,GOOGL,ALPHABET INC,967996.4,2020-06-30,-1.08,23.71,5.85,30.96,4.93
5,NASDAQ,META,META PLATFORMS INC,646945.9,2020-06-30,0.88,36.83,11.09,17.65,11.71
6,NASDAQ,WMT,WALMART INC,339214.2,2020-06-30,-3.45,4.44,1.22,10.41,8.03
7,NASDAQ,INTC,INTEL CORP,253320.2,2020-06-30,-4.93,8.42,1.41,27.84,-20.22
8,NASDAQ,NVDA,NVIDIA CORP,233650.8,2020-06-30,7.07,43.11,63.72,131.97,11.76
9,NASDAQ,ADBE,ADOBE INC,208803.1,2020-06-30,12.6,36.72,32.58,47.74,2.07
10,NASDAQ,PYPL,PAYPAL HOLDINGS INC,204542.8,2020-06-30,12.4,79.56,61.37,52.22,12.54
11,NASDAQ,TSLA,TESLA INC,200164.6,2020-06-30,29.32,115.05,160.38,383.23,32.5
12,NASDAQ,NFLX,NETFLIX INC,200117.8,2020-06-30,8.41,22.67,40.74,23.88,7.44
13,NASDAQ,CSCO,CISCO SYSTEMS INC,196927.9,2020-06-30,-2.47,16.72,-0.4,-12.2,1.78
14,NASDAQ,PEP,PEPSICO INC,183510.8,2020-06-30,1.33,6.23,-1.89,3.8,4.08
15,NASDAQ,CMCSA,COMCAST CORP,177908.4,2020-06-30,-0.98,11.22,-12.22,-5.3,9.8
16,NASDAQ,ASML,ASML HOLDING NV,154502.9,2020-06-30,11.69,38.01,25.44,78.66,-3.89
17,NASDAQ,AMGN,AMGEN INC,138744.0,2020-06-30,2.68,13.89,-0.47,31.58,3.74
18,NASDAQ,COST,COSTCO WHOLESALE CORP,133874.4,2020-06-30,-1.71,4.39,3.19,15.75,7.59
19,NASDAQ,TMUS,T-MOBILE US INC,128704.8,2020-06-30,4.11,25.3,33.39,40.48,3.1
20,NASDAQ,SNY,SANOFI,128015.7,2020-06-30,3.95,18.51,5.52,22.4,2.74
21,NASDAQ,AVGO,BROADCOM INC,126933.7,2020-06-30,9.52,32.85,3.49,14.9,0.36
22,NASDAQ,TXN,TEXAS INSTRUMENTS INC,116529.6,2020-06-30,6.93,25.48,1.0,13.89,1.16
23,NASDAQ,LIN,LINDE PLC,111397.1,2020-06-30,5.32,20.53,1.26,7.61,15.56
24,NASDAQ,SHOP,SHOPIFY INC,111269.7,2020-06-30,25.26,120.55,139.48,216.24,7.88
25,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,105301.6,2020-06-30,-6.24,13.15,5.58,29.07,13.72
26,NASDAQ,QCOM,QUALCOMM INC,102604.7,2020-06-30,13.64,33.15,4.73,23.62,15.79
27,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,101480.2,2020-06-30,-0.86,10.52,-17.0,-15.28,3.31
28,NASDAQ,PDD,PDD HOLDINGS INC,99791.4,2020-06-30,28.37,140.92,125.01,316.09,6.94
29,NASDAQ,GILD,GILEAD SCIENCES INC,96511.5,2020-06-30,-0.22,2.28,20.79,18.28,-9.63
30,NASDAQ,JD,JDCOM INC,88064.0,2020-06-30,10.77,49.0,70.0,98.68,6.0
31,NASDAQ,SBUX,STARBUCKS CORP,85975.2,2020-06-30,-5.64,9.03,-14.99,-10.56,4.0
32,NASDAQ,INTU,INTUIT INC,77237.9,2020-06-30,2.02,24.69,13.14,14.22,3.61
33,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,75270.6,2020-06-30,0.82,25.18,32.58,58.31,-6.31
34,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,72986.2,2020-06-30,-1.35,0.56,-5.99,-3.08,8.53
35,NASDAQ,ZM,ZOOM COMMUNICATIONS INC,71524.4,2020-06-30,41.26,68.04,279.61,185.55,0.15
36,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,70174.5,2020-06-30,1.77,31.85,66.89,99.25,1.35
37,NASDAQ,ISRG,INTUITIVE SURGICAL INC,66452.2,2020-06-30,-1.76,13.01,-3.63,8.63,20.29
38,NASDAQ,FISV,FISERV INC,65355.1,2020-06-30,-8.57,-0.72,-15.46,7.09,2.22
39,NASDAQ,BKNG,BOOKING HOLDINGS INC,65176.3,2020-06-30,-2.87,21.72,-22.47,-15.06,4.38
40,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,63989.1,2020-06-30,2.29,8.72,-11.03,-7.79,-10.73
41,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,61616.3,2020-06-30,-2.21,9.92,15.58,73.23,47.18
42,NASDAQ,EQIX,EQUINIX INC,60346.6,2020-06-30,0.67,9.35,22.04,41.67,11.84
43,NASDAQ,ATVI,ACTIVISION BLIZZARD INC,58479.8,2020-06-30,5.44,30.65,29.74,61.85,8.87
44,NASDAQ,CME,CME GROUP INC,58284.6,2020-06-30,-10.59,-6.17,-17.69,-13.88,2.24
45,NASDAQ,MU,MICRON TECHNOLOGY INC,57238.6,2020-06-30,7.53,15.72,-3.18,33.51,-2.84
46,NASDAQ,NTES,NETEASE INC,55450.7,2020-06-30,12.46,40.3,42.32,73.74,6.76
47,NASDAQ,AMAT,APPLIED MATERIALS INC,55401.2,2020-06-30,7.6,28.29,-0.08,36.64,6.42
48,NASDAQ,ILMN,ILLUMINA INC,54441.4,2020-06-30,2.01,34.07,12.86,0.6,3.19
49,NASDAQ,CSX,CSX CORP,53384.4,2020-06-30,-2.57,20.63,-2.89,-8.58,2.3
50,NASDAQ,ADSK,AUTODESK INC,52429.7,2020-06-30,13.69,53.42,30.49,46.83,-1.15
51,NASDAQ,MELI,MERCADOLIBRE INC,49002.6,2020-06-30,15.75,108.28,68.84,61.13,14.09
52,NASDAQ,KMB,KIMBERLY CLARK CORP,48136.3,2020-06-30,0.71,7.56,4.84,9.29,7.56
53,NASDAQ,LRCX,LAM RESEARCH CORP,46954.2,2020-06-30,18.64,27.17,11.54,75.32,16.6
54,NASDAQ,ADI,ANALOG DEVICES INC,45183.6,2020-06-30,8.58,35.57,4.35,10.96,-6.35
55,NASDAQ,TEAM,ATLASSIAN CORP,44243.1,2020-06-30,-2.71,27.71,51.07,37.78,-2.01
56,NASDAQ,WDAY,WORKDAY INC,44029.6,2020-06-30,2.14,36.46,14.36,-8.86,-3.44
57,NASDAQ,BIIB,BIOGEN INC,43660.8,2020-06-30,-12.88,-15.37,-9.61,14.4,2.67
58,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,43405.2,2020-06-30,-0.44,16.25,-15.01,3.14,-4.64
59,NASDAQ,BIDU,BAIDU INC,41461.4,2020-06-30,12.52,21.16,-5.07,2.16,-0.41
60,NASDAQ,ROP,ROPER TECHNOLOGIES INC,40533.0,2020-06-30,-1.41,22.51,9.53,6.61,11.53
61,NASDAQ,KDP,KEURIG DR PEPPER INC,39963.1,2020-06-30,1.72,15.33,-0.49,0.45,8.28
62,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,39468.2,2020-06-30,-6.58,-4.01,-13.96,-6.66,9.09
63,NASDAQ,KHC,KRAFT HEINZ CO,38964.3,2020-06-30,4.66,28.36,3.92,9.25,7.81
64,NASDAQ,LULU,LULULEMON ATHLETICA INC,38943.4,2020-06-30,3.97,60.88,35.17,73.14,4.35
65,NASDAQ,EA,ELECTRONIC ARTS INC,38121.2,2020-06-30,7.46,35.17,23.49,30.41,7.25
66,NASDAQ,DXCM,DEXCOM INC,37436.6,2020-06-30,7.16,45.83,87.52,170.56,7.43
67,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,37185.4,2020-06-30,-1.28,-5.06,-26.57,-19.58,-3.96
68,NASDAQ,EBAY,EBAY INC,36759.8,2020-06-30,15.18,68.75,47.72,34.86,5.39
69,NASDAQ,MNST,MONSTER BEVERAGE CORP,36501.4,2020-06-30,-3.6,19.52,9.41,8.6,13.21
70,NASDAQ,EXC,EXELON CORP,35361.3,2020-06-30,-5.27,-1.49,-18.56,-21.65,6.39
71,NASDAQ,TRI,THOMSON REUTERS CORP,33727.0,2020-06-30,0.91,2.68,-3.91,7.68,2.75
72,NASDAQ,SBAC,SBA COMMUNICATIONS CORP,33255.3,2020-06-30,-5.16,7.08,25.33,33.33,4.57
73,NASDAQ,XEL,XCEL ENERGY INC,32823.2,2020-06-30,-3.24,0.58,0.12,7.89,10.46
74,NASDAQ,NXPI,NXP SEMICONDUCTORS NV,31821.1,2020-06-30,19.09,34.75,-9.92,18.46,3.06
75,NASDAQ,DOCU,DOCUSIGN INC,31602.1,2020-06-30,23.24,95.38,133.51,246.43,25.91
76,NASDAQ,SPLK,SPLUNK INC,31567.3,2020-06-30,6.92,56.19,33.4,58.01,5.6
77,NASDAQ,ORLY,O REILLY AUTOMOTIVE INC,31298.4,2020-06-30,1.06,32.52,-3.62,14.17,13.21
78,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,31007.6,2020-06-30,1.75,18.45,7.23,-1.12,24.19
79,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,30715.8,2020-06-30,7.21,20.44,-7.14,-9.11,20.24
80,NASDAQ,MTCH2,MATCH GROUP INC,30417.5,2020-06-30,20.23,60.57,29.01,59.13,-100.0
81,NASDAQ,ROST,ROSS STORES INC,30338.8,2020-06-30,-12.09,0.44,-26.55,-13.27,5.2
82,NASDAQ,KLAC,KLA CORP,30153.9,2020-06-30,10.52,30.73,10.14,67.96,2.75
83,NASDAQ,SGEN,SEAGEN INC,29413.5,2020-06-30,8.08,47.38,48.77,145.51,-2.15
84,NASDAQ,SNPS,SYNOPSYS INC,29403.8,2020-06-30,7.79,50.8,40.19,51.53,2.16
85,NASDAQ,RPRX,ROYALTY PHARMA PLC,28905.8,2020-06-30,,,,,-11.33
86,NASDAQ,TROW,PRICE T ROWE GROUP INC,28102.3,2020-06-30,2.91,25.89,3.0,15.8,11.82
87,NASDAQ,IDXX,IDEXX LABORATORIES INC,28041.5,2020-06-30,6.89,36.98,26.21,19.91,20.47
88,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,27798.5,2020-06-30,-3.13,12.57,-43.32,-38.19,-2.22
89,NASDAQ,CTAS,CINTAS CORP,27714.8,2020-06-30,7.42,47.61,-0.75,13.34,13.33
90,NASDAQ,VRSK,VERISK ANALYTICS INC,27616.5,2020-06-30,-1.27,16.08,15.77,17.01,10.88
91,NASDAQ,MTCH,MATCH GROUP INC,27477.7,2020-06-30,19.61,79.66,29.32,48.67,-1.43
92,NASDAQ,PAYX,PAYCHEX INC,27172.7,2020-06-30,4.8,18.74,-9.24,-4.97,-4.24
93,NASDAQ,CDNS,CADENCE DESIGN SYSTEMS INC,26790.8,2020-06-30,5.12,43.42,37.11,35.52,13.85
94,NASDAQ,CSGP,COSTAR GROUP INC,26100.4,2020-06-30,8.2,18.45,19.06,28.27,19.57
95,NASDAQ,DDOG,DATADOG INC,26031.0,2020-06-30,22.0,150.22,134.18,,7.95
96,NASDAQ,PCAR,PACCAR INC,25877.7,2020-06-30,1.34,20.76,-4.37,9.38,13.67
97,NASDAQ,MCHP,MICROCHIP TECHNOLOGY INC,25836.0,2020-06-30,9.68,53.26,1.05,23.37,-3.4
98,NASDAQ,SIRI,SIRIUS XM HOLDINGS INC,25705.4,2020-06-30,0.86,22.33,-16.85,6.06,0.17
99,NASDAQ,WTW,WILLIS TOWERS WATSON PLC,25354.5,2020-06-30,-2.59,14.28,-1.57,4.28,6.63
100,NASDAQ,ANSS,ANSYS INC,24970.8,2020-06-30,3.08,24.07,13.6,42.43,6.47
101,NYSE,BABA,ALIBABA GROUP HOLDING LTD,575541.5,2020-06-30,4.01,12.77,1.31,27.29,16.37
102,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,433917.9,2020-06-30,-3.81,-2.55,-20.93,-16.26,9.67
103,NYSE,V,VISA INC,411090.9,2020-06-30,-1.06,16.87,3.17,12.0,-1.43
104,NYSE,JNJ,JOHNSON & JOHNSON,370503.0,2020-06-30,-5.46,6.47,-1.9,3.81,3.65
105,NYSE,MA,MASTERCARD INC,296806.0,2020-06-30,-1.72,16.93,-0.4,12.37,4.48
106,NYSE,PG,PROCTER & GAMBLE CO,296012.6,2020-06-30,3.15,4.66,-2.72,11.85,10.35
107,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,294413.5,2020-06-30,13.64,19.61,-0.19,49.51,38.96
108,NYSE,JPM,JPMORGAN CHASE & CO,286603.0,2020-06-30,-3.34,1.68,-30.98,-13.12,3.74
109,NYSE,UNH,UNITEDHEALTH GROUP INC,279724.5,2020-06-30,-2.83,17.88,1.21,22.91,2.65
110,NYSE,HD,HOME DEPOT INC,269429.2,2020-06-30,1.42,28.51,16.78,23.55,5.98
111,NYSE,VZ,VERIZON COMMUNICATIONS INC,228127.7,2020-06-30,-3.92,1.73,-8.02,0.64,5.45
112,NYSE,T,AT&T INC,215388.8,2020-06-30,-2.04,1.74,-20.16,-4.28,-0.43
113,NYSE,BAC,BANK OF AMERICA CORP,206045.8,2020-06-30,-0.87,8.48,-31.52,-16.01,4.76
114,NYSE,DIS,WALT DISNEY CO,201416.8,2020-06-30,-4.94,11.73,-22.44,-19.17,4.87
115,NYSE,NVS,NOVARTIS AG,199893.2,2020-06-30,-0.1,6.64,-4.26,-0.87,-5.95
116,NYSE,MRK,MERCK & CO INC,195188.7,2020-06-30,-3.43,1.3,-13.69,-5.03,3.76
117,NYSE,KO,COCA COLA CO,191895.7,2020-06-30,-3.42,0.18,-17.74,-9.38,5.73
118,NYSE,XOM,EXXON MOBIL CORP,189085.6,2020-06-30,-1.65,21.6,-33.41,-38.12,-5.9
119,NYSE,PFE,PFIZER INC,181643.1,2020-06-30,-14.38,1.12,-14.23,-21.47,18.83
120,NYSE,TM,TOYOTA MOTOR CORP,176714.5,2020-06-30,-0.3,0.33,-9.24,4.15,-5.01
121,NYSE,ORCL,ORACLE CORP,169606.1,2020-06-30,2.79,10.25,5.83,-1.27,0.75
122,NYSE,CRM,SALESFORCE INC,168784.3,2020-06-30,7.17,25.01,15.32,23.46,4.01
123,NYSE,SAP,SAP SE,167111.0,2020-06-30,9.29,25.83,6.5,3.85,13.73
124,NYSE,CVX,CHEVRON CORP,166590.5,2020-06-30,-2.69,25.74,-23.63,-24.95,-5.93
125,NYSE,ABT,ABBOTT LABORATORIES,161725.5,2020-06-30,-3.68,15.7,6.2,10.47,10.49
126,NYSE,LLY,ELI LILLY & CO,157030.0,2020-06-30,7.34,19.15,26.28,51.41,-8.46
127,NYSE,NVO,NOVO NORDISK A S,154395.3,2020-06-30,-0.7,8.81,15.0,31.21,-0.23
128,NYSE,NKE,NIKE INC,152471.2,2020-06-30,-0.54,15.12,-2.22,18.02,-0.45
129,NYSE,ABBV,ABBVIE INC,144986.6,2020-06-30,5.95,32.36,14.01,42.94,-2.18
130,NYSE,UL,UNILEVER PLC,144293.0,2020-06-30,1.54,9.45,-2.66,-8.62,10.2
131,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,143106.6,2020-06-30,3.83,27.24,11.63,23.7,14.24
132,NYSE,ACN,ACCENTURE PLC,142636.3,2020-06-30,6.5,27.04,2.81,17.71,5.07
133,NYSE,AZN,ASTRAZENECA PLC,138783.4,2020-06-30,-3.13,18.77,7.99,32.16,5.46
134,NYSE,CHL,CHINA MOBILE LTD,137759.0,2020-06-30,-4.32,-5.79,-17.78,-21.59,1.25
135,NYSE,MCD,MCDONALDS CORP,137163.8,2020-06-30,-0.99,10.45,-5.08,-8.94,5.32
136,NYSE,BMY,BRISTOL MYERS SQUIBB CO,133046.2,2020-06-30,-1.54,8.99,-6.32,33.9,0.52
137,NYSE,SHEL,SHELL PLC,128818.1,2020-06-30,2.32,-1.2,-42.66,-46.57,-8.81
138,NYSE,BHP,BHP GROUP LTD,125765.3,2020-06-30,5.58,34.22,-6.38,-9.05,6.25
139,NYSE,DHR,DANAHER CORP,123340.9,2020-06-30,6.25,25.7,15.97,24.3,15.25
140,NYSE,MDT,MEDTRONIC PLC,122997.1,2020-06-30,-6.37,0.27,-17.79,-3.2,5.21
141,NYSE,NEE,NEXTERA ENERGY INC,117550.2,2020-06-30,-5.51,-1.84,0.63,19.83,16.87
142,NYSE,UNP,UNION PACIFIC CORP,114725.5,2020-06-30,-0.47,21.28,-5.04,2.32,2.53
143,NYSE,AMT,AMERICAN TOWER CORP,114612.4,2020-06-30,0.57,13.09,13.95,28.66,1.1
144,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,109092.5,2020-06-30,-2.95,-1.87,-15.33,-4.81,9.63
145,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,107230.7,2020-06-30,-3.31,8.38,-6.87,-8.2,1.8
146,NYSE,C,CITIGROUP INC,106380.4,2020-06-30,6.66,17.22,-34.57,-24.63,-1.13
147,NYSE,WFC,WELLS FARGO & COMPANY,104959.9,2020-06-30,-3.29,-12.71,-50.75,-43.07,-5.23
148,NYSE,BA,BOEING CO,103440.8,2020-06-30,25.68,20.37,-43.51,-48.74,-13.8
149,NYSE,LMT,LOCKHEED MARTIN CORP,102336.5,2020-06-30,-6.05,5.25,-5.7,2.87,3.85
150,NYSE,LOW,LOWES COMPANIES INC,102016.0,2020-06-30,3.66,53.22,13.74,36.7,10.62
151,NYSE,GSK,GSK PLC,101761.9,2020-06-30,-2.69,9.74,-11.13,6.91,-1.15
152,NYSE,TTE,TOTALENERGIES SE,100068.3,2020-06-30,4.35,6.62,-26.32,-26.38,-2.08
153,NYSE,BUD,ANHEUSER-BUSCH INBEV SA,99548.6,2020-06-30,6.21,16.15,-39.56,-43.11,10.41
154,NYSE,DCMYY,NTT DOCOMO INC,98616.1,2020-06-30,-2.67,-17.33,-4.0,14.05,3.72
155,NYSE,RY,ROYAL BANK OF CANADA,97000.0,2020-06-30,4.55,15.4,-11.44,-9.55,3.48
156,NYSE,HSBC,HSBC HOLDINGS PLC,96299.4,2020-06-30,1.21,-19.16,-38.29,-40.77,-2.91
157,NYSE,UPS,UNITED PARCEL SERVICE INC,95856.8,2020-06-30,11.5,14.82,-2.53,11.67,28.4
158,NYSE,BTI,BRITISH AMERICAN TOBACCO PLC,95362.1,2020-06-30,-3.15,17.49,-6.84,17.49,-12.0
159,NYSE,RTX,RTX CORP,93521.4,2020-06-30,-4.5,7.61,-28.95,-17.31,-8.02
160,NYSE,RIO,RIO TINTO LTD,91604.9,2020-06-30,4.19,25.09,-0.3,-1.41,8.65
161,NYSE,MMM,3M CO,89724.9,2020-06-30,-0.29,14.39,-9.57,-6.62,-3.54
162,NYSE,DEO,DIAGEO PLC,87385.2,2020-06-30,-4.42,4.34,-19.41,-20.21,9.56
163,NYSE,CVS,CVS HEALTH CORP,84921.7,2020-06-30,-0.92,9.77,-10.51,23.04,-2.37
164,NYSE,SONY,SONY GROUP CORP,84349.7,2020-06-30,6.74,14.89,2.47,32.88,12.77
165,NYSE,BLK,BLACKROCK INC,83932.5,2020-06-30,3.61,20.28,10.16,19.29,5.68
166,NYSE,FIS,FIDELITY NATIONAL INFORMATION SERVICES INC,82845.3,2020-06-30,-3.16,7.3,-2.72,10.48,9.11
167,NYSE,HDB,HDFC BANK LTD,82451.8,2020-06-30,8.68,17.29,-27.77,-29.95,2.84
168,NYSE,TD,TORONTO DOMINION BANK,80855.0,2020-06-30,4.23,10.01,-17.77,-19.04,1.07
169,NYSE,SPGI,S&P GLOBAL INC,79371.7,2020-06-30,1.37,33.68,21.71,45.93,6.3
170,NYSE,BP,BP PLC,78672.3,2020-06-30,0.78,0.05,-35.24,-39.73,-5.49
171,NYSE,NOW,SERVICENOW INC,77244.9,2020-06-30,4.42,41.44,43.23,47.53,8.43
172,NYSE,AXP,AMERICAN EXPRESS CO,76633.3,2020-06-30,0.14,6.05,-22.72,-21.64,-1.53
173,NYSE,MS,MORGAN STANLEY,76104.2,2020-06-30,9.28,39.82,-3.79,13.65,1.93
174,NYSE,MO,ALTRIA GROUP INC,72940.9,2020-06-30,2.67,7.46,-17.55,-9.91,4.84
175,NYSE,CCI,CROWN CASTLE INC,69743.3,2020-06-30,-2.07,13.87,20.24,32.69,-0.39
176,NYSE,CI,CIGNA GROUP,69239.3,2020-06-30,-4.9,5.27,-7.53,19.13,-7.97
177,NYSE,PLD,PROLOGIS INC,68931.9,2020-06-30,2.63,13.3,6.46,19.56,12.95
178,NYSE,CAT,CATERPILLAR INC,68556.9,2020-06-30,5.3,14.24,-12.89,-4.25,5.83
179,NYSE,D,DOMINION ENERGY INC,68130.4,2020-06-30,-3.45,6.86,1.15,9.88,-0.19
180,NYSE,GS,GOLDMAN SACHS GROUP INC,67958.9,2020-06-30,0.57,24.59,-12.92,-1.04,0.17
181,NYSE,EL,ESTEE LAUDER COMPANIES INC,67924.5,2020-06-30,-4.45,14.19,-8.34,3.78,4.7
182,NYSE,SYK,STRYKER CORP,67639.4,2020-06-30,-7.64,10.93,-13.09,-11.3,7.28
183,NYSE,ELV,ELEVANCE HEALTH INC,66301.5,2020-06-30,-10.29,14.42,-13.28,-5.62,4.11
184,NYSE,ZTS,ZOETIS INC,65085.9,2020-06-30,-1.69,17.63,3.97,21.44,10.84
185,NYSE,BDX,BECTON DICKINSON & CO,65027.9,2020-06-30,-2.79,7.7,-10.97,-3.85,17.58
186,NYSE,VMW,VMWARE INC,64894.1,2020-06-30,-0.9,28.49,1.59,-7.39,-9.46
187,NYSE,CNI,CANADIAN NATIONAL RAILWAY CO,63244.6,2020-06-30,3.42,16.41,-0.62,-2.37,10.41
188,NYSE,CL,COLGATE PALMOLIVE CO,62749.3,2020-06-30,1.29,10.69,7.79,4.73,6.0
189,NYSE,ENB,ENBRIDGE INC,61603.6,2020-06-30,-6.25,9.9,-20.5,-10.07,5.19
190,NYSE,TJX,TJX COMPANIES INC,60564.7,2020-06-30,-4.17,6.33,-17.04,-3.23,2.83
191,NYSE,PTRCY,PETROCHINA CO LTD,60525.0,2020-06-30,-2.44,-0.14,-31.51,-37.08,4.17
192,NYSE,TGT,TARGET CORP,59966.9,2020-06-30,-1.96,25.58,-5.93,41.91,4.96
193,NYSE,GE,GE AEROSPACE,59742.6,2020-06-30,4.12,-13.3,-38.2,-34.65,-11.13
194,NYSE,DUK,DUKE ENERGY CORP,58707.4,2020-06-30,-6.7,-3.18,-10.15,-5.58,6.07
195,NYSE,ECL,ECOLAB INC,57536.7,2020-06-30,-6.19,23.55,4.36,1.79,-5.97
196,NYSE,CB,CHUBB LTD,57150.8,2020-06-30,4.46,11.7,-17.36,-12.02,0.49
197,NYSE,LFCHY,CHINA LIFE INSURANCE CO LTD,57038.2,2020-06-30,6.54,2.65,-26.29,-18.43,18.32
198,NYSE,TAK,TAKEDA PHARMACEUTICAL CO LTD,55861.5,2020-06-30,-8.05,14.72,-6.35,4.02,1.5
199,NYSE,USB,US BANCORP,55461.6,2020-06-30,4.74,3.83,-36.32,-27.03,0.06
200,NYSE,ITW,ILLINOIS TOOL WORKS INC,55240.7,2020-06-30,2.02,23.6,-1.47,19.06,5.8
