순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,219648.1,2009-08-31,5.38,18.65,54.45,-7.33,4.34
2,NASDAQ,WMT,WALMART INC,198224.8,2009-08-31,2.54,2.82,5.03,-12.06,-3.5
3,NASDAQ,AAPL,APPLE INC,150697.9,2009-08-31,2.94,23.86,88.29,-0.79,10.19
4,NASDAQ,GOOGL,ALPHABET INC,146293.9,2009-08-31,4.2,10.65,36.6,-0.35,7.41
5,NASDAQ,CSCO,CISCO SYSTEMS INC,124586.2,2009-08-31,-1.86,16.76,48.25,-10.19,8.98
6,NASDAQ,INTC,INTEL CORP,113751.4,2009-08-31,6.34,30.22,62.07,-7.96,-3.69
7,NASDAQ,SNY,SANOFI,89639.9,2009-08-31,4.38,7.51,40.3,1.4,8.45
8,NASDAQ,PEP,PEPSICO INC,88283.8,2009-08-31,-0.14,9.78,19.75,-14.63,4.34
9,NASDAQ,QCOM,QUALCOMM INC,77164.4,2009-08-31,0.81,6.87,39.92,-10.32,-3.1
10,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,65799.7,2009-08-31,5.54,20.36,27.6,-9.39,3.58
11,NASDAQ,AMGN,AMGEN INC,60705.2,2009-08-31,-4.06,19.7,22.18,-4.88,0.75
12,NASDAQ,CMCSA,COMCAST CORP,43965.3,2009-08-31,3.09,11.8,18.42,-26.46,10.19
13,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,41815.3,2009-08-31,0.03,9.8,27.44,-6.04,-6.3
14,NASDAQ,GILD,GILEAD SCIENCES INC,40746.0,2009-08-31,-7.91,4.55,0.58,-14.46,3.19
15,NASDAQ,AMZN,AMAZON COM INC,35054.1,2009-08-31,-5.34,4.1,25.28,0.47,15.0
16,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,33621.8,2009-08-31,9.6,14.24,43.15,-5.4,10.59
17,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,33044.9,2009-08-31,5.16,12.56,104.05,-10.67,11.2
18,NASDAQ,EXC,EXELON CORP,32967.2,2009-08-31,-0.62,5.28,8.18,-31.41,-0.8
19,NASDAQ,TXN,TEXAS INSTRUMENTS INC,31018.4,2009-08-31,2.25,27.33,73.25,2.77,-3.66
20,NASDAQ,DELL1,DELL INC,30640.5,2009-08-31,18.31,36.82,85.58,-27.15,-3.6
21,NASDAQ,EBAY,EBAY INC,28569.5,2009-08-31,4.19,25.67,103.7,-11.19,6.59
22,NASDAQ,APA,APA CORP,28521.7,2009-08-31,1.19,1.01,44.37,-25.12,8.1
23,NASDAQ,BNI,BURLINGTON NORTHERN SANTA FE CORP,28228.8,2009-08-31,5.64,15.2,43.11,-20.97,-3.38
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,27645.5,2009-08-31,6.85,11.81,39.46,-23.89,1.06
25,NASDAQ,KMB,KIMBERLY CLARK CORP,25060.2,2009-08-31,3.44,17.83,31.48,2.41,-1.44
26,NASDAQ,DTV1,DIRECTV,24197.5,2009-08-31,-4.4,10.04,24.17,-12.23,11.39
27,NASDAQ,CELG,CELGENE CORP,23926.3,2009-08-31,-8.41,23.51,16.63,-24.72,7.15
28,NASDAQ,MITSY,MITSUI & CO LTD,23503.0,2009-08-31,3.58,1.73,41.25,-23.9,0.9
29,NASDAQ,XTO,XTO ENERGY INC,22395.7,2009-08-31,-4.05,-9.45,22.8,-22.42,7.36
30,NASDAQ,COST,COSTCO WHOLESALE CORP,22170.2,2009-08-31,3.37,5.45,21.32,-22.87,10.59
31,NASDAQ,YHOO,YAHOO INC,20503.5,2009-08-31,2.03,-7.77,10.43,-24.61,21.9
32,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,19818.3,2009-08-31,3.11,12.76,43.58,-1.62,7.42
33,NASDAQ,CME,CME GROUP INC,19332.5,2009-08-31,4.38,-9.2,61.13,-10.44,6.34
