순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,308296.4,2004-06-30,8.88,13.34,3.78,12.0,-0.24
2,NASDAQ,WMT,WALMART INC,225259.5,2004-06-30,-5.33,-11.85,0.43,-0.91,0.47
3,NASDAQ,INTC,INTEL CORP,178516.8,2004-06-30,-3.33,0.77,-13.61,33.2,-11.67
4,NASDAQ,CSCO,CISCO SYSTEMS INC,160247.3,2004-06-30,5.95,-0.96,-1.74,41.16,-11.73
5,NASDAQ,PEP,PEPSICO INC,91974.5,2004-06-30,1.38,1.55,16.41,22.82,-7.2
6,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,91864.6,2004-06-30,6.82,8.02,69.88,181.27,-10.67
7,NASDAQ,DELL1,DELL INC,89525.6,2004-06-30,1.64,5.6,3.8,12.5,-0.98
8,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,74290.3,2004-06-30,-3.83,0.34,-0.48,17.31,-4.29
9,NASDAQ,AMGN,AMGEN INC,69394.0,2004-06-30,-0.24,-7.54,-11.94,-17.24,4.23
10,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,68681.6,2004-06-30,-6.25,-7.73,-9.99,14.13,-1.68
11,NASDAQ,CMCSA,COMCAST CORP,63280.1,2004-06-30,-2.95,-2.98,-12.88,-6.9,-2.48
12,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,61889.0,2004-06-30,-3.17,-8.99,-18.36,-18.19,-5.96
13,NASDAQ,EBAY,EBAY INC,60444.3,2004-06-30,3.55,31.62,43.05,76.82,-14.81
14,NASDAQ,DNA1,GENENTECH INC,59773.1,2004-06-30,-6.04,6.28,19.07,55.85,-13.38
15,NASDAQ,QCOM,QUALCOMM INC,59127.9,2004-06-30,8.81,11.45,34.56,104.25,-5.16
16,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,54511.2,2004-06-30,6.72,0.49,-0.65,-0.41,-3.57
17,NASDAQ,YHOO,YAHOO INC,49020.9,2004-06-30,18.72,49.21,62.03,122.63,-15.38
18,NASDAQ,SNY,SANOFI,46887.6,2004-06-30,-3.56,0.6,-12.65,11.47,3.32
19,NASDAQ,TXN,TEXAS INSTRUMENTS INC,41858.1,2004-06-30,-7.39,-16.7,-17.83,37.86,-11.7
20,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,37099.7,2004-06-30,3.42,9.17,0.42,20.91,0.53
21,NASDAQ,AMAT,APPLIED MATERIALS INC,33245.7,2004-06-30,-1.75,-8.28,-12.76,23.87,-13.51
22,NASDAQ,KMB,KIMBERLY CLARK CORP,33027.3,2004-06-30,0.58,7.18,13.35,29.52,-2.75
23,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,31472.4,2004-06-30,8.7,9.12,12.18,39.7,2.68
24,NASDAQ,FITB,FIFTH THIRD BANCORP,30270.3,2004-06-30,-0.35,-2.01,-7.51,-4.28,-8.22
25,NASDAQ,NXTL,NEXTEL COMMUNICATIONS INC,29587.3,2004-06-30,15.26,8.77,-3.96,47.54,-14.44
26,NASDAQ,TKOMY,TOKIO MARINE HOLDINGS INC,27748.0,2004-06-30,14.16,-4.24,12.22,94.67,-0.48
27,NASDAQ,FOX1,FOX ENTERTAINMENT GROUP INC,26018.1,2004-06-30,-0.93,0.04,-7.61,-7.23,1.24
28,NASDAQ,CAR,AVIS BUDGET GROUP INC,24969.0,2004-06-30,6.71,1.3,10.47,34.46,-6.54
29,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,24728.8,2004-06-30,-5.44,0.03,7.56,25.34,0.24
30,NASDAQ,DTV1,DIRECTV,23673.7,2004-06-30,-2.9,11.04,3.83,,-5.2
31,NASDAQ,AMZN,AMAZON COM INC,22033.3,2004-06-30,12.16,24.2,2.99,49.78,-28.46
32,NASDAQ,EXC,EXELON CORP,22003.9,2004-06-30,-0.03,-2.02,2.37,15.09,4.83
33,NASDAQ,BIIB,BIOGEN INC,21489.8,2004-06-30,1.77,12.89,71.46,86.25,-5.14
34,NASDAQ,TLSNY,TELIASONERA AB,20103.5,2004-06-30,-2.05,1.8,-14.68,4.17,2.33
35,NASDAQ,TRI,THOMSON REUTERS CORP,19885.5,2004-06-30,2.41,8.03,-5.14,8.93,2.15
36,NASDAQ,MTCH,MATCH GROUP INC,19203.4,2004-06-30,-3.59,-3.89,-10.89,-23.37,-9.42
37,NASDAQ,COST,COSTCO WHOLESALE CORP,18991.0,2004-06-30,8.66,10.77,10.74,12.83,-0.9
38,NASDAQ,SLM,SLM CORP,17755.6,2004-06-30,6.06,-1.97,8.21,5.12,-6.26
39,NASDAQ,ADI,ANALOG DEVICES INC,17695.5,2004-06-30,-4.21,-1.51,3.25,35.59,-15.67
40,NASDAQ,COX,COX COMMUNICATIONS INC,17250.7,2004-06-30,-11.52,-12.64,-19.66,-12.88,-0.76
