순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AEHL,ANTELOPE ENTERPRISE HOLDINGS LTD,464746.6,2011-10-31,173952.17,167917.7,8.63,-37.73,-45.09,-58.63,-8.94
2,NYSE,XOM,EXXON MOBIL CORP,379682.5,2011-10-31,78.09,44.07,7.52,-1.46,-10.11,20.32,3.62
3,NASDAQ,AAPL,APPLE INC,376221.0,2011-10-31,14.457,12.117,6.15,3.66,15.61,34.48,-5.58
4,NYSE,PTRCY,PETROCHINA CO LTD,237213.5,2011-10-31,129.61,84.311,7.57,-7.03,-7.27,9.8,0.88
5,NASDAQ,MSFT,MICROSOFT CORP,224016.4,2011-10-31,26.63,20.606,6.99,-2.2,4.06,2.38,-3.22
6,NYSE,SHEL,SHELL PLC,218197.3,2011-10-31,70.91,33.344,15.26,-2.44,-6.29,14.6,-0.08
7,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,217608.3,2011-10-31,184.63,103.332,5.58,1.99,9.21,30.81,2.23
8,NYSE,CVX,CHEVRON CORP,210413.4,2011-10-31,105.05,57.688,13.46,1.8,-2.49,31.29,-1.34
9,NYSE,BHP,BHP GROUP LTD,208864.9,2011-10-31,78.08,31.647,17.52,-13.58,-21.85,-3.23,-3.73
10,NASDAQ,WMT,WALMART INC,195496.7,2011-10-31,18.907,14.107,9.28,8.42,4.63,7.52,3.85
11,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,193315.0,2011-10-31,77.86,77.86,9.6,4.98,-6.53,-2.14,1.16
12,NASDAQ,GOOGL,ALPHABET INC,192143.0,2011-10-31,14.831,14.7,15.07,-1.83,8.92,-3.43,1.14
13,NYSE,CHL,CHINA MOBILE LTD,190862.3,2011-10-31,47.56,32.272,-2.36,-2.65,7.64,-3.42,4.44
14,NYSE,GE,GE AEROSPACE,177131.6,2011-10-31,133.68,61.551,9.79,-5.83,-16.86,7.69,-4.79
15,NYSE,JNJ,JOHNSON & JOHNSON,176451.4,2011-10-31,64.39,42.324,1.1,0.27,-0.29,4.63,1.45
16,NYSE,PBR,PETROBRA,176161.9,2011-10-31,27.01,9.905,20.31,-19.81,-26.17,-17.91,0.8
17,NYSE,PG,PROCTER & GAMBLE CO,176057.0,2011-10-31,63.99,42.145,2.11,4.91,0.21,3.91,0.91
18,NYSE,T,AT&T INC,173691.1,2011-10-31,29.31,9.876,4.33,1.69,-3.07,8.8,-1.12
19,NYSE,ORCL,ORACLE CORP,165311.6,2011-10-31,32.77,26.709,14.25,7.38,-8.52,12.34,-4.33
20,NYSE,KO,COCA COLA CO,155170.6,2011-10-31,34.16,21.861,1.12,1.14,2.7,14.59,-0.9
21,NYSE,HSBC,HSBC HOLDINGS PLC,154435.5,2011-10-31,43.66,18.907,14.77,-9.76,-18.34,-12.96,-9.23
