순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,293313.9,2005-08-31,7.22,6.44,9.49,12.59,-6.03
2,NASDAQ,WMT,WALMART INC,187159.0,2005-08-31,-8.6,-4.5,-12.08,-13.63,-2.54
3,NASDAQ,INTC,INTEL CORP,156712.0,2005-08-31,-4.96,-4.32,7.88,22.21,-4.16
4,NASDAQ,SNY,SANOFI,120703.3,2005-08-31,-1.25,-3.29,9.05,24.4,-2.83
5,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,114625.1,2005-08-31,5.5,9.89,5.26,22.43,-4.7
6,NASDAQ,CSCO,CISCO SYSTEMS INC,112603.7,2005-08-31,-7.99,-9.18,1.14,-6.08,1.7
7,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,107257.3,2005-08-31,1.6,11.07,20.15,30.24,5.53
8,NASDAQ,DNA1,GENENTECH INC,99978.7,2005-08-31,5.02,18.54,99.03,92.58,-10.36
9,NASDAQ,AMGN,AMGEN INC,98581.2,2005-08-31,0.16,27.68,29.69,34.76,-0.29
10,NASDAQ,PEP,PEPSICO INC,91590.2,2005-08-31,0.59,-2.05,2.76,11.71,3.87
11,NASDAQ,DELL1,DELL INC,85381.9,2005-08-31,-12.03,-10.85,-11.2,2.18,-3.93
12,NASDAQ,GOOGL,ALPHABET INC,79942.0,2005-08-31,-0.62,3.16,52.13,179.4,10.64
13,NASDAQ,CMCSA,COMCAST CORP,67506.5,2005-08-31,0.03,-4.53,-5.3,9.13,-4.43
14,NASDAQ,QCOM,QUALCOMM INC,64743.8,2005-08-31,0.81,6.79,10.68,5.24,12.69
15,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,56331.9,2005-08-31,-1.44,2.27,-0.59,9.64,-3.01
16,NASDAQ,EBAY,EBAY INC,54819.1,2005-08-31,-3.09,6.55,-5.49,-6.43,1.75
17,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,53884.4,2005-08-31,1.49,-0.87,-2.61,2.04,-2.88
18,NASDAQ,TXN,TEXAS INSTRUMENTS INC,53041.4,2005-08-31,2.9,18.33,23.68,67.9,3.73
19,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,52803.0,2005-08-31,1.48,-3.81,-6.15,1.61,-0.58
20,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,47050.9,2005-08-31,-3.06,2.33,8.44,29.31,-6.22
21,NASDAQ,YHOO,YAHOO INC,46946.3,2005-08-31,-0.06,-10.43,3.25,16.87,1.56
22,NASDAQ,AAPL,APPLE INC,38919.0,2005-08-31,9.95,17.98,4.54,172.09,14.32
23,NASDAQ,EXC,EXELON CORP,36136.3,2005-08-31,1.47,15.91,20.73,51.37,-0.83
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,32735.0,2005-08-31,-2.02,6.22,1.92,8.7,-2.03
25,NASDAQ,AMAT,APPLIED MATERIALS INC,30117.2,2005-08-31,-0.7,11.76,5.36,15.7,-7.42
26,NASDAQ,KMB,KIMBERLY CLARK CORP,29682.5,2005-08-31,-2.26,-2.45,-4.24,-2.57,-3.79
27,NASDAQ,TKOMY,TOKIO MARINE HOLDINGS INC,26141.4,2005-08-31,11.77,10.04,0.22,6.53,10.59
28,NASDAQ,GEN,GEN DIGITAL INC,25118.3,2005-08-31,-4.47,-6.85,-4.72,-12.56,8.06
29,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,24727.7,2005-08-31,-3.74,-2.05,0.22,9.0,1.05
30,NASDAQ,APA,APA CORP,23552.0,2005-08-31,4.71,22.03,14.19,61.16,5.03
31,NASDAQ,FITB,FIFTH THIRD BANCORP,23029.5,2005-08-31,-3.92,-2.14,-5.96,-14.29,-10.34
32,NASDAQ,SHLDQ,SEARS HOLDINGS CORP,22404.6,2005-08-31,-12.12,-7.27,39.39,77.32,-8.41
33,NASDAQ,TRI,THOMSON REUTERS CORP,22168.9,2005-08-31,7.31,10.7,10.91,15.61,0.64
34,NASDAQ,DTV1,DIRECTV,22093.2,2005-08-31,3.31,6.56,6.0,0.25,-5.85
35,NASDAQ,CAR,AVIS BUDGET GROUP INC,21282.2,2005-08-31,-4.26,-3.58,-7.16,0.32,1.48
36,NASDAQ,COST,COSTCO WHOLESALE CORP,20797.1,2005-08-31,-5.35,-4.12,-6.36,6.42,-0.71
37,NASDAQ,SLM,SLM CORP,20772.4,2005-08-31,-2.95,3.98,3.26,30.25,7.82
38,NASDAQ,BNI,BURLINGTON NORTHERN SANTA FE CORP,19799.5,2005-08-31,-2.27,7.66,6.18,50.35,13.2
39,NASDAQ,GILD,GILEAD SCIENCES INC,19604.9,2005-08-31,-4.03,5.39,24.46,24.41,13.39
40,NASDAQ,SBUX,STARBUCKS CORP,18839.8,2005-08-31,-6.7,-10.51,-5.36,13.39,2.18
41,NASDAQ,GENZ1,GENZYME CORP,18267.4,2005-08-31,-4.35,14.07,26.89,31.8,0.66
42,NASDAQ,AMZN,AMAZON COM INC,17588.7,2005-08-31,-5.41,20.28,21.38,11.96,6.09
43,NASDAQ,TIBB,TIB FINANCIAL CORP,17542.8,2005-08-31,2.66,20.01,27.07,57.46,-4.01
44,NASDAQ,EA,ELECTRONIC ARTS INC,17385.6,2005-08-31,-0.56,9.02,-11.18,15.07,-0.68
45,NASDAQ,MITSY,MITSUI & CO LTD,16758.7,2005-08-31,9.84,18.11,3.45,30.57,19.37
46,NASDAQ,SPLS1,STAPLES INC,16115.6,2005-08-31,-3.69,1.72,5.21,15.62,-2.79
47,NASDAQ,WWY,WRIGLEY WM JR CO,15965.4,2005-08-31,-0.13,4.5,7.65,16.35,1.17
48,NASDAQ,CA1,CA INC,15811.7,2005-08-31,-1.79,-0.99,-0.34,11.62,3.3
49,NASDAQ,BRCM,BROADCOM CORP,14639.1,2005-08-31,1.71,22.43,34.89,60.28,7.86
50,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,14305.8,2005-08-31,-3.01,5.17,13.49,18.16,6.78
51,NASDAQ,BIIB,BIOGEN INC,14257.5,2005-08-31,7.25,7.77,9.03,-28.97,-6.31
52,NASDAQ,APOL,APOLLO EDUCATION GROUP INC,14201.6,2005-08-31,4.67,0.29,6.82,0.85,-15.6
53,NASDAQ,MXIM,MAXIM INTEGRATED PRODUCTS INC,13987.8,2005-08-31,1.87,8.5,-0.37,-0.57,0.0
54,NASDAQ,XTO,XTO ENERGY INC,13824.6,2005-08-31,13.42,28.09,16.95,90.44,14.0
55,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,13698.3,2005-08-31,-7.68,-6.27,-1.11,34.01,-0.16
56,NASDAQ,ADI,ANALOG DEVICES INC,13574.1,2005-08-31,-6.76,-1.43,-0.19,5.91,1.89
57,NASDAQ,MEL,MELLON FINANCIAL CORP,13569.4,2005-08-31,6.53,17.67,14.71,15.45,-1.48
58,NASDAQ,DISH,DISH NETWORK CORP,13514.7,2005-08-31,4.21,2.43,0.6,0.67,-1.2
59,NASDAQ,ADBE,ADOBE INC,13292.6,2005-08-31,-8.77,-18.36,-12.4,17.98,10.39
60,NASDAQ,MRVL,MARVELL TECHNOLOGY INC,13226.9,2005-08-31,8.01,15.1,28.97,104.1,-2.29
61,NASDAQ,JAVA1,SUN MICROSYSTEMS INC,12942.9,2005-08-31,-1.04,-0.26,-9.95,-1.81,3.42
62,NASDAQ,PAYX,PAYCHEX INC,12925.2,2005-08-31,-2.23,18.62,7.75,16.91,8.67
63,NASDAQ,XRX,XEROX HOLDINGS CORP,12866.6,2005-08-31,1.52,-1.18,-14.04,-0.15,1.79
64,NASDAQ,PFG,PRINCIPAL FINANCIAL GROUP INC,12810.3,2005-08-31,4.21,14.82,17.38,33.83,3.43
