순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2676736.9,2023-09-29,-7.01,-9.57,6.79,20.88,-0.26
2,NASDAQ,MSFT,MICROSOFT CORP,2345947.9,2023-09-29,-3.85,-5.56,13.05,34.23,7.08
3,NASDAQ,GOOGL,ALPHABET INC,1650013.7,2023-09-29,-2.76,9.87,29.07,34.33,-5.18
4,NASDAQ,AMZN,AMAZON COM INC,1311592.5,2023-09-29,-5.77,-0.61,26.8,10.73,4.7
5,NASDAQ,NVDA,NVIDIA CORP,1074425.3,2023-09-29,-10.83,6.57,61.24,256.19,-6.25
6,NASDAQ,TSLA,TESLA INC,794196.9,2023-09-29,-2.71,-2.83,29.06,-6.71,-19.73
7,NASDAQ,META,META PLATFORMS INC,772488.8,2023-09-29,0.75,6.64,46.19,120.08,0.35
8,NASDAQ,WMT,WALMART INC,430461.8,2023-09-29,-0.08,4.03,11.7,22.78,2.18
9,NASDAQ,AVGO,BROADCOM INC,342809.9,2023-09-29,-6.15,-3.18,34.24,89.47,1.3
10,NASDAQ,COST,COSTCO WHOLESALE CORP,250361.2,2023-09-29,4.09,6.46,15.55,18.84,-2.22
11,NASDAQ,ASML,ASML HOLDING NV,234463.3,2023-09-29,-11.81,-18.43,-10.23,39.06,1.72
12,NASDAQ,PEP,PEPSICO INC,233247.8,2023-09-29,-5.69,-7.2,-4.89,4.46,-3.64
13,NASDAQ,ADBE,ADOBE INC,232157.5,2023-09-29,-5.67,5.4,34.48,83.25,4.35
14,NASDAQ,CSCO,CISCO SYSTEMS INC,217989.2,2023-09-29,-4.95,5.77,6.65,36.83,-2.33
15,NASDAQ,CMCSA,COMCAST CORP,182908.4,2023-09-29,-5.21,7.66,21.76,50.27,-6.26
16,NASDAQ,LIN,LINDE PLC,181686.6,2023-09-29,-3.43,-1.48,7.2,40.07,2.63
17,NASDAQ,NFLX,NETFLIX INC,167332.2,2023-09-29,-12.18,-11.83,13.72,57.52,9.03
18,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,166123.3,2023-09-29,-2.93,-7.57,7.0,60.31,-4.2
19,NASDAQ,TMUS,T-MOBILE US INC,164762.8,2023-09-29,2.42,2.35,-2.61,4.02,2.72
20,NASDAQ,INTC,INTEL CORP,148883.4,2023-09-29,3.62,8.41,13.64,39.29,2.67
21,NASDAQ,TXN,TEXAS INSTRUMENTS INC,144375.7,2023-09-29,-6.84,-9.43,-10.9,3.32,-9.86
22,NASDAQ,AMGN,AMGEN INC,143760.0,2023-09-29,3.51,22.5,13.47,21.62,-4.86
