순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,BNBX,BNB PLUS CORP,3748866.1,2006-09-29,3600718.2,3600718.2,0.0,-28.57,-47.37,-82.46,-10.0
2,NYSE,XOM,EXXON MOBIL CORP,398906.6,2006-09-29,67.1,33.991,-0.84,9.88,11.32,7.73,6.44
3,NYSE,GE,GE AEROSPACE,364414.6,2006-09-29,282.4,107.283,4.39,7.88,3.0,7.95,-0.54
4,NASDAQ,MSFT,MICROSOFT CORP,272679.3,2006-09-29,27.35,19.195,6.42,17.81,1.28,7.77,4.97
5,NYSE,C,CITIGROUP INC,245565.7,2006-09-29,496.7,326.546,0.65,3.98,7.31,13.64,0.99
6,NYSE,BAC,BANK OF AMERICA CORP,242451.3,2006-09-29,53.57,35.717,4.08,12.58,20.13,32.81,0.56
7,NYSE,BP,BP PLC,225786.0,2006-09-29,65.58,22.724,-3.63,-5.0,-3.36,-4.42,2.31
8,NYSE,SHEL,SHELL PLC,215654.5,2006-09-29,66.1,24.247,-4.12,-0.44,8.09,4.37,5.32
9,NYSE,PFE,PFIZER INC,206785.6,2006-09-29,28.36,11.387,2.9,21.94,15.95,17.78,-6.02
10,NASDAQ,WMT,WALMART INC,205616.7,2006-09-29,16.44,11.04,10.29,2.77,5.17,14.14,-0.08
11,NYSE,HSBC,HSBC HOLDINGS PLC,204516.0,2006-09-29,91.53,31.61,0.65,4.45,11.08,17.67,4.31
12,NYSE,PG,PROCTER & GAMBLE CO,196791.8,2006-09-29,61.98,35.384,0.13,12.08,8.73,6.42,2.78
13,NYSE,PTRCY,PETROCHINA CO LTD,192716.1,2006-09-29,107.65,58.44,-1.86,1.97,6.93,34.61,2.55
14,NYSE,JNJ,JOHNSON & JOHNSON,189950.9,2006-09-29,64.94,36.628,0.43,9.01,10.98,5.0,3.79
15,NYSE,TM,TOYOTA MOTOR CORP,176513.7,2006-09-29,108.9,68.716,1.31,4.95,0.79,19.87,8.36
16,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,172194.1,2006-09-29,1325.2,812.466,3.82,12.5,0.77,7.97,1.37
17,NYSE,JPM,JPMORGAN CHASE & CO,163018.2,2006-09-29,46.96,28.328,2.85,12.7,14.59,43.27,1.74
18,NYSE,TTE,TOTALENERGIES SE,162243.1,2006-09-29,65.94,22.052,-2.21,0.64,0.86,-1.51,3.34
