순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,GE,GE AEROSPACE,309462.2,2002-05-31,249.12,83.935,-1.3,-19.12,-18.38,-35.37,-6.14
2,NASDAQ,MSFT,MICROSOFT CORP,275701.2,2002-05-31,25.455,15.513,-2.58,-12.74,-20.71,-26.41,7.45
3,NYSE,XOM,EXXON MOBIL CORP,270806.1,2002-05-31,39.93,18.318,-0.02,-2.75,8.04,-7.88,2.48
4,NASDAQ,WMT,WALMART INC,240806.9,2002-05-31,18.033,11.594,-3.16,-12.66,-1.67,5.1,1.82
5,NYSE,C,CITIGROUP INC,222250.3,2002-05-31,431.8,230.633,0.12,-4.19,-9.19,-14.56,-10.26
6,NYSE,PFE,PFIZER INC,216067.0,2002-05-31,34.6,12.505,-4.48,-15.23,-19.57,-18.36,1.16
7,NYSE,JNJ,JOHNSON & JOHNSON,184737.4,2002-05-31,61.35,31.901,-3.61,1.07,6.0,28.19,-14.81
8,NASDAQ,INTC,INTEL CORP,184667.3,2002-05-31,27.62,15.769,-3.39,-3.19,-15.32,2.54,-33.85
9,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,174986.0,2002-05-31,1339.4,792.984,-3.11,-9.46,-18.64,-17.19,1.95
10,NYSE,KO,COCA COLA CO,137995.5,2002-05-31,27.78,13.876,0.09,17.73,18.81,19.05,1.16
11,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,137721.5,2002-05-31,80.45,39.731,-3.78,-17.86,-30.18,-27.63,-10.5
12,NYSE,MRK,MERCK & CO INC,129341.3,2002-05-31,57.1,22.157,5.08,-6.38,-14.8,-20.5,-10.75
13,NYSE,NVS,NOVARTIS AG,123544.5,2002-05-31,42.82,16.952,2.02,14.29,21.32,13.04,2.36
14,NYSE,MO,ALTRIA GROUP INC,122489.5,2002-05-31,57.25,3.171,5.21,9.95,24.26,16.67,-22.74
15,NYSE,VZ,VERIZON COMMUNICATIONS INC,117089.8,2002-05-31,43.0,11.579,7.2,-7.32,-7.0,-19.17,-6.62
16,NYSE,BAC,BANK OF AMERICA CORP,116696.5,2002-05-31,37.905,21.165,4.6,18.54,25.88,31.59,-6.43
17,NYSE,PG,PROCTER & GAMBLE CO,116380.1,2002-05-31,44.775,23.524,-0.79,6.06,16.65,42.2,-0.28
18,NASDAQ,CSCO,CISCO SYSTEMS INC,115455.5,2002-05-31,15.78,10.159,7.72,10.58,-22.8,-18.07,-11.6
19,NYSE,T,AT&T INC,114534.5,2002-05-31,34.29,7.032,10.39,-8.71,-7.0,-18.26,-11.05
20,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,113720.6,2002-05-31,49.44,49.44,1.6,1.94,5.96,8.8,-9.63
21,NYSE,TTE,TOTALENERGIES SE,109659.9,2002-05-31,38.835,12.29,3.53,6.56,22.3,6.3,4.16
22,NYSE,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,107026.1,2002-05-31,7.88,3.659,13.95,31.76,18.61,-8.36,-13.06
23,NYSE,GSK,GSK PLC,103888.1,2002-05-31,50.938,14.17,-14.22,-15.8,-17.72,-22.78,5.86
24,NYSE,ING,ING GROEP NV,103053.0,2002-05-31,26.48,10.175,0.53,13.18,3.44,-15.93,-3.97
