종목선정일,시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,이번달수익률
2026-01-30,NYSE,Boeing Company (The) Common Stock,BA,0,233.72,7.65,16.27,5.36,32.4,-930,-2.65
2026-01-30,NYSE,Toronto Dominion Bank (The) Common Stock,TD,0,93.49,-0.75,13.83,28.28,63.82,-940,4.14
2026-01-30,NYSE,Amphenol Corporation Common Stock,APH,0,144.08,6.62,3.4,35.27,103.56,-950,1.37
2026-01-30,NYSE,Arista Networks Inc. Common Stock,ANET,0,141.74,8.17,-10.11,15.03,23.01,-960,-5.81
2026-01-30,NYSE,Deere & Company Common Stock,DE,0,528,13.41,14.38,0.69,10.79,-960,19.26
2026-01-30,NYSE,AT&T Inc. 5.350% Global Notes due 2066,TBB,0,22.46,0.85,-1.4,-3.11,-5.51,-970,1.02
2026-01-30,NYSE,BlackRock Inc. Common Stock,BLK,0,1118.94,4.54,3.34,1.17,4.04,-980,-4.98
2026-01-30,NYSE,Uber Technologies Inc. Common Stock,UBER,0,80.05,-2.03,-17.05,-8.77,19.75,-990,-5.78
2026-01-30,NYSE,Union Pacific Corporation Common Stock,UNP,0,235.1,1.63,6.68,5.92,-5.12,-990,12.71
2026-01-30,NYSE,Southern Copper Corporation Common Stock,SCCO,0,188.72,32.66,38.29,105.91,115.26,-990,15.67
2026-01-30,NYSE,Lockheed Martin Corporation Common Stock,LMT,0,634.22,31.13,28.94,50.65,37,-1010,3.76
2026-01-30,NYSE,Eaton Corporation PLC Ordinary Shares,ETN,0,351.42,10.33,-7.9,-8.66,7.65,-1040,6.97
2026-01-30,NYSE,Welltower Inc. Common Stock,WELL,0,188.36,1.48,4.04,14.11,38.01,-1060,9.96
2026-01-30,NYSE,Danaher Corporation Common Stock,DHR,0,218.89,-4.38,1.63,11.02,-1.73,-1070,-3.77
2026-01-30,NYSE,Petroleo Brasileiro S.A. Petrobras ADS,PBR,0,15.34,29.45,31.79,20.41,7.95,-1090,8.41
2026-01-30,NYSE,Lowe's Companies Inc. Common Stock,LOW,0,267.06,10.74,12.15,19.45,2.7,-1140,-0.93
2026-01-30,NYSE,Accenture plc Class A Ordinary Shares (Ireland),ACN,0,263.64,-1.74,5.41,-1.3,-31.51,-1200,-20.83
2026-01-30,NYSE,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG,0,20.99,8.59,28.93,38.64,41.06,-1210,6.91
2026-01-30,NYSE,British American Tobacco Industries p.l.c. Common Stock ADR,BTI,0,60.68,7.17,18.54,13.04,53.08,-1230,3.25
2026-01-30,NYSE,HDFC Bank Limited Common Stock,HDB,0,32.38,-11.38,-10.6,-15.66,6.79,-1250,-1.64
2026-01-30,NYSE,Unilever PLC American Depositary Shares (each representing One Ordinary Share),UL,0,68.36,4.53,0.96,4,5.9,-1260,7.88
2026-01-30,NYSE,Chubb Limited Common Stock,CB,0,309.56,-0.82,11.78,16.36,13.86,-1270,10.11
2026-01-30,NYSE,S&P Global Inc. Common Stock,SPGI,0,527.79,1,8.33,-4.23,1.22,-1280,-16.28
2026-01-30,NYSE,Stryker Corporation Common Stock,SYK,0,369.56,5.15,3.74,-5.9,-5.55,-1290,4.84
2026-01-30,NYSE,Sony Group Corporation American Depositary Shares,SONY,0,22.1,-13.67,-20.76,-6.83,2.98,-1320,4.34
2026-01-30,NYSE,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),BUD,0,71.68,11.93,17.7,24.29,45.75,-1330,12.93
2026-01-30,NYSE,Bristol-Myers Squibb Company Common Stock,BMY,0,55.05,2.06,19.49,27.11,-6.62,-1340,13.3
2026-01-30,NYSE,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,BBVA,0,25.42,9.05,26.28,51.94,124.16,-1370,-9.01
2026-01-30,NYSE,Prologis Inc. Common Stock,PLD,0,130.56,2.27,5.21,22.27,9.48,-1390,9.2
2026-01-30,NYSE,BP p.l.c. Common Stock,BP,0,37.88,9.07,7.83,17.82,21.96,-1410,2.59
2026-01-30,NYSE,Enbridge Inc Common Stock,ENB,0,48.84,2.11,4.76,7.84,12.95,-1470,8.8
2026-01-30,NYSE,Rio Tinto Plc Common Stock,RIO,0,91.03,13.74,26.89,52.3,50.69,-1490,9.13
2026-01-30,NYSE,Newmont Corporation,NEM,0,112.35,12.52,38.76,80.92,162.99,-1520,15.71
2026-01-30,NYSE,Corning Incorporated Common Stock,GLW,0,103.25,17.92,15.91,63.27,98.25,-1530,45.65
2026-01-30,NYSE,Progressive Corporation (The) Common Stock,PGR,0,208,-8.66,0.97,-14.06,-15.6,-1540,2.72
2026-01-30,NYSE,Capital One Financial Corporation Common Stock,COF,0,218.93,-9.67,-0.48,1.83,7.47,-1580,-10.64
2026-01-30,NYSE,Parker-Hannifin Corporation Common Stock,PH,0,935.84,6.47,21.09,27.86,32.36,-1610,7.84
2026-01-30,NYSE,GSK plc American Depositary Shares (Each representing two Ordinary Shares),GSK,0,51.6,5.22,10.12,38.9,46.3,-1610,14.59
2026-01-30,NYSE,Medtronic plc. Ordinary Shares,MDT,0,102.96,7.18,13.52,14.1,13.37,-1620,-5.15
2026-01-30,NYSE,Altria Group Inc.,MO,0,61.99,7.51,9.95,0.08,18.69,-1660,11.37
2026-01-30,NYSE,ServiceNow Inc. Common Stock,NOW,0,117.01,-23.62,-36.36,-37.97,-42.55,-1700,-7.69
2026-01-30,NYSE,Southern Company (The) Common Stock,SO,0,89.31,2.42,-5.03,-5.47,6.38,-1770,9.04
2026-01-30,NYSE,McKesson Corporation Common Stock,MCK,0,831.21,1.33,2.45,19.85,39.76,-1790,18.79
2026-01-30,NYSE,Dell Technologies Inc. Class C Common Stock,DELL,0,114.44,-9.09,-29.36,-13.75,10.46,-1830,29.4
2026-01-30,NYSE,HCA Healthcare Inc. Common Stock,HCA,0,488.27,4.59,6.22,37.93,48,-1830,8.49
2026-01-30,NYSE,Equinor ASA,EQNR,0,26.85,13.63,12.06,4.27,11.92,-1840,11.1
2026-01-30,NYSE,Duke Energy Corporation (Holding Company) Common Stock,DUK,0,121.35,3.53,-2.37,-0.24,8.36,-1850,7.83
2026-01-30,NYSE,Agnico Eagle Mines Limited Common Stock,AEM,0,190.5,12.37,18.46,53.18,104.97,-1920,32.07
2026-01-30,NYSE,Canadian Natural Resources Limited Common Stock,CNQ,0,37.21,9.93,16.21,17.38,22.6,-1980,17.63
2026-01-30,NYSE,Spotify Technology S.A. Ordinary Shares,SPOT,0,500.35,-13.84,-23.65,-20.14,-8.79,-2020,2.92
2026-01-30,NYSE,Mizuho Financial Group Inc. Sponosred ADR (Japan),MFG,0,8.63,17.9,28.23,46.27,57.48,-2030,2.78
2026-01-30,NYSE,Northrop Grumman Corporation Common Stock,NOC,0,692.26,21.4,18.65,20.06,42.07,-2050,4.64
2026-01-30,NYSE,Vertiv Holdings LLC Class A Common Stock,VRT,0,186.18,14.92,-3.46,27.87,59.1,-2070,36.91
2026-01-30,NYSE,Bank Of Montreal Common Stock,BMO,0,136.15,4.9,9.64,23.28,37.47,-2080,5.71
2026-01-30,NYSE,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),ITUB,0,8.59,19.97,20.14,41.05,67.77,-2100,5.36
2026-01-30,NYSE,Boston Scientific Corporation Common Stock,BSX,0,93.53,-1.91,-7.14,-10.86,-8.63,-2120,-17.83
2026-01-30,NYSE,General Dynamics Corporation Common Stock,GD,0,351.09,4.29,1.79,12.67,36.62,-2230,1.7
2026-01-30,NYSE,Waste Management Inc. Common Stock,WM,0,222.24,1.15,11.25,-3.02,0.9,-2270,8.37
2026-01-30,NYSE,ICICI Bank Limited Common Stock,IBN,0,29.29,-1.71,-3.33,-13.09,2.16,-2300,4.17
2026-01-30,NYSE,Howmet Aerospace Inc. Common Stock,HWM,0,208.08,1.49,1.03,15.75,64.39,-2320,26.17
2026-01-30,NYSE,Trane Technologies plc,TT,0,420.58,8.06,-6.26,-3.99,15.94,-2330,9.92
2026-01-30,NYSE,CVS Health Corporation Common Stock,CVS,0,74.52,-6.1,-4.64,20,31.94,-2330,7.22
2026-01-30,NYSE,Brookfield Corporation Class A Limited Voting Shares,BN,0,45.55,-0.74,-1.09,1.9,11.64,-2360,-3.75
2026-01-30,NYSE,Intercontinental Exchange Inc. Common Stock,ICE,0,173.78,7.3,18.79,-5.98,8.73,-2370,-5.55
2026-01-30,NYSE,ENI S.p.A. Common Stock,E,0,40.92,7.85,10.86,20.21,45.36,-2480,14.71
2026-01-30,NYSE,Williams Companies Inc. (The) Common Stock,WMB,0,67.26,11.89,16.23,12.19,21.34,-2540,11.09
2026-01-30,NYSE,Canadian Imperial Bank of Commerce Common Stock,CM,0,92.39,1.96,11.49,29.33,46.6,-2560,9.28
2026-01-30,NYSE,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,BNS,0,74.72,1.4,13.9,34.36,46.02,-2610,1.38
2026-01-30,NYSE,Blackstone Inc. Common Stock,BX,0,142.42,-7.6,-2.88,-17.66,-19.59,-2630,-20.4
2026-01-30,NYSE,FedEx Corporation Common Stock,FDX,0,322.25,11.56,26.96,44.19,21.66,-2650,20.09
2026-01-30,NYSE,Freeport-McMoRan Inc. Common Stock,FCX,0,60.23,18.59,44.44,49.68,68.01,-2730,13.03
2026-01-30,NYSE,Marsh Common Stock,MRSH,0,188.19,1.44,5.64,-5.53,-13.23,-2860,-0.77
2026-01-30,NYSE,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,NGG,0,85.27,10.24,13.32,21.14,38.88,-2880,9.97
2026-01-30,NYSE,PNC Financial Services Group Inc. (The) Common Stock,PNC,0,223.3,6.98,22.32,17.36,11.12,-3100,-4.9
2026-01-30,NYSE,United Parcel Service Inc. Common Stock,UPS,0,106.22,7.09,10.16,23.28,-7.01,-3100,9.17
2026-01-30,NYSE,KKR & Co. Inc. Common Stock,KKR,0,114.26,-10.37,-3.44,-22.05,-31.61,-3130,-23.26
2026-01-30,NYSE,Quanta Services Inc. Common Stock,PWR,0,474.63,12.46,5.68,16.87,54.3,-3180,18.64
2026-01-30,NYSE,Enterprise Products Partners L.P. Common Stock,EPD,0,33.19,3.52,7.79,7.1,1.65,-3280,8.89
2026-01-30,NYSE,The Bank of New York Mellon Corporation Common Stock,BK,0,119.92,3.3,11.11,18.21,39.56,-3310,-0.68
2026-01-30,NYSE,U.S. Bancorp Common Stock,USB,0,56.11,5.15,20.2,24.8,17.43,-3350,-2.58
2026-01-30,NYSE,American Tower Corporation (REIT) Common Stock,AMT,0,179.28,2.11,0.17,-13.97,-3.07,-3350,7.02
2026-01-30,NYSE,Johnson Controls International plc Ordinary Share,JCI,0,119.26,-0.41,4.26,13.58,52.9,-3450,21
2026-01-30,NYSE,Sherwin-Williams Company (The) Common Stock,SHW,0,354.64,9.45,2.81,7.18,-0.98,-3520,2.24
2026-01-30,NYSE,Ferrari N.V. Common Shares,RACE,0,333.17,-9.85,-17.52,-24.86,-22.25,-3640,14.03
2026-01-30,NYSE,Suncor Energy Inc. Common Stock,SU,0,52.97,19.41,33.06,34.24,41.03,-3640,6.7
2026-01-30,NYSE,Nike Inc. Common Stock,NKE,0,61.81,-2.98,-4.3,-17.24,-19.62,-3670,0.6
2026-01-30,NYSE,Moody's Corporation Common Stock,MCO,0,515.56,0.92,7.34,-0.03,3.23,-3840,-7.36
2026-01-30,NYSE,EOG Resources Inc. Common Stock,EOG,0,112.13,6.78,5.94,-6.57,-10.86,-3920,10.66
2026-01-30,NYSE,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,AMX,0,20.7,0.15,-9.09,14.55,47.75,-3960,25.7
2026-01-30,NYSE,SLB Limited Common Shares,SLB,0,48.38,26.06,34.17,43.14,20.11,-4000,6.12
2026-01-30,NYSE,3M Company Common Stock,MMM,0,153.16,-4.33,-8.01,2.64,0.63,-4070,7.94
2026-01-30,NYSE,ING Group N.V. Common Stock,ING,0,29.39,4.96,17.89,25.81,77.37,-4570,-2.11
2026-01-30,NYSE,Ecolab Inc. Common Stock,ECL,0,281.99,7.42,9.98,7.73,12.71,-4580,9.35
2026-01-30,NYSE,Illinois Tool Works Inc. Common Stock,ITW,0,261.26,6.07,7.11,2.07,0.81,-4690,11.24
