순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,504785.4,2013-12-31,20.037,17.37,0.89,18.36,43.26,8.06,-10.77
2,NYSE,XOM,EXXON MOBIL CORP,442093.6,2013-12-31,101.2,60.535,8.26,18.43,13.56,20.14,-8.93
3,NASDAQ,GOOGL,ALPHABET INC,374792.6,2013-12-31,28.046,27.798,5.77,27.95,27.3,58.43,5.38
4,NASDAQ,MSFT,MICROSOFT CORP,312297.5,2013-12-31,37.41,30.905,-1.89,13.27,9.9,44.29,1.15
5,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,292595.0,2013-12-31,118.56,118.56,1.74,4.45,5.93,32.17,-5.87
6,NYSE,GE,GE AEROSPACE,283589.9,2013-12-31,224.24,111.561,5.99,18.27,22.79,37.89,-10.35
7,NYSE,JNJ,JOHNSON & JOHNSON,258415.5,2013-12-31,91.59,64.907,-3.24,6.38,8.21,34.61,-3.41
8,NASDAQ,WMT,WALMART INC,254622.9,2013-12-31,26.23,20.673,-2.29,7.02,6.9,18.17,-5.1
9,NYSE,CVX,CHEVRON CORP,240223.5,2013-12-31,124.91,73.848,2.02,3.67,7.32,19.32,-10.63
10,NYSE,WFC,WELLS FARGO & COMPANY,239149.0,2013-12-31,45.4,32.092,3.13,10.65,11.55,36.71,-0.13
11,NYSE,SHEL,SHELL PLC,224709.8,2013-12-31,71.27,37.607,6.85,10.0,14.83,9.05,-3.04
12,NYSE,PG,PROCTER & GAMBLE CO,221291.2,2013-12-31,81.41,57.158,-3.34,8.53,7.35,23.69,-5.17
13,NYSE,JPM,JPMORGAN CHASE & CO,219837.4,2013-12-31,58.48,41.889,2.2,13.96,12.39,36.71,-4.72
14,NYSE,CHL,CHINA MOBILE LTD,210209.4,2013-12-31,52.29,38.54,-3.6,-7.34,3.02,-7.17,-8.49
15,NYSE,HSBC,HSBC HOLDINGS PLC,203716.5,2013-12-31,55.13,26.413,-1.73,2.53,8.19,8.51,-6.6
16,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,203673.7,2013-12-31,187.57,109.256,4.39,1.83,-0.84,-0.18,-5.81
17,NYSE,PTRCY,PETROCHINA CO LTD,200847.2,2013-12-31,109.74,77.445,-7.81,-0.19,1.54,-20.45,-12.6
18,NYSE,PFE,PFIZER INC,198515.2,2013-12-31,30.63,17.032,-3.46,7.46,11.11,26.22,-0.75
19,NYSE,NVS,NOVARTIS AG,194569.4,2013-12-31,80.38,43.854,1.59,4.78,13.68,31.8,-1.63
20,NYSE,TM,TOYOTA MOTOR CORP,193086.5,2013-12-31,121.92,87.219,-2.5,-4.77,1.96,33.42,-5.87
21,NYSE,T,AT&T INC,185222.9,2013-12-31,35.16,13.142,-0.14,5.38,1.95,9.75,-3.96
22,NASDAQ,AMZN,AMAZON COM INC,182544.2,2013-12-31,19.94,19.94,1.32,27.56,43.62,58.97,-10.06
23,NYSE,KO,COCA COLA CO,182421.8,2013-12-31,41.31,28.156,2.79,9.82,4.47,17.24,-8.45
24,NYSE,BHP,BHP GROUP LTD,182362.6,2013-12-31,68.2,29.509,-0.03,2.55,20.43,-10.09,-6.23
25,NYSE,ORCL,ORACLE CORP,172070.9,2013-12-31,38.26,31.857,8.42,15.76,25.52,15.68,-3.25
26,NYSE,BAC,BANK OF AMERICA CORP,166071.7,2013-12-31,15.57,12.137,-1.52,12.89,21.22,34.51,7.58
27,NYSE,C,CITIGROUP INC,158049.7,2013-12-31,52.11,38.358,-1.53,7.44,8.67,31.84,-8.96
28,NYSE,BP,BP PLC,154905.0,2013-12-31,48.61,23.622,3.4,17.06,19.42,22.73,-3.53
29,NYSE,BUD,ANHEUSER-BUSCH INBEV SA,152463.2,2013-12-31,94.887,69.534,4.26,9.14,19.95,29.95,-9.93
30,NYSE,MRK,MERCK & CO INC,146242.5,2013-12-31,50.05,32.745,1.36,6.08,9.71,26.8,5.84
31,NYSE,TTE,TOTALENERGIES SE,144960.7,2013-12-31,61.27,29.804,3.02,7.29,28.85,23.64,-6.69
32,NASDAQ,SNY,SANOFI,143827.0,2013-12-31,53.63,32.797,1.51,5.93,4.12,17.17,-8.82
33,NYSE,V,VISA INC,141339.7,2013-12-31,55.67,50.952,9.45,16.76,22.32,48.06,-3.26
34,NYSE,VZ,VERIZON COMMUNICATIONS INC,140626.4,2013-12-31,49.14,25.724,-0.97,6.49,-0.27,18.64,-1.21
35,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,139596.7,2013-12-31,87.13,47.565,2.98,1.73,2.79,8.5,-10.32
36,NASDAQ,CMCSA,COMCAST CORP,135913.3,2013-12-31,25.983,18.25,4.59,15.62,26.07,41.55,4.78
37,NYSE,DIS,WALT DISNEY CO,134256.2,2013-12-31,76.4,68.714,9.65,19.93,22.48,55.34,-4.96
