종목선정일,시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,이번달수익률
2026-02-27,NASDAQ,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/1000th Interest in a Share of 5.50% Series L Non-Cumulative Perpetual Preferred Stock,HBANZ,0,21.54,#N/A,#N/A,#N/A,#N/A,1140,-4.97
2026-02-27,NASDAQ,PayPal Holdings Inc. Common Stock,PYPL,0,46.21,-12.3,-26.29,-34.16,-34.96,1130,-2.12
2026-02-27,NASDAQ,Coca-Cola Europacific Partners plc Ordinary Shares,CCEP,0,110.43,20.43,20.44,24.27,28.02,1100,-17.89
2026-02-27,NASDAQ,eBay Inc. Common Stock,EBAY,0,90.86,-0.39,9.75,0.28,40.35,1080,0.18
2026-02-27,NASDAQ,Old Dominion Freight Line Inc. Common Stock,ODFL,0,203.05,17.23,50.09,34.5,15.04,1060,-3.77
2026-02-27,NASDAQ,CoreWeave Inc. Class A Common Stock,CRWV,0,79.56,-14.63,8.81,-22.79,#N/A,1050,-2.63
2026-02-27,NASDAQ,Thomson Reuters Corporation Common Shares,TRI,0,97.92,-12.85,-28.81,-45.72,-46.09,1050,-6.67
2026-02-27,NASDAQ,Elbit Systems Ltd. Ordinary Shares,ESLT,0,769.04,9.46,63.7,60.15,147.29,1020,10.41
2026-02-27,NASDAQ,Ericsson American Depositary Shares,ERIC,0,11.6,7.41,20.83,47.4,40.78,1020,-2.84
2026-02-27,NASDAQ,Baidu Inc. ADS,BIDU,0,124.44,-18.76,6.46,30.58,43.94,990,-10.46
2026-02-27,NASDAQ,Rocket Lab Corporation Common Stock,RKLB,0,69.1,-13.7,63.98,42.18,237.24,990,-7.06
2026-02-27,NASDAQ,Take-Two Interactive Software Inc. Common Stock,TTWO,0,211.48,-4,-14.06,-9.34,-0.24,970,-6.61
2026-02-27,NASDAQ,Roper Technologies Inc. Common Stock,ROP,0,349.73,-5.79,-21.62,-33.55,-40.17,970,1.18
2026-02-27,NASDAQ,Keurig Dr Pepper Inc. Common Stock,KDP,0,30.28,10.35,8.53,4.09,-9.67,940,-13.04
2026-02-27,NASDAQ,Vodafone Group Plc American Depositary Shares,VOD,0,15.36,4.85,23.18,28.43,74.35,940,-2.21
2026-02-27,NASDAQ,Insmed Incorporated Common Stock,INSM,0,149.33,-4.81,-28.13,9.72,83.11,940,9.5
2026-02-27,NASDAQ,Microchip Technology Incorporated Common Stock,MCHP,0,74.64,-1.69,39.31,14.83,26.81,880,-13.44
2026-02-27,NASDAQ,Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock,HBANP,0,17.84,0.68,3.66,-2.41,-3.25,870,-4.48
2026-02-27,NASDAQ,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,STRC,0,100,1.02,3.46,2.3,#N/A,840,0.02
2026-02-27,NASDAQ,Arch Capital Group Ltd. Common Stock,ACGL,0,100.15,4.28,6.63,9.42,7.79,830,-4.15
2026-02-27,NASDAQ,Axon Enterprise Inc. Common Stock,AXON,0,542.4,12.16,0.42,-27.42,2.64,810,-21.7
2026-02-27,NASDAQ,EchoStar Corporation Common Stock,SATS,0,115.53,2.04,57.63,86.97,269.93,770,1.33
2026-02-27,NASDAQ,Workday Inc. Class A Common Stock,WDAY,0,133.76,-23.84,-37.96,-42.05,-49.21,730,-2.87
2026-02-27,NASDAQ,Strategy Inc 10.00% Series A Perpetual Strife Preferred Stock,STRF,0,98.67,-1.33,-9.24,-10.88,#N/A,710,-2.97
2026-02-27,NASDAQ,Paychex Inc. Common Stock,PAYX,0,93.65,-9.19,-16.15,-32.85,-38.25,700,-1.63
2026-02-27,NASDAQ,BeOne Medicines Ltd. American Depositary Shares,ONC,0,316.99,-6.87,-6.93,3.57,16.63,660,-6.32
2026-02-27,NASDAQ,Trip.com Group Limited American Depositary Shares,TCOM,0,52.62,-14.26,-24.74,-28.65,-7.16,640,-5.38
2026-02-27,NASDAQ,GE HealthCare Technologies Inc. Common Stock,GEHC,0,84.27,6.71,5.35,14.3,-3.53,640,-15.53
2026-02-27,NASDAQ,Symbotic Inc. Class A Common Stock,SYM,0,54.78,0.75,-34.61,15.5,141.32,610,-2.88
2026-02-27,NASDAQ,Kimberly-Clark Corporation Common Stock,KMB,0,111.44,11.45,2.13,-13.71,-21.53,610,-13.43
2026-02-27,NASDAQ,Copart Inc. (DE) Common Stock,CPRT,0,38.09,-6.14,-2.28,-21.96,-30.49,560,-12.84
2026-02-27,NASDAQ,Huntington Bancshares Incorporated Common Stock,HBAN,0,16.8,-3.89,3.07,-5.67,2,540,-6.85
2026-02-27,NASDAQ,AST SpaceMobile Inc. Class A Common Stock,ASTS,0,79.19,-28.79,40.91,61.81,192.11,530,4.65
2026-02-27,NASDAQ,Microchip Technology Incorporated Depositary Shares Each Representing a 1/20th Interest in a Share of 7.50% Series A Mandatory Convertible Preferred Stock,MCHPP,0,65.18,-2.48,26.93,9.73,#N/A,530,-12.6
2026-02-27,NASDAQ,Charter Communications Inc. Class A Common Stock New,CHTR,0,234.63,13.83,17.24,-11.65,-35.46,520,-7.99
2026-02-27,NASDAQ,Ryanair Holdings plc American Depositary Shares,RYAAY,0,67.49,-4.41,-0.98,6.33,39.07,520,-14.36
2026-02-27,NASDAQ,Interactive Brokers Group Inc. Class A Common Stock,IBKR,0,71.19,-4.93,9.49,14.38,39.32,510,-5.79
2026-02-27,NASDAQ,Fiserv Inc. Common Stock,FISV,0,62.29,-2.26,1.33,-54.92,-73.57,490,-10.42
2026-02-27,NASDAQ,United Airlines Holdings Inc. Common Stock,UAL,0,106.3,3.89,4.26,1.24,13.31,480,-13.39
2026-02-27,NASDAQ,Cognizant Technology Solutions Corporation Class A Common Stock,CTSH,0,64.43,-21.48,-17.09,-10.82,-22.68,410,-4.78
2026-02-27,NASDAQ,Natera Inc. Common Stock,NTRA,0,208.04,-9.99,-12.88,23.65,33.71,330,-3.87
2026-02-27,NASDAQ,Expedia Group Inc. Common Stock,EXPE,0,215.69,-18.56,-15.64,0.41,8.96,320,7.05
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 8.75% Series H Fixed-Rate Cumulative Redeemable Preferred Stock,AGNCZ,0,25.77,-0.69,0.19,#N/A,#N/A,300,-2.29
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,AGNCN,0,25.47,-0.43,0.63,-0.2,-1.28,280,-1.18
2026-02-27,NASDAQ,Tradeweb Markets Inc. Class A Common Stock,TW,0,123.26,19.59,13.23,-0.08,-8.95,260,-4.54
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCO,0,25.33,-0.59,0.64,-0.35,-0.98,260,-1.46
2026-02-27,NASDAQ,Royalty Pharma plc Class A Ordinary Shares,RPRX,0,46.21,10.87,15.47,28.43,37.37,250,3.81
2026-02-27,NASDAQ,BrightSpring Health Services Inc. Tangible Equity Unit,BTSGU,0,138,3.43,14.53,69.06,100.67,240,2.93
2026-02-27,NASDAQ,Willis Towers Watson Public Limited Company Ordinary Shares,WTW,0,305.17,-3.87,-4.93,-6.62,-10.15,240,-4.74
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,AGNCM,0,24.94,-0.08,2.05,-0.6,-1.81,200,-1.44
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,AGNCL,0,25.12,0.04,1.62,0.4,-0.16,200,-2.31
2026-02-27,NASDAQ,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,AGNCP,0,24.95,-0.68,0.52,-0.83,-1.15,190,-2.73
2026-02-27,NASDAQ,Biogen Inc. Common Stock,BIIB,0,191.82,6.63,5.34,45.08,36.53,190,-4.43
2026-02-27,NYSE,Taiwan Semiconductor Manufacturing Company Ltd.,TSM,0,374.58,13.32,28.5,62.25,107.49,180,-9.78
2026-02-27,NYSE,Berkshire Hathaway Inc.,BRK/B,0,504.95,5.08,-1.72,0.39,-1.73,180,-5.1
2026-02-27,NYSE,Berkshire Hathaway Inc.,BRK/A,0,757000,4.78,-1.7,0.23,-2.32,170,-5.13
2026-02-27,NYSE,Eli Lilly and Company Common Stock,LLY,0,1051.99,1.43,-2.18,43.6,14.27,150,-12.57
2026-02-27,NYSE,JP Morgan Chase & Co. Common Stock,JPM,0,300.3,-1.83,-4.08,-0.37,13.47,140,-2.04
2026-02-27,NYSE,Exxon Mobil Corporation Common Stock,XOM,0,152.5,7.85,31.56,33.43,36.98,120,11.25
2026-02-27,NYSE,Johnson & Johnson Common Stock,JNJ,0,248.43,9.32,20.06,40.22,50.55,120,-1.61
2026-02-27,NYSE,Visa Inc.,V,0,320.14,-0.53,-4.28,-8.99,-11.74,120,-5.59
2026-02-27,NYSE,Mastercard Incorporated Common Stock,MA,0,517.21,-4.01,-6.05,-13.12,-10.25,70,-3.39
2026-02-27,NYSE,Oracle Corporation Common Stock,ORCL,0,145.4,-11.65,-28,-35.7,-12.44,70,1.18
2026-02-27,NYSE,Chevron Corporation Common Stock,CVX,0,186.76,5.57,23.58,16.29,17.74,70,10.78
2026-02-27,NYSE,AbbVie Inc. Common Stock,ABBV,0,232.08,4.07,1.92,10.3,11.03,60,-6.29
2026-02-27,NYSE,Bank of America Corporation Common Stock,BAC,0,49.83,-6.33,-7.12,-1.79,8.09,50,-2.17
2026-02-27,NYSE,Procter & Gamble Company (The) Common Stock,PG,0,167.2,10.17,12.85,6.47,-3.82,40,-13.61
2026-02-27,NYSE,Caterpillar Inc. Common Stock,CAT,0,742.83,13,29.02,77.27,115.97,20,-4.63
2026-02-27,NYSE,Home Depot Inc. (The) Common Stock,HD,0,380.72,1.64,6.67,-6.4,-4,10,-13.61
2026-02-27,NYSE,Coca-Cola Company (The) Common Stock,KO,0,81.56,9.02,11.54,18.22,14.53,0,-6.76
2026-02-27,NYSE,AstraZeneca PLC Ordinary Shares,AZN,0,208.45,11.41,13.45,29.37,#N/A,-40,-5.39
2026-02-27,NYSE,Merck & Company Inc. Common Stock (new),MRK,0,123.82,12.29,18.12,47.19,34.22,-50,-2.85
2026-02-27,NYSE,GE Aerospace Common Stock,GE,0,342.26,11.56,14.68,24.37,65.36,-60,-17.09
2026-02-27,NYSE,Novartis AG Common Stock,NVS,0,168.62,13.41,29.31,33.24,54.63,-160,-9.41
2026-02-27,NYSE,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA,0,#N/A,#N/A,#N/A,#N/A,#N/A,-220,#N/A
2026-02-27,NYSE,HSBC Holdings plc. Common Stock,HSBC,0,93.16,5.85,30.92,44.5,55.5,-230,-11.45
2026-02-27,NYSE,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),SHEL,0,83.51,8.41,13.2,13.03,23.79,-240,11.36
2026-02-27,NYSE,Toyota Motor Corporation Common Stock,TM,0,242.38,6.84,20.07,24.57,33.56,-260,-14.97
2026-02-27,NYSE,UBS Group AG Registered Ordinary Shares,UBS,0,41.43,-12.13,7.33,2.25,20.82,-260,-5.7
2026-02-27,NYSE,Morgan Stanley Common Stock,MS,0,166.51,-8.91,-1.86,10.65,25.09,-270,-1.17
2026-02-27,NYSE,RTX Corporation Common Stock,RTX,0,202.62,0.84,15.84,27.76,52.36,-360,-4.8
2026-02-27,NYSE,Philip Morris International Inc Common Stock,PM,0,186.83,4.12,18.64,11.79,20.32,-380,-11.5
2026-02-27,NYSE,Goldman Sachs Group Inc. (The) Common Stock,GS,0,859.57,-8.11,4.06,15.34,38.13,-400,-1.58
2026-02-27,NYSE,Wells Fargo & Company Common Stock,WFC,0,81.45,-9.99,-5.13,-0.89,4,-430,-2.26
2026-02-27,NYSE,UnitedHealth Group Incorporated Common Stock (DE),UNH,0,293.27,2.21,-11.07,-5.36,-38.25,-430,-7.73
2026-02-27,NYSE,GE Vernova Inc. Common Stock,GEV,0,873.6,20.27,45.66,42.52,160.64,-440,-0.08
2026-02-27,NYSE,Comcast Holdings ZONES,CCZ,0,#N/A,#N/A,#N/A,#N/A,#N/A,-460,#N/A
2026-02-27,NYSE,International Business Machines Corporation Common Stock,IBM,0,240.21,-21.68,-22.16,-1.35,-4.84,-470,0.91
2026-02-27,NYSE,Royal Bank Of Canada Common Stock,RY,0,167.23,0.6,8.53,15.05,41.52,-470,-3.26
2026-02-27,NYSE,McDonald's Corporation Common Stock,MCD,0,341.06,8.27,9.38,8.78,10.62,-480,-8.88
2026-02-27,NYSE,Verizon Communications Inc. Common Stock,VZ,0,50.14,12.62,21.97,13.36,16.33,-500,0.12
2026-02-27,NYSE,SAP SE ADS,SAP,0,201.53,0.24,-16.64,-25.95,-26.72,-520,-15.04
2026-02-27,NYSE,American Express Company Common Stock,AXP,0,308.9,-12.29,-15.43,-6.76,2.64,-520,-2.08
2026-02-27,NYSE,AT&T Inc.,T,0,28.01,6.87,7.65,-4.37,2.19,-540,3.5
2026-02-27,NYSE,Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG,0,18.64,3.27,18.12,21.91,46.43,-580,-8.96
2026-02-27,NYSE,TotalEnergies SE Ordinary Shares,TTE,0,80.34,10.97,22.04,27.44,34.55,-610,13.24
2026-02-27,NYSE,Citigroup Inc. Common Stock,C,0,110.19,-4.77,6.36,14.1,37.82,-610,2.92
2026-02-27,NYSE,NextEra Energy Inc. Common Stock,NEE,0,93.77,6.68,8.67,30.15,33.63,-610,-0.95
2026-02-27,NYSE,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP,0,81.57,18.68,49.04,46.26,68.25,-670,-10.83
2026-02-27,NYSE,Thermo Fisher Scientific Inc Common Stock,TMO,0,521.11,-9.94,-11.8,5.76,-1.48,-700,-5.68
2026-02-27,NYSE,Abbott Laboratories Common Stock,ABT,0,116.35,6.45,-9.74,-12.29,-15.69,-750,-11.76
