순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,647065.5,2017-01-31,4.77,7.44,17.68,27.44,13.37
2,NASDAQ,GOOGL,ALPHABET INC,565313.5,2017-01-31,3.5,1.27,3.65,7.73,3.02
3,NASDAQ,MSFT,MICROSOFT CORP,499584.8,2017-01-31,4.04,8.61,15.54,20.56,-0.44
4,NASDAQ,AMZN,AMAZON COM INC,391290.1,2017-01-31,9.82,4.26,8.52,40.29,2.62
5,NASDAQ,META,META PLATFORMS INC,375604.1,2017-01-31,13.27,-0.51,5.15,16.14,4.01
6,NASDAQ,WMT,WALMART INC,205107.8,2017-01-31,-3.44,-4.01,-7.27,3.5,6.28
7,NASDAQ,CMCSA,COMCAST CORP,180467.4,2017-01-31,9.23,22.48,13.06,37.67,-0.77
8,NASDAQ,INTC,INTEL CORP,174490.0,2017-01-31,1.52,6.4,7.24,22.64,-0.98
9,NASDAQ,CSCO,CISCO SYSTEMS INC,154207.0,2017-01-31,2.53,1.0,2.33,33.75,11.26
10,NASDAQ,PEP,PEPSICO INC,148839.5,2017-01-31,-0.81,-2.46,-3.33,7.59,6.36
11,NASDAQ,AMGN,AMGEN INC,116557.8,2017-01-31,7.16,11.75,-7.78,5.3,13.44
12,NASDAQ,KHC,KRAFT HEINZ CO,108690.1,2017-01-31,2.26,1.12,4.82,17.65,2.49
13,NASDAQ,SNY,SANOFI,106492.6,2017-01-31,0.84,4.86,-4.34,2.02,5.76
14,NASDAQ,GILD,GILEAD SCIENCES INC,95449.7,2017-01-31,1.17,-0.98,-7.71,-10.71,-2.72
15,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,90174.6,2017-01-31,2.13,8.52,3.43,17.87,5.78
16,NASDAQ,CELG,CELGENE CORP,90039.9,2017-01-31,0.35,13.67,3.53,15.78,6.34
17,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,88446.8,2017-01-31,-0.99,-0.51,4.33,4.68,5.89
18,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,87682.1,2017-01-31,12.51,29.64,37.93,89.05,-0.27
19,NASDAQ,SBUX,STARBUCKS CORP,80477.6,2017-01-31,-0.54,4.53,-4.1,-7.77,3.45
20,NASDAQ,AVGO,BROADCOM INC,79596.6,2017-01-31,12.86,17.83,24.23,51.47,5.73
21,NASDAQ,QCOM,QUALCOMM INC,78918.3,2017-01-31,-18.05,-21.64,-13.22,22.06,6.7
22,NASDAQ,BKNG,BOOKING HOLDINGS INC,77724.6,2017-01-31,7.44,6.84,16.61,47.9,9.46
23,NASDAQ,TXN,TEXAS INSTRUMENTS INC,75501.2,2017-01-31,4.18,8.09,9.8,46.41,1.43
24,NASDAQ,COST,COSTCO WHOLESALE CORP,72013.5,2017-01-31,2.4,11.22,-1.39,9.73,8.36
25,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,68386.6,2017-01-31,-0.11,-1.05,1.55,4.49,-0.81
26,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,66130.8,2017-01-31,1.92,-6.57,-15.82,-16.44,2.05
27,NASDAQ,BIDU,BAIDU INC,60585.5,2017-01-31,6.48,-1.01,9.69,7.23,-0.54
28,NASDAQ,NFLX,NETFLIX INC,60563.2,2017-01-31,13.66,12.69,54.2,53.21,1.01
29,NASDAQ,BIIB,BIOGEN INC,60320.3,2017-01-31,-2.24,-1.05,-4.38,1.53,12.94
30,NASDAQ,NVDA,NVIDIA CORP,58858.8,2017-01-31,2.28,53.66,91.86,276.19,-6.96
31,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,57533.8,2017-01-31,13.8,17.5,15.56,15.87,-5.35
32,NASDAQ,ADBE,ADOBE INC,56018.6,2017-01-31,10.13,5.46,15.86,27.21,4.37
33,NASDAQ,ASML,ASML HOLDING NV,51957.6,2017-01-31,8.2,14.94,10.75,33.79,0.24
34,NASDAQ,TMUS,T-MOBILE US INC,51311.4,2017-01-31,8.28,25.22,34.38,55.09,0.42
35,NASDAQ,SHPG,SHIRE PLC,50520.1,2017-01-31,-1.51,-0.49,-13.49,0.2,7.68
36,NASDAQ,PYPL,PAYPAL HOLDINGS INC,48000.4,2017-01-31,0.78,-4.51,6.82,10.07,5.58
37,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,45564.0,2017-01-31,-1.74,16.68,14.87,24.49,1.61
38,NASDAQ,CSX,CSX CORP,43450.8,2017-01-31,29.11,52.84,65.65,106.8,5.07
39,NASDAQ,KMB,KIMBERLY CLARK CORP,43383.4,2017-01-31,6.14,6.73,-5.07,-2.88,9.43
40,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,42472.9,2017-01-31,0.13,2.2,-9.45,-4.16,2.57
41,NASDAQ,YHOO,YAHOO INC,42048.3,2017-01-31,13.96,6.06,15.4,49.34,3.61
42,NASDAQ,CME,CME GROUP INC,41088.3,2017-01-31,4.97,24.94,23.01,41.76,0.31
43,NASDAQ,JD,JDCOM INC,39671.3,2017-01-31,11.64,9.44,31.18,9.11,7.64
44,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,37894.4,2017-01-31,-2.13,4.14,-15.49,-14.47,3.96
45,NASDAQ,TSLA,TESLA INC,37761.3,2017-01-31,17.89,27.41,7.3,31.76,-0.77
46,NASDAQ,AMAT,APPLIED MATERIALS INC,36872.5,2017-01-31,6.14,18.15,31.13,97.21,6.05
47,NASDAQ,EBAY,EBAY INC,35583.6,2017-01-31,7.21,11.65,2.15,35.68,6.5
48,NASDAQ,NTES,NETEASE INC,33382.1,2017-01-31,17.9,-0.87,25.17,65.23,20.15
49,NASDAQ,EXC,EXELON CORP,33126.9,2017-01-31,1.1,6.42,-1.85,26.09,3.26
50,NASDAQ,LBTYA,LIBERTY GLOBAL LTD,33063.1,2017-01-31,19.26,11.9,15.04,6.01,-2.14
51,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,33034.6,2017-01-31,2.32,23.62,18.96,40.35,3.18
52,NASDAQ,NXPI,NXP SEMICONDUCTORS NV,32629.4,2017-01-31,-0.16,-2.15,16.36,30.85,5.07
53,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,31906.6,2017-01-31,-6.14,2.42,-8.52,-16.93,12.7
54,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,31499.0,2017-01-31,1.75,-0.28,-5.92,8.83,5.51
55,NASDAQ,TRI,THOMSON REUTERS CORP,31128.0,2017-01-31,2.42,14.71,8.24,24.05,-4.93
56,NASDAQ,INTU,INTUIT INC,30432.1,2017-01-31,3.76,9.37,7.48,25.59,5.79
57,NASDAQ,ATVI,ACTIVISION BLIZZARD INC,29884.6,2017-01-31,11.35,-6.86,0.12,16.41,12.24
58,NASDAQ,ALXN,ALEXION PHARMACEUTICALS INC,29263.3,2017-01-31,6.81,0.14,1.62,-10.45,0.44
59,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,27711.5,2017-01-31,1.37,14.22,24.27,37.4,2.22
60,NASDAQ,DISH,DISH NETWORK CORP,27516.1,2017-01-31,2.14,1.04,10.76,22.58,4.78
61,NASDAQ,EQIX,EQUINIX INC,27479.6,2017-01-31,7.71,8.32,4.29,26.59,-1.79
62,NASDAQ,ISRG,INTUITIVE SURGICAL INC,26839.8,2017-01-31,9.23,3.07,-0.44,28.08,6.4
63,NASDAQ,MU,MICRON TECHNOLOGY INC,26587.3,2017-01-31,9.99,40.5,75.47,118.58,-2.78
64,NASDAQ,ROST,ROSS STORES INC,26055.3,2017-01-31,0.78,5.92,7.37,18.58,3.73
65,NASDAQ,EA,ELECTRONIC ARTS INC,25175.5,2017-01-31,5.93,6.25,9.32,29.26,3.68
66,NASDAQ,ORLY,O REILLY AUTOMOTIVE INC,24774.8,2017-01-31,-5.8,-0.82,-9.75,0.53,3.6
67,NASDAQ,MNST,MONSTER BEVERAGE CORP,24323.5,2017-01-31,-3.92,-11.46,-20.44,-5.35,-2.72
68,NASDAQ,AMTD1,TD AMERITRADE HOLDING CORP,24277.0,2017-01-31,6.26,36.15,54.3,71.88,-15.28
69,NASDAQ,PCAR,PACCAR INC,23594.5,2017-01-31,5.34,24.17,16.12,40.84,-0.4
70,NASDAQ,ILMN,ILLUMINA INC,23518.7,2017-01-31,25.04,17.6,-3.76,1.36,4.56
71,NASDAQ,FISV,FISERV INC,23318.5,2017-01-31,1.08,9.09,-2.65,13.61,7.42
72,NASDAQ,ADI,ANALOG DEVICES INC,23094.3,2017-01-31,3.19,17.57,18.86,43.03,9.93
73,NASDAQ,AAL,AMERICAN AIRLINES GROUP INC,22927.0,2017-01-31,-5.23,9.27,25.34,14.77,4.99
74,NASDAQ,INCY,INCYTE CORP,22834.2,2017-01-31,20.88,39.37,34.36,71.78,9.81
75,NASDAQ,NWL,NEWELL BRANDS INC,22832.0,2017-01-31,6.0,-1.05,-9.1,24.07,4.0
76,NASDAQ,SIRI,SIRIUS XM HOLDINGS INC,22773.5,2017-01-31,6.07,13.46,7.77,27.87,8.06
77,NASDAQ,WDC,WESTERN DIGITAL CORP,22760.8,2017-01-31,17.34,37.42,70.49,72.52,-3.57
78,NASDAQ,APA,APA CORP,22697.5,2017-01-31,-5.38,0.97,14.84,43.03,-12.09
79,NASDAQ,UAL,UNITED AIRLINES HOLDINGS INC,22359.1,2017-01-31,-3.31,25.32,50.29,45.96,5.14
80,NASDAQ,PAYX,PAYCHEX INC,21634.7,2017-01-31,-0.22,10.05,3.33,30.04,1.87
81,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,21298.6,2017-01-31,16.56,13.2,-11.47,-5.38,5.53
82,NASDAQ,RYAAY,RYANAIR HOLDINGS PLC,20989.8,2017-01-31,0.48,11.41,18.21,6.78,-2.28
83,NASDAQ,XEL,XCEL ENERGY INC,20988.6,2017-01-31,1.53,0.28,-4.47,11.73,5.78
84,NASDAQ,VTRS,VIATRIS INC,20360.8,2017-01-31,-0.26,4.25,-18.68,-27.79,9.99
85,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,19757.5,2017-01-31,1.02,20.93,-21.16,-30.91,9.51
86,NASDAQ,FITB,FIFTH THIRD BANCORP,19721.5,2017-01-31,-3.23,20.56,39.1,69.7,5.13
87,NASDAQ,AKZOY,AKZO NOBEL NV,19588.8,2017-01-31,9.81,5.77,5.78,8.77,-1.67
