순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,283144.8,2004-05-28,-1.24,-1.13,2.02,8.05,8.88
2,NASDAQ,WMT,WALMART INC,241191.6,2004-05-28,-3.65,-6.0,0.8,5.46,-5.33
3,NASDAQ,INTC,INTEL CORP,184661.4,2004-05-28,8.51,-2.08,-14.64,45.25,-3.33
4,NASDAQ,CSCO,CISCO SYSTEMS INC,151254.5,2004-05-28,0.0,-3.41,-1.46,37.4,5.95
5,NASDAQ,PEP,PEPSICO INC,91104.0,2004-05-28,-0.96,3.15,11.63,24.23,1.38
6,NASDAQ,DELL1,DELL INC,88342.8,2004-05-28,-1.15,7.93,1.94,12.99,1.64
7,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,85996.4,2004-05-28,1.93,-3.51,72.25,176.3,6.82
8,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,77247.6,2004-05-28,0.41,-1.53,7.67,19.72,-3.83
9,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,73840.9,2004-05-28,-3.81,-4.84,1.75,14.51,-6.25
10,NASDAQ,AMGN,AMGEN INC,69559.3,2004-05-28,-6.7,-13.9,-5.07,-14.2,-0.24
11,NASDAQ,CMCSA,COMCAST CORP,65192.0,2004-05-28,-4.13,-3.34,-8.38,-2.88,-2.95
12,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,63916.1,2004-05-28,-9.14,-4.09,-6.18,-19.63,-3.17
13,NASDAQ,DNA1,GENENTECH INC,63612.6,2004-05-28,-3.77,10.87,41.9,90.27,-6.04
14,NASDAQ,EBAY,EBAY INC,58373.6,2004-05-28,6.62,29.25,58.88,75.53,3.55
15,NASDAQ,QCOM,QUALCOMM INC,54339.6,2004-05-28,3.16,6.47,50.95,114.92,8.81
16,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,51379.5,2004-05-28,-9.24,-11.15,-4.66,-5.75,6.72
17,NASDAQ,SNY,SANOFI,48617.1,2004-05-28,14.76,-1.77,-0.08,8.69,-3.56
18,NASDAQ,TXN,TEXAS INSTRUMENTS INC,45199.1,2004-05-28,-2.28,-14.74,-12.13,29.89,-7.39
19,NASDAQ,YHOO,YAHOO INC,41290.7,2004-05-28,9.83,38.29,42.64,105.08,18.72
20,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,35870.2,2004-05-28,3.19,-1.7,-4.65,13.22,3.42
21,NASDAQ,AMAT,APPLIED MATERIALS INC,33665.9,2004-05-28,5.44,-6.02,-17.61,35.21,-1.75
22,NASDAQ,KMB,KIMBERLY CLARK CORP,33037.3,2004-05-28,2.63,2.52,23.04,31.08,0.58
23,NASDAQ,FITB,FIFTH THIRD BANCORP,30557.3,2004-05-28,0.19,-2.53,-5.6,0.27,-0.35
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,28954.9,2004-05-28,-3.64,-3.31,14.74,34.84,8.7
25,NASDAQ,FOX1,FOX ENTERTAINMENT GROUP INC,26261.7,2004-05-28,-4.19,-7.13,-5.6,-4.7,-0.93
26,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,26234.5,2004-05-28,0.98,5.01,17.03,32.65,-5.44
27,NASDAQ,NXTL,NEXTEL COMMUNICATIONS INC,25669.7,2004-05-28,-6.58,-12.68,-8.69,54.2,15.26
28,NASDAQ,DTV1,DIRECTV,24379.7,2004-05-28,1.67,1.56,,,-2.9
29,NASDAQ,TKOMY,TOKIO MARINE HOLDINGS INC,24305.0,2004-05-28,-10.65,2.25,19.75,84.43,14.16
30,NASDAQ,CAR,AVIS BUDGET GROUP INC,23398.2,2004-05-28,-4.64,1.37,4.17,40.24,6.71
31,NASDAQ,EXC,EXELON CORP,22010.5,2004-05-28,0.35,0.07,9.59,18.02,-0.03
32,NASDAQ,BIIB,BIOGEN INC,21116.0,2004-05-28,7.53,12.08,62.78,60.3,1.77
33,NASDAQ,TLSNY,TELIASONERA AB,20524.3,2004-05-28,2.0,-1.79,-0.45,9.48,-2.05
34,NASDAQ,MTCH,MATCH GROUP INC,19917.0,2004-05-28,-4.66,-4.02,-4.28,-16.28,-3.59
35,NASDAQ,AMZN,AMAZON COM INC,19643.7,2004-05-28,3.24,12.74,-10.15,39.13,12.16
36,NASDAQ,COX,COX COMMUNICATIONS INC,19497.8,2004-05-28,0.19,-3.06,-7.35,2.75,-11.52
37,NASDAQ,TRI,THOMSON REUTERS CORP,19416.3,2004-05-28,2.17,2.77,-1.2,12.06,2.41
38,NASDAQ,ADI,ANALOG DEVICES INC,18473.5,2004-05-28,9.24,-1.38,-1.01,33.04,-4.21
