종목선정일,시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),3-1개월(%),6-1개월(%),12-1개월(%),모멘텀스코어,이번달수익률,전달순위
2026-03-31,NASDAQ,Gilead Sciences Inc,GILD,0,139.37,-6.4,13.5,25.6,24.4,21.35,34.19,32.93,20.4,-0.27,
2026-03-31,NYSE,Nextera Energy Inc,NEE,0,92.88,-0.9,15.7,23,31,16.8,24.22,32.28,20.3,1.29,
2026-03-31,NYSE,Northrop Grumman Corp,NOC,0,682.24,-5.8,19.6,12,33.2,27.04,18.88,41.48,19.1,-1.25,
2026-03-31,NYSE,Newmont Corporation,NEM,0,108.25,-16.7,8.4,28.4,124.2,30.2,54.19,169.26,18.9,11.69,
2026-03-31,NASDAQ,Honeywell International Inc,HON,0,226.03,-7.2,15.9,13.9,13.3,24.86,22.78,22.05,17.4,3.99,
2026-03-31,NYSE,Taiwan Semiconductor Manufacturing Co Ltd ADR,TSM,0,337.95,-9.8,11.2,21,103.6,23.26,34.12,125.65,17.2,9.66,
2026-03-31,NYSE,AstraZeneca PLC,AZN,0,197.22,-5.4,7.3,28.5,34.2,13.37,35.85,41.8,17,3.45,
2026-03-31,NYSE,Howmet Aerospace Inc,HWM,0,230.46,-12.2,12.4,17.4,77.6,28.05,33.79,102.37,16.9,9.64,
2026-03-31,NASDAQ,Steel Dynamics Inc,STLD,0,180,-6.8,6.2,29.1,43.9,13.97,38.51,54.41,16.7,5.87,
2026-03-31,NASDAQ,Walmart Inc,WMT,0,124.28,-2.9,11.6,20.6,41.6,14.85,24.15,45.75,16.6,2,
2026-03-31,NASDAQ,Marvell Technology Inc,MRVL,0,99.05,21.3,16.6,17.8,60.9,-3.87,-2.83,32.68,16.6,29.72,
2026-03-31,NASDAQ,American Electric Power Company Inc,AEP,0,131.08,-2,13.7,16.5,20,16.05,18.95,22.47,16.4,3.98,
2026-03-31,NYSE,Novartis AG ADR,NVS,0,152.75,-9.4,10.8,19.1,37,22.3,31.49,51.26,16.1,0.85,
2026-03-31,NASDAQ,Amgen Inc,AMGN,0,351.85,-9.4,7.5,24.7,12.9,18.59,37.55,24.59,16.1,-0.24,
2026-03-31,NASDAQ,CSX Corp,CSX,0,41.05,-3.8,13.2,15.6,39.5,17.77,20.22,45.06,15.9,2.9,
2026-03-31,NASDAQ,Biogen Inc,BIIB,0,183.33,-4.4,4.2,30.9,34,8.99,36.94,40.18,15.7,-5.65,
2026-03-31,NYSE,Cummins Inc,CMI,0,538.02,-7.9,5.4,27.4,71.7,14.38,38.24,86.28,15.5,14.52,
2026-03-31,NASDAQ,Regeneron Pharmaceuticals Inc,REGN,0,772.64,-1.2,0.1,37.4,21.8,1.27,39.02,23.25,15.2,-3.08,
2026-03-31,NYSE,Johnson Controls International PLC,JCI,0,130.95,-9.3,9.4,19.1,63.5,20.5,31.24,80.13,15.1,8.84,
2026-03-31,NASDAQ,Marriott International Inc,MAR,0,327.07,-4.3,5.4,25.6,37.3,10.15,31.21,43.46,14.5,8.26,
2026-03-31,NYSE,Mizuho Financial Group Inc ADR,MFG,0,7.94,-10.5,8.5,18.5,44.1,21.17,32.39,60.98,14.4,8.69,
2026-03-31,NASDAQ,Costco Wholesale Corp,COST,0,996.43,-1.4,15.5,7.6,5.4,17.21,9.2,6.87,14.1,0.2,
2026-03-31,NYSE,National Grid PLC ADR,NGG,0,84.6,-9.8,9.4,16.4,28.9,21.23,29.04,42.92,14.1,6.73,
2026-03-31,NYSE,Anheuser-Busch Inbev SA ADR,BUD,0,69.37,-14.3,8.3,16.4,12.7,26.41,35.8,31.5,13.8,9.17,
2026-03-31,NASDAQ,Linde PLC,LIN,0,495.76,-2.4,16.3,4.4,6.5,19.16,6.96,9.11,13.4,1.49,
2026-03-31,NASDAQ,Warner Bros Discovery Inc,WBD,0,27.46,-2.5,-4.7,40.6,155.9,-2.26,44.24,162.53,13.2,-0.07,
2026-03-31,NYSE,Pfizer Inc,PFE,0,28.08,1.6,12.8,10.2,10.8,11.04,8.52,9.12,12.9,-4.13,
2026-03-31,NYSE,Coca-Cola Co,KO,0,76.05,-6.8,8.8,14.7,6.2,16.66,22.98,13.88,12.7,1.87,
2026-03-31,NASDAQ,Nebius Group NV,NBIS,0,103.76,13.8,24,-7.6,391.5,8.94,-18.78,331.98,12.4,39.72,
2026-03-31,NASDAQ,Exelon Corp,EXC,0,49.02,-0.9,12.5,8.9,6.4,13.49,9.91,7.36,12.4,-0.92,
2026-03-31,NYSE,AT&T Inc,T,0,28.99,3.5,16.7,2.7,2.5,12.76,-0.81,-0.95,12.4,-8.73,
2026-03-31,NYSE,Enbridge Inc,ENB,0,54.14,1.9,13.2,7.3,22.2,11.1,5.31,19.93,12,0.33,
2026-03-31,NASDAQ,Paccar Inc,PCAR,0,115.5,-8.4,5.5,17.5,18.6,15.14,28.24,29.5,11.7,10.12,
2026-03-31,NASDAQ,Texas Instruments Inc,TXN,0,194.14,-8.5,11.9,5.7,8,22.26,15.45,18.04,11.4,10.61,
2026-03-31,NYSE,Canadian Imperial Bank of Commerce,CM,0,94.75,-6.2,4.6,18.6,68.3,11.42,26.37,79.33,11.3,8.88,
2026-03-31,NYSE,HSBC Holdings PLC ADR,HSBC,0,82.49,-11.5,4.9,16.2,43.6,18.42,31.25,62.21,11,9.42,
2026-03-31,NASDAQ,PepsiCo Inc,PEP,0,155.29,-8.5,8.2,10.6,3.6,18.27,20.86,13.21,10.8,1.14,
2026-03-31,NASDAQ,Flex Ltd,FLEX,0,65.46,3.9,8.3,12.9,97.9,4.3,8.71,90.51,10.6,17.23,
2026-03-31,NYSE,Altria Group Inc,MO,0,65.99,-4.4,14.4,-0.1,9.9,19.74,4.51,15.03,10.5,2.11,
2026-03-31,NYSE,Duke Energy Corp,DUK,0,130.94,0.1,11.7,5.8,7.4,11.64,5.74,7.28,10.5,0.65,
2026-03-31,NYSE,RTX Corp,RTX,0,192.9,-4.8,5.2,15.3,45.6,10.48,21.09,52.97,10.2,4.49,
2026-03-31,NASDAQ,CME Group Inc,CME,0,295.35,-7.6,8.2,9.3,11.3,17,18.25,20.43,10.2,-0.02,
2026-03-31,NYSE,Sumitomo Mitsui Financial Group  Inc ADR,SMFG,0,19.75,-12,2.2,18,27.7,16.09,34.05,45.15,9.9,7.14,
2026-03-31,NYSE,McKesson Corp,MCK,0,865.36,-12.4,5.5,12,28.6,20.37,27.81,46.71,9.9,0.03,
2026-03-31,NYSE,Chubb Limited,CB,0,325.93,-4.4,4.4,15.5,7.9,9.21,20.77,12.87,9.7,0.61,
2026-03-31,NYSE,Parker-Hannifin Corp,PH,0,895.24,-11.3,1.9,18.1,47.3,14.82,33.11,66.02,9.7,9.94,
2026-03-31,NASDAQ,Tradeweb Markets Inc,TW,0,117.66,-4.5,9.4,6,-20.7,14.61,11.06,-16.98,9.4,3.21,
2026-03-31,NYSE,Welltower Inc,WELL,0,197.71,-4.5,6.5,11,29,11.59,16.27,35.19,9.4,5,
2026-03-31,NYSE,Prologis Inc,PLD,0,132.18,-7.3,3.5,15.4,18.2,11.68,24.49,27.53,9.4,3.79,
2026-03-31,NASDAQ,Rocket Lab Corp,RKLB,0,64.22,-7.1,-7.9,34,259.2,-0.95,44.23,286.47,8.8,5.96,
2026-03-31,NASDAQ,Fastenal Co,FAST,0,46.4,0.8,15.6,-5.4,19.7,14.73,-6.12,18.74,8.7,5.97,
2026-03-31,NYSE,Mitsubishi UFJ Financial Group Inc ADR,MUFG,0,16.97,-9,7,6.5,24.5,17.53,16.94,36.76,8.4,6.36,
2026-03-31,NYSE,Southern Co,SO,0,96.52,-0.9,10.7,1.8,5,11.67,2.75,5.91,8.3,0.65,
2026-03-31,NYSE,United Parcel Service Inc,UPS,0,98.38,-15.2,-0.8,17.8,-10.6,16.91,38.82,5.43,8.1,3.37,
2026-03-31,NASDAQ,Starbucks Corp,SBUX,0,89.59,-8.6,6.4,5.9,-8.7,16.4,15.86,-0.07,7.7,7.82,
2026-03-31,NYSE,Eaton Corporation PLC,ETN,0,357.67,-4.9,12.3,-4.4,31.6,18.02,0.45,38.29,7.3,12.67,
2026-03-31,NYSE,TJX Companies Inc,TJX,0,159.7,-1.2,4,10.5,31.1,5.24,11.84,32.73,7.1,1.19,
2026-03-31,NYSE,British American Tobacco plc ADR,BTI,0,58.47,-6.7,3.3,10.2,41.3,10.65,18.03,51.44,7,0.58,
2026-03-31,NASDAQ,Advanced Micro Devices Inc,AMD,0,203.43,1.6,-5,25.7,98,-6.51,23.75,94.87,6.6,20.45,
2026-03-31,NYSE,HCA Healthcare Inc,HCA,0,473.24,-10.7,1.4,11,37,13.46,24.28,53.29,6.4,4.7,
2026-03-31,NYSE,Toronto-Dominion Bank,TD,0,93.31,-4.2,-0.9,16.7,55.7,3.35,21.78,62.43,6.4,7.93,
2026-03-31,NASDAQ,Ferrovial SE,FER,0,65.05,-12.5,0.7,11,44.8,15.12,26.93,65.58,6.1,9.75,
2026-03-31,NASDAQ,Cisco Systems Inc,CSCO,0,77.59,-2.4,0.7,13.4,25.7,3.15,16.14,28.76,6.1,5.97,
2026-03-31,NASDAQ,Vertex Pharmaceuticals Inc,VRTX,0,446.54,-10.1,-1.5,14,-7.9,9.59,26.86,2.48,5.6,-2.3,
2026-03-31,NYSE,Trane Technologies PLC,TT,0,416.74,-9.9,7.1,-1.2,23.7,18.79,9.56,37.22,5.4,11.75,
2026-03-31,NYSE,Union Pacific Corp,UNP,0,242.62,-8.4,4.9,2.6,2.7,14.55,12.1,12.17,5.3,3.25,
2026-03-31,NYSE,Waste Management Inc,WM,0,229.79,-4.6,4.6,4.1,-0.7,9.62,9.06,4.03,5.3,-0.15,
2026-03-31,NASDAQ,Xcel Energy Inc,XEL,0,79.44,-4.7,7.6,-1.5,12.2,12.86,3.36,17.76,5.2,3.7,
2026-03-31,NYSE,Bank of Montreal,BMO,0,135.34,-6,4.3,3.9,41.7,10.89,10.5,50.7,5.2,6.63,
2026-03-31,NYSE,Bank of New York Mellon Corp,BK,0,118.63,-0.4,2.2,8.9,41.4,2.59,9.31,42.01,5.1,7.53,
2026-03-31,NYSE,Illinois Tool Works Inc,ITW,0,260.29,-10.4,5.7,-0.2,5,18,11.45,17.18,4.9,3.93,
2026-03-31,NASDAQ,Medline Inc,MDLN,0,44.5,-6.3,6,0,0,13.12,6.76,6.76,4.8,2.47,
2026-03-31,NYSE,Philip Morris International Inc,PM,0,165.34,-11.5,3.1,1.9,4.2,16.48,15.18,17.7,4.1,-2.96,
2026-03-31,NASDAQ,Northern Trust Corp,NTRS,0,139.57,-2.5,2.2,3.7,41.5,4.76,6.31,45.05,3.3,9.07,
2026-03-31,NASDAQ,eBay Inc,EBAY,0,91.02,0.2,4.5,0.1,34.4,4.32,-0.1,34.15,3.2,4.81,
2026-03-31,NYSE,McDonald's Corp,MCD,0,310.79,-8.9,1.7,2.3,-0.5,11.59,12.23,9.18,3,-1.64,
2026-03-31,NASDAQ,Arch Capital Group Ltd,ACGL,0,95.99,-4.2,0.1,5.8,-0.2,4.41,10.38,4.13,2.8,-0.02,
2026-03-31,NASDAQ,Interactive Brokers Group Inc,IBKR,0,67.07,-5.8,4.3,-2.5,62,10.7,3.46,71.97,2.6,6.17,
2026-03-31,NASDAQ,Microchip Technology Inc,MCHP,0,64.61,-13.4,1.4,0.6,33.5,17.14,16.23,54.18,2.6,10.76,
2026-03-31,NASDAQ,Mondelez International Inc,MDLZ,0,57.64,-6.4,7.1,-7.7,-15,14.4,-1.42,-9.24,2.5,2.36,
2026-03-31,NYSE,Citigroup Inc,C,0,113.41,2.9,-2.8,11.7,59.8,-5.57,8.56,55.22,2.4,9.68,
2026-03-31,NASDAQ,Alphabet Inc Class A,GOOGL,0,287.56,-7.8,-8.1,18.3,86,-0.4,28.24,101.6,2.4,10.32,
2026-03-31,NYSE,General Dynamics Corp,GD,0,343.22,-3.9,1.9,0.7,25.9,6.06,4.71,30.99,2,-2.35,
2026-03-31,NYSE,Toyota Motor Corp ADR,TM,0,206.09,-15,-3.7,7.8,16.7,13.23,26.84,37.3,2,2.21,
2026-03-31,NASDAQ,Coca-Cola Europacific Partners PLC,CCEP,0,90.67,-17.9,0,0.3,4.2,21.75,22.14,26.89,1.9,7.46,
2026-03-31,NASDAQ,Alphabet Inc Class C,GOOG,0,286.86,-7.9,-8.6,17.8,83.6,-0.76,27.87,99.34,1.9,10.06,
2026-03-31,NASDAQ,Fifth Third Bancorp,FITB,0,46.46,-6.1,-0.7,4.3,18.5,5.68,11.04,26.2,1.8,6.13,
2026-03-31,NYSE,US Bancorp,USB,0,52.01,-4.8,-2.5,7.6,23.2,2.44,13.1,29.46,1.8,7.02,
2026-03-31,NYSE,Lloyds Banking Group PLC ADR,LYG,0,5.03,-9.4,-5.1,10.8,31.7,4.72,22.25,45.29,1.7,9.15,
2026-03-31,NASDAQ,Comcast Corp,CMCSA,0,28.71,-7.3,2.5,-2.5,-17,10.52,5.14,-10.48,1.5,-2.72,
2026-03-31,NYSE,PNC Financial Services Group Inc,PNC,0,208.09,-2,-0.3,3.6,18.4,1.73,5.68,20.81,1.4,6.27,
2026-03-31,NYSE,Banco Santander SA ADR,SAN,0,11.28,-8.7,-3.8,7.6,68.4,5.37,17.94,84.48,1.2,8.16,
2026-03-31,NASDAQ,Natera Inc,NTRA,0,199.99,-3.9,-12.7,24.2,41.4,-9.19,29.24,47.12,1.2,-3.48,
2026-03-31,NYSE,Ecolab Inc,ECL,0,266.02,-13.7,1.3,-2.9,4.9,17.46,12.59,21.63,1.2,2.73,
2026-03-31,NYSE,Royal Bank of Canada,RY,0,161.78,-3.3,-5.1,9.8,43.5,-1.91,13.51,48.36,0.7,6.26,
2026-03-31,NYSE,Banco Bilbao Vizcaya Argentaria SA ADR,BBVA,0,21.66,-6.4,-7.1,12.5,59,-0.77,20.16,69.82,0.7,6.46,
2026-03-31,NASDAQ,Monster Beverage Corp,MNST,0,72.46,-15.1,-5.5,7.7,23.8,11.26,26.73,45.76,0.7,4.5,
2026-03-31,NASDAQ,Fortinet Inc,FTNT,0,81.72,3.4,2.9,-2.8,-15.1,-0.48,-6.01,-17.9,0.6,-6.14,
2026-03-31,NASDAQ,Sanofi SA ADR,SNY,0,48.18,-1,-0.6,2.1,-13.1,0.41,3.09,-12.26,0.5,-2.95,
2026-03-31,NYSE,Emerson Electric Co,EMR,0,131.02,-13.1,-1.3,-0.1,19.5,13.58,14.92,37.5,0.4,9.73,
2026-03-31,NASDAQ,Insmed Inc,INSM,0,163.52,9.5,-6,13.5,114.3,-14.2,3.69,95.74,0.2,-5.33,
2026-03-31,NASDAQ,Electronic Arts Inc,EA,0,203.87,1.6,-0.2,1.1,41.1,-1.84,-0.56,38.78,0.1,-0.55,
2026-03-31,NYSE,Goldman Sachs Group Inc,GS,0,845.99,-1.6,-3.8,6.2,54.9,-2.21,7.94,57.35,0,7.31,
2026-03-31,NYSE,Bank of Nova Scotia,BNS,0,69.31,-8.5,-5.9,7.2,46.1,2.8,17.17,59.71,-0.4,5.19,
2026-03-31,NYSE,Procter & Gamble Co,PG,0,144.44,-13.6,0.8,-6,-15.2,16.67,8.82,-1.89,-0.5,0.5,
2026-03-31,NYSE,Eli Lilly and Co,LLY,0,919.77,-12.6,-14.4,20.5,11.4,-2.11,37.88,27.37,-0.6,2.14,
2026-03-31,NASDAQ,Keurig Dr Pepper Inc,KDP,0,26.33,-13,-6,3.2,-23.1,8.1,18.7,-11.51,-1.6,0.91,
2026-03-31,NASDAQ,T-Mobile US Inc,TMUS,0,210.03,-3.3,3.4,-12.3,-21.3,6.92,-9.31,-18.6,-2.2,-6.82,
2026-03-31,NASDAQ,Cincinnati Financial Corp,CINF,0,157.35,-4,-3.7,-0.5,6.5,0.4,3.72,11.01,-2.3,2.41,
2026-03-31,NYSE,Amphenol Corp,APH,0,126.35,-13.5,-6.5,2.1,92.6,8.08,18.03,122.69,-2.4,11.4,
2026-03-31,NASDAQ,Airbnb Inc,ABNB,0,126.28,-6.5,-7,4,5.7,-0.45,11.27,13.1,-2.6,2.12,
2026-03-31,NYSE,Sherwin-Williams Co,SHW,0,320.55,-11.6,-1.1,-7.4,-8.2,11.9,4.72,3.84,-2.6,4.85,
2026-03-31,NYSE,Lowe's Companies Inc,LOW,0,236.28,-10.7,-2,-6,1.3,9.71,5.28,13.44,-2.7,3.36,
2026-03-31,NYSE,Morgan Stanley,MS,0,164.57,-1.2,-7.3,3.5,41.1,-6.21,4.75,42.72,-3.6,7.94,
2026-03-31,NASDAQ,VeriSign  Inc,VRSN,0,248.36,9,2.2,-11.2,-2.2,-6.18,-18.47,-10.21,-3.8,4.6,
2026-03-31,NYSE,ING Groep NV ADR,ING,0,26.05,-9.5,-7,-0.1,33,2.75,10.31,46.86,-4,10.13,
2026-03-31,NYSE,Intercontinental Exchange Inc,ICE,0,157.28,-4.2,-2.9,-6.6,-8.8,1.34,-2.58,-4.85,-4.3,2.11,
2026-03-31,NYSE,American Tower Corp,AMT,0,172.58,-10,-1.7,-10.3,-20.7,9.28,-0.24,-11.83,-4.3,3.89,
2026-03-31,NASDAQ,Apple Inc,AAPL,0,253.79,-3.9,-6.6,-0.3,14.3,-2.82,3.75,18.93,-4.4,2.64,
2026-03-31,NYSE,Berkshire Hathaway Inc Class B,BRK.B,0,479.2,-5.1,-4.7,-4.7,-10,0.46,0.44,-5.19,-4.6,0.15,
2026-03-31,NYSE,Charles Schwab Corp,SCHW,0,93.98,-1.3,-5.9,-1.6,20.1,-4.71,-0.28,21.61,-4.7,0.87,
2026-03-31,NASDAQ,O'Reilly Automotive Inc,ORLY,0,92.31,-1.7,1.2,-14.4,-3.3,2.93,-12.92,-1.7,-4.7,0.76,
2026-03-31,NYSE,Berkshire Hathaway Inc Class A,BRK.A,0,718140,-5.1,-4.9,-4.8,-10.1,0.29,0.37,-5.19,-4.8,0.26,
2026-03-31,NASDAQ,Dexcom Inc,DXCM,0,62.8,-14.5,-5.4,-6.7,-8,10.64,9.12,7.53,-5,1.94,
2026-03-31,NYSE,AbbVie Inc,ABBV,0,217.49,-6.3,-4.8,-6.1,3.8,1.57,0.23,10.77,-5.2,-4.39,
2026-03-31,NASDAQ,JD.com Inc ADR,JD,0,29.57,11.5,3,-15.5,-28.1,-7.56,-24.16,-35.48,-5.2,-2.16,
2026-03-31,NASDAQ,Charter Communications Inc,CHTR,0,215.88,-8,3.4,-21.5,-41.4,12.4,-14.71,-36.33,-5.4,1.36,
