순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,3587438.3,2024-11-29,237.33,235.838,5.17,3.75,23.73,25.56,5.52
2,NASDAQ,NVDA,NVIDIA CORP,3385742.5,2024-11-29,138.25,138.038,4.13,15.83,26.12,195.69,-2.86
3,NASDAQ,MSFT,MICROSOFT CORP,3148374.6,2024-11-29,423.46,418.485,4.42,1.72,2.39,12.59,-0.46
4,NASDAQ,AMZN,AMAZON COM INC,2185965.6,2024-11-29,207.89,207.89,11.53,16.46,17.82,42.3,5.53
5,NASDAQ,GOOGL,ALPHABET INC,2068116.9,2024-11-29,168.95,167.873,-1.26,3.55,-1.81,27.8,12.17
6,NASDAQ,META,META PLATFORMS INC,1449864.3,2024-11-29,574.32,571.602,1.19,10.27,23.26,76.08,2.03
7,NASDAQ,TSLA,TESLA INC,1107984.2,2024-11-29,345.16,345.16,38.15,61.21,93.82,43.77,17.0
8,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,1042499.0,2024-11-29,483.02,483.02,7.12,1.49,16.56,34.17,-6.16
9,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,957747.7,2024-11-29,184.66,181.107,-3.09,7.94,23.09,92.72,7.29
10,NASDAQ,AVGO,BROADCOM INC,757007.0,2024-11-29,162.08,159.884,-4.53,-0.14,22.79,77.76,43.4
11,NYSE,LLY,ELI LILLY & CO,755038.2,2024-11-29,795.35,786.858,-3.98,-17.01,-2.74,35.45,-2.94
12,NASDAQ,WMT,WALMART INC,743538.2,2024-11-29,92.5,91.058,12.87,19.77,41.06,80.64,-2.11
13,NYSE,JPM,JPMORGAN CHASE & CO,703046.8,2024-11-29,249.72,242.12,12.53,11.74,24.66,63.79,-4.01
14,NYSE,V,VISA INC,595759.0,2024-11-29,315.08,311.586,8.91,14.22,16.09,23.69,0.3
15,NYSE,UNH,UNITEDHEALTH GROUP INC,561557.5,2024-11-29,610.2,588.554,8.1,3.76,24.15,12.04,-16.79
16,NYSE,XOM,EXXON MOBIL CORP,518445.4,2024-11-29,117.96,112.268,1.84,0.84,2.23,18.73,-8.81
17,NYSE,ORCL,ORACLE CORP,512185.7,2024-11-29,184.84,181.857,10.13,31.12,58.53,61.0,-9.85
18,NYSE,MA,MASTERCARD INC,489148.9,2024-11-29,532.94,528.216,6.68,10.41,19.54,29.52,-1.2
19,NYSE,NVO,NOVO NORDISK A S,481668.0,2024-11-29,106.8,100.379,-4.6,-23.25,-20.75,6.03,-19.46
