순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,GE,GE AEROSPACE,382204.2,2002-02-28,308.0,103.774,4.12,0.91,-4.59,-15.5,-2.86
2,NASDAQ,MSFT,MICROSOFT CORP,315924.0,2002-02-28,29.17,17.777,-8.43,-9.14,2.26,-1.12,3.38
3,NYSE,XOM,EXXON MOBIL CORP,282513.9,2002-02-28,41.3,18.836,6.39,11.09,4.09,4.25,6.13
4,NASDAQ,WMT,WALMART INC,276384.0,2002-02-28,20.67,13.274,3.39,12.58,29.41,24.5,-1.03
5,NYSE,PFE,PFIZER INC,257504.1,2002-02-28,40.96,14.751,-1.4,-5.13,7.53,-7.98,-2.98
6,NYSE,C,CITIGROUP INC,232802.8,2002-02-28,452.5,240.725,-4.54,-5.21,-0.52,-6.82,9.44
7,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,193245.1,2002-02-28,1479.4,875.87,-0.19,-10.13,-5.31,-9.39,-2.47
8,NASDAQ,INTC,INTEL CORP,191627.6,2002-02-28,28.55,16.288,-18.47,-12.53,2.25,0.23,6.51
9,NYSE,JNJ,JOHNSON & JOHNSON,185627.6,2002-02-28,60.9,31.562,6.23,4.88,16.25,26.78,6.65
10,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,169025.6,2002-02-28,98.12,48.37,-8.94,-15.0,-1.58,-1.28,5.99
11,NYSE,MRK,MERCK & CO INC,139508.0,2002-02-28,61.33,23.667,3.63,-9.0,-5.29,-22.21,-5.59
12,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,129655.1,2002-02-28,42.2,23.427,-2.76,-22.71,-15.26,-48.71,-0.95
13,NYSE,VZ,VERIZON COMMUNICATIONS INC,127036.4,2002-02-28,46.8,12.493,0.97,0.34,-5.01,-2.61,-1.49
14,NYSE,T,AT&T INC,126840.4,2002-02-28,37.84,7.703,1.04,1.88,-6.38,-18.71,-1.05
15,NYSE,GSK,GSK PLC,124792.9,2002-02-28,61.188,16.828,2.96,-2.29,-5.74,-8.82,-3.98
16,NYSE,KO,COCA COLA CO,117848.2,2002-02-28,23.695,11.786,8.32,0.92,-1.91,-9.28,10.74
17,NYSE,HD,HOME DEPOT INC,117166.9,2002-02-28,50.0,28.966,-0.18,7.18,8.94,18.09,-2.68
18,NYSE,MO,ALTRIA GROUP INC,114098.1,2002-02-28,52.66,2.884,5.06,13.01,13.81,14.4,1.14
19,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,111023.0,2002-02-28,48.5,48.5,-1.14,3.94,4.89,3.68,-2.31
