순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,2409002.3,2022-05-31,-5.45,-9.73,-9.71,20.13,-8.14
2,NASDAQ,MSFT,MICROSOFT CORP,2033324.7,2022-05-31,-1.8,-8.79,-17.39,9.79,-5.53
3,NASDAQ,GOOGL,ALPHABET INC,1498245.3,2022-05-31,-0.31,-15.77,-19.83,-3.46,-4.22
4,NASDAQ,AMZN,AMAZON COM INC,1223065.8,2022-05-31,-3.28,-21.72,-31.45,-25.41,-11.65
5,NASDAQ,TSLA,TESLA INC,785563.8,2022-05-31,-12.92,-12.89,-33.76,21.28,-11.19
6,NASDAQ,META,META PLATFORMS INC,524052.5,2022-05-31,-3.41,-8.24,-40.32,-41.09,-16.73
7,NASDAQ,NVDA,NVIDIA CORP,466800.0,2022-05-31,0.67,-23.42,-42.84,15.03,-18.79
8,NASDAQ,WMT,WALMART INC,353964.2,2022-05-31,-15.62,-4.11,-7.48,-8.05,-5.48
9,NASDAQ,AVGO,BROADCOM INC,236856.2,2022-05-31,4.64,-0.57,6.16,26.33,-15.58
10,NASDAQ,PEP,PEPSICO INC,231945.2,2022-05-31,-2.31,3.12,6.39,16.53,0.04
11,NASDAQ,ASML,ASML HOLDING NV,231149.9,2022-05-31,2.97,-12.9,-26.66,-13.84,-17.42
12,NASDAQ,COST,COSTCO WHOLESALE CORP,206640.0,2022-05-31,-12.32,-10.07,-13.29,24.06,2.8
13,NASDAQ,CMCSA,COMCAST CORP,198432.7,2022-05-31,11.37,-4.77,-10.46,-21.27,-11.38
14,NASDAQ,ADBE,ADOBE INC,196786.8,2022-05-31,5.18,-10.95,-37.82,-17.46,-12.11
15,NASDAQ,CSCO,CISCO SYSTEMS INC,186550.4,2022-05-31,-8.02,-18.66,-16.78,-12.54,-5.35
16,NASDAQ,INTC,INTEL CORP,181633.4,2022-05-31,2.74,-6.11,-8.29,-19.94,-15.78
17,NASDAQ,TMUS,T-MOBILE US INC,167090.3,2022-05-31,8.24,8.18,22.5,-5.77,0.94
18,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,165064.9,2022-05-31,19.11,-17.42,-35.68,27.2,-24.93
19,NASDAQ,LIN,LINDE PLC,163405.5,2022-05-31,4.08,11.18,2.81,9.56,-11.13
20,NASDAQ,TXN,TEXAS INSTRUMENTS INC,162996.4,2022-05-31,4.54,4.7,-6.88,-4.54,-13.07
21,NASDAQ,QCOM,QUALCOMM INC,160406.4,2022-05-31,2.53,-16.39,-20.05,8.34,-10.33
22,NASDAQ,AMGN,AMGEN INC,137150.5,2022-05-31,10.97,14.26,31.25,11.47,-5.23
23,NASDAQ,SNY,SANOFI,134569.2,2022-05-31,5.97,5.56,16.39,3.63,-6.05
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,131803.5,2022-05-31,0.57,2.56,-3.26,-14.56,-10.23
25,NASDAQ,INTU,INTUIT INC,116909.6,2022-05-31,-1.02,-12.51,-36.3,-5.13,-7.0
26,NASDAQ,AMAT,APPLIED MATERIALS INC,102036.1,2022-05-31,6.54,-12.39,-19.98,-14.44,-22.43
27,NASDAQ,PYPL,PAYPAL HOLDINGS INC,98676.6,2022-05-31,-3.09,-23.87,-53.91,-67.23,-18.04
28,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,93132.6,2022-05-31,2.18,9.59,-2.53,15.87,-5.33
29,NASDAQ,BKNG,BOOKING HOLDINGS INC,91140.3,2022-05-31,1.5,3.28,6.74,-5.0,-22.04
30,NASDAQ,SBUX,STARBUCKS CORP,90031.6,2022-05-31,5.91,-13.88,-27.53,-29.66,-2.69
31,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,87962.2,2022-05-31,-1.43,-2.39,9.02,2.25,-1.76
32,NASDAQ,NFLX,NETFLIX INC,87717.4,2022-05-31,3.72,-49.95,-69.24,-60.73,-11.43
33,NASDAQ,ADI,ANALOG DEVICES INC,87535.3,2022-05-31,9.58,5.54,-5.34,4.08,-13.25
34,NASDAQ,JD,JDCOM INC,87406.9,2022-05-31,-6.81,-19.78,-31.68,-22.29,14.43
35,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,85092.4,2022-05-31,18.31,-15.76,-21.56,-27.01,-7.58
36,NASDAQ,MU,MICRON TECHNOLOGY INC,82454.7,2022-05-31,8.29,-16.79,-11.88,-11.9,-25.13
37,NASDAQ,ISRG,INTUITIVE SURGICAL INC,81712.9,2022-05-31,-4.87,-21.59,-29.81,-18.91,-11.83
38,NASDAQ,GILD,GILEAD SCIENCES INC,81342.2,2022-05-31,9.29,8.71,-3.78,2.39,-3.48
39,NASDAQ,ABNB,AIRBNB INC,78041.3,2022-05-31,-21.11,-20.21,-29.95,-13.91,-26.3
40,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,73019.2,2022-05-31,0.85,7.5,4.43,32.3,-11.07
