순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,589327.2,2016-11-30,-2.31,4.8,11.3,-4.5,4.8
2,NASDAQ,GOOGL,ALPHABET INC,534766.4,2016-11-30,-5.33,-2.03,3.78,1.71,2.14
3,NASDAQ,MSFT,MICROSOFT CORP,468542.6,2016-11-30,1.32,4.78,16.67,13.9,3.12
4,NASDAQ,AMZN,AMAZON COM INC,356650.5,2016-11-30,-3.32,-2.21,5.38,12.9,-0.1
5,NASDAQ,META,META PLATFORMS INC,341306.3,2016-11-30,-9.8,-5.9,-0.8,13.6,-2.85
6,NASDAQ,WMT,WALMART INC,217861.2,2016-11-30,0.63,-1.23,0.22,23.34,-1.16
7,NASDAQ,CMCSA,COMCAST CORP,166325.8,2016-11-30,12.33,6.48,11.47,16.21,-0.27
8,NASDAQ,INTC,INTEL CORP,164443.3,2016-11-30,0.65,-2.06,11.6,3.11,4.52
9,NASDAQ,CSCO,CISCO SYSTEMS INC,149689.2,2016-11-30,-2.52,-4.68,4.92,13.27,1.34
10,NASDAQ,PEP,PEPSICO INC,143561.7,2016-11-30,-5.81,-5.27,0.35,3.61,4.53
11,NASDAQ,AMGN,AMGEN INC,107176.9,2016-11-30,-0.09,-15.05,-6.93,-8.21,1.49
12,NASDAQ,SNY,SANOFI,104978.0,2016-11-30,3.5,3.66,-2.57,-5.3,0.6
13,NASDAQ,QCOM,QUALCOMM INC,100620.3,2016-11-30,0.39,9.1,25.29,44.64,-4.3
14,NASDAQ,KHC,KRAFT HEINZ CO,99390.1,2016-11-30,-6.62,-6.5,-1.54,14.89,6.95
15,NASDAQ,GILD,GILEAD SCIENCES INC,97096.5,2016-11-30,-0.24,-4.84,-13.12,-28.99,-2.23
16,NASDAQ,CELG,CELGENE CORP,91869.4,2016-11-30,14.06,10.74,11.35,8.28,-2.33
17,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,91786.5,2016-11-30,4.95,5.7,11.04,2.69,-2.32
18,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,86836.5,2016-11-30,4.36,-1.5,1.34,12.68,1.68
19,NASDAQ,SBUX,STARBUCKS CORP,84369.5,2016-11-30,8.79,3.25,5.97,-4.15,-4.22
20,NASDAQ,CHTR,CHARTER COMMUNICATIONS INC,74516.9,2016-11-30,10.46,7.53,25.16,46.94,4.58
21,NASDAQ,BKNG,BOOKING HOLDINGS INC,74198.9,2016-11-30,1.96,6.15,18.12,20.41,-2.5
22,NASDAQ,TXN,TEXAS INSTRUMENTS INC,73892.0,2016-11-30,5.19,7.45,22.71,30.63,-1.3
23,NASDAQ,AVGO,BROADCOM INC,67740.7,2016-11-30,0.67,-3.4,11.89,32.33,4.28
24,NASDAQ,COST,COSTCO WHOLESALE CORP,65617.1,2016-11-30,0.54,-7.03,1.27,-5.94,6.66
25,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,64909.1,2016-11-30,-8.76,-16.65,-23.87,-21.31,-0.04
26,NASDAQ,BIIB,BIOGEN INC,63982.1,2016-11-30,3.68,-4.48,3.99,2.51,-3.57
27,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,63691.5,2016-11-30,-8.76,-7.42,-7.13,-3.98,7.95
28,NASDAQ,BIDU,BAIDU INC,57775.5,2016-11-30,-7.04,-4.84,-9.76,-23.41,-1.52
29,NASDAQ,SHPG,SHIRE PLC,52564.3,2016-11-30,0.58,-8.15,-6.54,-15.79,-2.42
30,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,52060.6,2016-11-30,6.93,13.74,-3.4,-5.13,-2.89
31,NASDAQ,ADBE,ADOBE INC,51119.9,2016-11-30,-4.45,0.79,2.67,12.41,0.14
32,NASDAQ,NFLX,NETFLIX INC,50210.0,2016-11-30,-7.56,20.06,13.26,-5.13,5.81
33,NASDAQ,NVDA,NVIDIA CORP,49695.8,2016-11-30,30.87,49.8,101.6,193.4,15.78
34,NASDAQ,PYPL,PAYPAL HOLDINGS INC,47397.1,2016-11-30,-5.94,6.16,3.12,11.4,0.49
35,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,46789.2,2016-11-30,16.58,3.45,1.21,-11.23,-9.34
36,NASDAQ,TMUS,T-MOBILE US INC,44669.9,2016-11-30,9.85,17.59,27.44,52.71,6.09
37,NASDAQ,ASML,ASML HOLDING NV,44138.3,2016-11-30,-2.21,-4.08,3.05,12.58,8.79
38,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,43321.7,2016-11-30,10.17,7.57,10.37,14.05,7.67
39,NASDAQ,KMB,KIMBERLY CLARK CORP,41406.3,2016-11-30,0.92,-9.13,-8.7,-0.16,-0.49
40,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,39998.6,2016-11-30,6.58,-4.04,-4.29,-30.35,-3.2
41,NASDAQ,YHOO,YAHOO INC,39138.2,2016-11-30,-1.82,-3.66,8.46,21.33,-5.73
42,NASDAQ,CME,CME GROUP INC,38315.8,2016-11-30,13.01,5.29,15.87,22.14,5.52
43,NASDAQ,JD,JDCOM INC,37534.1,2016-11-30,3.75,5.0,10.81,-12.42,-5.32
44,NASDAQ,AMAT,APPLIED MATERIALS INC,34804.8,2016-11-30,12.71,7.71,32.61,74.33,0.22
45,NASDAQ,CSX,CSX CORP,33542.8,2016-11-30,18.87,26.34,39.92,29.25,0.34
46,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,33417.3,2016-11-30,6.81,-4.89,-11.82,-14.71,1.72
47,NASDAQ,NXPI,NXP SEMICONDUCTORS NV,33062.9,2016-11-30,-0.63,12.03,7.63,6.09,-1.15
48,NASDAQ,EBAY,EBAY INC,31089.5,2016-11-30,-2.76,-12.46,14.16,-6.02,6.76
49,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,30762.0,2016-11-30,17.27,9.81,19.78,12.94,4.95
50,NASDAQ,EXC,EXELON CORP,30015.5,2016-11-30,-1.14,-2.83,-3.43,23.7,9.17
51,NASDAQ,TRI,THOMSON REUTERS CORP,29996.7,2016-11-30,10.32,4.9,3.88,10.83,1.32
52,NASDAQ,NTES,NETEASE INC,29464.1,2016-11-30,-15.14,6.57,28.38,36.63,-3.91
53,NASDAQ,INTU,INTUIT INC,29174.6,2016-11-30,5.09,2.6,5.97,14.8,0.82
54,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,29035.6,2016-11-30,-6.01,-7.34,-6.55,9.2,6.62
55,NASDAQ,TSLA,TESLA INC,28390.1,2016-11-30,-5.28,-10.38,-15.08,-17.74,12.82
56,NASDAQ,LBTYA,LIBERTY GLOBAL LTD,28386.4,2016-11-30,-2.53,0.35,-16.06,-26.15,-2.33
57,NASDAQ,ALXN,ALEXION PHARMACEUTICALS INC,27490.6,2016-11-30,-9.59,-4.39,-18.5,-31.3,-0.2
58,NASDAQ,ATVI,ACTIVISION BLIZZARD INC,27209.0,2016-11-30,-15.49,-11.95,-6.94,-2.0,-1.37
59,NASDAQ,ROST,ROSS STORES INC,26804.8,2016-11-30,8.53,8.73,25.94,31.16,-2.75
60,NASDAQ,DISH,DISH NETWORK CORP,26716.3,2016-11-30,0.12,15.29,17.36,-8.39,0.84
61,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,26091.6,2016-11-30,7.39,18.84,11.35,21.76,5.07
62,NASDAQ,ORLY,O REILLY AUTOMOTIVE INC,25929.6,2016-11-30,4.17,-1.25,3.24,4.03,1.43
63,NASDAQ,MNST,MONSTER BEVERAGE CORP,25551.1,2016-11-30,-6.72,-12.72,-10.8,-13.17,-0.92
64,NASDAQ,APA,APA CORP,25023.4,2016-11-30,8.61,26.27,14.1,36.84,-3.76
65,NASDAQ,ISRG,INTUITIVE SURGICAL INC,24943.1,2016-11-30,-3.42,-6.37,1.11,23.79,-1.49
66,NASDAQ,EQIX,EQUINIX INC,24180.5,2016-11-30,-4.06,-7.48,-6.65,17.34,5.51
67,NASDAQ,AAL,AMERICAN AIRLINES GROUP INC,24061.7,2016-11-30,16.22,25.66,47.54,13.83,0.54
68,NASDAQ,EA,ELECTRONIC ARTS INC,23911.1,2016-11-30,-0.26,-3.05,4.68,16.89,-0.61
69,NASDAQ,ADI,ANALOG DEVICES INC,22878.6,2016-11-30,17.52,18.7,28.61,24.64,-2.18
70,NASDAQ,FISV,FISERV INC,22708.5,2016-11-30,6.4,1.63,-0.49,8.71,1.59
71,NASDAQ,NWL,NEWELL BRANDS INC,22677.6,2016-11-30,-4.46,-11.86,-0.83,7.01,-5.02
72,NASDAQ,SIRI,SIRIUS XM HOLDINGS INC,22049.7,2016-11-30,11.46,10.11,15.68,11.46,-2.63
73,NASDAQ,UAL,UNITED AIRLINES HOLDINGS INC,21876.8,2016-11-30,25.11,35.22,52.61,23.72,5.7
74,NASDAQ,PCAR,PACCAR INC,21785.7,2016-11-30,12.65,3.14,12.63,25.34,3.76
75,NASDAQ,AMTD1,TD AMERITRADE HOLDING CORP,21573.1,2016-11-30,21.48,25.4,27.71,14.55,6.32
76,NASDAQ,PAYX,PAYCHEX INC,21319.4,2016-11-30,7.08,-2.17,10.26,12.34,3.27
77,NASDAQ,DLTR,DOLLAR TREE INC,20786.0,2016-11-30,17.22,4.82,-0.88,16.83,-12.45
78,NASDAQ,MU,MICRON TECHNOLOGY INC,20341.2,2016-11-30,13.55,16.66,58.65,22.6,12.24
79,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,20242.0,2016-11-30,5.19,-14.81,-9.7,-36.91,-9.73
80,NASDAQ,RYAAY,RYANAIR HOLDINGS PLC,20031.4,2016-11-30,6.21,8.52,-7.07,3.82,4.28
81,NASDAQ,XEL,XCEL ENERGY INC,19815.2,2016-11-30,-4.1,-4.5,-3.1,13.14,5.2
82,NASDAQ,FITB,FIFTH THIRD BANCORP,19661.1,2016-11-30,20.4,29.88,40.0,29.48,4.19
83,NASDAQ,VTRS,VIATRIS INC,19590.2,2016-11-30,-1.56,-14.36,-14.98,-28.64,4.2
84,NASDAQ,ILMN,ILLUMINA INC,19558.3,2016-11-30,-3.96,-21.21,-7.45,-27.6,-3.83
85,NASDAQ,INCY,INCYTE CORP,19269.9,2016-11-30,17.4,26.32,21.01,-10.46,-1.97
86,NASDAQ,EXPE,EXPEDIA GROUP INC,18611.2,2016-11-30,-5.57,13.95,10.96,1.65,-8.68
87,NASDAQ,NTRS,NORTHERN TRUST CORP,18601.3,2016-11-30,13.99,17.16,12.31,12.44,8.4
88,NASDAQ,TCOM,TRIPCOM GROUP LTD,18514.3,2016-11-30,1.12,-4.48,-1.46,-15.47,-11.56
89,NASDAQ,ROP,ROPER TECHNOLOGIES INC,18370.7,2016-11-30,7.86,1.46,5.66,-5.76,1.09
90,NASDAQ,WDC,WESTERN DIGITAL CORP,18173.3,2016-11-30,7.52,36.32,44.28,6.0,7.51
91,NASDAQ,TROW,PRICE T ROWE GROUP INC,18028.7,2016-11-30,15.72,6.8,-2.48,0.26,2.34
92,NASDAQ,AKZOY,AKZO NOBEL NV,17822.1,2016-11-30,-3.54,-7.69,-9.5,-10.33,0.1
93,NASDAQ,CPB,CAMPBELL'S CO,17515.0,2016-11-30,4.94,-5.72,-5.99,11.34,6.29
94,NASDAQ,LRCX,LAM RESEARCH CORP,17263.2,2016-11-30,10.19,14.39,28.65,37.58,0.16
95,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,17174.6,2016-11-30,5.14,-29.96,-33.93,-44.82,13.85
96,NASDAQ,WTW,WILLIS TOWERS WATSON PLC,17007.2,2016-11-30,-1.02,0.72,-2.0,3.37,-1.29
97,NASDAQ,CERN,CERNER CORP,16900.1,2016-11-30,-14.76,-23.12,-9.95,-16.48,-4.84
98,NASDAQ,WDAY,WORKDAY INC,16864.0,2016-11-30,-2.18,-0.76,10.9,0.73,-21.62
99,NASDAQ,PFG,PRINCIPAL FINANCIAL GROUP INC,16596.3,2016-11-30,4.38,17.52,32.15,16.06,1.04
100,NASDAQ,NBL,NOBLE ENERGY INC,16397.4,2016-11-30,7.78,7.39,6.96,5.29,-0.26
101,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,388274.4,2016-11-30,9.33,4.8,9.83,17.41,3.52
102,NYSE,XOM,EXXON MOBIL CORP,362006.3,2016-11-30,3.88,0.63,-1.31,10.7,3.39
103,NYSE,JNJ,JOHNSON & JOHNSON,302795.2,2016-11-30,-2.83,-6.19,-0.21,13.04,3.51
104,NYSE,JPM,JPMORGAN CHASE & CO,286869.4,2016-11-30,16.0,19.63,24.38,23.8,7.63
105,NYSE,GE,GE AEROSPACE,272115.0,2016-11-30,5.27,-1.19,3.69,5.92,3.51
106,NYSE,WFC,WELLS FARGO & COMPANY,265780.3,2016-11-30,15.43,5.42,5.78,-0.84,4.14
107,NYSE,T,AT&T INC,237226.8,2016-11-30,5.81,-4.37,1.41,20.56,10.1
108,NYSE,BABA,ALIBABA GROUP HOLDING LTD,232598.7,2016-11-30,-7.76,-2.06,16.12,11.82,-6.61
109,NYSE,CHL,CHINA MOBILE LTD,223960.8,2016-11-30,-3.99,-10.65,0.73,-2.02,-4.13
110,NYSE,PG,PROCTER & GAMBLE CO,220662.3,2016-11-30,-5.04,-5.07,2.86,13.82,1.96
111,NYSE,BAC,BANK OF AMERICA CORP,213418.6,2016-11-30,27.07,31.52,43.58,23.38,4.64
112,NYSE,CVX,CHEVRON CORP,210599.5,2016-11-30,8.53,10.79,11.6,27.59,5.5
113,NYSE,VZ,VERIZON COMMUNICATIONS INC,203424.0,2016-11-30,3.51,-3.44,0.71,14.76,6.97
114,NYSE,PFE,PFIZER INC,195036.9,2016-11-30,1.66,-6.93,-5.41,1.83,1.06
115,NYSE,TM,TOYOTA MOTOR CORP,182819.2,2016-11-30,3.24,-0.76,19.61,-1.5,-1.12
116,NYSE,V,VISA INC,180329.6,2016-11-30,-5.77,-4.55,-2.57,-1.4,0.91
117,NYSE,KO,COCA COLA CO,174027.9,2016-11-30,-3.64,-5.11,-7.66,-2.23,2.75
118,NYSE,MRK,MERCK & CO INC,168709.2,2016-11-30,3.99,-1.7,10.04,19.3,-3.06
119,NYSE,ORCL,ORACLE CORP,165002.7,2016-11-30,5.29,-2.33,1.06,4.73,-4.33
120,NYSE,SHEL,SHELL PLC,163456.6,2016-11-30,4.37,4.5,7.06,10.85,6.42
121,NYSE,NVS,NOVARTIS AG,163229.0,2016-11-30,-3.25,-13.34,-14.17,-16.23,5.93
122,NYSE,BUD,ANHEUSER-BUSCH INBEV SA,162974.4,2016-11-30,-8.59,-14.8,-15.43,-13.78,2.1
123,NYSE,C,CITIGROUP INC,160696.3,2016-11-30,14.16,18.12,21.9,5.22,5.39
124,NYSE,DIS,WALT DISNEY CO,157745.6,2016-11-30,5.62,4.49,-0.45,-11.45,5.94
125,NYSE,HD,HOME DEPOT INC,157630.0,2016-11-30,5.27,-2.99,-1.87,-0.85,3.62
126,NYSE,HSBC,HSBC HOLDINGS PLC,155669.7,2016-11-30,4.46,9.55,24.0,8.47,1.62
127,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,154247.6,2016-11-30,7.26,2.69,8.02,20.77,2.32
128,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,153974.6,2016-11-30,-3.51,3.74,24.19,35.32,-3.17
129,NYSE,UNH,UNITEDHEALTH GROUP INC,150691.5,2016-11-30,13.25,16.67,19.71,43.51,1.09
130,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,136953.2,2016-11-30,-8.34,-10.77,-9.15,5.42,4.83
131,NYSE,BTI,BRITISH AMERICAN TOBACCO PLC,133916.3,2016-11-30,-4.43,-12.38,-9.46,1.26,3.33
132,NYSE,PTRCY,PETROCHINA CO LTD,129103.0,2016-11-30,3.75,5.44,3.76,0.11,4.48
133,NYSE,MO,ALTRIA GROUP INC,124680.8,2016-11-30,-2.96,-2.03,1.79,15.18,6.73
134,NYSE,UL,UNILEVER PLC,120934.9,2016-11-30,-4.22,-13.44,-11.69,-3.7,1.8
135,NYSE,SLB,SLB LIMITED,116939.5,2016-11-30,6.12,4.89,9.61,11.13,0.47
136,NYSE,TTE,TOTALENERGIES SE,116293.2,2016-11-30,-1.22,-0.32,0.09,2.07,8.13
137,NYSE,MA,MASTERCARD INC,111358.6,2016-11-30,-4.4,5.46,5.59,5.22,1.03
138,NYSE,BP,BP PLC,107438.5,2016-11-30,-0.12,4.51,12.13,9.16,6.77
139,NYSE,MMM,3M CO,103295.8,2016-11-30,4.27,-4.05,2.98,12.62,3.98
140,NYSE,UPS,UNITED PARCEL SERVICE INC,101158.2,2016-11-30,8.38,6.71,14.15,15.91,-1.1
141,NYSE,MDT,MEDTRONIC PLC,100895.1,2016-11-30,-10.89,-15.52,-9.74,-1.15,-1.85
142,NYSE,BHP,BHP GROUP LTD,99927.0,2016-11-30,7.66,20.33,37.79,43.7,-4.69
