순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AEHL,ANTELOPE ENTERPRISE HOLDINGS LTD,614019.5,2012-03-30,16.67,38.06,43.53,-36.16,-13.53
2,NASDAQ,AAPL,APPLE INC,559015.5,2012-03-30,10.52,48.04,57.22,71.97,-2.6
3,NASDAQ,MSFT,MICROSOFT CORP,270644.3,2012-03-30,1.62,25.07,31.42,29.37,-0.74
4,NASDAQ,GOOGL,ALPHABET INC,208698.5,2012-03-30,3.72,-0.72,24.5,10.21,-5.67
5,NASDAQ,WMT,WALMART INC,208357.8,2012-03-30,4.28,3.1,19.44,20.08,-3.74
6,NASDAQ,INTC,INTEL CORP,140462.5,2012-03-30,4.6,16.85,33.96,42.13,1.0
7,NASDAQ,QCOM,QUALCOMM INC,115117.9,2012-03-30,9.46,24.86,40.99,26.83,-6.22
8,NASDAQ,CSCO,CISCO SYSTEMS INC,113912.6,2012-03-30,6.39,17.36,37.42,23.38,-4.34
9,NASDAQ,PEP,PEPSICO INC,104212.1,2012-03-30,5.42,0.82,8.94,5.26,-0.53
10,NASDAQ,SNY,SANOFI,103921.2,2012-03-30,4.64,6.05,18.14,14.12,-1.47
11,NASDAQ,AMZN,AMAZON COM INC,92151.4,2012-03-30,12.69,16.98,-6.35,12.86,14.52
12,NASDAQ,CMCSA,COMCAST CORP,81205.1,2012-03-30,2.06,26.58,44.93,23.85,1.65
13,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,79352.6,2012-03-30,2.14,-1.28,12.27,2.31,0.54
14,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,67210.6,2012-03-30,0.6,2.52,14.94,24.69,4.89
15,NASDAQ,AMGN,AMGEN INC,53793.6,2012-03-30,-0.06,6.41,24.94,28.09,4.62
16,NASDAQ,BIDU,BAIDU INC,50894.3,2012-03-30,6.63,25.16,36.35,6.89,-8.97
17,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,49407.1,2012-03-30,-1.15,10.32,28.57,8.69,-0.65
18,NASDAQ,EBAY,EBAY INC,47487.2,2012-03-30,3.25,21.66,25.13,16.66,11.16
19,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,47336.0,2012-03-30,2.48,13.03,40.88,5.15,-0.64
20,NASDAQ,SBUX,STARBUCKS CORP,42107.5,2012-03-30,15.09,21.9,50.98,54.46,2.65
21,NASDAQ,COST,COSTCO WHOLESALE CORP,39404.8,2012-03-30,5.51,9.29,11.18,26.18,-2.88
22,NASDAQ,APA,APA CORP,38601.3,2012-03-30,-6.94,11.06,25.58,-22.56,-4.3
23,NASDAQ,TXN,TEXAS INSTRUMENTS INC,38482.5,2012-03-30,0.78,16.06,27.45,-1.45,-4.46
24,NASDAQ,GILD,GILEAD SCIENCES INC,37002.4,2012-03-30,7.3,19.38,25.93,14.94,6.47
25,NASDAQ,BKNG,BOOKING HOLDINGS INC,35730.7,2012-03-30,14.43,53.41,59.64,42.36,6.04
26,NASDAQ,CELG,CELGENE CORP,34016.6,2012-03-30,5.72,14.67,25.21,36.62,-5.93
27,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,33748.3,2012-03-30,3.31,1.78,7.97,-16.73,-3.07
28,NASDAQ,DTV1,DIRECTV,33367.0,2012-03-30,6.52,15.39,16.73,6.38,-0.12
29,NASDAQ,BIIB,BIOGEN INC,30079.4,2012-03-30,8.18,14.49,35.27,75.24,6.36
30,NASDAQ,KMB,KIMBERLY CLARK CORP,29089.3,2012-03-30,2.44,1.49,6.17,17.04,6.2
31,NASDAQ,DELL1,DELL INC,28966.3,2012-03-30,-4.07,13.43,17.36,13.36,-1.36
32,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,28893.5,2012-03-30,1.0,1.98,3.23,-14.25,4.69
33,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,27074.9,2012-03-30,2.34,2.93,18.8,11.07,0.78
34,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,26265.3,2012-03-30,1.59,21.24,46.16,-1.33,2.97
35,NASDAQ,EXC,EXELON CORP,26021.4,2012-03-30,0.73,-8.04,-5.29,-0.19,-0.51
36,NASDAQ,VIAB,VIACOM INC,25658.3,2012-03-30,0.1,5.06,23.86,3.21,-2.26
37,NASDAQ,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,23344.8,2012-03-30,8.46,19.66,22.73,-5.76,-4.71
38,NASDAQ,CSX,CSX CORP,22643.7,2012-03-30,2.43,2.75,16.58,-14.96,3.58
39,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,22010.4,2012-03-30,13.78,25.35,67.56,31.79,-1.56
40,NASDAQ,TRI,THOMSON REUTERS CORP,21722.9,2012-03-30,-0.27,9.64,9.31,-23.87,3.18
41,NASDAQ,BRCM,BROADCOM CORP,21418.5,2012-03-30,5.79,34.22,19.1,-1.26,-6.87
42,NASDAQ,ISRG,INTUITIVE SURGICAL INC,21315.7,2012-03-30,5.89,17.0,48.72,60.18,6.73
43,NASDAQ,ASML,ASML HOLDING NV,20741.4,2012-03-30,10.08,19.98,45.17,14.64,2.91
44,NASDAQ,CME,CME GROUP INC,19223.4,2012-03-30,1.84,20.99,20.35,-1.19,-8.13
45,NASDAQ,AEP,AMERICAN ELECTRIC POWER CO INC,18650.5,2012-03-30,2.58,-5.49,3.92,14.23,0.68
46,NASDAQ,YHOO,YAHOO INC,18473.3,2012-03-30,2.63,-5.64,15.57,-9.08,2.1
47,NASDAQ,SHPG,SHIRE PLC,17766.3,2012-03-30,-9.13,-8.47,1.24,8.53,2.97
48,NASDAQ,INTU,INTUIT INC,17741.7,2012-03-30,4.01,14.72,27.57,15.98,-3.4
49,NASDAQ,NBL,NOBLE ENERGY INC,17303.0,2012-03-30,0.13,3.82,38.74,0.69,1.57
50,NASDAQ,ALXN,ALEXION PHARMACEUTICALS INC,17271.3,2012-03-30,10.9,29.87,44.96,86.73,-2.74
51,NASDAQ,HNZ,HEINZ H J CO,17130.2,2012-03-30,2.52,-0.0,8.02,13.95,-0.45
52,NASDAQ,ADBE,ADOBE INC,17022.1,2012-03-30,4.32,21.37,41.95,4.13,-2.22
53,NASDAQ,AKZOY,AKZO NOBEL NV,16908.6,2012-03-30,3.1,21.87,36.75,-6.44,-6.61
