순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,372333.8,2001-05-31,2.11,17.25,20.57,10.58,5.52
2,NASDAQ,WMT,WALMART INC,231346.5,2001-05-31,0.02,3.46,-0.58,-9.77,-5.57
3,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,196633.3,2001-05-31,-0.47,-22.22,-43.41,-68.59,-15.31
4,NASDAQ,INTC,INTEL CORP,181642.2,2001-05-31,-12.56,-5.37,-28.95,-56.91,8.3
5,NASDAQ,CSCO,CISCO SYSTEMS INC,140143.3,2001-05-31,13.43,-18.7,-59.77,-66.18,-5.5
6,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,102609.5,2001-05-31,10.72,15.98,12.74,-7.03,-10.22
7,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,80462.0,2001-05-31,-14.5,-5.2,-24.68,-43.26,-13.31
8,NASDAQ,AMGN,AMGEN INC,69245.2,2001-05-31,8.57,-7.88,4.32,4.32,-8.59
9,NASDAQ,PEP,PEPSICO INC,65525.8,2001-05-31,2.17,-2.57,-0.76,10.91,-0.93
10,NASDAQ,DELL1,DELL INC,63013.0,2001-05-31,-7.16,11.36,26.55,-43.51,7.34
11,NASDAQ,TXN,TEXAS INSTRUMENTS INC,59231.8,2001-05-31,-11.84,15.54,-8.45,-52.23,-6.5
12,NASDAQ,JAVA1,SUN MICROSYSTEMS INC,53639.6,2001-05-31,-3.8,-17.13,-56.69,-57.01,-4.55
13,NASDAQ,WCOEQ,WORLDCOM INC,51522.9,2001-05-31,-2.25,7.31,19.43,-52.58,-17.03
14,NASDAQ,QCOM,QUALCOMM INC,45996.8,2001-05-31,5.9,10.82,-24.31,-9.0,-3.72
15,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,40909.3,2001-05-31,-5.97,-9.24,-9.65,42.11,-14.26
16,NASDAQ,AMAT,APPLIED MATERIALS INC,40443.0,2001-05-31,-8.55,18.18,23.47,-40.12,-1.66
17,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,39169.2,2001-05-31,-0.98,3.57,-0.34,-9.62,-27.89
18,NASDAQ,CMCSA,COMCAST CORP,38236.2,2001-05-31,-6.24,-4.94,7.89,16.84,6.16
19,NASDAQ,AMRN,AMARIN CORP PLC,34791.6,2001-05-31,-3.89,29.23,40.0,24.44,19.29
20,NASDAQ,FITB,FIFTH THIRD BANCORP,33880.0,2001-05-31,9.5,9.82,10.51,31.74,2.34
21,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,33546.5,2001-05-31,-0.94,-8.76,-18.31,-1.57,-7.35
22,NASDAQ,KMB,KIMBERLY CLARK CORP,32171.7,2001-05-31,1.77,-15.12,-12.88,4.0,-7.1
23,NASDAQ,MONIE,MARCONI PLC,29242.8,2001-05-31,-9.19,-22.8,-45.25,,-28.56
24,NASDAQ,EDS,ELECTRONIC DATA SYSTEMS CORP,28659.4,2001-05-31,-4.81,-3.81,16.26,-3.74,2.04
25,NASDAQ,NIPNY,NEC CORP,26794.1,2001-05-31,-10.3,1.54,-8.61,-35.49,-16.66
26,NASDAQ,DNA1,GENENTECH INC,26346.2,2001-05-31,-4.67,-4.67,-26.46,-6.78,10.09
27,NASDAQ,VRTS1,VERITAS SOFTWARE CORP,26193.5,2001-05-31,10.57,1.5,-32.44,-43.42,0.94
