순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,XOM,EXXON MOBIL CORP,373986.9,2005-07-29,58.75,29.033,2.23,3.54,14.99,29.62,2.45
2,NYSE,GE,GE AEROSPACE,365728.0,2005-07-29,276.0,101.161,-0.43,-4.09,-3.31,6.32,-2.58
3,NASDAQ,MSFT,MICROSOFT CORP,276699.5,2005-07-29,25.61,17.676,3.1,1.55,-1.94,0.92,7.22
4,NYSE,BP,BP PLC,236360.0,2005-07-29,65.88,21.942,5.61,9.09,12.33,20.61,4.58
5,NYSE,C,CITIGROUP INC,226294.7,2005-07-29,435.0,274.603,-4.96,-6.44,-8.76,2.42,0.62
6,NASDAQ,WMT,WALMART INC,206382.8,2005-07-29,16.45,10.858,2.39,5.02,-5.25,-5.89,-8.6
7,NYSE,PFE,PFIZER INC,197036.6,2005-07-29,26.5,10.187,-3.91,-1.79,11.27,-14.92,-3.16
8,NYSE,JNJ,JOHNSON & JOHNSON,190187.9,2005-07-29,63.96,35.076,-1.6,-6.35,-0.23,17.94,-0.38
9,NYSE,HSBC,HSBC HOLDINGS PLC,180965.3,2005-07-29,80.99,26.558,1.68,2.06,0.05,14.34,0.67
10,NYSE,BAC,BANK OF AMERICA CORP,175340.5,2005-07-29,43.6,27.532,-4.41,-2.25,-4.14,6.67,-0.16
11,NASDAQ,INTC,INTEL CORP,167535.2,2005-07-29,27.14,15.797,4.31,15.77,21.73,12.47,-4.96
12,NYSE,TTE,TOTALENERGIES SE,158753.8,2005-07-29,62.5,20.606,6.98,13.69,17.25,30.33,5.47
13,NYSE,PTRCY,PETROCHINA CO LTD,156887.9,2005-07-29,89.23,45.386,21.48,49.44,63.79,89.08,-7.93
14,NYSE,AIG,AMERICAN INTERNATIONAL GROUP INC,156213.4,2005-07-29,1204.0,729.295,3.61,18.65,-8.81,-14.25,-1.41
15,NYSE,PG,PROCTER & GAMBLE CO,138767.9,2005-07-29,55.63,31.107,6.0,3.26,5.59,8.76,-0.27
16,NYSE,MO,ALTRIA GROUP INC,138671.0,2005-07-29,66.96,4.435,3.57,4.13,7.23,47.69,5.57
17,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,133184.7,2005-07-29,83.46,42.214,12.48,9.56,-10.25,-3.31,-3.17
18,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,128467.2,2005-07-29,55.64,55.64,-0.05,-0.57,-7.08,-3.87,-0.22
19,NYSE,TM,TOYOTA MOTOR CORP,123958.2,2005-07-29,75.86,46.791,6.11,4.33,-2.1,-3.74,8.07
20,NYSE,JPM,JPMORGAN CHASE & CO,123647.2,2005-07-29,35.14,20.478,0.46,-0.03,-4.0,-2.32,-3.56
21,NASDAQ,CSCO,CISCO SYSTEMS INC,122381.5,2005-07-29,19.15,12.328,0.37,10.88,6.15,-8.46,-7.99
22,NASDAQ,SNY,SANOFI,122227.6,2005-07-29,43.3,19.784,5.63,-0.67,18.41,35.69,-1.25
23,NYSE,CVX,CHEVRON CORP,121717.8,2005-07-29,58.01,25.99,3.74,12.54,8.31,25.19,6.64
24,NYSE,NVS,NOVARTIS AG,118209.9,2005-07-29,48.71,20.356,2.68,-0.04,3.5,10.96,0.08
25,NYSE,E,ENI SPA,113245.1,2005-07-29,56.56,15.833,10.3,25.51,28.86,53.29,4.84
26,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,108653.0,2005-07-29,30.092,8.371,6.2,0.35,0.96,22.31,5.5
27,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,105567.5,2005-07-29,34.36,19.547,7.54,16.67,18.17,29.77,1.6
28,NYSE,KO,COCA COLA CO,105364.2,2005-07-29,21.88,11.689,4.82,1.39,6.86,2.31,0.55
29,NYSE,WFC,WELLS FARGO & COMPANY,103501.2,2005-07-29,30.67,17.229,-0.39,3.15,1.66,10.32,-1.98
30,NASDAQ,AMGN,AMGEN INC,98713.8,2005-07-29,79.77,53.577,31.94,37.04,28.17,40.24,0.16
31,NASDAQ,DELL1,DELL INC,97061.2,2005-07-29,40.09,38.406,2.56,16.19,-3.09,14.1,-12.03
32,NYSE,VZ,VERIZON COMMUNICATIONS INC,94720.1,2005-07-29,34.23,10.57,0.25,-3.26,-1.57,-7.37,-4.45
33,NASDAQ,DNA1,GENENTECH INC,94499.5,2005-07-29,89.45,89.45,11.42,26.09,87.49,83.75,5.02
34,NYSE,HD,HOME DEPOT INC,93387.4,2005-07-29,43.51,25.935,11.85,23.32,5.98,30.25,-7.1
35,NYSE,BHP,BHP GROUP LTD,92231.3,2005-07-29,29.62,10.354,8.5,17.17,17.13,63.39,5.71
36,NASDAQ,PEP,PEPSICO INC,91055.9,2005-07-29,54.53,29.845,1.11,-1.54,2.46,11.05,0.59
37,NYSE,COP,CONOCOPHILLIPS,87144.0,2005-07-29,62.59,23.854,9.41,20.72,37.1,62.46,5.35
38,NYSE,TELFY,TELEFONICA S A,86677.0,2005-07-29,16.817,5.09,3.16,4.62,-2.1,23.96,-1.32
39,NYSE,PBR,PETROBRA,85720.0,2005-07-29,13.143,3.963,2.48,27.39,33.12,97.07,19.0
40,NYSE,DTEGY,DEUTSCHE TELEKOM AG,82978.7,2005-07-29,19.78,13.922,7.38,5.27,-4.75,23.59,-3.54
41,NYSE,ORANY,ORANGE,82156.7,2005-07-29,30.9,8.914,6.04,7.87,0.64,27.63,-1.97
42,NYSE,UPS,UNITED PARCEL SERVICE INC,81282.8,2005-07-29,72.97,36.853,5.51,2.79,-1.43,3.05,-2.4
43,NYSE,T,AT&T INC,80761.2,2005-07-29,24.45,5.92,4.35,4.13,5.73,1.56,-1.52
44,NASDAQ,GOOGL,ALPHABET INC,80010.8,2005-07-29,7.201,7.138,-2.17,30.8,47.11,,-0.62
45,NYSE,TWX,TIME WARNER INC,79750.6,2005-07-29,51.06,35.138,1.86,1.25,-5.44,2.22,5.59
46,NYSE,WB1,WACHOVIA CORP NEW,79420.5,2005-07-29,50.38,43.185,1.57,-0.69,-6.52,17.72,-0.5
47,NYSE,CHL,CHINA MOBILE LTD,79361.6,2005-07-29,20.17,11.34,8.5,13.31,28.15,40.12,8.33
48,NYSE,NOK,NOKIA CORP,74387.0,2005-07-29,15.95,8.438,-4.15,-0.19,7.37,41.17,-1.13
49,NYSE,AZN,ASTRAZENECA PLC,74316.8,2005-07-29,45.44,13.071,10.14,3.39,24.82,5.89,3.15
50,NYSE,DCMYY,NTT DOCOMO INC,74313.2,2005-07-29,16.06,11.252,8.44,3.34,-7.24,-5.73,0.62
51,NYSE,ABT,ABBOTT LABORATORIES,72308.1,2005-07-29,46.63,13.913,-4.31,-4.6,4.77,21.29,-3.22
52,NYSE,HPQ,HP INC,71061.3,2005-07-29,24.62,6.759,4.71,20.67,26.6,24.09,12.75
53,NYSE,ORCL,ORACLE CORP,69840.9,2005-07-29,13.57,10.814,2.8,17.39,-1.46,29.11,-4.27
54,NYSE,SIEGY,SIEMENS AKTIENGESELLSCHAFT,68586.1,2005-07-29,38.485,28.928,5.95,4.69,-3.07,11.36,-0.61
55,NYSE,AXP,AMERICAN EXPRESS CO,68524.5,2005-07-29,55.0,35.441,3.32,4.6,3.57,10.44,0.44
56,NYSE,MRK,MERCK & CO INC,68429.2,2005-07-29,31.06,14.198,0.85,-7.29,13.38,-28.3,-7.89
57,NASDAQ,CMCSA,COMCAST CORP,67771.9,2005-07-29,10.243,6.451,0.2,-4.26,-4.53,12.15,0.03
58,NYSE,UNH,UNITEDHEALTH GROUP INC,66220.1,2005-07-29,52.3,40.374,0.31,10.68,17.7,66.35,-1.53
59,NYSE,MDT,MEDTRONIC PLC,65468.6,2005-07-29,53.94,34.068,4.15,2.54,3.12,9.34,5.67
60,NASDAQ,QCOM,QUALCOMM INC,64368.8,2005-07-29,39.48,24.649,19.6,13.43,6.49,14.99,0.81
61,NYSE,NTTYY,NIPPON TELEGRAPH & TELEPHONE CORP,64001.9,2005-07-29,10.71,8.842,2.47,5.51,5.36,-9.42,-0.95
62,NYSE,LLY,ELI LILLY & CO,63815.8,2005-07-29,56.32,30.944,1.09,-3.05,5.22,-9.35,-1.62
63,NYSE,SHEL,SHELL PLC,63784.1,2005-07-29,61.28,21.504,-5.58,5.21,4.81,21.83,6.91
