순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,750547.0,2015-05-29,1.7,1.84,10.43,46.04,-3.73
2,NASDAQ,MSFT,MICROSOFT CORP,379077.5,2015-05-29,-3.86,7.56,-0.65,19.23,-5.78
3,NASDAQ,GOOGL,ALPHABET INC,372131.5,2015-05-29,-2.86,-3.08,-0.68,-4.42,-0.97
4,NASDAQ,WMT,WALMART INC,239602.9,2015-05-29,-4.03,-10.41,-13.62,0.17,-4.5
5,NASDAQ,META,META PLATFORMS INC,222384.2,2015-05-29,-1.59,0.28,1.92,24.06,8.31
6,NASDAQ,AMZN,AMAZON COM INC,199888.9,2015-05-29,-0.03,12.91,26.75,36.8,1.13
7,NASDAQ,GILD,GILEAD SCIENCES INC,164992.7,2015-05-29,9.72,8.44,11.91,36.78,4.67
8,NASDAQ,INTC,INTEL CORP,163478.2,2015-05-29,5.56,4.4,-6.14,31.44,-11.74
9,NASDAQ,CSCO,CISCO SYSTEMS INC,149067.4,2015-05-29,0.9,0.08,7.58,22.32,-6.31
10,NASDAQ,CMCSA,COMCAST CORP,146941.7,2015-05-29,0.21,-1.12,3.36,14.16,3.3
11,NASDAQ,PEP,PEPSICO INC,142335.6,2015-05-29,2.17,-1.92,-2.37,13.02,-2.49
12,NASDAQ,SNY,SANOFI,130379.9,2015-05-29,-0.36,4.43,5.66,-4.23,0.24
13,NASDAQ,AMGN,AMGEN INC,118808.2,2015-05-29,-2.45,-0.43,-4.51,37.25,-1.75
14,NASDAQ,QCOM,QUALCOMM INC,113548.4,2015-05-29,1.47,-3.35,-3.87,-11.15,-9.5
15,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,103476.5,2015-05-29,9.57,12.93,6.79,17.43,-3.58
16,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,93630.5,2015-05-29,1.9,3.73,26.14,22.99,-1.63
17,NASDAQ,BIIB,BIOGEN INC,93383.8,2015-05-29,3.44,-3.08,29.02,24.12,1.75
18,NASDAQ,CELG,CELGENE CORP,90767.4,2015-05-29,1.1,-5.83,0.66,49.34,1.13
19,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,81453.9,2015-05-29,2.92,1.88,6.22,14.5,-2.14
20,NASDAQ,SBUX,STARBUCKS CORP,77966.0,2015-05-29,2.92,11.52,28.84,44.2,3.18
21,NASDAQ,EBAY,EBAY INC,74541.5,2015-05-29,4.21,5.96,11.81,22.38,-1.82
22,NASDAQ,BIDU,BAIDU INC,69299.7,2015-05-29,-9.86,-3.12,-19.46,17.85,0.85
23,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,68801.5,2015-05-29,-1.02,-1.32,-5.01,-2.29,-3.65
24,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,67651.2,2015-05-29,7.47,13.08,6.97,12.79,-0.72
25,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,63550.4,2015-05-29,2.77,2.77,4.8,22.63,2.07
26,NASDAQ,COST,COSTCO WHOLESALE CORP,62735.9,2015-05-29,-1.29,-2.71,4.23,30.51,-5.28
27,NASDAQ,BKNG,BOOKING HOLDINGS INC,60755.4,2015-05-29,-6.13,-5.29,1.02,-9.27,-1.76
28,NASDAQ,TXN,TEXAS INSTRUMENTS INC,58177.1,2015-05-29,1.64,-4.31,4.04,22.98,-7.89
29,NASDAQ,REGN,REGENERON PHARMACEUTICALS INC,52935.9,2015-05-29,9.12,23.85,23.18,67.38,-0.47
30,NASDAQ,SHPG,SHIRE PLC,52054.9,2015-05-29,6.07,7.8,22.09,50.07,-7.17
31,NASDAQ,LBTYA,LIBERTY GLOBAL LTD,50730.0,2015-05-29,9.98,6.42,10.66,27.0,-6.01
32,NASDAQ,KRFT,KRAFT FOODS GROUP INC,49989.3,2015-05-29,-0.74,32.65,42.44,47.94,0.82
33,NASDAQ,ASML,ASML HOLDING NV,48618.6,2015-05-29,4.33,4.96,6.95,32.62,-7.28
34,NASDAQ,JD,JDCOM INC,47046.9,2015-05-29,-1.52,21.72,43.2,32.6,1.25
35,NASDAQ,DTV1,DIRECTV,45889.9,2015-05-29,-0.25,2.75,3.8,10.81,1.92
