순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,572533.8,2012-07-31,4.58,4.59,33.8,56.41,9.39
2,NASDAQ,AEHL,ANTELOPE ENTERPRISE HOLDINGS LTD,426274.2,2012-07-31,-9.77,-19.71,-13.44,-42.89,-11.55
3,NASDAQ,WMT,WALMART INC,251836.9,2012-07-31,6.76,27.19,22.93,45.08,-1.94
4,NASDAQ,MSFT,MICROSOFT CORP,247058.7,2012-07-31,-3.66,-7.34,1.12,10.49,5.28
5,NASDAQ,GOOGL,ALPHABET INC,207208.3,2012-07-31,9.12,4.65,9.11,4.85,8.24
6,NASDAQ,INTC,INTEL CORP,129296.7,2012-07-31,-3.57,-8.83,-1.24,18.99,-2.56
7,NASDAQ,PEP,PEPSICO INC,113187.9,2012-07-31,2.93,11.06,12.54,17.26,-0.41
8,NASDAQ,SNY,SANOFI,108989.9,2012-07-31,7.57,11.39,14.55,9.75,0.76
9,NASDAQ,AMZN,AMAZON COM INC,105466.8,2012-07-31,2.16,0.6,19.99,4.84,6.42
10,NASDAQ,QCOM,QUALCOMM INC,101655.9,2012-07-31,7.19,-6.09,2.26,10.73,2.98
11,NASDAQ,CMCSA,COMCAST CORP,87760.3,2012-07-31,1.81,7.82,23.74,38.35,3.01
12,NASDAQ,CSCO,CISCO SYSTEMS INC,85442.2,2012-07-31,-6.67,-20.49,-18.12,1.44,19.63
13,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,79362.3,2012-07-31,2.03,7.34,10.28,10.64,0.59
14,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,70405.4,2012-07-31,2.82,0.37,5.29,19.21,4.53
15,NASDAQ,AMGN,AMGEN INC,64238.7,2012-07-31,13.29,16.75,22.86,54.17,2.04
16,NASDAQ,EBAY,EBAY INC,57088.1,2012-07-31,5.45,8.0,40.21,35.27,7.15
17,NASDAQ,TFCF,TWENTY-FIRST CENTURY FOX INC,56156.6,2012-07-31,2.98,16.89,19.62,41.98,1.55
18,NASDAQ,ESRX,EXPRESS SCRIPTS HOLDING CO,46669.5,2012-07-31,3.78,3.85,13.25,6.78,8.08
19,NASDAQ,META,META PLATFORMS INC,46510.8,2012-07-31,-30.19,,,,-16.81
20,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,45312.0,2012-07-31,3.96,-3.68,1.3,12.3,1.33
21,NASDAQ,BIDU,BAIDU INC,42078.5,2012-07-31,4.82,-9.18,-5.49,-23.27,-7.53
22,NASDAQ,COST,COSTCO WHOLESALE CORP,41582.9,2012-07-31,1.24,9.43,17.63,24.41,2.05
23,NASDAQ,GILD,GILEAD SCIENCES INC,41145.3,2012-07-31,5.95,4.44,11.2,28.26,6.18
24,NASDAQ,BIIB,BIOGEN INC,34466.5,2012-07-31,1.0,8.82,23.64,43.15,0.52
25,NASDAQ,SBUX,STARBUCKS CORP,34344.9,2012-07-31,-15.08,-20.83,-4.88,14.57,9.99
26,NASDAQ,KMB,KIMBERLY CLARK CORP,34079.3,2012-07-31,3.75,11.78,23.84,38.33,-3.81
27,NASDAQ,APA,APA CORP,33658.5,2012-07-31,-1.82,-10.06,-12.57,-29.9,-0.43
28,NASDAQ,EXC,EXELON CORP,33346.3,2012-07-31,3.99,1.26,1.0,-6.57,-5.5
29,NASDAQ,BKNG,BOOKING HOLDINGS INC,32950.6,2012-07-31,-0.42,-13.02,24.98,23.08,-8.64
30,NASDAQ,DTV1,DIRECTV,32527.2,2012-07-31,1.72,0.77,10.33,-2.01,4.89
31,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,31213.8,2012-07-31,22.92,4.44,10.5,-4.32,-0.89
32,NASDAQ,TXN,TEXAS INSTRUMENTS INC,31172.2,2012-07-31,-4.46,-14.19,-14.9,-6.4,6.61
