순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NYSE,XOM,EXXON MOBIL CORP,306882.8,2010-02-26,65.0,35.307,1.54,-12.85,-4.84,-1.9,3.05
2,NYSE,PBR,PETROBRA,278167.6,2010-02-26,42.65,14.799,5.12,-16.1,9.07,58.45,4.34
3,NASDAQ,MSFT,MICROSOFT CORP,251449.1,2010-02-26,28.67,21.429,2.21,-2.07,17.35,81.25,2.15
4,NASDAQ,WMT,WALMART INC,206012.2,2010-02-26,18.023,12.872,1.2,-0.38,6.83,12.2,3.4
5,NYSE,BHP,BHP GROUP LTD,204938.3,2010-02-26,73.33,28.361,5.71,-2.62,19.29,104.07,10.74
6,NYSE,PTRCY,PETROCHINA CO LTD,204837.1,2010-02-26,111.92,67.374,0.39,-10.39,3.55,63.82,4.74
7,NYSE,CHL,CHINA MOBILE LTD,198257.6,2010-02-26,49.43,30.969,5.28,5.46,2.14,18.17,-2.65
8,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,186073.6,2010-02-26,80.13,80.13,4.84,19.49,21.93,56.26,1.42
9,NASDAQ,AAPL,APPLE INC,185551.9,2010-02-26,7.308,6.125,6.54,2.36,21.65,129.06,14.86
10,NYSE,PG,PROCTER & GAMBLE CO,183802.6,2010-02-26,63.28,39.456,2.81,2.23,18.7,35.6,-0.02
11,NYSE,JNJ,JOHNSON & JOHNSON,173823.3,2010-02-26,63.0,39.25,0.99,1.02,5.86,30.14,3.49
12,NYSE,GE,GE AEROSPACE,171357.3,2010-02-26,128.48,56.524,0.5,1.53,17.72,93.89,13.33
13,NASDAQ,GOOGL,ALPHABET INC,167676.8,2010-02-26,13.183,13.067,-0.59,-9.64,14.11,55.87,7.65
14,NYSE,SHEL,SHELL PLC,167551.9,2010-02-26,54.74,23.832,0.37,-6.97,1.64,32.58,5.7
15,NYSE,BAC,BANK OF AMERICA CORP,167133.2,2010-02-26,16.66,12.789,9.75,5.18,-5.17,323.9,7.21
16,NYSE,JPM,JPMORGAN CHASE & CO,166747.3,2010-02-26,41.97,27.713,7.78,-1.11,-3.2,84.7,6.51
17,NYSE,BP,BP PLC,166109.9,2010-02-26,53.21,22.234,-3.72,-5.5,6.52,47.9,7.25
18,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,165181.3,2010-02-26,127.16,69.239,4.37,1.1,8.69,40.8,0.86
19,NYSE,T,AT&T INC,146430.5,2010-02-26,24.81,7.527,-2.17,-6.51,-1.8,11.25,4.16
20,NYSE,VALE,VALE SA,145248.4,2010-02-26,27.86,10.855,8.02,-2.83,46.23,120.85,15.54
21,NYSE,CVX,CHEVRON CORP,145203.9,2010-02-26,72.3,37.759,1.21,-6.47,5.27,23.72,4.88
