순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,BNBX,BNB PLUS CORP,4498639.4,2007-07-31,4320861.84,4320861.84,9.09,-29.41,-25.0,9.09,-16.67
2,NYSE,XOM,EXXON MOBIL CORP,479560.3,2007-07-31,85.13,43.686,1.49,7.72,15.88,27.9,1.13
3,NYSE,GE,GE AEROSPACE,397141.8,2007-07-31,310.08,120.473,1.25,5.91,9.15,22.14,0.28
4,NASDAQ,MSFT,MICROSOFT CORP,277341.8,2007-07-31,28.99,20.552,-1.63,-2.86,-5.43,22.16,-0.54
5,NYSE,PTRCY,PETROCHINA CO LTD,263626.3,2007-07-31,147.26,81.312,-0.96,31.32,21.45,33.9,-0.14
6,NYSE,SHEL,SHELL PLC,244360.5,2007-07-31,77.59,29.294,-4.45,13.01,15.94,13.79,0.62
7,NYSE,T,AT&T INC,241443.2,2007-07-31,39.16,10.373,-4.82,2.02,5.92,35.7,1.81
8,NYSE,C,CITIGROUP INC,230355.7,2007-07-31,465.7,315.357,-9.2,-12.28,-13.84,0.3,1.82
9,NYSE,CHL,CHINA MOBILE LTD,229190.6,2007-07-31,57.39,33.504,6.48,28.99,25.8,82.04,19.18
10,NYSE,BP,BP PLC,225675.9,2007-07-31,69.4,24.723,-3.8,4.04,11.39,-0.79,-2.01
11,NYSE,PBR,PETROBRA,211642.2,2007-07-31,32.45,10.387,7.04,28.22,32.96,46.48,-3.78
12,NYSE,HSBC,HSBC HOLDINGS PLC,211167.7,2007-07-31,93.16,33.396,1.52,1.79,4.47,7.19,-2.11
13,NYSE,BAC,BANK OF AMERICA CORP,210439.1,2007-07-31,47.42,32.652,-3.01,-5.81,-7.81,-3.93,6.88
14,NYSE,PG,PROCTER & GAMBLE CO,194792.4,2007-07-31,61.86,36.056,1.66,-3.41,-3.58,12.38,5.58
15,NYSE,TM,TOYOTA MOTOR CORP,192883.6,2007-07-31,120.63,76.739,-4.17,-0.65,-7.71,16.5,-4.1
