순위,거래소,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,AAPL,APPLE INC,1980644.7,2020-09-30,115.81,112.343,-10.25,27.22,82.99,108.88,-6.0
2,NASDAQ,MSFT,MICROSOFT CORP,1591704.4,2020-09-30,210.33,200.378,-6.74,3.6,34.06,53.0,-3.74
3,NASDAQ,AMZN,AMAZON COM INC,1577161.3,2020-09-30,157.436,157.436,-8.76,14.13,61.5,81.39,-3.57
4,NASDAQ,GOOGL,ALPHABET INC,996847.8,2020-09-30,73.28,72.632,-10.06,3.35,26.13,20.02,10.27
5,NYSE,BABA,ALIBABA GROUP HOLDING LTD,789777.1,2020-09-30,293.98,279.063,2.42,36.29,51.16,75.79,3.64
6,NASDAQ,META,META PLATFORMS INC,746104.9,2020-09-30,261.9,259.881,-10.68,15.34,57.01,47.07,0.46
7,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,508422.0,2020-09-30,212.94,212.94,-2.34,19.29,16.47,2.37,-5.18
8,NYSE,V,VISA INC,425317.5,2020-09-30,199.97,191.748,-5.67,3.68,24.51,16.99,-9.13
9,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,420435.2,2020-09-30,81.07,74.013,2.83,43.55,71.8,79.58,3.45
10,NASDAQ,TSLA,TESLA INC,399754.3,2020-09-30,143.003,143.003,-13.91,98.65,309.36,790.54,-9.55
11,NASDAQ,WMT,WALMART INC,396473.2,2020-09-30,46.637,43.244,0.76,17.28,24.19,19.97,-0.83
12,NYSE,JNJ,JOHNSON & JOHNSON,391974.8,2020-09-30,148.88,126.884,-2.95,6.57,15.09,18.22,-7.91
13,NYSE,PG,PROCTER & GAMBLE CO,345541.2,2020-09-30,138.99,120.188,0.48,16.97,27.99,14.6,-0.81
14,NYSE,MA,MASTERCARD INC,338528.8,2020-09-30,338.17,325.646,-5.59,14.51,40.39,25.19,-14.55
15,NASDAQ,NVDA,NVIDIA CORP,333920.4,2020-09-30,13.53,13.473,1.19,42.5,105.48,211.59,-7.36
16,NYSE,HD,HOME DEPOT INC,298942.5,2020-09-30,277.71,241.004,-2.06,11.44,50.41,22.66,-3.96
17,NYSE,UNH,UNITEDHEALTH GROUP INC,296286.2,2020-09-30,311.77,284.011,0.16,6.14,26.08,45.81,-2.13
18,NYSE,JPM,JPMORGAN CHASE & CO,293392.9,2020-09-30,96.27,82.955,-3.91,3.34,9.13,-15.3,2.76
19,NYSE,VZ,VERIZON COMMUNICATIONS INC,246172.8,2020-09-30,59.49,42.189,0.37,9.14,13.18,2.86,-3.19
20,NASDAQ,ADBE,ADOBE INC,235268.6,2020-09-30,490.43,490.43,-4.47,12.66,54.11,77.53,-8.84
21,NASDAQ,PYPL,PAYPAL HOLDINGS INC,231175.3,2020-09-30,197.03,195.346,-3.48,13.09,105.8,90.2,-5.53
22,NYSE,CRM,SALESFORCE INC,228701.2,2020-09-30,251.32,247.629,-7.82,34.16,74.55,69.31,-7.58
23,NYSE,DIS,WALT DISNEY CO,224220.4,2020-09-30,124.08,121.227,-5.91,11.27,28.45,-4.22,-2.28
24,NASDAQ,NFLX,NETFLIX INC,220521.0,2020-09-30,50.003,50.003,-5.58,9.89,33.16,86.84,-4.86
25,NASDAQ,INTC,INTEL CORP,220220.3,2020-09-30,51.78,46.469,1.63,-12.87,-3.14,2.79,-14.48
26,NYSE,KO,COCA COLA CO,212065.8,2020-09-30,49.37,41.851,0.48,11.39,13.49,-6.28,-2.65
27,NASDAQ,CMCSA,COMCAST CORP,211320.3,2020-09-30,46.26,36.684,3.24,18.68,35.35,4.89,-8.22
28,NYSE,MRK,MERCK & CO INC,209800.5,2020-09-30,82.95,66.663,-2.02,8.05,9.46,1.53,-9.33
29,NYSE,BAC,BANK OF AMERICA CORP,208718.1,2020-09-30,24.09,20.99,-5.75,2.15,15.04,-15.25,-1.62
30,NYSE,PFE,PFIZER INC,203937.5,2020-09-30,36.7,26.081,-2.89,13.33,14.71,6.3,-3.32
31,NYSE,T,AT&T INC,203133.7,2020-09-30,28.51,15.493,-4.36,-4.03,1.25,-19.86,-3.5
32,NYSE,NVS,NOVARTIS AG,199023.5,2020-09-30,86.96,66.472,1.05,-0.44,5.47,3.71,-10.21
33,NYSE,NKE,NIKE INC,195828.4,2020-09-30,125.54,114.89,12.2,28.32,52.44,35.01,-4.35
34,NYSE,ABT,ABBOTT LABORATORIES,192686.8,2020-09-30,108.83,97.949,-0.58,19.48,39.0,32.17,-3.1
35,NASDAQ,PEP,PEPSICO INC,191910.1,2020-09-30,138.6,115.765,-0.32,5.56,17.16,4.07,-3.83
36,NYSE,SAP,SAP SE,185982.6,2020-09-30,155.81,141.081,-5.8,11.29,43.08,34.14,-31.44
37,NYSE,TM,TOYOTA MOTOR CORP,184970.6,2020-09-30,132.44,116.786,1.34,6.83,11.89,1.37,-0.87
38,NYSE,ORCL,ORACLE CORP,179527.5,2020-09-30,59.7,55.122,4.33,8.47,24.61,10.41,-5.64
39,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,174660.6,2020-09-30,441.52,435.119,2.98,21.91,55.86,51.96,7.16
40,NASDAQ,CSCO,CISCO SYSTEMS INC,166754.6,2020-09-30,39.39,33.305,-6.7,-14.88,1.91,-17.73,-8.01
41,NYSE,NVO,NOVO NORDISK A S,163709.0,2020-09-30,34.715,30.791,5.13,6.86,16.24,37.23,-7.98
42,NYSE,MCD,MCDONALDS CORP,163323.1,2020-09-30,219.49,192.242,2.8,19.68,34.42,4.85,-2.96
43,NYSE,UL,UNILEVER PLC,162171.9,2020-09-30,61.68,47.775,3.52,13.26,23.99,5.9,-7.09
44,NASDAQ,COST,COSTCO WHOLESALE CORP,156740.9,2020-09-30,355.0,326.026,2.11,17.33,25.06,24.3,0.93
45,NASDAQ,ASML,ASML HOLDING NV,155023.5,2020-09-30,369.27,350.273,-1.31,0.34,41.86,50.04,-2.18
46,NYSE,ABBV,ABBVIE INC,154581.7,2020-09-30,87.59,69.892,-8.54,-9.72,18.01,22.08,-1.51
47,NYSE,DHR,DANAHER CORP,152757.0,2020-09-30,215.33,185.564,4.38,21.88,55.87,49.74,6.6
48,NYSE,ACN,ACCENTURE PLC,150122.9,2020-09-30,225.99,205.077,-5.81,5.63,39.58,19.44,-3.65
49,NASDAQ,AMGN,AMGEN INC,148859.9,2020-09-30,254.16,212.563,0.33,8.48,27.05,34.94,-14.64
50,NASDAQ,AVGO,BROADCOM INC,147367.9,2020-09-30,36.432,32.449,5.92,16.5,56.74,38.29,-4.03
51,NYSE,XOM,EXXON MOBIL CORP,145155.2,2020-09-30,34.33,27.038,-14.05,-21.72,-5.98,-48.08,-4.98
52,NYSE,UPS,UNITED PARCEL SERVICE INC,143864.3,2020-09-30,166.63,130.724,1.84,50.83,81.37,43.97,-5.71
53,NYSE,AZN,ASTRAZENECA PLC,143795.2,2020-09-30,109.6,96.061,-2.14,4.45,23.69,26.56,-8.47
54,NYSE,LLY,ELI LILLY & CO,141576.7,2020-09-30,148.02,139.298,-0.25,-9.4,7.73,35.11,-11.86
55,NASDAQ,TMUS,T-MOBILE US INC,141555.8,2020-09-30,114.36,109.412,-1.99,9.8,36.3,45.18,-4.19
56,NYSE,MDT,MEDTRONIC PLC,139690.8,2020-09-30,103.92,88.319,-2.75,13.98,16.65,-2.11,-3.22
57,NYSE,NEE,NEXTERA ENERGY INC,135906.6,2020-09-30,69.39,59.944,-0.58,16.15,16.57,21.69,5.51
58,NYSE,BMY,BRISTOL MYERS SQUIBB CO,135889.7,2020-09-30,60.29,48.169,-3.07,3.31,9.87,22.64,-2.32
