순위,거래소,종목코드,종목명,시가총액,종목선정일,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,MSFT,MICROSOFT CORP,343126.4,2002-01-31,-3.83,9.56,-3.75,4.34,-8.43
2,NASDAQ,WMT,WALMART INC,267331.7,2002-01-31,4.22,16.84,7.59,6.2,3.39
3,NASDAQ,INTC,INTEL CORP,235188.5,2002-01-31,11.42,43.6,17.7,-5.05,-18.47
4,NASDAQ,CSCO,CISCO SYSTEMS INC,145231.3,2002-01-31,9.33,17.02,3.02,-47.11,-27.93
5,NASDAQ,ERIC,ERICSSON LM TELEPHONE CO,133342.0,2002-01-31,-16.86,1.64,-19.03,-63.24,-2.76
6,NASDAQ,PEP,PEPSICO INC,87637.2,2002-01-31,2.87,3.14,8.07,15.07,0.82
7,NASDAQ,AMRN,AMARIN CORP PLC,84079.8,2002-01-31,16.87,-14.6,7.98,212.31,-34.73
8,NASDAQ,DELL1,DELL INC,70993.8,2002-01-31,1.14,14.64,2.08,5.22,-10.18
9,NASDAQ,PSKY,PARAMOUNT SKYDANCE CORP,70915.8,2002-01-31,-9.42,9.53,-19.7,-27.55,16.4
10,NASDAQ,VOD,VODAFONE GROUP PUBLIC LTD CO,67438.5,2002-01-31,-15.5,-5.71,1.17,-37.4,-12.45
11,NASDAQ,MDLZ,MONDELEZ INTERNATIONAL INC,64299.1,2002-01-31,8.9,10.23,20.2,,5.51
12,NASDAQ,AMGN,AMGEN INC,58025.9,2002-01-31,-1.66,-2.32,-11.5,-21.06,4.47
13,NASDAQ,TXN,TEXAS INSTRUMENTS INC,54061.9,2002-01-31,11.55,11.58,-9.41,-28.55,-5.96
14,NASDAQ,WBA,WALGREENS BOOTS ALLIANCE INC,37072.7,2002-01-31,7.78,12.16,7.87,-11.06,11.02
15,NASDAQ,FITB,FIFTH THIRD BANCORP,36546.4,2002-01-31,3.13,12.52,1.08,8.27,0.8
16,NASDAQ,AMAT,APPLIED MATERIALS INC,35749.5,2002-01-31,8.86,27.97,-4.82,-13.24,-0.41
17,NASDAQ,JAVA1,SUN MICROSYSTEMS INC,34879.6,2002-01-31,-12.52,6.01,-33.95,-64.79,-20.91
18,NASDAQ,CMCSA,COMCAST CORP,33827.5,2002-01-31,-0.56,0.36,-4.02,-15.38,-2.97
19,NASDAQ,QCOM,QUALCOMM INC,33793.4,2002-01-31,-12.77,-10.32,-30.33,-47.6,-24.52
20,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,33494.7,2002-01-31,-8.32,4.73,6.19,-9.29,-2.39
21,NASDAQ,KMB,KIMBERLY CLARK CORP,31666.7,2002-01-31,0.84,9.15,0.07,-5.21,3.81
22,NASDAQ,WCOEQ,WORLDCOM INC,29742.0,2002-01-31,-28.63,-22.18,-22.13,-47.3,-25.17
23,NASDAQ,EDS,ELECTRONIC DATA SYSTEMS CORP,29491.2,2002-01-31,-8.67,-2.52,-1.48,13.58,-5.48
24,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,27331.3,2002-01-31,-0.62,14.43,-7.83,-27.43,14.05
25,NASDAQ,DNA1,GENENTECH INC,26070.2,2002-01-31,-8.85,-5.36,16.9,-16.54,-4.55
26,NASDAQ,COX,COX COMMUNICATIONS INC,22491.2,2002-01-31,-10.64,-2.22,-8.5,-19.39,-1.6
27,NASDAQ,COST,COSTCO WHOLESALE CORP,20811.4,2002-01-31,3.65,21.6,6.85,-0.54,-10.31
28,NASDAQ,MU,MICRON TECHNOLOGY INC,20257.5,2002-01-31,8.87,48.28,-19.64,-26.26,-4.74
29,NASDAQ,MEL,MELLON FINANCIAL CORP,18049.1,2002-01-31,2.4,14.65,1.67,-16.04,-6.25
30,NASDAQ,MXIM,MAXIM INTEGRATED PRODUCTS INC,17920.7,2002-01-31,5.68,21.29,20.18,-9.12,-17.54
31,NASDAQ,FOX1,FOX ENTERTAINMENT GROUP INC,17814.7,2002-01-31,-20.66,-4.36,-22.75,-6.44,5.94
32,NASDAQ,CAR,AVIS BUDGET GROUP INC,17156.5,2002-01-31,-10.86,34.88,-14.1,36.46,-0.4
33,NASDAQ,VRTS1,VERITAS SOFTWARE CORP,17057.3,2002-01-31,-5.09,49.93,0.33,-55.15,-16.59
34,NASDAQ,SEBL,SIEBEL SYSTEMS INC,16363.0,2002-01-31,26.48,116.72,2.7,-46.63,-21.56
35,NASDAQ,EBAY,EBAY INC,16237.6,2002-01-31,-11.77,12.46,-5.67,19.53,-11.81
36,NASDAQ,ADI,ANALOG DEVICES INC,15961.0,2002-01-31,-1.33,15.26,-4.78,-30.03,-15.05
37,NASDAQ,EXC,EXELON CORP,15800.4,2002-01-31,2.85,18.19,-11.31,-15.96,0.95
38,NASDAQ,IMNX,IMMUNEX CORP,15222.4,2002-01-31,0.87,16.99,81.26,-8.73,2.83
39,NASDAQ,IFNNY,INFINEON TECHNOLOGIES AG,15010.9,2002-01-31,6.7,44.02,-15.22,-49.95,5.03
